"fao_saup_id","taxon_name_key","year","catch","mean_catch"
"481_0","Aethotaxis mitopteryx_6",2006,0.00021,0.000646666666666667
"481_0","Aethotaxis mitopteryx_6",2007,0.00143,0.000646666666666667
"481_0","Aethotaxis mitopteryx_6",2012,3e-04,0.000646666666666667
"481_0","Akarotaxis nudiceps_6",2007,2e-06,5.1e-05
"481_0","Akarotaxis nudiceps_6",2012,1e-04,5.1e-05
"481_0","Anotopterus pharao_6",2007,0.000607,0.0161036666666667
"481_0","Anotopterus pharao_6",2011,0.000704,0.0161036666666667
"481_0","Anotopterus pharao_6",2012,0.047,0.0161036666666667
"481_0","Antimora rostrata_6",2012,0.013,0.013
"481_0","Artedidraco skottsbergi_6",2006,2.8e-05,0.000142333333333333
"481_0","Artedidraco skottsbergi_6",2007,0.000299,0.000142333333333333
"481_0","Artedidraco skottsbergi_6",2012,1e-04,0.000142333333333333
"481_0","Bathylagus antarcticus_6",2006,2.9e-05,2.9e-05
"481_0","Bathyraja eatonii_6",2006,0.015925,0.0123625
"481_0","Bathyraja eatonii_6",2012,0.0088,0.0123625
"481_0","Bathyraja maccaini_6",2006,0.089299,0.0798806666666667
"481_0","Bathyraja maccaini_6",2007,0.095843,0.0798806666666667
"481_0","Bathyraja maccaini_6",2012,0.0545,0.0798806666666667
"481_0","Bathyraja spp_5",2007,0.021254,0.015477
"481_0","Bathyraja spp_5",2012,0.0097,0.015477
"481_0","Chaenocephalus aceratus_6",2006,2.61,13.5406030833333
"481_0","Chaenocephalus aceratus_6",2006,0.008844,13.5406030833333
"481_0","Chaenocephalus aceratus_6",2007,0.242163,13.5406030833333
"481_0","Chaenocephalus aceratus_6",2012,0.53823,13.5406030833333
"481_0","Chaenodraco wilsoni_6",2006,0.078421,540.088404125
"481_0","Chaenodraco wilsoni_6",2007,0.046812,540.088404125
"481_0","Chaenodraco wilsoni_6",2012,0.026,540.088404125
"481_0","Champsocephalus gunnari_6",2006,15.96,353.182308
"481_0","Champsocephalus gunnari_6",2006,0.004613,353.182308
"481_0","Champsocephalus gunnari_6",2007,0.758015,353.182308
"481_0","Champsocephalus gunnari_6",2011,0.019,353.182308
"481_0","Champsocephalus gunnari_6",2012,8.0813,353.182308
"481_0","Chionobathyscus dewitti_6",2012,2e-04,2e-04
"481_0","Chionodraco myersi_6",2007,0.00019,0.00019
"481_0","Chionodraco rastrospinosus_6",2006,0.290116,43.553641
"481_0","Chionodraco rastrospinosus_6",2007,0.281653,43.553641
"481_0","Chionodraco rastrospinosus_6",2012,0.377,43.553641
"481_0","Cryodraco antarcticus_6",2006,0.078125,0.0676214
"481_0","Cryodraco antarcticus_6",2007,0.051579,0.0676214
"481_0","Cryodraco antarcticus_6",2010,3e-06,0.0676214
"481_0","Cryodraco antarcticus_6",2012,0.2074,0.0676214
"481_0","Dissostichus mawsoni_6",2006,0.019914,0.14382559
"481_0","Dissostichus mawsoni_6",2007,0.033934,0.14382559
"481_0","Dissostichus mawsoni_6",2010,7.9e-06,0.14382559
"481_0","Dissostichus mawsoni_6",2012,0.1244,0.14382559
"481_0","Dolloidraco longedorsalis_6",2012,2e-04,2e-04
"481_0","Electrona antarctica_6",2006,0.000446,0.000947
"481_0","Electrona antarctica_6",2007,0.001795,0.000947
"481_0","Electrona antarctica_6",2012,6e-04,0.000947
"481_0","Electrona carlsbergi_6",2007,0.000816,0.0168746
"481_0","Electrona carlsbergi_6",2011,0.0329332,0.0168746
"481_0","Electrona spp_5",2012,1e-04,1e-04
"481_0","Euphausia superba_6",2006,88833.554,49497.4295826303
"481_0","Euphausia superba_6",2007,18418.647,49497.4295826303
"481_0","Euphausia superba_6",2008,2884.209,49497.4295826303
"481_0","Euphausia superba_6",2009,33969.955,49497.4295826303
"481_0","Euphausia superba_6",2010,153262.0202268,49497.4295826303
"481_0","Euphausia superba_6",2011,9214.742,49497.4295826303
"481_0","Euphausia superba_6",2012,75630.039,49497.4295826303
"481_0","Gerlachea australis_6",2006,8.3e-05,0.000175333333333333
"481_0","Gerlachea australis_6",2007,0.000243,0.000175333333333333
"481_0","Gerlachea australis_6",2012,2e-04,0.000175333333333333
"481_0","Gymnodraco acuticeps_6",2006,0.009863,0.00634766666666667
"481_0","Gymnodraco acuticeps_6",2007,0.00768,0.00634766666666667
"481_0","Gymnodraco acuticeps_6",2012,0.0015,0.00634766666666667
"481_0","Gymnoscopelus braueri_6",2006,0.000107,0.000101
"481_0","Gymnoscopelus braueri_6",2007,9.6e-05,0.000101
"481_0","Gymnoscopelus braueri_6",2012,1e-04,0.000101
"481_0","Gymnoscopelus nicholsi_6",2006,0.009523,0.0391943333333333
"481_0","Gymnoscopelus nicholsi_6",2007,0.01076,0.0391943333333333
"481_0","Gymnoscopelus nicholsi_6",2012,0.0973,0.0391943333333333
"481_0","Gymnoscopelus opisthopterus_6",2006,3.8e-05,3.8e-05
"481_0","Harpagifer antarcticus_6",2007,3.2e-05,6.6e-05
"481_0","Harpagifer antarcticus_6",2012,1e-04,6.6e-05
"481_0","Krefftichthys anderssoni_6",2006,3e-06,3e-06
"481_0","Krefftichthys anderssoni_6",2007,3e-06,3e-06
"481_0","Lycodichthys antarcticus_6",2007,5e-05,0.000175
"481_0","Lycodichthys antarcticus_6",2012,3e-04,0.000175
"481_0","Macrourus holotrachys_6",2007,6.2e-05,6.2e-05
"481_0","Macrourus spp_5",2012,0.0061,0.16505
"481_0","Magnisudis prionosa_6",2006,0.00121,0.00121
"481_0","Muraenolepis microps_6",2007,0.005874,0.007937
"481_0","Muraenolepis microps_6",2012,0.01,0.007937
"481_0","Neopagetopsis ionah_6",2006,0.007054,0.010602
"481_0","Neopagetopsis ionah_6",2007,0.005852,0.010602
"481_0","Neopagetopsis ionah_6",2012,0.0189,0.010602
"481_0","Notolepis coatsi_6",2007,9.6e-05,9.6e-05
"481_0","Notolepis spp_5",2006,0.97,0.97
"481_0","Notothenia coriiceps_6",2006,0.125576,3.655763
"481_0","Notothenia coriiceps_6",2007,4.217613,3.655763
"481_0","Notothenia coriiceps_6",2012,6.6241,3.655763
"481_0","Notothenia gibberifrons_6",2006,0.718803,126.608349076923
"481_0","Notothenia gibberifrons_6",2007,3.226235,126.608349076923
"481_0","Notothenia gibberifrons_6",2011,0.225,126.608349076923
"481_0","Notothenia gibberifrons_6",2012,1.6555,126.608349076923
"481_0","Notothenia rossii_6",2006,1.1,1566.94414941667
"481_0","Notothenia rossii_6",2006,0.004966,1566.94414941667
"481_0","Notothenia rossii_6",2007,5.605127,1566.94414941667
"481_0","Notothenia rossii_6",2011,0.1,1566.94414941667
"481_0","Notothenia rossii_6",2012,27.5817,1566.94414941667
"481_0","Notothenia squamifrons_6",2006,0.043295,7.263969
"481_0","Notothenia squamifrons_6",2007,0.03255,7.263969
"481_0","Notothenia squamifrons_6",2012,0.106,7.263969
"481_0","Nototheniidae_4",2012,3e-04,0.2309
"481_0","Nototheniops larseni_6",2006,0.009391,0.102517
"481_0","Nototheniops larseni_6",2007,0.07836,0.102517
"481_0","Nototheniops larseni_6",2012,0.2198,0.102517
"481_0","Nototheniops nudifrons_6",2006,0.008663,0.0321897142857143
"481_0","Nototheniops nudifrons_6",2007,0.015665,0.0321897142857143
"481_0","Nototheniops nudifrons_6",2012,0.03,0.0321897142857143
"481_0","Nototheniops nybelini_6",2006,7.61,7.61
"481_0","Ophthalmolycus amberensis_6",2006,0.001951,0.005205
"481_0","Ophthalmolycus amberensis_6",2007,0.008664,0.005205
"481_0","Ophthalmolycus amberensis_6",2012,0.005,0.005205
"481_0","Osteichthyes_2",2012,5e-06,599.872500625
"481_0","Pachycara brachycephalum_6",2006,0.003813,0.00199066666666667
"481_0","Pachycara brachycephalum_6",2007,0.001059,0.00199066666666667
"481_0","Pachycara brachycephalum_6",2012,0.0011,0.00199066666666667
