"fao_ohi_id","TaxonKey","year","b_bmsy"
"57_1",600107,2007,3.67
"57_1",600107,2008,2.34
"57_1",600107,2009,2
"57_1",600107,2010,2.56
"57_1",600142,2007,1.01
"57_1",600142,2008,1.03
"57_1",600142,2009,1.06
"57_1",600142,2010,1.08
"57_1",600143,2007,1.45
"57_1",600143,2008,1.31
"57_1",600143,2009,1.13
"57_1",600143,2010,0.993
"57_1",600146,2007,1.25
"57_1",600146,2008,1.27
"57_1",600146,2009,1.23
"57_1",600146,2010,1.2
"57_1",600226,2007,1.86
"57_1",600226,2008,1.76
"57_1",600226,2009,1.65
"57_1",600226,2010,1.59
"57_1",600752,2007,1.31740130514747
"57_1",600752,2008,1.25973446740521
"57_1",600752,2009,1.21665330778605
"57_1",600752,2010,1.16678123642215
"57_1",600898,2007,1.11538038162377
"57_1",600898,2008,1.10305792344706
"57_1",600898,2009,1.10232359203153
"57_1",600898,2010,1.06091952412047
"57_2",600077,2007,1.35184327441236
"57_2",600077,2008,1.27779375120709
"57_2",600077,2009,1.17447201256637
"57_2",600077,2010,1.03882809183921
"57_2",600089,2007,1.39084465132977
"57_2",600089,2008,1.34441374010202
"57_2",600089,2009,1.29540734972193
"57_2",600089,2010,1.20528170615768
"57_2",600093,2007,1.29307897108342
"57_2",600093,2008,1.1364648855775
"57_2",600093,2009,1.01139600783438
"57_2",600093,2010,0.884407294641574
"57_2",600094,2007,1.353747157547
"57_2",600094,2008,1.21974284910188
"57_2",600094,2009,1.10510630814709
"57_2",600094,2010,0.968708660171267
"57_2",600096,2007,0.742301911056578
"57_2",600096,2008,0.754608156115109
"57_2",600096,2009,0.797306581685012
"57_2",600096,2010,0.842605934454461
"57_2",600107,2007,3.67
"57_2",600107,2008,2.34
"57_2",600107,2009,2
"57_2",600107,2010,2.56
"57_2",600125,2007,1.2094311644208
"57_2",600125,2008,1.20653871333005
"57_2",600125,2009,1.19174614841775
"57_2",600125,2010,1.16735701464813
"57_2",600142,2007,1.01
"57_2",600142,2008,1.03
"57_2",600142,2009,1.06
"57_2",600142,2010,1.08
"57_2",600143,2007,1.45
"57_2",600143,2008,1.31
"57_2",600143,2009,1.13
"57_2",600143,2010,0.993
"57_2",600146,2007,1.25
"57_2",600146,2008,1.27
"57_2",600146,2009,1.23
"57_2",600146,2010,1.2
"57_2",600148,2007,1.12061810129421
"57_2",600148,2008,1.0164410078368
"57_2",600148,2009,0.941383688111946
"57_2",600148,2010,0.884186710461836
"57_2",600217,2007,1.25915960891312
"57_2",600217,2008,1.20639641586068
"57_2",600217,2009,1.14998217993557
"57_2",600217,2010,1.06686558607338
"57_2",600218,2007,1.12695531117851
"57_2",600218,2008,1.09004822664953
"57_2",600218,2009,1.07601174459083
"57_2",600218,2010,1.05622513376831
"57_2",600223,2007,1.08588819060549
"57_2",600223,2008,1.10056179965443
"57_2",600223,2009,1.11727411919995
"57_2",600223,2010,1.12592076503036
"57_2",600226,2007,1.86
"57_2",600226,2008,1.76
"57_2",600226,2009,1.65
"57_2",600226,2010,1.59
"57_2",600752,2007,1.31740130514747
"57_2",600752,2008,1.25973446740521
"57_2",600752,2009,1.21665330778605
"57_2",600752,2010,1.16678123642215
"57_2",600898,2007,1.11538038162377
"57_2",600898,2008,1.10305792344706
"57_2",600898,2009,1.10232359203153
"57_2",600898,2010,1.06091952412047
"57_2",603915,2007,0.615253484658378
"57_2",603915,2008,0.574176826351833
"57_2",603915,2009,0.526988634903515
"57_2",603915,2010,0.479354022304437
"81_3",600006,2007,1.00887355040693
"81_3",600006,2008,0.997543634432292
"81_3",600006,2009,1.03785140088898
"81_3",600006,2010,1.02202473454773
"81_3",600089,2007,1.23183465170459
"81_3",600089,2008,1.17931974936322
"81_3",600089,2009,1.08333348077064
"81_3",600089,2010,0.95452498186859
"81_3",600107,2007,1.09843015830535
"81_3",600107,2008,0.973469010975093
"81_3",600107,2009,0.937380855903534
"81_3",600107,2010,0.928355144100592
"81_3",600116,2007,1.04989372133084
"81_3",600116,2008,1.04075827593558
"81_3",600116,2009,1.03129961196311
"81_3",600116,2010,1.00607747892758
"81_3",600139,2007,1.03146207237452
"81_3",600139,2008,1.04877372946378
"81_3",600139,2009,1.0620041504084
"81_3",600139,2010,1.06552830403439
"81_3",600142,2007,1.43
"81_3",600142,2008,1.37
"81_3",600142,2009,1.38
"81_3",600142,2010,1.39
"81_3",600143,2007,1.42
"81_3",600143,2008,1.51
"81_3",600143,2009,1.5
"81_3",600143,2010,1.37
"81_3",600145,2007,0.598896347365746
"81_3",600145,2008,0.667438026732588
"81_3",600145,2009,0.742604348868975
"81_3",600145,2010,0.82178852302762
"81_3",600146,2007,1.18
"81_3",600146,2008,1.16
"81_3",600146,2009,1.11
"81_3",600146,2010,1.09
"81_3",600217,2007,0.440304015609956
"81_3",600217,2008,0.359948738654104
"81_3",600217,2009,0.370639592857842
"81_3",600217,2010,0.397881644038218
"81_3",600218,2007,0.244902205796702
"81_3",600218,2008,0.219982499108133
"81_3",600218,2009,0.258312879098257
"81_3",600218,2010,0.318755616412091
"81_3",600223,2007,0.85
"81_3",600223,2008,0.82
"81_3",600223,2009,0.81
"81_3",600223,2010,0.91
"81_3",600226,2007,0.884413752182071
"81_3",600226,2008,0.881812706319593
"81_3",600226,2009,0.889304593608062
"81_3",600226,2010,0.899325769235998
"81_3",600249,2007,0.879981880595934
"81_3",600249,2008,0.862794623155061
"81_3",600249,2009,0.853178345017134
"81_3",600249,2010,0.857613400803755
"81_3",600334,2007,0.485892534020701
"81_3",600334,2008,0.555335091377421
"81_3",600334,2009,0.636972253987643
"81_3",600334,2010,0.730146515066462
"81_3",600349,2007,0.223195441717864
"81_3",600349,2008,0.283113027048578
"81_3",600349,2009,0.367213154791409
"81_3",600349,2010,0.484339800781464
"81_3",600372,2007,0.448198842617766
"81_3",600372,2008,0.497702333753239
"81_3",600372,2009,0.582514439676524
