rgn_id,rgn_name,area_km2_from_shp,Shape_Area,area_km2_from_gArea,area_km2_from_layer,a_km2_from_cells
1,Cocos Islands,17.8375767737,17947240.3939,17.9472403938673,31.4370277768854,18.25
2,Christmas Island,66.9043010871,67325342.3505,67.3253423504882,62.8740555537707,67.25
3,Norfolk Island,26.4543379453,26548643.4629,26.5486434628843,19.2115169747633,26
4,Macquarie Island,75.6017352072,75435213.908,75.4352139079675,113.522600305419,76.25
5,New Caledonia,2408.0193035,2419989968.82,2419.98996882006,1941.23646522267,2416.75
6,Vanuatu,2586.40499321,2601108827.85,2601.10882785315,2271.32525687997,2598
7,Solomon Islands,6117.81361448,6157072857.88,6157.07285788302,4919.02159631098,6144.25
8,Palau,248.556128013,250176346.333,250.176346332954,259.355479159304,254.25
9,Micronesia,467.398897435,470439686.334,470.439686333881,549.274735323914,472.25
10,Nauru,14.8195754131,14919470.9416,14.9194709416165,12.2255108021221,15
11,Marshall Islands,280.131902328,281932296.416,281.932296416,815.616220655859,283.5
12,Wake Island,8.66503038224,8710667.82035,8.71066782035899,12.2255108021221,8.5
13,Northern Mariana Islands and Guam,437.034251726,439569044.881,439.569044881149,393.836097982647,437.75
14,Taiwan,1432.51550247,1439071145.51,1439.07114550749,1157.0572723437,1433
15,Philippines,23808.3911126,23956064143.1,23956.0641431118,19461.2666954352,23953.25
16,Australia,47860.6163181,48067561585.1,48067.5615849428,34994.6514203029,48027
17,Papua New Guinea,15151.2294945,15250098642.2,15250.0986421738,12069.1989140092,15242
18,Fiji,3027.58618618,3044309483.82,3044.30948381995,2656.42884714681,3049
19,Tuvalu,41.5262021568,41795950.6487,41.7959506487196,106.536594132778,43.5
20,South Korea,6950.83829385,6966148809.79,6966.14880978265,4897.19032702148,6978.75
21,North Korea,2778.96647885,2782713452.16,2782.71345215737,2011.09652694908,2775.5
24,Cambodia,838.190324351,843431677.845,843.431677844907,597.303527760822,849.5
25,Thailand,4928.45465214,4959765311.23,4959.7653112318,3274.69039342556,4976.25
26,Andaman and Nicobar,2515.13504809,2530756417.85,2530.75641785213,1905.43318358788,2533.5
28,Comoro Islands,381.119667653,383466337.665,383.466337664597,310.877274682533,383
29,Mayotte,162.744455689,163733098.195,163.73309819492,117.88885416332,162.75
30,Glorioso Islands,3.9334955987,3957873.92278,3.9578739227826,3.4930030863206,3.5
31,Seychelles,369.462737215,371870559.701,371.870559700811,330.962042428876,375
32,Reunion,207.071063853,208104314.182,208.104314182119,170.283900458129,209
33,Juan de Nova Island,6.14613606917,6180430.91864,6.18043091864261,6.11275540106104,6.25
34,Bassas da India,2.10243090306,2112806.41518,2.11280641518084,1.7465015431603,2
35,Ile Europa,22.3001101074,22406980.9824,22.406980982407,23.577770832664,22.75
36,Ile Tromelin,1.04637257083,1052367.29882,1.05236729881404,4.36625385790074,1
37,Mauritius,350.825992848,352686429.234,352.686429233517,250.622971443503,353.5
38,British Indian Ocean Territory,68.5039378004,68952762.0932,68.9527620931894,115.26910184858,71.25
39,Maldives,302.660409753,304675589.864,304.67558986427,550.147986095494,307.75
40,Sri Lanka,2030.95196918,2044076330.57,2044.07633056675,1484.52631168625,2039.25
