year,rgn_id,n_cells,n_cells_tot,n_cells_cum,a_tot_km2,a_prot_km2,pct_prot,lsp_status
2002,66,0,4173,913,1043.25,228.25,0.218787443086509,72.9291476955028
2003,66,0,4173,913,1043.25,228.25,0.218787443086509,72.9291476955028
2004,66,106,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2005,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2006,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2007,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2008,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2009,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2010,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2011,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2012,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2013,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2014,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
2015,66,0,4173,1019,1043.25,254.75,0.24418883297388,81.3962776579599
0,67,0,7536,0,1884,0,0,0
1819,67,0,7536,0,1884,0,0,0
1840,67,0,7536,0,1884,0,0,0
1848,67,0,7536,0,1884,0,0,0
1864,67,0,7536,0,1884,0,0,0
1865,67,0,7536,0,1884,0,0,0
1867,67,0,7536,0,1884,0,0,0
1872,67,0,7536,0,1884,0,0,0
1875,67,0,7536,0,1884,0,0,0
1876,67,0,7536,0,1884,0,0,0
1877,67,0,7536,0,1884,0,0,0
1878,67,0,7536,0,1884,0,0,0
1879,67,0,7536,0,1884,0,0,0
1881,67,0,7536,0,1884,0,0,0
1882,67,0,7536,0,1884,0,0,0
1883,67,0,7536,0,1884,0,0,0
1884,67,0,7536,0,1884,0,0,0
1885,67,0,7536,0,1884,0,0,0
1886,67,0,7536,0,1884,0,0,0
1887,67,0,7536,0,1884,0,0,0
1888,67,0,7536,0,1884,0,0,0
1889,67,0,7536,0,1884,0,0,0
1890,67,0,7536,0,1884,0,0,0
1891,67,0,7536,0,1884,0,0,0
1892,67,0,7536,0,1884,0,0,0
1893,67,0,7536,0,1884,0,0,0
1894,67,0,7536,0,1884,0,0,0
1895,67,0,7536,0,1884,0,0,0
1896,67,0,7536,0,1884,0,0,0
1897,67,0,7536,0,1884,0,0,0
1898,67,0,7536,0,1884,0,0,0
1899,67,0,7536,0,1884,0,0,0
1900,67,0,7536,0,1884,0,0,0
1901,67,0,7536,0,1884,0,0,0
1902,67,0,7536,0,1884,0,0,0
1903,67,0,7536,0,1884,0,0,0
1904,67,0,7536,0,1884,0,0,0
1905,67,0,7536,0,1884,0,0,0
1906,67,0,7536,0,1884,0,0,0
1907,67,0,7536,0,1884,0,0,0
1908,67,0,7536,0,1884,0,0,0
1909,67,0,7536,0,1884,0,0,0
1910,67,0,7536,0,1884,0,0,0
1911,67,0,7536,0,1884,0,0,0
1912,67,0,7536,0,1884,0,0,0
1913,67,0,7536,0,1884,0,0,0
1914,67,0,7536,0,1884,0,0,0
1915,67,0,7536,0,1884,0,0,0
1916,67,0,7536,0,1884,0,0,0
1917,67,0,7536,0,1884,0,0,0
1918,67,0,7536,0,1884,0,0,0
1919,67,0,7536,0,1884,0,0,0
1920,67,0,7536,0,1884,0,0,0
1921,67,0,7536,0,1884,0,0,0
1922,67,0,7536,0,1884,0,0,0
1923,67,0,7536,0,1884,0,0,0
1924,67,0,7536,0,1884,0,0,0
1925,67,0,7536,0,1884,0,0,0
1926,67,0,7536,0,1884,0,0,0
1927,67,0,7536,0,1884,0,0,0
1928,67,0,7536,0,1884,0,0,0
1929,67,0,7536,0,1884,0,0,0
1930,67,0,7536,0,1884,0,0,0
1931,67,0,7536,0,1884,0,0,0
1932,67,0,7536,0,1884,0,0,0
1933,67,0,7536,0,1884,0,0,0
1934,67,0,7536,0,1884,0,0,0
1935,67,0,7536,0,1884,0,0,0
1936,67,0,7536,0,1884,0,0,0
1937,67,0,7536,0,1884,0,0,0
1938,67,0,7536,0,1884,0,0,0
1939,67,0,7536,0,1884,0,0,0
1940,67,0,7536,0,1884,0,0,0
1941,67,0,7536,0,1884,0,0,0
1942,67,0,7536,0,1884,0,0,0
1943,67,0,7536,0,1884,0,0,0
1944,67,0,7536,0,1884,0,0,0
1945,67,0,7536,0,1884,0,0,0
1946,67,0,7536,0,1884,0,0,0
1947,67,0,7536,0,1884,0,0,0
1948,67,0,7536,0,1884,0,0,0
1949,67,0,7536,0,1884,0,0,0
1950,67,0,7536,0,1884,0,0,0
1951,67,0,7536,0,1884,0,0,0
1952,67,0,7536,0,1884,0,0,0
1953,67,0,7536,0,1884,0,0,0
1954,67,0,7536,0,1884,0,0,0
1955,67,0,7536,0,1884,0,0,0
1956,67,0,7536,0,1884,0,0,0
1957,67,0,7536,0,1884,0,0,0
1958,67,0,7536,0,1884,0,0,0
1959,67,0,7536,0,1884,0,0,0
1960,67,0,7536,0,1884,0,0,0
1961,67,0,7536,0,1884,0,0,0
1962,67,0,7536,0,1884,0,0,0
1963,67,0,7536,0,1884,0,0,0
1964,67,0,7536,0,1884,0,0,0
1965,67,0,7536,0,1884,0,0,0
1966,67,0,7536,0,1884,0,0,0
1967,67,0,7536,0,1884,0,0,0
1968,67,0,7536,0,1884,0,0,0
1969,67,0,7536,0,1884,0,0,0
1970,67,0,7536,0,1884,0,0,0
1971,67,0,7536,0,1884,0,0,0
1972,67,0,7536,0,1884,0,0,0
1973,67,0,7536,0,1884,0,0,0
1974,67,0,7536,0,1884,0,0,0
1975,67,0,7536,0,1884,0,0,0
1976,67,0,7536,0,1884,0,0,0
1977,67,0,7536,0,1884,0,0,0
1978,67,0,7536,0,1884,0,0,0
1979,67,0,7536,0,1884,0,0,0
1980,67,0,7536,0,1884,0,0,0
1981,67,0,7536,0,1884,0,0,0
1982,67,0,7536,0,1884,0,0,0
1983,67,0,7536,0,1884,0,0,0
1984,67,0,7536,0,1884,0,0,0
1985,67,0,7536,0,1884,0,0,0
1986,67,0,7536,0,1884,0,0,0
1987,67,0,7536,0,1884,0,0,0
1988,67,0,7536,0,1884,0,0,0
1989,67,0,7536,0,1884,0,0,0
1990,67,0,7536,0,1884,0,0,0
1991,67,0,7536,0,1884,0,0,0
1992,67,0,7536,0,1884,0,0,0
1993,67,0,7536,0,1884,0,0,0
1994,67,0,7536,0,1884,0,0,0
1995,67,0,7536,0,1884,0,0,0
1996,67,0,7536,0,1884,0,0,0
1997,67,0,7536,0,1884,0,0,0
1998,67,0,7536,0,1884,0,0,0
1999,67,0,7536,0,1884,0,0,0
2000,67,0,7536,0,1884,0,0,0
2001,67,0,7536,0,1884,0,0,0
2002,67,0,7536,0,1884,0,0,0
2003,67,0,7536,0,1884,0,0,0
2004,67,0,7536,0,1884,0,0,0
2005,67,0,7536,0,1884,0,0,0
2006,67,0,7536,0,1884,0,0,0
2007,67,0,7536,0,1884,0,0,0
2008,67,0,7536,0,1884,0,0,0
2009,67,0,7536,0,1884,0,0,0
2010,67,0,7536,0,1884,0,0,0
2011,67,0,7536,0,1884,0,0,0
2012,67,0,7536,0,1884,0,0,0
2013,67,0,7536,0,1884,0,0,0
2014,67,0,7536,0,1884,0,0,0
2015,67,0,7536,0,1884,0,0,0
0,68,0,527,0,131.75,0,0,0
1819,68,0,527,0,131.75,0,0,0
1840,68,0,527,0,131.75,0,0,0
1848,68,0,527,0,131.75,0,0,0
1864,68,0,527,0,131.75,0,0,0
1865,68,0,527,0,131.75,0,0,0
1867,68,0,527,0,131.75,0,0,0
1872,68,0,527,0,131.75,0,0,0
1875,68,0,527,0,131.75,0,0,0
1876,68,0,527,0,131.75,0,0,0
1877,68,0,527,0,131.75,0,0,0
1878,68,0,527,0,131.75,0,0,0
1879,68,0,527,0,131.75,0,0,0
1881,68,0,527,0,131.75,0,0,0
1882,68,0,527,0,131.75,0,0,0
1883,68,0,527,0,131.75,0,0,0
1884,68,0,527,0,131.75,0,0,0
1885,68,0,527,0,131.75,0,0,0
1886,68,0,527,0,131.75,0,0,0
1887,68,0,527,0,131.75,0,0,0
1888,68,0,527,0,131.75,0,0,0
1889,68,0,527,0,131.75,0,0,0
1890,68,0,527,0,131.75,0,0,0
1891,68,0,527,0,131.75,0,0,0
1892,68,0,527,0,131.75,0,0,0
1893,68,0,527,0,131.75,0,0,0
1894,68,0,527,0,131.75,0,0,0
1895,68,0,527,0,131.75,0,0,0
1896,68,0,527,0,131.75,0,0,0
1897,68,0,527,0,131.75,0,0,0
1898,68,0,527,0,131.75,0,0,0
1899,68,0,527,0,131.75,0,0,0
1900,68,0,527,0,131.75,0,0,0
1901,68,0,527,0,131.75,0,0,0
1902,68,0,527,0,131.75,0,0,0
1903,68,0,527,0,131.75,0,0,0
1904,68,0,527,0,131.75,0,0,0
1905,68,0,527,0,131.75,0,0,0
1906,68,0,527,0,131.75,0,0,0
1907,68,0,527,0,131.75,0,0,0
1908,68,0,527,0,131.75,0,0,0
1909,68,0,527,0,131.75,0,0,0
1910,68,0,527,0,131.75,0,0,0
1911,68,0,527,0,131.75,0,0,0
1912,68,0,527,0,131.75,0,0,0
1913,68,0,527,0,131.75,0,0,0
1914,68,0,527,0,131.75,0,0,0
1915,68,0,527,0,131.75,0,0,0
1916,68,0,527,0,131.75,0,0,0
1917,68,0,527,0,131.75,0,0,0
1918,68,0,527,0,131.75,0,0,0
1919,68,0,527,0,131.75,0,0,0
1920,68,0,527,0,131.75,0,0,0
1921,68,0,527,0,131.75,0,0,0
1922,68,0,527,0,131.75,0,0,0
1923,68,0,527,0,131.75,0,0,0
1924,68,0,527,0,131.75,0,0,0
1925,68,0,527,0,131.75,0,0,0
1926,68,0,527,0,131.75,0,0,0
1927,68,0,527,0,131.75,0,0,0
1928,68,0,527,0,131.75,0,0,0
1929,68,0,527,0,131.75,0,0,0
1930,68,0,527,0,131.75,0,0,0
1931,68,0,527,0,131.75,0,0,0
1932,68,0,527,0,131.75,0,0,0
1933,68,0,527,0,131.75,0,0,0
1934,68,0,527,0,131.75,0,0,0
1935,68,0,527,0,131.75,0,0,0
1936,68,0,527,0,131.75,0,0,0
1937,68,0,527,0,131.75,0,0,0
1938,68,0,527,0,131.75,0,0,0
1939,68,0,527,0,131.75,0,0,0
1940,68,0,527,0,131.75,0,0,0
1941,68,0,527,0,131.75,0,0,0
1942,68,0,527,0,131.75,0,0,0
1943,68,0,527,0,131.75,0,0,0
1944,68,0,527,0,131.75,0,0,0
1945,68,0,527,0,131.75,0,0,0
1946,68,0,527,0,131.75,0,0,0
1947,68,0,527,0,131.75,0,0,0
1948,68,0,527,0,131.75,0,0,0
1949,68,0,527,0,131.75,0,0,0
1950,68,0,527,0,131.75,0,0,0
1951,68,0,527,0,131.75,0,0,0
1952,68,0,527,0,131.75,0,0,0
1953,68,0,527,0,131.75,0,0,0
1954,68,0,527,0,131.75,0,0,0
1955,68,0,527,0,131.75,0,0,0
1956,68,0,527,0,131.75,0,0,0
1957,68,0,527,0,131.75,0,0,0
1958,68,0,527,0,131.75,0,0,0
1959,68,0,527,0,131.75,0,0,0
1960,68,0,527,0,131.75,0,0,0
1961,68,0,527,0,131.75,0,0,0
1962,68,0,527,0,131.75,0,0,0
1963,68,0,527,0,131.75,0,0,0
1964,68,0,527,0,131.75,0,0,0
1965,68,0,527,0,131.75,0,0,0
1966,68,0,527,0,131.75,0,0,0
1967,68,0,527,0,131.75,0,0,0
1968,68,0,527,0,131.75,0,0,0
1969,68,0,527,0,131.75,0,0,0
1970,68,0,527,0,131.75,0,0,0
1971,68,0,527,0,131.75,0,0,0
1972,68,0,527,0,131.75,0,0,0
1973,68,0,527,0,131.75,0,0,0
1974,68,0,527,0,131.75,0,0,0
1975,68,0,527,0,131.75,0,0,0
1976,68,0,527,0,131.75,0,0,0
1977,68,0,527,0,131.75,0,0,0
1978,68,0,527,0,131.75,0,0,0
1979,68,0,527,0,131.75,0,0,0
1980,68,0,527,0,131.75,0,0,0
1981,68,0,527,0,131.75,0,0,0
1982,68,0,527,0,131.75,0,0,0
1983,68,0,527,0,131.75,0,0,0
1984,68,0,527,0,131.75,0,0,0
1985,68,0,527,0,131.75,0,0,0
1986,68,0,527,0,131.75,0,0,0
1987,68,0,527,0,131.75,0,0,0
1988,68,0,527,0,131.75,0,0,0
1989,68,0,527,0,131.75,0,0,0
1990,68,0,527,0,131.75,0,0,0
1991,68,0,527,0,131.75,0,0,0
1992,68,0,527,0,131.75,0,0,0
1993,68,0,527,0,131.75,0,0,0
1994,68,5,527,5,131.75,1.25,0.0094876660341556,3.16255534471853
1995,68,0,527,5,131.75,1.25,0.0094876660341556,3.16255534471853
1996,68,24,527,29,131.75,7.25,0.0550284629981025,18.3428209993675
1997,68,0,527,29,131.75,7.25,0.0550284629981025,18.3428209993675
1998,68,0,527,29,131.75,7.25,0.0550284629981025,18.3428209993675
1999,68,0,527,29,131.75,7.25,0.0550284629981025,18.3428209993675
2000,68,1,527,30,131.75,7.5,0.0569259962049336,18.9753320683112
2001,68,3,527,33,131.75,8.25,0.0626185958254269,20.8728652751423
2002,68,1,527,34,131.75,8.5,0.0645161290322581,21.505376344086
2003,68,38,527,72,131.75,18,0.136622390891841,45.5407969639469
2004,68,76,527,148,131.75,37,0.280834914611006,93.6116382036686
2005,68,1,527,149,131.75,37.25,0.282732447817837,94.2441492726123
2006,68,16,527,165,131.75,41.25,0.313092979127135,100
2007,68,6,527,171,131.75,42.75,0.324478178368121,100
2008,68,10,527,181,131.75,45.25,0.343453510436433,100
2009,68,0,527,181,131.75,45.25,0.343453510436433,100
2010,68,39,527,220,131.75,55,0.417457305502846,100
2011,68,6,527,226,131.75,56.5,0.428842504743833,100
2012,68,0,527,226,131.75,56.5,0.428842504743833,100
2013,68,0,527,226,131.75,56.5,0.428842504743833,100
2014,68,0,527,226,131.75,56.5,0.428842504743833,100
2015,68,0,527,226,131.75,56.5,0.428842504743833,100
0,69,0,2138,0,534.5,0,0,0
1819,69,0,2138,0,534.5,0,0,0
1840,69,0,2138,0,534.5,0,0,0
1848,69,0,2138,0,534.5,0,0,0
1864,69,0,2138,0,534.5,0,0,0
1865,69,0,2138,0,534.5,0,0,0
1867,69,0,2138,0,534.5,0,0,0
1872,69,0,2138,0,534.5,0,0,0
1875,69,0,2138,0,534.5,0,0,0
1876,69,0,2138,0,534.5,0,0,0
1877,69,0,2138,0,534.5,0,0,0
1878,69,0,2138,0,534.5,0,0,0
1879,69,0,2138,0,534.5,0,0,0
1881,69,0,2138,0,534.5,0,0,0
1882,69,0,2138,0,534.5,0,0,0
1883,69,0,2138,0,534.5,0,0,0
1884,69,0,2138,0,534.5,0,0,0
1885,69,0,2138,0,534.5,0,0,0
1886,69,0,2138,0,534.5,0,0,0
1887,69,0,2138,0,534.5,0,0,0
1888,69,0,2138,0,534.5,0,0,0
1889,69,0,2138,0,534.5,0,0,0
1890,69,0,2138,0,534.5,0,0,0
1891,69,0,2138,0,534.5,0,0,0
1892,69,0,2138,0,534.5,0,0,0
1893,69,0,2138,0,534.5,0,0,0
1894,69,0,2138,0,534.5,0,0,0
1895,69,0,2138,0,534.5,0,0,0
1896,69,0,2138,0,534.5,0,0,0
1897,69,0,2138,0,534.5,0,0,0
1898,69,0,2138,0,534.5,0,0,0
1899,69,0,2138,0,534.5,0,0,0
1900,69,0,2138,0,534.5,0,0,0
1901,69,0,2138,0,534.5,0,0,0
1902,69,0,2138,0,534.5,0,0,0
1903,69,0,2138,0,534.5,0,0,0
1904,69,0,2138,0,534.5,0,0,0
1905,69,0,2138,0,534.5,0,0,0
1906,69,0,2138,0,534.5,0,0,0
1907,69,0,2138,0,534.5,0,0,0
1908,69,0,2138,0,534.5,0,0,0
1909,69,0,2138,0,534.5,0,0,0
1910,69,0,2138,0,534.5,0,0,0
1911,69,0,2138,0,534.5,0,0,0
1912,69,0,2138,0,534.5,0,0,0
1913,69,0,2138,0,534.5,0,0,0
1914,69,0,2138,0,534.5,0,0,0
1915,69,0,2138,0,534.5,0,0,0
1916,69,0,2138,0,534.5,0,0,0
1917,69,0,2138,0,534.5,0,0,0
1918,69,0,2138,0,534.5,0,0,0
1919,69,0,2138,0,534.5,0,0,0
1920,69,0,2138,0,534.5,0,0,0
1921,69,7,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1922,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1923,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1924,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1925,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1926,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1927,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1928,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1929,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1930,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1931,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1932,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1933,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1934,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1935,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1936,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1937,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1938,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1939,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1940,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1941,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1942,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1943,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1944,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1945,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1946,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1947,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1948,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1949,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1950,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1951,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1952,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1953,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1954,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1955,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1956,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1957,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1958,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1959,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1960,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1961,69,0,2138,7,534.5,1.75,0.00327408793264733,1.09136264421578
1962,69,52,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1963,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1964,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1965,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1966,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1967,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1968,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1969,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1970,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1971,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1972,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1973,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1974,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1975,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1976,69,0,2138,59,534.5,14.75,0.0275958840037418,9.19862800124727
1977,69,5,2138,64,534.5,16,0.0299345182413471,9.97817274711569
1978,69,0,2138,64,534.5,16,0.0299345182413471,9.97817274711569
1979,69,0,2138,64,534.5,16,0.0299345182413471,9.97817274711569
1980,69,0,2138,64,534.5,16,0.0299345182413471,9.97817274711569
1981,69,0,2138,64,534.5,16,0.0299345182413471,9.97817274711569
1982,69,0,2138,64,534.5,16,0.0299345182413471,9.97817274711569
1983,69,0,2138,64,534.5,16,0.0299345182413471,9.97817274711569
1984,69,0,2138,64,534.5,16,0.0299345182413471,9.97817274711569
1985,69,0,2138,64,534.5,16,0.0299345182413471,9.97817274711569
1986,69,0,2138,64,534.5,16,0.0299345182413471,9.97817274711569
1987,69,11,2138,75,534.5,18.75,0.0350795135640786,11.6931711880262
1988,69,0,2138,75,534.5,18.75,0.0350795135640786,11.6931711880262
1989,69,0,2138,75,534.5,18.75,0.0350795135640786,11.6931711880262
1990,69,0,2138,75,534.5,18.75,0.0350795135640786,11.6931711880262
1991,69,0,2138,75,534.5,18.75,0.0350795135640786,11.6931711880262
1992,69,0,2138,75,534.5,18.75,0.0350795135640786,11.6931711880262
1993,69,0,2138,75,534.5,18.75,0.0350795135640786,11.6931711880262
1994,69,0,2138,75,534.5,18.75,0.0350795135640786,11.6931711880262
1995,69,0,2138,75,534.5,18.75,0.0350795135640786,11.6931711880262
1996,69,0,2138,75,534.5,18.75,0.0350795135640786,11.6931711880262
1997,69,209,2138,284,534.5,71,0.132834424695978,44.2781415653259
1998,69,0,2138,284,534.5,71,0.132834424695978,44.2781415653259
1999,69,48,2138,332,534.5,83,0.155285313376988,51.7617711256626
2000,69,0,2138,332,534.5,83,0.155285313376988,51.7617711256626
2001,69,0,2138,332,534.5,83,0.155285313376988,51.7617711256626
2002,69,160,2138,492,534.5,123,0.230121608980355,76.7072029934518
2003,69,1,2138,493,534.5,123.25,0.230589335827877,76.8631119426255
2004,69,390,2138,883,534.5,220.75,0.413002806361085,100
2005,69,143,2138,1026,534.5,256.5,0.479887745556595,100
2006,69,0,2138,1026,534.5,256.5,0.479887745556595,100
2007,69,0,2138,1026,534.5,256.5,0.479887745556595,100
2008,69,0,2138,1026,534.5,256.5,0.479887745556595,100
2009,69,2,2138,1028,534.5,257,0.480823199251637,100
2010,69,7,2138,1035,534.5,258.75,0.484097287184284,100
2011,69,104,2138,1139,534.5,284.75,0.532740879326473,100
2012,69,0,2138,1139,534.5,284.75,0.532740879326473,100
2013,69,0,2138,1139,534.5,284.75,0.532740879326473,100
2014,69,0,2138,1139,534.5,284.75,0.532740879326473,100
2015,69,0,2138,1139,534.5,284.75,0.532740879326473,100
0,70,0,7592,0,1898,0,0,0
1819,70,0,7592,0,1898,0,0,0
1840,70,0,7592,0,1898,0,0,0
1848,70,0,7592,0,1898,0,0,0
1864,70,0,7592,0,1898,0,0,0
1865,70,0,7592,0,1898,0,0,0
1867,70,0,7592,0,1898,0,0,0
1872,70,0,7592,0,1898,0,0,0
1875,70,0,7592,0,1898,0,0,0
1876,70,0,7592,0,1898,0,0,0
1877,70,0,7592,0,1898,0,0,0
1878,70,0,7592,0,1898,0,0,0
1879,70,0,7592,0,1898,0,0,0
1881,70,0,7592,0,1898,0,0,0
1882,70,0,7592,0,1898,0,0,0
1883,70,0,7592,0,1898,0,0,0
1884,70,0,7592,0,1898,0,0,0
1885,70,0,7592,0,1898,0,0,0
1886,70,0,7592,0,1898,0,0,0
1887,70,0,7592,0,1898,0,0,0
1888,70,0,7592,0,1898,0,0,0
1889,70,0,7592,0,1898,0,0,0
1890,70,0,7592,0,1898,0,0,0
1891,70,0,7592,0,1898,0,0,0
1892,70,0,7592,0,1898,0,0,0
1893,70,0,7592,0,1898,0,0,0
1894,70,0,7592,0,1898,0,0,0
1895,70,0,7592,0,1898,0,0,0
1896,70,0,7592,0,1898,0,0,0
1897,70,0,7592,0,1898,0,0,0
1898,70,0,7592,0,1898,0,0,0
1899,70,0,7592,0,1898,0,0,0
1900,70,0,7592,0,1898,0,0,0
1901,70,0,7592,0,1898,0,0,0
1902,70,0,7592,0,1898,0,0,0
1903,70,0,7592,0,1898,0,0,0
1904,70,0,7592,0,1898,0,0,0
1905,70,0,7592,0,1898,0,0,0
1906,70,0,7592,0,1898,0,0,0
1907,70,0,7592,0,1898,0,0,0
1908,70,0,7592,0,1898,0,0,0
1909,70,0,7592,0,1898,0,0,0
1910,70,0,7592,0,1898,0,0,0
1911,70,0,7592,0,1898,0,0,0
1912,70,0,7592,0,1898,0,0,0
1913,70,0,7592,0,1898,0,0,0
1914,70,0,7592,0,1898,0,0,0
1915,70,0,7592,0,1898,0,0,0
1916,70,0,7592,0,1898,0,0,0
1917,70,0,7592,0,1898,0,0,0
1918,70,0,7592,0,1898,0,0,0
1919,70,0,7592,0,1898,0,0,0
1920,70,0,7592,0,1898,0,0,0
1921,70,0,7592,0,1898,0,0,0
1922,70,0,7592,0,1898,0,0,0
1923,70,0,7592,0,1898,0,0,0
1924,70,0,7592,0,1898,0,0,0
1925,70,0,7592,0,1898,0,0,0
1926,70,0,7592,0,1898,0,0,0
1927,70,0,7592,0,1898,0,0,0
1928,70,0,7592,0,1898,0,0,0
1929,70,0,7592,0,1898,0,0,0
1930,70,0,7592,0,1898,0,0,0
1931,70,0,7592,0,1898,0,0,0
1932,70,0,7592,0,1898,0,0,0
1933,70,0,7592,0,1898,0,0,0
1934,70,0,7592,0,1898,0,0,0
1935,70,0,7592,0,1898,0,0,0
1936,70,0,7592,0,1898,0,0,0
1937,70,0,7592,0,1898,0,0,0
1938,70,0,7592,0,1898,0,0,0
1939,70,0,7592,0,1898,0,0,0
1940,70,0,7592,0,1898,0,0,0
1941,70,0,7592,0,1898,0,0,0
1942,70,0,7592,0,1898,0,0,0
1943,70,0,7592,0,1898,0,0,0
1944,70,0,7592,0,1898,0,0,0
1945,70,0,7592,0,1898,0,0,0
1946,70,0,7592,0,1898,0,0,0
1947,70,0,7592,0,1898,0,0,0
1948,70,0,7592,0,1898,0,0,0
1949,70,0,7592,0,1898,0,0,0
1950,70,0,7592,0,1898,0,0,0
1951,70,0,7592,0,1898,0,0,0
1952,70,0,7592,0,1898,0,0,0
1953,70,0,7592,0,1898,0,0,0
1954,70,0,7592,0,1898,0,0,0
1955,70,0,7592,0,1898,0,0,0
1956,70,0,7592,0,1898,0,0,0
1957,70,0,7592,0,1898,0,0,0
1958,70,0,7592,0,1898,0,0,0
1959,70,0,7592,0,1898,0,0,0
1960,70,1,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1961,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1962,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1963,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1964,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1965,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1966,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1967,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1968,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1969,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1970,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
1971,70,0,7592,1,1898,0.25,0.000131717597471022,0.043905865823674
