goal,dimension,rgn_id,lsp_v2015,year,lsp_st_1km,lsp_st_3nm,lsp_v2016,rgn_name,diff
LSP,status,88,100,2012,0,0,0,Tristan da Cunha,-100
LSP,status,8,100,2012,53.0973451327434,21.0446247464503,37.0709849395968,Palau,-62.9290150604032
LSP,status,90,51.61,2012,0,0,0,Prince Edward Islands,-51.61
LSP,status,86,51.12,2012,0,0,0,Saint Helena,-51.12
LSP,status,146,50.89,2012,0,0,0,Pitcairn,-50.89
LSP,status,5,89.99,2012,42.5847384572946,52.8500804591981,47.7174094582463,New Caledonia,-42.2725905417537
LSP,status,47,40.14,2012,0,0,0,Yemen,-40.14
LSP,status,132,85.29,2012,65.4892516278655,34.8294173274169,50.1593344776412,Colombia,-35.1306655223588
LSP,status,174,94.07,2012,40.8639813193228,85.4718296685543,63.1679054939386,Finland,-30.9020945060614
LSP,status,130,79.24,2012,68.8318227593152,37.5161117384708,53.173967248893,Costa Rica,-26.066032751107
LSP,status,187,31.34,2012,9.17386778979982,3.38813116907812,6.28099947943897,Croatia,-25.059000520561
LSP,status,63,80.69,2012,53.396955237446,58.4031125771801,55.9000339073131,Western Sahara,-24.7899660926869
LSP,status,196,35.09,2012,18.6174225279865,2.8716859927051,10.7445542603458,Nigeria,-24.3454457396542
LSP,status,222,95.15,2012,68.06207491139,75.0174997030736,71.5397873072318,Sweden,-23.6102126927682
LSP,status,58,93.99,2012,100,41.2079378774806,70.6039689387403,Canary Islands,-23.3860310612597
LSP,status,214,92.65,2012,62.8495611349255,75.6937082470931,69.2716346910093,Egypt,-23.3783653089907
LSP,status,75,72.56,2012,59.1255459529784,40.7006109979633,49.9130784754709,Ukraine,-22.6469215245291
LSP,status,129,67.58,2012,49.8053429990603,42.5025530587567,46.1539480289085,Panama,-21.4260519710915
LSP,status,65,58.71,2012,69.3673695893452,7.13648528099911,38.2519274351721,Gambia,-20.4580725648279
LSP,status,244,40.33,2012,38.3576445164776,3.34504097675197,20.8513427466148,Curacao,-19.4786572533852
LSP,status,207,100,2012,73.6206567392134,88.8280219700593,81.2243393546364,Vietnam,-18.7756606453636
LSP,status,25,66.96,2012,49.8869630746044,47.0088442234355,48.4479036490199,Thailand,-18.5120963509801
LSP,status,185,50,2012,63.4920634920635,0,31.7460317460317,Monaco,-18.2539682539683
LSP,status,204,75.94,2012,79.4184434810817,39.1475428669903,59.282993174036,Bangladesh,-16.657006825964
LSP,status,166,100,2012,81.8328716528163,85.5684912416115,83.7006814472139,Jamaica,-16.2993185527861
LSP,status,126,43.11,2012,52.8350515463918,1.41598867209062,27.1255201092412,Trinidad and Tobago,-15.9844798907588
LSP,status,54,85.86,2012,46.5006602527825,93.4156974405997,69.9581788466911,United Arab Emirates,-15.9018211533089
LSP,status,197,53.2,2012,69.9631772751184,5.43264088273377,37.6979090789261,Cameroon,-15.5020909210739
LSP,status,53,66.58,2012,74.4693191045122,27.9523531131248,51.2108361088185,Pakistan,-15.3691638911815
LSP,status,116,93.35,2012,89.8224957630898,67.148004839975,78.4852503015324,Puerto Rico and Virgin Islands of the United States,-14.8647496984676
LSP,status,133,100,2012,100,70.3785062521122,85.1892531260561,Honduras,-14.8107468739439
LSP,status,219,25.07,2012,19.0274841437632,2.51256281407035,10.7700234789168,Saint Pierre and Miquelon,-14.2999765210832
LSP,status,167,31.15,2012,32.2171486555048,1.89618392984119,17.056666292673,Guyana,-14.093333707327
LSP,status,223,91.52,2012,61.1680983719336,93.860676755795,77.5143875638643,Norway,-14.0056124361357
LSP,status,41,86.62,2012,81.2214801130532,64.7786035264325,73.0000418197429,Mozambique,-13.6199581802571
LSP,status,182,91.64,2012,100,56.8144499178982,78.4072249589491,Spain,-13.2327750410509
LSP,status,195,38.81,2012,49.6613995485327,2.35630732979887,26.0088534391658,Ivory Coast,-12.8011465608342
LSP,status,216,63.11,2012,40.8725873819948,60.2986006007788,50.5855939913868,Indonesia,-12.5244060086132
LSP,status,20,45.95,2012,34.9513403785301,31.9710225189154,33.4611814487228,South Korea,-12.4888185512772
LSP,status,227,42.46,2012,57.6131687242798,2.33843537414966,29.9758020492147,Jersey,-12.4841979507853
LSP,status,151,77.33,2012,53.3333333333333,78.1939009999379,65.7636171666356,American Samoa,-11.5663828333644
LSP,status,50,25.35,2012,25.5023544221176,2.27697337692667,13.8896638995221,Saudi Arabia,-11.4603361004779
LSP,status,66,100,2012,81.3962776579599,95.7427881560554,88.5695329070077,Senegal,-11.4304670929923
LSP,status,199,78.03,2012,100,33.8716913414087,66.9358456707044,Democratic Republic of the Congo,-11.0941543292956
LSP,status,203,34.44,2012,30.1477634548209,17.0398449593506,23.5938042070857,India,-10.8461957929143
LSP,status,40,24.27,2012,23.9875771321156,3.49049322949555,13.7390351808056,Sri Lanka,-10.5309648191944
LSP,status,220,34.52,2012,7.93650793650794,42.0660276890309,25.0012678127694,Sint Maarten,-9.51873218723059
LSP,status,247,35.89,2012,52.0208083233293,1.90334326381993,26.9620757935746,Brunei,-8.92792420642537
LSP,status,100,100,2012,82.2676896845695,100,91.1338448422847,Republique du Congo,-8.86615515771527
LSP,status,55,71.14,2012,72.1789642813002,52.6643168152602,62.4216405482802,Azores,-8.71835945171979
LSP,status,173,39.9,2012,37.0984074380926,25.4434970106831,31.2709522243879,Uruguay,-8.62904777561213
LSP,status,81,30.78,2012,33.3210377474487,11.3359066506944,22.3284721990715,Cyprus,-8.45152780092849
LSP,status,43,36.95,2012,18.1251770036817,38.931475029036,28.5283260163588,Kenya,-8.42167398364116
LSP,status,232,27.83,2012,0,39.2156862745098,19.6078431372549,Bosnia and Herzegovina,-8.22215686274509
LSP,status,205,15.47,2012,13.5390454888205,1.34611385249466,7.4425796706576,Myanmar,-8.0274203293424
LSP,status,57,81.79,2012,100,47.9294478527607,73.9647239263804,Madeira,-7.82527607361963
LSP,status,15,43.06,2012,42.7777719794461,27.9947463843718,35.3862591819089,Philippines,-7.67374081809108
LSP,status,237,42.07,2012,62.5,6.42054574638844,34.4602728731942,Oecussi Ambeno,-7.60972712680578
LSP,status,112,82.91,2012,97.925433238315,52.7803247714652,75.3528790048901,Cuba,-7.5571209951099
LSP,status,7,16.39,2012,8.77514207049952,9.08258519808835,8.92886363429393,Solomon Islands,-7.46113636570607
LSP,status,32,38.78,2012,49.8405103668262,12.9799524294937,31.4102313981599,Reunion,-7.36976860184006
LSP,status,172,92.92,2012,98.4657072759896,73.0431781680139,85.7544427220018,Argentina,-7.16555727799825
LSP,status,139,88.9,2012,100,63.6206774444852,81.8103387222426,Venezuela,-7.08966127775739
LSP,status,120,81.16,2012,100,48.2070601367378,74.1035300683689,Antigua and Barbuda,-7.05646993163109
LSP,status,194,85.97,2012,100,58.3032671878132,79.1516335939066,Guinea,-6.8183664060934
LSP,status,104,83.74,2012,100,54.254773285803,77.1273866429015,Equatorial Guinea,-6.61261335709848
LSP,status,136,94.84,2012,100,76.65211731373,88.326058656865,Guatemala,-6.513941343135
LSP,status,162,60.23,2012,89.0843569574147,18.4119428458094,53.748149901612,New Zealand,-6.48185009838799
LSP,status,209,21.59,2012,20.4784666181922,9.76825416575377,15.123360391973,China,-6.46663960802701
LSP,status,31,62.36,2012,100,12.13121724884,56.06560862442,Seychelles,-6.29439137557998
LSP,status,68,95.37,2012,100,78.8657035848047,89.4328517924023,Malta,-5.93714820759766
LSP,status,102,91.81,2012,94.5178132678133,77.2958982837348,85.9068557757741,South Africa,-5.90314422422594
LSP,status,13,55.29,2012,58.8235294117647,40.6053219581556,49.7144256849602,Northern Mariana Islands and Guam,-5.57557431503984
LSP,status,183,100,2012,100,89.9618966307768,94.9809483153884,Portugal,-5.01905168461161
LSP,status,245,26.14,2012,38.5735080058224,3.67973607410227,21.1266220399623,Bonaire,-5.01337796003765
LSP,status,224,88.69,2012,100,67.4673033847252,83.7336516923626,Chile,-4.95634830763741
LSP,status,113,31.92,2012,32.2283609576427,21.8705776405506,27.0494692990967,Cayman Islands,-4.87053070090332
LSP,status,231,58.46,2012,60.2495543672014,47.6282174722383,53.9388859197199,East Timor,-4.52111408028015
LSP,status,206,15.68,2012,18.9921697965045,3.38861279664662,11.1903912965755,Malaysia,-4.48960870342446
LSP,status,135,100,2012,100,91.3664234598582,95.6832117299291,Mexico,-4.31678827007093
LSP,status,26,20.28,2012,23.9786856127886,8.05088426102236,16.0147849369055,Andaman and Nicobar,-4.2652150630945
LSP,status,37,13.65,2012,15.7944365865158,4.13292243006283,9.96367950828931,Mauritius,-3.68632049171069
LSP,status,134,100,2012,100,92.6846281279972,96.3423140639986,El Salvador,-3.6576859360014
LSP,status,138,64.29,2012,57.4306871017737,64.2094049005845,60.8200460011791,Peru,-3.46995399882091
LSP,status,48,19.31,2012,18.7681734073487,13.2052821128451,15.9867277600969,Oman,-3.3232722399031
LSP,status,74,26.38,2012,28.0925401322002,18.196009561442,23.1442748468211,Georgia,-3.23572515317889
LSP,status,200,30.78,2012,50.8284539678585,4.298141761466,27.5632978646622,Angola,-3.21670213533776
LSP,status,108,40.03,2012,33.6943441636582,40.1606425702811,36.9274933669697,Bermuda,-3.10250663303032
LSP,status,111,59.74,2012,100,13.3802193913659,56.6901096956829,Turks and Caicos Islands,-3.04989030431706
LSP,status,80,68.91,2012,100,31.9412391208181,65.9706195604091,Greece,-2.93938043959093
LSP,status,163,75.83,2012,100,46.0351762538624,73.0175881269312,United States,-2.8124118730688
LSP,status,17,11.85,2012,12.6569129160653,6.65262405240284,9.65476848423405,Papua New Guinea,-2.19523151576595
LSP,status,198,78.54,2012,100,52.7525002252455,76.3762501126228,Gabon,-2.16374988737725
LSP,status,141,10.02,2012,12.8044971892567,3.49171764574429,8.1481074175005,Faeroe Islands,-1.87189258249949
LSP,status,248,60.26,2012,100,17.2253258845438,58.6126629422719,Saba,-1.64733705772812
LSP,status,76,7.99,2012,9.75252486315627,3.0094393229727,6.38098209306449,Turkey,-1.60901790693551
LSP,status,84,7.98,2012,12.1731569467735,0.614292539758378,6.39372474326594,Algeria,-1.58627525673406
LSP,status,96,3.1,2012,3.13725490196078,0,1.56862745098039,Sierra Leone,-1.53137254901961
LSP,status,24,57.34,2012,100,12.019758507135,56.0098792535675,Cambodia,-1.33012074643249
LSP,status,145,100,2012,97.3546898596926,100,98.6773449298463,Greenland,-1.3226550701537
LSP,status,9,5.08,2012,0.882301041115229,6.85464143169821,3.86847123640672,Micronesia,-1.21152876359328
LSP,status,191,63.73,2012,100,25.2779023206197,62.6389511603098,Iran,-1.09104883969017
LSP,status,79,7.74,2012,11.0998990918264,2.31704962347944,6.70847435765294,Israel,-1.03152564234706
LSP,status,114,4.49,2012,6.94444444444444,0,3.47222222222222,Haiti,-1.01777777777778
LSP,status,117,4.39,2012,6.61157024793388,0.778256704980843,3.69491347645736,British Virgin Islands,-0.695086523542636
LSP,status,106,1.98,2012,2.79791428208063,0,1.39895714104032,Ghana,-0.581042858959685
LSP,status,208,1.19,2012,1.4903129657228,0,0.745156482861401,Singapore,-0.444843517138599
LSP,status,78,5.66,2012,9.6051227321238,0.947508053818457,5.27631539297113,Lebanon,-0.383684607028871
LSP,status,62,58.04,2012,100,15.439370394506,57.719685197253,Morocco,-0.320314802747006
LSP,status,61,0.96,2012,1.41242937853107,0.00982009584413544,0.711124737187604,Tunisia,-0.248875262812395
LSP,status,218,22.84,2012,28.9666204197997,16.2198349568176,22.5932276883087,Canada,-0.246772311691306
LSP,status,152,1.01,2012,1.62899613113419,0,0.814498065567094,Samoa,-0.195501934432906
LSP,status,51,50.86,2012,100,1.42688104684346,50.7134405234217,Kuwait,-0.146559476578268
LSP,status,28,0.4,2012,0.652741514360313,0,0.326370757180157,Comoro Islands,-0.0736292428198434
LSP,status,44,0.05,2012,0.0738989062961868,0,0.0369494531480934,Somalia,-0.0130505468519066
LSP,status,143,36.49,2012,28.4376444623391,44.5171704485531,36.4774074554461,Iceland,-0.0125925445539039
LSP,status,21,0.07,2012,0.0600492403771092,0.0549816842264421,0.0575154623017756,North Korea,-0.0124845376982244
LSP,status,1,0,2012,0,0,0,Cocos Islands,0
LSP,status,3,100,2012,100,100,100,Norfolk Island,0
LSP,status,4,100,2012,100,100,100,Macquarie Island,0
LSP,status,10,0,2012,0,0,0,Nauru,0
LSP,status,12,100,2012,100,100,100,Wake Island,0
LSP,status,16,100,2012,100,100,100,Australia,0
LSP,status,29,100,2012,100,100,100,Mayotte,0
LSP,status,30,100,2012,100,100,100,Glorioso Islands,0
LSP,status,33,0,2012,0,0,0,Juan de Nova Island,0
LSP,status,34,0,2012,0,0,0,Bassas da India,0
LSP,status,36,0,2012,0,0,0,Ile Tromelin,0
