rgn_id,rgn_name,area_km2_from_shp,Shape_Area,area_km2_from_gArea,area_km2_from_layer,a_km2_from_cells
1,Cocos Islands,594.16057557,597814386.041,597.814386041256,31.4370277768854,596.25
2,Christmas Island,479.827674447,482847274.347,482.847274346851,62.8740555537707,482.25
3,Norfolk Island,328.657147389,329827601.544,329.82760154428,19.2115169747633,331.5
4,Macquarie Island,754.639465629,752975858.413,752.975858412701,113.522600305419,751.5
5,New Caledonia,19996.430269,20096594263.2,20096.5942632404,1941.23646522267,20093
6,Vanuatu,16556.4700137,16650627653,16650.6276530432,2271.32525687997,16654
7,Solomon Islands,37076.2103277,37314345678.5,37314.3456785344,4919.02159631098,37315
8,Palau,2946.22950936,2965550999.61,2965.55099960912,259.355479159304,2958
9,Micronesia,16077.6046579,16182167422.9,16182.1674229407,549.274735323914,16181.25
10,Nauru,196.790489966,198116518.889,198.116518889317,12.2255108021221,197
11,Marshall Islands,24677.5279198,24835534617.8,24835.5346177607,815.616220655859,24848.5
12,Wake Island,208.058950248,209155124.042,209.155124041618,12.2255108021221,209.5
13,Northern Mariana Islands and Guam,4072.48754721,4095703959.91,4095.70395990968,393.836097982647,4102.5
14,Taiwan,9333.62622045,9376400911.82,9376.4009118244,1157.0572723437,9384.75
15,Philippines,142896.109923,143784214693,143784.214692575,19461.2666954352,143774
16,Australia,247302.000541,248373829828,248373.829828131,34994.6514203029,248383.5
17,Papua New Guinea,96354.4856715,96983172760.8,96983.1727607696,12069.1989140092,96966.75
18,Fiji,25892.2087029,26034755549.2,26034.7555492263,2656.42884714681,26032.75
19,Tuvalu,2402.78935003,2418349153.46,2418.34915345901,106.536594132778,2414
20,South Korea,33342.6543448,33416281981.2,33416.2819811733,4897.19032702148,33405.25
21,North Korea,12109.3899716,12125370790.7,12125.3707907217,2011.09652694908,12125.25
24,Cambodia,4530.21148854,4558634068.57,4558.63406857275,597.303527760822,4555
25,Thailand,28594.717063,28776487268.9,28776.4872688722,3274.69039342556,28757
26,Andaman and Nicobar,12395.2106352,12472742538.1,12472.7425381299,1905.43318358788,12472.75
28,Comoro Islands,2490.00488187,2505328846.94,2505.32884693908,310.877274682533,2498
29,Mayotte,996.365818134,1002420064,1002.42006400481,117.88885416332,1003.75
30,Glorioso Islands,238.183943298,239660675.49,239.660675490232,3.4930030863206,241
31,Seychelles,6621.24234568,6664476449.9,6664.47644990149,330.962042428876,6663.25
32,Reunion,1221.52649055,1227622046.63,1227.62204663096,170.283900458129,1226.25
33,Juan de Nova Island,169.793544029,170740991.629,170.740991628944,6.11275540106104,170.25
34,Bassas da India,297.564345619,299033386.221,299.033386220769,1.7465015431603,300
35,Ile Europa,222.448473905,223514734.664,223.514734663863,23.577770832664,223.25
36,Ile Tromelin,120.123698476,120811967.834,120.811967833677,4.36625385790074,121.25
37,Mauritius,3470.56950017,3489470986.13,3489.47098613072,250.622971443503,3488.25
38,British Indian Ocean Territory,2690.06934316,2707783781.37,2707.78378136548,115.26910184858,2706.5
39,Maldives,27122.6695898,27303282426.7,27303.2824267183,550.147986095494,27296.25
40,Sri Lanka,9442.8673315,9503869855.71,9503.86985570618,1484.52631168625,9502
41,Mozambique,21054.7944536,21167331827.2,21167.3318271594,3461.56605854371,21159.25
42,Madagascar,33504.8132187,33687188075.2,33687.1880752478,5174.88407238396,33696.75
43,Kenya,3565.02667884,3588911345.03,3588.91134503285,692.487861863058,3587.5
44,Somalia,18278.0170168,18396177430.9,18396.1774309446,2689.61237646686,18400
45,Eritrea,17807.2999994,17910272622.8,17910.2726227962,1687.12049069285,17905.25
46,Djibouti,1995.40694879,2007706203.77,2007.70620377269,288.172754621449,2011.75
47,Yemen,20257.6514043,20377206697.7,20377.2066976587,2285.29726922525,20370
48,Oman,13881.0679946,13950313556.5,13950.3135565413,2026.81504083753,13952.75
49,Sudan,7996.19945007,8038104474.18,8038.10447417577,711.699378837821,8048
50,Saudi Arabia,38327.9630088,38509917142.1,38509.9171421382,3939.23423059805,38538
51,Kuwait,2391.69562911,2400082224.7,2400.0822246965,446.231144277456,2394.5
52,Bahrain,1667.09787668,1674019929.14,1674.01992914446,197.354674377114,1672
53,Pakistan,6806.04958909,6835567395.93,6835.56739593322,1124.74699379523,6842
54,United Arab Emirates,10324.3279627,10369860705.3,10369.8607052864,1145.70501231316,10360.5
55,Azores,4819.0089556,4826451992.91,4826.45199290676,592.937273902921,4823
56,Cape Verde,6275.91570788,6311743709.71,6311.74370971265,771.953682076852,6299.25
57,Madeira,1947.77150313,1953392193.16,1953.39219315724,168.537398914969,1956
58,Canary Islands,7219.61430713,7246270333.4,7246.2703333985,969.308356453965,7243.75
59,Belgium,372.461377572,371922620.059,371.922620058781,59.3810524674501,373
60,Gibraltar,90.8468904906,91034282.1818,91.0342821818085,3.4930030863206,89.75
61,Tunisia,8467.23295506,8485841461.73,8485.84146173158,1130.85974919629,8486
62,Morocco,9952.54688287,9980822075.89,9980.82207589056,1572.72463961585,9974.5
63,Western Sahara,5880.33751728,5906601161.58,5906.6011615781,981.533867256087,5911.5
64,Mauritania,4964.36295673,4990617375.05,4990.61737505384,942.237582534981,4995.5
65,Gambia,1114.83042517,1121539522.8,1121.53952280045,75.972817127473,1121
66,Senegal,3253.36875497,3272627157.06,3272.62715705945,475.048419739601,3278.75
67,Libya,10098.4236108,10128337682.1,10128.3376821033,1547.40036724002,10128.5
68,Malta,778.337694508,779974305.79,779.974305790382,95.1843341022362,778.75
69,Latvia,2827.25394654,2819432570.74,2819.43257073576,413.920865728991,2816
70,Estonia,9721.49614093,9691276201.83,9691.27620182635,1471.42755011255,9684
71,Bulgaria,1826.3819045,1827328876.58,1827.3288765762,275.073993047747,1832
72,Romania,1934.92120267,1935117014.17,1935.11701417081,197.354674377114,1930.5
73,Russia,375659.825422,374030424094,374030.424094169,79527.8210185757,374020.25
74,Georgia,1712.15900742,1713145830.1,1713.14583009613,284.679751535129,1708.25
75,Ukraine,15355.2667086,15352345320.1,15352.3453200592,2235.52197524518,15343.75
76,Turkey,30178.2125562,30219319311.4,30219.3193114047,4995.86766421003,30210.5
77,Syria,1039.03433693,1041362093.95,1041.36209395385,150.199132711786,1040.75
78,Lebanon,1313.5569766,1316896980.96,1316.89698096438,193.861671290793,1319.25
79,Israel,1290.96523675,1294738402.19,1294.73840218559,211.326686722396,1294.75
80,Greece,64117.6177062,64226197031.3,64226.1970313023,8398.92592105787,64237.75
81,Cyprus,3750.95987023,3759506808.95,3759.50680895235,529.18996757757,3756.5
82,Albania,2185.70534894,2187884843.52,2187.8848435211,345.807305545739,2186.25
84,Algeria,7316.02985795,7330505373.8,7330.50537380078,1069.73219518568,7325.5
