ISO3166,YEAR,VALUE,country_area,avg_days,tour_days,tourist_days_area
MAR,2007,3288.79319,406452.22,5.94,19535.43155,0.048063292
LAO,2007,1299,231035.45,8.48,11015.52,0.047678917
HTI,2007,135,27949.04,9.56,1290.6,0.046176899
NIC,2008,644,129795.64,9.24,5950.56,0.045845608
GEO,2007,554.6233768,69676.67,5.7,3161.353248,0.045371761
POL,2006,3210,312136.16,4.4,14124,0.045249483
ZWE,2007,2116,391456.09,8.3,17562.8,0.044865313
ALB,2007,187,28798,6.84,1279.08,0.044415584
COM,2006,5.1,1118.58,9.51,48.501,0.043359438
NIC,2007,607,129795.64,9.24,5608.68,0.043211621
MAR,2006,2911.43436,406452.22,5.94,17293.9201,0.04254847
MEX,2007,8302,1953851.13,10,83020,0.042490443
GEO,2006,518.245988,69676.67,5.7,2954.002132,0.042395857
NZL,2007,1294.296949,267214.28,8.74,11312.15533,0.042333648
NZL,2008,1290.606489,267214.28,8.74,11279.90071,0.042212941
NZL,2009,1290.07928,267214.28,8.74,11275.29291,0.042195697
LSO,2006,188.2134463,30800.45,6.84,1287.379973,0.04179744
ROU,2009,3993.604638,237076.48,2.48,9904.139502,0.041776137
NZL,2006,1270.045356,267214.28,8.74,11100.19641,0.041540431
MEX,2008,8063,1953851.13,10,80630,0.041267218
NZL,2005,1246.320972,267214.28,8.74,10892.8453,0.040764458
HTI,2008,119,27949.04,9.56,1137.64,0.040704081
LSO,2009,181.3597354,30800.45,6.84,1240.50059,0.040275405
COM,2005,4.7,1118.58,9.51,44.697,0.039958698
ZWE,2009,1874,391456.09,8.3,15554.2,0.039734214
MEX,2006,7743,1953851.13,10,77430,0.039629427
PAN,2005,299,73680.19,9.71,2903.29,0.039403943
MEX,2005,7697,1953851.13,10,76970,0.039393994
ZWE,2006,1850,391456.09,8.3,15355,0.039225345
NIC,2006,551,129795.64,9.24,5091.24,0.039225046
ZWE,2008,1820,391456.09,8.3,15106,0.038589258
MAR,2005,2594.452943,406452.22,5.94,15411.05048,0.03791602
HND,2008,474.5404006,113029.05,9,4270.863605,0.037785539
POL,2007,2660,312136.16,4.4,11704,0.037496457
MEX,2009,7231,1953851.13,10,72310,0.037008961
HND,2009,458.3550986,113029.05,9,4125.195887,0.036496776
NIC,2005,504,129795.64,9.24,4656.96,0.035879171
LSO,2005,160.271394,30800.45,6.84,1096.256335,0.035592218
LAO,2005,964,231035.45,8.48,8174.72,0.035382968
LSO,2007,158.1625599,30800.45,6.84,1081.83191,0.035123899
HND,2007,438.110291,113029.05,9,3942.992619,0.034884772
LSO,2008,154.4721002,30800.45,6.84,1056.589165,0.034304342
LAO,2006,911,231035.45,8.48,7725.28,0.033437639
NOR,2007,2307.591749,305865.69,4.35,10038.02411,0.032818405
NOR,2008,2291.775493,305865.69,4.35,9969.223395,0.032593467
BDI,2006,105.9689151,27098,8.31,880.6016845,0.032496925
NOR,2009,2260.67019,305865.69,4.35,9833.915327,0.03215109
HND,2006,389.1853391,113029.05,9,3502.668052,0.030989096
KEN,2007,1279,584683.38,14,17906,0.030625122
NOR,2006,2145.738729,305865.69,4.35,9333.963471,0.030516543
SWE,2007,2754.137377,442245.72,4.87,13412.64903,0.030328499
KGZ,2008,1284.279986,200634.06,4.64,5959.059135,0.029701134
UKR,2008,3080.265782,593787.69,5.58,17187.88306,0.028946176
NOR,2005,2016.04543,305865.69,4.35,8769.797621,0.028672054
SWE,2005,2574.359267,442245.72,4.87,12537.12963,0.028348787
NGA,2009,3191.193251,913387.88,8.09,25816.7534,0.02826483
HND,2005,354.2314134,113029.05,9,3188.082721,0.02820587
SWE,2006,2493.169153,442245.72,4.87,12141.73378,0.027454723
NGA,2008,3068.353662,913387.88,8.09,24822.98113,0.027176823
SWE,2009,2466.281518,442245.72,4.87,12010.79099,0.027158637
ZAF,2009,5237.289567,1219930.25,6.16,32261.70373,0.026445531
SWE,2008,2401.434868,442245.72,4.87,11694.98781,0.026444547
UKR,2007,2798.613125,593787.69,5.58,15616.26124,0.026299402
KEN,2006,1088,584683.38,14,15232,0.026051707
OMN,2008,851.4417809,310328.06,9.41,8012.067158,0.025818056
NPL,2007,319,148252.95,11.96,3815.24,0.025734665
AZE,2008,609,164056.11,6.88,4189.92,0.025539555
ZAF,2008,5056.984249,1219930.25,6.16,31151.02297,0.025535085
KEN,2005,1063,584683.38,14,14882,0.025453092
OMN,2009,836.6799419,310328.06,9.41,7873.158253,0.025370436
COM,2007,2.9,1118.58,9.51,27.579,0.024655367
AZE,2009,587,164056.11,6.88,4038.56,0.024616944
NGA,2007,2762.045505,913387.88,8.09,22344.94814,0.024463811
ZAF,2007,4792.852774,1219930.25,6.16,29523.97309,0.024201362
GEO,2005,295.2367785,69676.67,5.7,1682.849637,0.024152268
BDI,2005,78.02686289,27098,8.31,648.4032306,0.023928084
UKR,2009,2517.323578,593787.69,5.58,14046.66557,0.02365604
CHL,2007,1344,722510.94,12.5,16800,0.023252243
IDN,2009,3333.539554,1847033,12.78,42602.6355,0.023065444
CHL,2008,1316,722510.94,12.5,16450,0.022767821
IDN,2008,3287.145204,1847033,12.78,42009.71571,0.022744432
CHL,2006,1312,722510.94,12.5,16400,0.022698618
ZAF,2006,4426.442843,1219930.25,6.16,27266.88791,0.022351186
OMN,2006,730.1838183,310328.06,9.41,6871.02973,0.022141181
OMN,2007,717.0036049,310328.06,9.41,6747.003922,0.021741521
UKR,2006,2291.953037,593787.69,5.58,12789.09795,0.021538166
BIH,2008,169.2339391,51366.25,6.43,1088.174228,0.021184615
CHL,2009,1199,722510.94,12.5,14987.5,0.020743631
ZWE,2005,970,391456.09,8.3,8051,0.020566802
CHL,2005,1185,722510.94,12.5,14812.5,0.02050142
BIH,2009,163.4346452,51366.25,6.43,1050.884769,0.020458662
MWI,2009,245,117440.33,9.8,2401,0.020444425
NPL,2008,253,148252.95,11.96,3025.88,0.020410252
KGZ,2007,872.5301222,200634.06,4.64,4048.539767,0.020178726
BIH,2007,160.7986026,51366.25,6.43,1033.935015,0.020128684
IDN,2007,2902.810183,1847033,12.78,37097.91414,0.020085139
UKR,2005,2134,593787.69,5.58,11907.72,0.020053834
ZAF,2005,3884.99968,1219930.25,6.16,23931.59803,0.019617186
LTU,2009,404,64438.66,3.07,1240.28,0.019247452
FIN,2009,2821,330957.66,2.21,6234.41,0.018837485
IDN,2005,2637.097082,1847033,12.78,33702.10071,0.018246615
NPL,2005,222,148252.95,11.96,2655.12,0.017909391
AZE,2007,427,164056.11,6.88,2937.76,0.017907044
ECU,2008,529.8445757,254766.78,8.61,4561.961797,0.017906423
IDN,2006,2568.032764,1847033,12.78,32819.45872,0.017768745
MWI,2007,212,117440.33,9.8,2077.6,0.017690686
OMN,2005,580.9838034,310328.06,9.41,5467.05759,0.017617026
ECU,2009,510.8650685,254766.78,8.61,4398.54824,0.017264999
NPL,2006,213,148252.95,11.96,2547.48,0.017183334
AZE,2005,405,164056.11,6.88,2786.4,0.016984433
BIH,2006,134.4381759,51366.25,6.43,864.437471,0.0168289
ECU,2007,493.9943955,254766.78,8.61,4253.291745,0.016694844
AZE,2006,398,164056.11,6.88,2738.24,0.016690875
UGA,2008,444.9640019,245630.75,8.56,3808.891856,0.015506576
ECU,2005,453.3993384,254766.78,8.61,3903.768304,0.015322909
UGA,2009,430.7293715,245630.75,8.56,3687.04342,0.015010512
ECU,2006,443.3823763,254766.78,8.61,3817.52226,0.01498438
MWI,2008,179,117440.33,9.8,1754.2,0.014936947
DJI,2009,30,20502.8,9.91,297.3,0.014500458
DJI,2005,30,20502.8,9.91,297.3,0.014500458
DJI,2006,30,20502.8,9.91,297.3,0.014500458
DJI,2007,30,20502.8,9.91,297.3,0.014500458
DJI,2008,30,20502.8,9.91,297.3,0.014500458
BIH,2005,114.4042517,51366.25,6.43,735.6193384,0.014321064
NGA,2006,1611.149277,913387.88,8.09,13034.19765,0.014270167
TLS,2009,23.30261716,15495.72,9.46,220.4427583,0.014226042
NPL,2009,174,148252.95,11.96,2081.04,0.01403709
MWI,2006,168,117440.33,9.8,1646.4,0.014019034
SEN,2007,461.3074664,197395.88,5.97,2754.005574,0.013951687
SEN,2006,456.5625896,197395.88,5.97,2725.67866,0.013808184
MKD,2009,136.5470101,25272.36,2.5,341.3675253,0.013507544
CAN,2005,9895.704165,9832884,13.42,132800.3499,0.013505737
SAU,2009,1570,1936712.75,16.6,26062,0.013456823
HTI,2005,39,27949.04,9.56,372.84,0.013339993
CAN,2006,9628.936647,9832884,13.42,129220.3298,0.013141651
HTI,2006,38,27949.04,9.56,363.28,0.012997942
NGA,2005,1465.112513,913387.88,8.09,11852.76023,0.0129767
CAN,2007,9456.012249,9832884,13.42,126899.6844,0.012905642
MOZ,2008,1252,793979.56,8.05,10078.6,0.012693778
CAN,2008,9037.935882,9832884,13.42,121289.0995,0.012335048
SEN,2005,405.4233619,197395.88,5.97,2420.377471,0.01226154
IRQ,2009,665.3371687,434753.59,7.86,5229.550146,0.012028768
UGA,2007,337.9406697,245630.75,8.56,2892.772133,0.011776914
ISL,2009,650.5753298,99899.67,1.8,1171.035594,0.011722117
TLS,2008,18.97950719,15495.72,9.46,179.546138,0.011586821
KWT,2006,20,16688.05,9.45,189,0.011325469
CAN,2009,8297.207893,9832884,13.42,111348.5299,0.011324097
KWT,2009,19.63827685,16688.05,9.45,185.5817162,0.011120635
MOZ,2009,1095,793979.56,8.05,8814.75,0.011101986
NAM,2007,474,827896.88,19.1,9053.4,0.01093542
KWT,2008,18.27965392,16688.05,9.45,172.7427295,0.010351283
NAM,2008,437.8549944,827896.88,19.1,8363.030393,0.010101536
BWA,2007,767.0884156,579782.88,7.58,5814.53019,0.010028806
SAU,2008,1154,1936712.75,16.6,19156.4,0.009891193
UGA,2006,283.6381908,245630.75,8.56,2427.942913,0.009884523
BWA,2006,751.7993681,579782.88,7.58,5698.63921,0.009828919
KWT,2007,17.29928397,16688.05,9.45,163.4782335,0.009796126
BGD,2007,142,135692.92,9.18,1303.56,0.009606691
MWI,2005,114,117440.33,9.8,1117.2,0.009512916
NAM,2006,406,827896.88,19.1,7754.6,0.009366625
KGZ,2006,403.3145278,200634.06,4.64,1871.379409,0.009327327
SRB,2009,340.0495038,87960.13,2.28,775.3128687,0.008814367
UGA,2005,246.7335935,245630.75,8.56,2112.03956,0.008598433
IRQ,2008,454.980964,434753.59,7.86,3576.150377,0.008225695
MDG,2008,232,591712.5,20,4640,0.007841646
GAB,2009,222,262970.88,9,1998,0.007597799
GAB,2005,222,262970.88,9,1998,0.007597799
GAB,2006,222,262970.88,9,1998,0.007597799
GAB,2007,222,262970.88,9,1998,0.007597799
GAB,2008,222,262970.88,9,1998,0.007597799
NAM,2005,322,827896.88,19.1,6150.2,0.007428703
MDG,2007,213,591712.5,20,4260,0.007199442
TLS,2007,11.75675029,15495.72,9.46,111.2188577,0.007177392
MDG,2006,194,591712.5,20,3880,0.006557239
PER,2009,2014,1296605.13,4.12,8297.68,0.006399543
PER,2008,1937,1296605.13,4.12,7980.44,0.006154873
MDG,2005,172,591712.5,20,3440,0.005813634
BGD,2006,85,135692.92,9.18,780.3,0.005750484
PER,2007,1804,1296605.13,4.12,7432.48,0.005732262
TJK,2008,171.3427732,143923.55,4.81,824.1587391,0.005726365
TGO,2009,78.55407142,56187.42,4.09,321.2861521,0.005718115
SUR,2007,87.88566246,143154.78,9.23,811.1846645,0.005666487
VEN,2007,246,913485.19,20.39,5015.94,0.005490992
SUR,2005,84.61696955,143154.78,9.23,781.0146289,0.005455736
IRN,2005,1659,1680135.5,5.33,8842.47,0.005262951
IRN,2006,1659,1680135.5,5.33,8842.47,0.005262951
IRN,2007,1659,1680135.5,5.33,8842.47,0.005262951
IRN,2008,1659,1680135.5,5.33,8842.47,0.005262951
IRN,2009,1659,1680135.5,5.33,8842.47,0.005262951
SUR,2006,80.92650982,143154.78,9.23,746.9516856,0.005217791
PER,2006,1619,1296605.13,4.12,6670.28,0.005144419
SUR,2009,79.7139302,143154.78,9.23,735.7595757,0.005139609
SUR,2008,79.45032593,143154.78,9.23,733.3265083,0.005122613
KWT,2005,9,16688.05,9.45,85.05,0.005096461
CIV,2009,180,321084.97,9.07,1632.6,0.005084635
CIV,2005,180,321084.97,9.07,1632.6,0.005084635
CIV,2006,180,321084.97,9.07,1632.6,0.005084635
CIV,2007,180,321084.97,9.07,1632.6,0.005084635
CIV,2008,180,321084.97,9.07,1632.6,0.005084635
SAU,2007,591,1936712.75,16.6,9810.6,0.005065594
USA,2009,28935.31313,9426295,1.61,46585.85414,0.004942117
VEN,2008,220,913485.19,20.39,4485.8,0.004910643
GNB,2007,15.9216977,31398.49,9.67,153.9628168,0.00490351
COL,2009,713.8403537,1143017.13,7.82,5582.231566,0.004883769
BTN,2008,24,39408.2,8,192,0.004872082
SAU,2006,566,1936712.75,16.6,9395.6,0.004851313
PER,2005,1478,1296605.13,4.12,6089.36,0.004696387
SLB,2009,9.647916155,21573.21,10.31,99.47001556,0.004610812
BGD,2005,68,135692.92,9.18,624.24,0.004600387
COL,2008,644.7760359,1143017.13,7.82,5042.148601,0.004411262
TLS,2006,7.222756903,15495.72,9.46,68.3272803,0.004409429
COL,2007,630.014197,1143017.13,7.82,4926.711021,0.004310269
BTN,2007,21.1,39408.2,8,168.8,0.004283372
VEN,2009,190,913485.19,20.39,3874.1,0.00424101
SLB,2008,8.593499089,21573.21,10.31,88.59897561,0.004106898
IND,2008,2784.715472,3153009.5,4.63,12893.23264,0.004089183
YEM,2009,228.8085033,455125.97,8,1830.468026,0.004021893
IND,2009,2724.08649,3153009.5,4.63,12612.52045,0.004000153
IND,2007,2678.746556,3153009.5,4.63,12402.59655,0.003933574
PAK,2006,138,880202.69,25,3450,0.003919552
BEN,2008,48,118508.78,9.61,461.28,0.00389237
KGZ,2005,168.179522,200634.06,4.64,780.3529821,0.003889434
VEN,2005,173,913485.19,20.39,3527.47,0.003861551
BTN,2009,18.8,39408.2,8,150.4,0.003816465
COL,2006,555.6777938,1143017.13,7.82,4345.400348,0.003801693
VEN,2006,169,913485.19,20.39,3445.91,0.003772267
YEM,2008,212.9922473,455125.97,8,1703.937978,0.003743882
PAK,2009,131,880202.69,25,3275,0.003720734
GHA,2005,83,240310.2,10.67,885.61,0.003685278
PAK,2007,128,880202.69,25,3200,0.003635526
TGO,2006,49.55760211,56187.42,4.09,202.6905926,0.003607402
MDG,2009,106,591712.5,20,2120,0.003582821
PAK,2008,126,880202.69,25,3150,0.003578721
BEN,2009,43.65814645,118508.78,9.61,419.5547874,0.003540284
YEM,2006,201.3936596,455125.97,8,1611.149277,0.003540007
YEM,2007,199.812034,455125.97,8,1598.496272,0.003512206
BTN,2006,17.3,39408.2,8,138.4,0.003511959
PAK,2005,122,880202.69,25,3050,0.003465111
SLB,2007,7.222756903,21573.21,10.31,74.46662367,0.00345181
IND,2006,2343.969138,3153009.5,4.63,10852.57711,0.003441974
SAU,2005,397,1936712.75,16.6,6590.2,0.003402776
COL,2005,491.8855613,1143017.13,7.82,3846.545089,0.003365256
BEN,2006,41.33859212,118508.78,9.61,397.2638703,0.003352189
TGO,2007,45.33993384,56187.42,4.09,185.4403294,0.003300389
BEN,2005,40.41995674,118508.78,9.61,388.4357843,0.003277696
GUY,2009,74.33640316,210335.67,9.23,686.1250012,0.003262048
TZA,2008,405.9505704,942535.94,7.4,3004.034221,0.003187183
YEM,2005,177.1420671,455125.97,8,1417.136537,0.003113724
TGO,2005,42.70389118,56187.42,4.09,174.6589149,0.003108506
GUY,2007,70.64594343,210335.67,9.23,652.0620579,0.003100102
BEN,2007,38,118508.78,9.61,365.18,0.003081459
IND,2005,2065.603032,3153009.5,4.63,9563.742038,0.003033211
GUY,2008,68.00990076,210335.67,9.23,627.731384,0.002984427
UZB,2008,217,446632.97,6.14,1332.38,0.002983165
TZA,2007,379.0629353,942535.94,7.4,2805.065721,0.002976084
TZA,2009,376.4268926,942535.94,7.4,2785.559005,0.002955388
SLB,2006,6.06289813,21573.21,10.31,62.50847972,0.002897505
CHN,2009,10133,9402886.98,2.68,27156.44,0.002888096
TGO,2008,38.48622291,56187.42,4.09,157.4086517,0.002801493
BTN,2005,13.6,39408.2,8,108.8,0.002760847
SLE,2005,21.08834132,73113.2,9.46,199.4957089,0.002728587
GUY,2005,61.68339837,210335.67,9.23,569.337767,0.002706806
UZB,2009,196,446632.97,6.14,1203.44,0.002694472
GUF,2007,24.09473684,89150,9.35,225.2857895,0.002527042
TZA,2006,338.9950867,942535.94,7.4,2508.563642,0.002661504
MOZ,2007,261,793979.56,8.05,2101.05,0.002646227
GUY,2006,59.57456423,210335.67,9.23,549.8732278,0.002614265
TZA,2005,323.7060393,942535.94,7.4,2395.424691,0.002541468
ARG,2009,2282.28574,2776912.75,3.09,7052.262937,0.002539606
SLE,2009,19.50671572,73113.2,9.46,184.5335307,0.002523943
ZMB,2006,242,753941.38,7.7,1863.4,0.002471545
MMR,2006,180,659592.25,9,1620,0.002456063
SLE,2008,18.97950719,73113.2,9.46,179.546138,0.002455728
PRY,2008,206,401190.78,4.77,982.62,0.002449259
PRY,2007,200,401190.78,4.77,954,0.002377921
GUF,2005,21,89150,9.35,196.35,0.002202468
SLB,2005,4.903039357,21573.21,10.31,50.55033577,0.0023432
SLE,2006,17.92509012,73113.2,9.46,169.5713525,0.002319299
MMR,2007,168,659592.25,9,1512,0.002292325
PRY,2006,186,401190.78,4.77,887.22,0.002211467
SLE,2007,16.87067306,73113.2,9.46,159.5965671,0.002182869
MOZ,2006,214,793979.56,8.05,1722.7,0.002169703
MMR,2009,157.2192825,659592.25,9,1414.973543,0.002145225
ZMB,2005,206,753941.38,7.7,1586.2,0.002103877
ZMB,2007,204,753941.38,7.7,1570.8,0.002083451
MMR,2005,151,659592.25,9,1359,0.002060364
DZA,2009,1008.022715,2323510.25,4.51,4546.182445,0.001956601
PRY,2005,164,401190.78,4.77,782.28,0.001949895
GNB,2006,6.168339837,31398.49,9.67,59.64784622,0.001899704
ZMB,2008,184,753941.38,7.7,1416.8,0.001879191
DZA,2008,934.2135206,2323510.25,4.51,4213.302978,0.001813335
DZA,2007,918.9244731,2323510.25,4.51,4144.349374,0.001783659
MOZ,2005,175,793979.56,8.05,1408.75,0.00177429
ZMB,2009,172,753941.38,7.7,1324.4,0.001756635
DZA,2006,863.5675771,2323510.25,4.51,3894.689773,0.001676209
BFA,2007,83,274056.25,5.18,429.94,0.001568802
BOL,2009,353.7569257,1090564,4.8,1698.033243,0.001557023
BFA,2008,82,274056.25,5.18,424.76,0.001549901
MMR,2008,111,659592.25,9,999,0.001514572
MDA,2005,7.8,33548.09,6.39,49.842,0.001485688
DZA,2005,760.7619132,2323510.25,4.51,3431.036229,0.001476661
BFA,2009,78,274056.25,5.18,404.04,0.001474296
BLR,2007,55.35689597,205963.55,5.46,302.248652,0.001467486
BOL,2008,313.1618686,1090564,4.8,1503.176969,0.001378348
BOL,2007,302.0904894,1090564,4.8,1450.034349,0.001329619
BLR,2009,49.55760211,205963.55,5.46,270.5845075,0.001313749
BLR,2005,47.97597651,205963.55,5.46,261.9488317,0.001271821
BLR,2008,47.44876797,205963.55,5.46,259.0702731,0.001257845
BLR,2006,46.92155944,205963.55,5.46,256.1917145,0.001243869
MDA,2009,6.5,33548.09,6.39,41.535,0.001238073
PNG,2008,60.10177277,458665.63,9.4,564.956664,0.00123174
BFA,2006,65,274056.25,5.18,336.7,0.00122858
BOL,2005,276.2572713,1090564,4.8,1326.034902,0.001215917
BOL,2006,274.6756457,1090564,4.8,1318.443099,0.001208955
MDA,2006,6.2,33548.09,6.39,39.618,0.001180932
PNG,2007,55.35689597,458665.63,9.4,520.3548221,0.001134497
MDA,2007,5.8,33548.09,6.39,37.062,0.001104742
UZB,2007,80,446632.97,6.14,491.2,0.001099784
MDA,2008,5.7,33548.09,6.39,36.423,0.001085695
ETH,2008,173.4516074,1134156,6.68,1158.656737,0.001021603
RUS,2006,2433,16897294,7,17031,0.001007913
RUS,2007,2386.655089,16897294,7,16706.58562,0.000988714
RUS,2005,2385,16897294,7,16695,0.000988028
ETH,2007,163.9618538,1134156,6.68,1095.265183,0.000965709
RUS,2008,2295,16897294,7,16065,0.000950744
BFA,2005,50,274056.25,5.18,259,0.000945061
PRY,2009,79,401190.78,4.77,376.83,0.000939279
ETH,2006,152.8904746,1134156,6.68,1021.30837,0.000900501
PNG,2006,40.59505704,458665.63,9.4,381.5935362,0.000831965
CMR,2006,97.53357861,466386.53,3.89,379.4056208,0.0008135
GNB,2005,2.636042665,31398.49,9.67,25.49053257,0.000811839
CMR,2005,92.78870182,466386.53,3.89,360.9480501,0.000773925
PNG,2005,36.37738878,458665.63,9.4,341.9474545,0.000745527
COG,2009,44.81272531,345447.38,5.66,253.6400253,0.000734236
UZB,2006,53,446632.97,6.14,325.42,0.000728607
ETH,2005,119.1491285,1134156,6.68,795.9161784,0.00070177
COG,2008,33.21413758,345447.38,5.66,187.9920187,0.000544199
AUS,2009,2943.932449,7694273,1.35,3974.308806,0.000516528
SDN,2008,231.444546,2496340,5.29,1224.341648,0.000490455
SDN,2007,229.8629204,2496340,5.29,1215.974849,0.000487103
ERI,2005,6,119905.37,9.59,57.54,0.000479878
ERI,2007,6,119905.37,9.59,57.54,0.000479878
ERI,2006,6,119905.37,9.59,57.54,0.000479878
SDN,2009,221.9547924,2496340,5.29,1174.140852,0.000470345
ERI,2009,5.852439024,119905.37,9.59,56.12489024,0.000468077
COG,2007,28.46926078,345447.38,5.66,161.136016,0.000466456
AGO,2009,191.903906,1252934.88,2.83,543.088054,0.000433453
ERI,2008,5.177157598,119905.37,9.59,49.64894136,0.000414068
BRA,2009,2531.655376,8493132,1.28,3240.518881,0.000381546
COG,2006,22.66996692,345447.38,5.66,128.3120128,0.000371437
SDN,2006,173.4516074,2496340,5.29,917.5590031,0.000367562
CAF,2009,27.62572713,619932.75,8.14,224.8734188,0.000362738
COG,2005,18.45229866,345447.38,5.66,104.4400104,0.000302333
GIN,2006,8,245517.03,9.06,72.48,0.000295214
LBY,2006,65.90106663,1626966.25,7,461.3074664,0.000283538
SDN,2005,129.6932991,2496340,5.29,686.0775522,0.000274833
MNG,2009,216.6827071,1557318.38,1.8,390.0288728,0.000250449
LBY,2007,55.8841045,1626966.25,7,391.1887315,0.000240441
MRT,2009,30,1038293.31,7.99,239.7,0.00023086
MRT,2005,30,1038293.31,7.99,239.7,0.00023086
MRT,2006,30,1038293.31,7.99,239.7,0.00023086
MRT,2007,30,1038293.31,7.99,239.7,0.00023086
MRT,2008,30,1038293.31,7.99,239.7,0.00023086
CAF,2008,16.13258111,619932.75,8.14,131.3192102,0.000211828
GIN,2005,5,245517.03,9.06,45.3,0.000184509
MLI,2008,50,1258012.5,4.03,201.5,0.000160173
GIN,2007,4,245517.03,9.06,36.24,0.000147607
CAF,2007,9.015265915,619932.75,8.14,73.38426455,0.000118375
MLI,2007,36.72861842,1258012.5,4.03,148.0163322,0.000117659
TKM,2005,9,552479.13,6.88,61.92,0.000112077
MLI,2006,34.47532895,1258012.5,4.03,138.9355757,0.000110441
MLI,2005,31.99671053,1258012.5,4.03,128.9467434,0.0001025
MLI,2009,30,1258012.5,4.03,120.9,9.6104E-05
CAF,2006,7.275477756,619932.75,8.14,59.22238893,9.55303E-05
NER,2005,14,1184364.38,8,112,9.45655E-05
NER,2006,14,1184364.38,8,112,9.45655E-05
NER,2009,13.63120002,1184364.38,8,109.0496002,9.20744E-05
CAF,2005,6.326502397,619932.75,8.14,51.49772951,8.30699E-05
TKM,2007,6.230769231,552479.13,6.88,42.86769231,7.75915E-05
NER,2007,11,1184364.38,8,88,7.43015E-05
TCD,2009,16.34346452,1270759.38,4.77,77.95832576,6.13478E-05
NER,2008,9,1184364.38,8,72,6.07921E-05
TCD,2005,15.81625599,1270759.38,4.77,75.44354107,5.93689E-05
TKM,2006,4.307692308,552479.13,6.88,29.63692308,5.36435E-05
TCD,2007,12.65300479,1270759.38,4.77,60.35483285,4.74951E-05
TCD,2008,11.59858773,1270759.38,4.77,55.32526347,4.35372E-05
TCD,2006,7.908127996,1270759.38,4.77,37.72177054,2.96844E-05
COD,2006,10,2336470.5,5,50,2.13998E-05
COD,2009,8,2336470.5,5,40,1.71198E-05
COD,2007,8,2336470.5,5,40,1.71198E-05
COD,2008,8,2336470.5,5,40,1.71198E-05
COD,2005,8,2336470.5,5,40,1.71198E-05
CMR,2007,,466386.53,3.89,0,0
CMR,2008,,466386.53,3.89,0,0
CMR,2009,,466386.53,3.89,0,0
PRT,2009,,90411.11,4.4,0,0
PRT,2008,,90411.11,4.4,0,0
ARE,2006,,68171.94,4.62,0,0
ARE,2007,,68171.94,4.62,0,0
ARE,2008,,68171.94,4.62,0,0
ARE,2009,,68171.94,4.62,0,0
KGZ,2009,,200634.06,4.64,0,0
TJK,2005,,143923.55,4.81,0,0
TJK,2006,,143923.55,4.81,0,0
TJK,2007,,143923.55,4.81,0,0
TJK,2009,,143923.55,4.81,0,0
AFG,2005,,641358.44,5.81,0,0
AFG,2006,,641358.44,5.81,0,0
AFG,2007,,641358.44,5.81,0,0
AFG,2008,,641358.44,5.81,0,0
AFG,2009,,641358.44,5.81,0,0
PRK,2005,,122847.42,5.96,0,0
PRK,2006,,122847.42,5.96,0,0
PRK,2007,,122847.42,5.96,0,0
PRK,2008,,122847.42,5.96,0,0
PRK,2009,,122847.42,5.96,0,0
SEN,2008,,197395.88,5.97,0,0
SEN,2009,,197395.88,5.97,0,0
UZB,2005,,446632.97,6.14,0,0
ETH,2009,,1134156,6.68,0,0
TKM,2008,,552479.13,6.88,0,0
TKM,2009,,552479.13,6.88,0,0
SMR,2009,,32.78,6.9,0,0
LBY,2009,,1626966.25,7,0,0
RUS,2009,,16897294,7,0,0
TCA,2007,,163.4,7,0,0
TCA,2008,,163.4,7,0,0
TCA,2009,,163.4,7,0,0
LBY,2005,,1626966.25,7,0,0
LBY,2008,,1626966.25,7,0,0
GLP,2006,,1628,7.55,0,0
GLP,2007,,1628,7.55,0,0
GLP,2008,,1628,7.55,0,0
BWA,2005,,579782.88,7.58,0,0
BWA,2008,,579782.88,7.58,0,0
BWA,2009,,579782.88,7.58,0,0
IRQ,2005,,434753.59,7.86,0,0
IRQ,2006,,434753.59,7.86,0,0
IRQ,2007,,434753.59,7.86,0,0
RWA,2005,,25036.19,7.98,0,0
RWA,2006,,25036.19,7.98,0,0
RWA,2007,,25036.19,7.98,0,0
BDI,2007,,27098,8.31,0,0
BDI,2008,,27098,8.31,0,0
BDI,2009,,27098,8.31,0,0
SOM,2005,,637888.06,9.03,0,0
SOM,2006,,637888.06,9.03,0,0
SOM,2007,,637888.06,9.03,0,0
SOM,2008,,637888.06,9.03,0,0
SOM,2009,,637888.06,9.03,0,0
GIN,2008,,245517.03,9.06,0,0
GIN,2009,,245517.03,9.06,0,0
STP,2009,,708.07,9.14,0,0
BGD,2008,,135692.92,9.18,0,0
BGD,2009,,135692.92,9.18,0,0
GNQ,2005,,26692.88,9.25,0,0
GNQ,2006,,26692.88,9.25,0,0
GNQ,2007,,26692.88,9.25,0,0
GNQ,2008,,26692.88,9.25,0,0
GNQ,2009,,26692.88,9.25,0,0
LBR,2005,,95658.84,9.32,0,0
LBR,2006,,95658.84,9.32,0,0
LBR,2007,,95658.84,9.32,0,0
LBR,2008,,95658.84,9.32,0,0
LBR,2009,,95658.84,9.32,0,0
GUF,2006,,89150,9.35,0,0
GUF,2008,,89150,9.35,0,0
GUF,2009,,89150,9.35,0,0
PNG,2009,,458665.63,9.4,0,0
BLZ,2009,,22667.9,9.42,0,0
TLS,2005,,15495.72,9.46,0,0
COM,2008,,1118.58,9.51,0,0
COM,2009,,1118.58,9.51,0,0
HTI,2009,,27949.04,9.56,0,0
