Taxonid,EEZID,stocklong,notes
600219,270,White marlin Atlantic,
600219,288,White marlin Atlantic,
600219,324,White marlin Atlantic,
600219,384,White marlin Atlantic,
600219,430,White marlin Atlantic,
600219,478,White marlin Atlantic,
600219,566,White marlin Atlantic,
600219,620,White marlin Atlantic,
600219,621,White marlin Atlantic,
600219,622,White marlin Atlantic,
600219,624,White marlin Atlantic,
600219,678,White marlin Atlantic,
600219,686,White marlin Atlantic,
600219,694,White marlin Atlantic,
600219,723,White marlin Atlantic,
600219,768,White marlin Atlantic,
600219,855,White marlin Atlantic,
600219,946,White marlin Atlantic,
600219,948,White marlin Atlantic,
600219,962,White marlin Atlantic,
600219,970,White marlin Atlantic,
600219,12,White marlin Atlantic,
600219,788,White marlin Atlantic,
600219,901,White marlin Atlantic,
600219,902,White marlin Atlantic,
600219,903,White marlin Atlantic,
600219,946,White marlin Atlantic,
600219,947,White marlin Atlantic,
600219,962,White marlin Atlantic,
600219,76,White marlin Atlantic,
600219,77,White marlin Atlantic,
600219,254,White marlin Atlantic,
600219,858,White marlin Atlantic,
600219,969,White marlin Atlantic,
600219,970,White marlin Atlantic,
600219,24,White marlin Atlantic,
600219,178,White marlin Atlantic,
600219,180,White marlin Atlantic,
600219,266,White marlin Atlantic,
600219,516,White marlin Atlantic,
600219,654,White marlin Atlantic,
600219,855,White marlin Atlantic,
600219,856,White marlin Atlantic,
600219,953,White marlin Atlantic,
600223,951,Striped marlin Northeast Pacific,
600223,361,Striped marlin Western and Central North Pacific,
600223,626,Striped marlin Western and Central North Pacific,
600223,937,Striped marlin Western and Central North Pacific,
600223,956,Striped marlin Western and Central North Pacific,
600223,157,Striped marlin Western and Central North Pacific,
600223,390,Striped marlin Western and Central North Pacific,
600223,393,Striped marlin Western and Central North Pacific,
600223,410,Striped marlin Western and Central North Pacific,
600223,488,Striped marlin Western and Central North Pacific,
600223,580,Striped marlin Western and Central North Pacific,
600223,608,Striped marlin Western and Central North Pacific,
600223,704,Striped marlin Western and Central North Pacific,
600223,872,Striped marlin Western and Central North Pacific,
600223,971,Striped marlin Western and Central North Pacific,
600223,96,Striped marlin Western and Central North Pacific,
600223,116,Striped marlin Western and Central North Pacific,
600223,157,Striped marlin Western and Central North Pacific,
600223,316,Striped marlin Western and Central North Pacific,
600223,393,Striped marlin Western and Central North Pacific,
600223,460,Striped marlin Western and Central North Pacific,
600223,461,Striped marlin Western and Central North Pacific,
600223,463,Striped marlin Western and Central North Pacific,
600223,580,Striped marlin Western and Central North Pacific,
600223,583,Striped marlin Southwestern Pacific Ocean,
600223,584,Striped marlin Western and Central North Pacific,
600223,585,Striped marlin Western and Central North Pacific,
600223,598,Striped marlin Western and Central North Pacific,
600223,608,Striped marlin Western and Central North Pacific,
600223,704,Striped marlin Western and Central North Pacific,
600223,772,Striped marlin Southwestern Pacific Ocean,
600223,776,Striped marlin Southwestern Pacific Ocean,
600223,798,Striped marlin Southwestern Pacific Ocean,
600223,876,Striped marlin Southwestern Pacific Ocean,
600223,941,Striped marlin Southwestern Pacific Ocean,
600223,943,Striped marlin Southwestern Pacific Ocean,
600223,957,Striped marlin Western and Central North Pacific,
600223,16,Striped marlin Northeast Pacific,
600223,184,Striped marlin Southwestern Pacific Ocean,
600223,222,Striped marlin Northeast Pacific,
600223,396,Striped marlin Western and Central North Pacific,
600223,488,Striped marlin Western and Central North Pacific,
600223,570,Striped marlin Southwestern Pacific Ocean,
600223,612,Striped marlin Southwestern Pacific Ocean,
600223,772,Striped marlin Southwestern Pacific Ocean,
600223,776,Striped marlin Southwestern Pacific Ocean,
600223,842,Striped marlin Western and Central North Pacific,
600223,844,Striped marlin Western and Central North Pacific,
600223,845,Striped marlin Western and Central North Pacific,
600223,846,Striped marlin Western and Central North Pacific,
600223,848,Striped marlin Northeast Pacific,
600223,876,Striped marlin Southwestern Pacific Ocean,
600223,882,Striped marlin Southwestern Pacific Ocean,
600223,898,Striped marlin Northeast Pacific,
600223,920,Striped marlin Northeast Pacific,
600223,930,Striped marlin Northeast Pacific,
600223,936,Striped marlin Northeast Pacific,
600223,942,Striped marlin Southwestern Pacific Ocean,
600223,943,Striped marlin Southwestern Pacific Ocean,
600223,945,Striped marlin Northeast Pacific,
600223,950,Striped marlin Northeast Pacific,
600223,952,Striped marlin Northeast Pacific,
600223,36,Striped marlin Southwestern Pacific Ocean,
600223,38,Striped marlin Southwestern Pacific Ocean,
600223,184,Striped marlin Southwestern Pacific Ocean,
600223,242,Striped marlin Southwestern Pacific Ocean,
600223,258,Striped marlin Southwestern Pacific Ocean,
600223,540,Striped marlin Southwestern Pacific Ocean,
600223,548,Striped marlin Southwestern Pacific Ocean,
600223,554,Striped marlin Southwestern Pacific Ocean,
600223,555,Striped marlin Southwestern Pacific Ocean,
600223,574,Striped marlin Southwestern Pacific Ocean,
600223,612,Striped marlin Southwestern Pacific Ocean,
600223,776,Striped marlin Southwestern Pacific Ocean,
600223,218,Striped marlin Northeast Pacific,
600223,219,Striped marlin Northeast Pacific,
600223,928,Striped marlin Northeast Pacific,
600223,930,Striped marlin Northeast Pacific,
600226,60,Swordfish North Atlantic,
600226,666,Swordfish North Atlantic,
600226,851,Swordfish North Atlantic,
600226,926,Swordfish North Atlantic,
600226,56,Swordfish North Atlantic,
600226,234,Swordfish North Atlantic,
600226,277,Swordfish North Atlantic,
600226,278,Swordfish North Atlantic,
600226,372,Swordfish North Atlantic,
600226,528,Swordfish North Atlantic,
600226,578,Swordfish North Atlantic,
600226,620,Swordfish North Atlantic,
600226,621,Swordfish North Atlantic,
600226,622,Swordfish North Atlantic,
600226,826,Swordfish North Atlantic,
600226,830,Swordfish North Atlantic,
600226,919,Swordfish North Atlantic,
600226,931,Swordfish North Atlantic,
600226,932,Swordfish North Atlantic,
600226,962,Swordfish Mediterranean Sea,
600226,963,Swordfish North Atlantic,
600226,28,Swordfish North Atlantic,
600226,44,Swordfish North Atlantic,
600226,52,Swordfish North Atlantic,
600226,60,Swordfish North Atlantic,
600226,76,Swordfish North Atlantic,
600226,84,Swordfish North Atlantic,
600226,92,Swordfish North Atlantic,
600226,136,Swordfish North Atlantic,
600226,192,Swordfish North Atlantic,
600226,212,Swordfish North Atlantic,
600226,214,Swordfish North Atlantic,
600226,254,Swordfish North Atlantic,
600226,308,Swordfish North Atlantic,
600226,312,Swordfish North Atlantic,
600226,328,Swordfish North Atlantic,
600226,332,Swordfish North Atlantic,
600226,388,Swordfish North Atlantic,
600226,474,Swordfish North Atlantic,
600226,500,Swordfish North Atlantic,
600226,630,Swordfish North Atlantic,
600226,659,Swordfish North Atlantic,
600226,660,Swordfish North Atlantic,
600226,662,Swordfish North Atlantic,
600226,670,Swordfish North Atlantic,
600226,740,Swordfish North Atlantic,
600226,780,Swordfish North Atlantic,
600226,796,Swordfish North Atlantic,
600226,850,Swordfish North Atlantic,
600226,851,Swordfish North Atlantic,
600226,852,Swordfish North Atlantic,
600226,862,Swordfish North Atlantic,
600226,904,Swordfish North Atlantic,
600226,905,Swordfish North Atlantic,
600226,906,Swordfish North Atlantic,
600226,907,Swordfish North Atlantic,
600226,908,Swordfish North Atlantic,
600226,909,Swordfish North Atlantic,
600226,921,Swordfish North Atlantic,
600226,927,Swordfish North Atlantic,
600226,929,Swordfish North Atlantic,
600226,935,Swordfish North Atlantic,
600226,944,Swordfish North Atlantic,
600226,949,Swordfish North Atlantic,
600226,951,Swordfish North Atlantic,
600226,967,Swordfish North Atlantic,
600226,24,Swordfish North Atlantic,
600226,120,Swordfish North Atlantic,
600226,132,Swordfish North Atlantic,
600226,178,Swordfish North Atlantic,
600226,180,Swordfish North Atlantic,
600226,204,Swordfish North Atlantic,
600226,226,Swordfish North Atlantic,
600226,266,Swordfish North Atlantic,
600226,270,Swordfish North Atlantic,
600226,288,Swordfish North Atlantic,
600226,324,Swordfish North Atlantic,
600226,384,Swordfish North Atlantic,
600226,430,Swordfish North Atlantic,
600226,478,Swordfish North Atlantic,
600226,566,Swordfish North Atlantic,
600226,624,Swordfish North Atlantic,
600226,678,Swordfish North Atlantic,
600226,686,Swordfish North Atlantic,
600226,694,Swordfish North Atlantic,
600226,723,Swordfish North Atlantic,
600226,768,Swordfish North Atlantic,
600226,855,Swordfish North Atlantic,
600226,948,Swordfish North Atlantic,
600226,962,Swordfish Mediterranean Sea,
600226,970,Swordfish North Atlantic,
600226,8,Swordfish Mediterranean Sea,
600226,12,Swordfish Mediterranean Sea,
600226,70,Swordfish Mediterranean Sea,
600226,100,Swordfish Mediterranean Sea,
600226,191,Swordfish Mediterranean Sea,
600226,197,Swordfish Mediterranean Sea,
600226,198,Swordfish Mediterranean Sea,
600226,268,Swordfish Mediterranean Sea,
600226,274,Swordfish Mediterranean Sea,
600226,300,Swordfish Mediterranean Sea,
600226,380,Swordfish Mediterranean Sea,
600226,422,Swordfish Mediterranean Sea,
600226,434,Swordfish Mediterranean Sea,
600226,470,Swordfish Mediterranean Sea,
600226,642,Swordfish Mediterranean Sea,
600226,647,Swordfish Mediterranean Sea,
600226,705,Swordfish Mediterranean Sea,
600226,760,Swordfish Mediterranean Sea,
600226,788,Swordfish Mediterranean Sea,
600226,793,Swordfish Mediterranean Sea,
600226,794,Swordfish Mediterranean Sea,
600226,804,Swordfish Mediterranean Sea,
600226,891,Swordfish Mediterranean Sea,
600226,899,Swordfish Mediterranean Sea,
600226,900,Swordfish Mediterranean Sea,
600226,901,Swordfish Mediterranean Sea,
600226,902,Swordfish Mediterranean Sea,
600226,903,Swordfish Mediterranean Sea,
600226,918,Swordfish Mediterranean Sea,
600226,933,Swordfish Mediterranean Sea,
600226,939,Swordfish Mediterranean Sea,
600226,947,Swordfish Mediterranean Sea,
600226,962,Swordfish Mediterranean Sea,
600226,966,Swordfish Mediterranean Sea,
600226,76,Swordfish North Atlantic,
600226,77,Swordfish Mediterranean Sea,
600226,254,Swordfish North Atlantic,
600226,858,Swordfish Mediterranean Sea,
600226,969,Swordfish Mediterranean Sea,
600226,970,Swordfish North Atlantic,
600226,24,Swordfish North Atlantic,
600226,178,Swordfish North Atlantic,
600226,180,Swordfish North Atlantic,
600226,266,Swordfish North Atlantic,
600226,516,Swordfish Mediterranean Sea,
600226,654,Swordfish Mediterranean Sea,
600226,855,Swordfish North Atlantic,
600226,856,Swordfish Mediterranean Sea,
600226,953,Swordfish Mediterranean Sea,
600226,86,Swordfish Indian Ocean,
600226,174,Swordfish Indian Ocean,
600226,175,Swordfish Indian Ocean,
600226,251,Swordfish Indian Ocean,
600226,252,Swordfish Indian Ocean,
600226,356,Swordfish Indian Ocean,
600226,404,Swordfish Indian Ocean,
600226,450,Swordfish Indian Ocean,
600226,462,Swordfish Indian Ocean,
600226,480,Swordfish Indian Ocean,
600226,508,Swordfish Indian Ocean,
600226,512,Swordfish Indian Ocean,
600226,586,Swordfish Indian Ocean,
600226,638,Swordfish Indian Ocean,
600226,683,Swordfish Indian Ocean,
600226,690,Swordfish Indian Ocean,
600226,706,Swordfish Indian Ocean,
600226,834,Swordfish Indian Ocean,
600226,911,Swordfish Indian Ocean,
600226,917,Swordfish Indian Ocean,
600226,923,Swordfish Indian Ocean,
600226,940,Swordfish Indian Ocean,
600226,954,Swordfish Indian Ocean,
600226,968,Swordfish Indian Ocean,
600226,972,Swordfish Indian Ocean,
600226,36,Swordfish Indian Ocean,
600226,50,Swordfish Indian Ocean,
600226,104,Swordfish Indian Ocean,
600226,144,Swordfish Indian Ocean,
600226,162,Swordfish Indian Ocean,
600226,166,Swordfish Indian Ocean,
600226,356,Swordfish Indian Ocean,
600226,357,Swordfish Indian Ocean,
600226,361,Swordfish Indian Ocean,
600226,459,Swordfish Indian Ocean,
600226,462,Swordfish Indian Ocean,
600226,626,Swordfish Indian Ocean,
600226,937,Swordfish Indian Ocean,
600226,938,Swordfish Indian Ocean,
600226,956,Swordfish Indian Ocean,
600226,156,Swordfish North Pacific,
600226,157,Swordfish North Pacific,
600226,390,Swordfish North Pacific,
600226,393,Swordfish North Pacific,
600226,410,Swordfish North Pacific,
600226,488,Swordfish North Pacific,
600226,580,Swordfish North Pacific,
600226,608,Swordfish North Pacific,
600226,649,Swordfish North Pacific,
600226,704,Swordfish North Pacific,
600226,872,Swordfish North Pacific,
600226,971,Swordfish North Pacific,
600226,848,Swordfish North Pacific,
600226,96,Swordfish North Pacific,
600226,116,Swordfish North Pacific,
600226,156,Swordfish North Pacific,
600226,157,Swordfish North Pacific,
600226,316,Swordfish North Pacific,
600226,393,Swordfish North Pacific,
600226,460,Swordfish North Pacific,
600226,461,Swordfish North Pacific,
600226,463,Swordfish North Pacific,
600226,580,Swordfish North Pacific,
600226,584,Swordfish North Pacific,
600226,585,Swordfish North Pacific,
600226,608,Swordfish North Pacific,
600226,704,Swordfish North Pacific,
600226,846,Swordfish North Pacific,
600226,872,Swordfish North Pacific,
600226,957,Swordfish North Pacific,
600226,396,Swordfish North Pacific,
600226,488,Swordfish North Pacific,
600226,842,Swordfish North Pacific,
600226,844,Swordfish North Pacific,
600226,845,Swordfish North Pacific,
600226,846,Swordfish North Pacific,
600226,848,Swordfish North Pacific,
600226,898,Swordfish Eastern Pacific,
600226,920,Swordfish Eastern Pacific,
600226,930,Swordfish Eastern Pacific,
600226,945,Swordfish Eastern Pacific,
600226,952,Swordfish Eastern Pacific,
600226,218,Swordfish Eastern Pacific,
600226,219,Swordfish Eastern Pacific,
600226,604,Swordfish Eastern Pacific,
600226,928,Swordfish Eastern Pacific,
600313,851,White hake Georges Bank / Gulf of Maine,
600326,848,Pacific hake Pacific Coast,
600329,32,Patagonian grenadier Southern Argentina,
600334,36,Orange roughy Southeast Australia,
600361,851,Black sea bass Mid-Atlantic Coast,
600361,852,Black sea bass South Atlantic,
600362,851,Tilefish Mid-Atlantic Coast,
600362,852,Tilefish Southern Atlantic coast,
600364,851,Bluefish Atlantic Coast,
600406,851,Weakfish Atlantic Coast,
600408,851,Atlantic croaker Mid-Atlantic Coast,
600452,851,Scup Atlantic Coast,
600467,36,Patagonian toothfish Macquarie Island,
600467,711,Patagonian toothfish South Africa Subantarctic Prince Edward Islands,
600492,851,Atlantic butterfish Gulf of Maine / Cape Hatteras,
600496,554,Bluenose New Zealand,
600502,848,Widow rockfish Pacific Coast,
600504,959,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,multiple stocks in same region
600504,959,Pacific ocean perch Gulf of Alaska,multiple stocks in same region
600504,848,Pacific ocean perch Pacific Coast,
600512,959,Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,
600512,925,Sablefish Pacific Coast of Canada,
600512,848,Sablefish Pacific Coast,
600514,959,Pacific halibut North Pacific,
600516,959,Greenland turbot Bering Sea and Aleutian Islands,
600517,959,Arrowtooth flounder Gulf of Alaska,
600520,959,Yellowfin sole Bering Sea and Aleutian Islands,
600521,926,Yellowtail Flounder NAFO 3LNO,
600874,852,Blacktip shark Gulf of Mexico,
600880,850,Sandbar shark Atlantic,
600880,851,Sandbar shark Atlantic,
600880,852,Sandbar shark Atlantic,
600880,630,Sandbar shark Atlantic,
601002,554,Trevally New Zealand Areas TRE 7,
601005,852,Greater amberjack Gulf of Mexico,
601005,851,Greater amberjack Southern Atlantic coast,
601043,946,Round Sardinella West Africa,
601043,948,Round Sardinella West Africa,
601043,686,Round Sardinella West Africa,
601043,478,Round Sardinella West Africa,
601205,852,Yellowedge grouper Gulf of Mexico,
601208,852,Snowy grouper Southern Atlantic coast,
601209,852,Black Grouper Gulf of Mexico and South Atlantic,
601212,852,Gag Gulf of Mexico,
601212,851,Gag Southern Atlantic coast,
601338,851,Summer flounder Mid-Atlantic Coast,
601343,851,Pollock NAFO-5YZ,
601350,901,Sardine South of Sicily,
601350,946,Sardine West Africa Zone C,
601350,948,Sardine West Africa Zone C,
601350,478,Sardine West Africa Zone C,
601371,851,Atlantic Halibut NAFO-5YZ,
601381,926,Haddock NAFO-4X5Y,
601403,851,Mutton snapper Southern Atlantic coast and Gulf of Mexico,
601403,852,Mutton snapper Southern Atlantic coast and Gulf of Mexico,
601423,852,Red snapper Gulf of Mexico,
601423,851,Red snapper Southern Atlantic coast,
601756,851,Red porgy Southern Atlantic coast,
601828,953,Shallow-water cape hake South Africa,
602508,554,Black cardinalfish East coast of North Island,
603971,848,Chilipepper Southern Pacific Coast,
603989,848,Canary rockfish Pacific Coast,
603989,925,Canary rockfish West Coast of Vancouver Island and Straight of Georgia and Queen Charlotte Islands,
604009,848,Shortspine thornyhead Pacific Coast,
604037,959,Atka mackerel Bering Sea and Aleutian Islands,
604237,848,Petrale sole Pacific Coast,
604239,851,American Plaice NAFO-5YZ,
604247,959,Dover sole Gulf of Alaska,
604247,848,Dover sole Pacific Coast,
604248,848,English sole Pacific Coast,
604250,959,Alaska plaice Bering Sea and Aleutian Islands,
605048,554,Australian salmon New Zealand,
605382,953,Cape horse mackerel South Africa South coast,
607039,74,Antarctic toothfish Ross Sea,
607039,239,Antarctic toothfish Ross Sea,
607039,910,Antarctic toothfish Ross Sea,
607327,852,Gray triggerfish Gulf of Mexico,
608490,554,common gemfish New Zealand,
608490,36,common gemfish Southeast Australia,
610106,36,Jackass morwong Southeast Australia,
610106,554,Tarakihi New Zealand,
612920,554,Giant stargazer NZ Area STA7,
612922,36,Silverfish Southeast Australia,
614290,390,Pacific bluefin tuna Pacific Ocean,
614290,848,Pacific bluefin tuna Pacific Ocean,
614290,925,Pacific bluefin tuna Pacific Ocean,
614290,222,Pacific bluefin tuna Pacific Ocean,
614290,842,Pacific bluefin tuna Pacific Ocean,
614290,848,Pacific bluefin tuna Pacific Ocean,
614290,920,Pacific bluefin tuna Pacific Ocean,
614290,930,Pacific bluefin tuna Pacific Ocean,
614290,936,Pacific bluefin tuna Pacific Ocean,
614290,945,Pacific bluefin tuna Pacific Ocean,
614290,950,Pacific bluefin tuna Pacific Ocean,
614290,952,Pacific bluefin tuna Pacific Ocean,
614290,930,Pacific bluefin tuna Pacific Ocean,
690010,851,American lobster Gulf of Maine,
690011,851,Sea scallop Georges Bank and Mid-Atlantic Bight,
690033,851,Atlantic surfclam Mid-Atlantic Coast,
690052,851,Blue Crab Chesapeake Bay,
690227,852,Longfin inshore squid Atlantic Coast,
690313,959,Snow crab Bering Sea,
601659,32,Argentine anchoita Northern Argentina,multiple stocks in same region
601659,32,Argentine anchoita Southern Argentina,multiple stocks in same region
612962,554,Black Oreo Pukaki Rise,multiple stocks in same region
612962,554,Black oreo West end of Chatham Rise,multiple stocks in same region
601825,554,Hoki Eastern New Zealand,multiple stocks in same region
601825,554,Hoki Western New Zealand,multiple stocks in same region
600334,554,Orange Roughy Chatham Rise,multiple stocks in same region
600334,554,Orange roughy New Zealand Mid East Coast,multiple stocks in same region
600308,925,Pacific cod Hecate Strait,multiple stocks in same region
600308,925,Pacific cod West Coast of Vancouver Island,multiple stocks in same region
690257,554,Scampi Bay of Plenty,multiple stocks in same region
690257,554,Scampi Wairapa/Hawke Bay,multiple stocks in same region
607151,554,Smooth Oreo Bounty Plateau,multiple stocks in same region
607151,554,Smooth oreo Chatham Rise,multiple stocks in same region
607151,554,Smooth Oreo East Pukaki Rise,multiple stocks in same region
607151,554,Smooth Oreo Southland,multiple stocks in same region
607151,554,Smooth oreo West end of Chatham Rise,multiple stocks in same region
600322,554,Southern hake Chatham Rise,multiple stocks in same region
600322,554,Southern hake Sub-Antarctic,multiple stocks in same region
