rgn_id,year,a_tot_3nm
1,2000,596.25
1,2001,596.25
1,2002,596.25
1,2003,596.25
1,2004,596.25
1,2005,596.25
1,2006,596.25
1,2007,596.25
1,2008,596.25
1,2009,596.25
1,2010,596.25
1,2011,596.25
1,2012,596.25
1,2013,596.25
1,2014,596.25
1,2015,596.25
2,2000,482.25
2,2001,482.25
2,2002,482.25
2,2003,482.25
2,2004,482.25
2,2005,482.25
2,2006,482.25
2,2007,482.25
2,2008,482.25
2,2009,482.25
2,2010,482.25
2,2011,482.25
2,2012,482.25
2,2013,482.25
2,2014,482.25
2,2015,482.25
3,2000,331.5
3,2001,331.5
3,2002,331.5
3,2003,331.5
3,2004,331.5
3,2005,331.5
3,2006,331.5
3,2007,331.5
3,2008,331.5
3,2009,331.5
3,2010,331.5
3,2011,331.5
3,2012,331.5
3,2013,331.5
3,2014,331.5
3,2015,331.5
4,2000,751.5
4,2001,751.5
4,2002,751.5
4,2003,751.5
4,2004,751.5
4,2005,751.5
4,2006,751.5
4,2007,751.5
4,2008,751.5
4,2009,751.5
4,2010,751.5
4,2011,751.5
4,2012,751.5
4,2013,751.5
4,2014,751.5
4,2015,751.5
5,2000,20093
5,2001,20093
5,2002,20093
5,2003,20093
5,2004,20093
5,2005,20093
5,2006,20093
5,2007,20093
5,2008,20093
5,2009,20093
5,2010,20093
5,2011,20093
5,2012,20093
5,2013,20093
5,2014,20093
5,2015,20093
6,2000,16654
6,2001,16654
6,2002,16654
6,2003,16654
6,2004,16654
6,2005,16654
6,2006,16654
6,2007,16654
6,2008,16654
6,2009,16654
6,2010,16654
6,2011,16654
6,2012,16654
6,2013,16654
6,2014,16654
6,2015,16654
7,2000,37315
7,2001,37315
7,2002,37315
7,2003,37315
7,2004,37315
7,2005,37315
7,2006,37315
7,2007,37315
7,2008,37315
7,2009,37315
7,2010,37315
7,2011,37315
7,2012,37315
7,2013,37315
7,2014,37315
7,2015,37315
8,2000,2958
8,2001,2958
8,2002,2958
8,2003,2958
8,2004,2958
8,2005,2958
8,2006,2958
8,2007,2958
8,2008,2958
8,2009,2958
8,2010,2958
8,2011,2958
8,2012,2958
8,2013,2958
8,2014,2958
8,2015,2958
9,2000,16181.25
9,2001,16181.25
9,2002,16181.25
9,2003,16181.25
9,2004,16181.25
9,2005,16181.25
9,2006,16181.25
9,2007,16181.25
9,2008,16181.25
9,2009,16181.25
9,2010,16181.25
9,2011,16181.25
9,2012,16181.25
9,2013,16181.25
9,2014,16181.25
9,2015,16181.25
10,2000,197
10,2001,197
10,2002,197
10,2003,197
10,2004,197
10,2005,197
10,2006,197
10,2007,197
10,2008,197
10,2009,197
10,2010,197
10,2011,197
10,2012,197
10,2013,197
10,2014,197
10,2015,197
11,2000,24848.5
11,2001,24848.5
11,2002,24848.5
11,2003,24848.5
11,2004,24848.5
11,2005,24848.5
11,2006,24848.5
11,2007,24848.5
11,2008,24848.5
11,2009,24848.5
11,2010,24848.5
11,2011,24848.5
11,2012,24848.5
11,2013,24848.5
11,2014,24848.5
11,2015,24848.5
12,2000,209.5
12,2001,209.5
12,2002,209.5
12,2003,209.5
12,2004,209.5
12,2005,209.5
12,2006,209.5
12,2007,209.5
12,2008,209.5
12,2009,209.5
12,2010,209.5
12,2011,209.5
12,2012,209.5
12,2013,209.5
12,2014,209.5
12,2015,209.5
13,2000,4102.5
13,2001,4102.5
13,2002,4102.5
13,2003,4102.5
13,2004,4102.5
13,2005,4102.5
13,2006,4102.5
13,2007,4102.5
13,2008,4102.5
13,2009,4102.5
13,2010,4102.5
13,2011,4102.5
13,2012,4102.5
13,2013,4102.5
13,2014,4102.5
13,2015,4102.5
14,2000,9384.75
14,2001,9384.75
14,2002,9384.75
14,2003,9384.75
14,2004,9384.75
14,2005,9384.75
14,2006,9384.75
14,2007,9384.75
14,2008,9384.75
