rgn_id,year,a_prot_eez
13,2011,257395.5
13,2012,257395.5
13,2013,257395.5
13,2014,257395.5
13,2015,257395.5
14,2000,197.5
14,2001,208.75
14,2002,210.25
14,2003,210.25
14,2004,212.75
14,2005,212.75
14,2006,212.75
14,2007,3812.75
14,2008,3812.75
14,2009,3839.75
14,2010,3839.75
14,2011,3839.75
14,2012,3841.5
14,2013,3841.5
14,2014,3843
14,2015,3843
15,2000,16642
15,2001,19255.75
15,2002,19266.75
15,2003,19431.25
15,2004,19431.25
15,2005,19444
15,2006,19451.25
15,2007,19451.5
15,2008,19452.25
15,2009,19452.25
15,2010,20435.75
15,2011,20435.75
15,2012,20435.75
15,2013,20435.75
15,2014,20435.75
15,2015,20435.75
16,2000,73060.5
16,2001,76751
16,2002,78697.25
16,2003,79486
16,2004,432825
16,2005,434138.5
16,2006,441039.25
16,2007,656456.75
16,2008,656649
16,2009,691578.5
16,2010,691664
16,2011,692113
16,2012,2857258.5
16,2013,2859668
16,2014,2859741
16,2015,2859741
17,2000,4444
17,2001,4444.25
17,2002,4445.25
17,2003,4445.5
17,2004,4445.5
17,2005,4445.5
17,2006,4447.25
17,2007,4447.25
17,2008,4447.25
17,2009,4447.25
17,2010,4447.25
17,2011,4447.25
17,2012,4823
17,2013,4823
17,2014,4823
17,2015,4823
18,2000,654
18,2001,2213.5
18,2002,2377.75
18,2003,6602
18,2004,20037.5
18,2005,20329
18,2006,29438.25
18,2007,29841.75
18,2008,29841.75
18,2009,29841.75
18,2010,29841.75
18,2011,29841.75
18,2012,29841.75
18,2013,29841.75
18,2014,29856.75
18,2015,29856.75
19,2000,64.25
19,2001,64.25
19,2002,64.25
19,2003,64.25
19,2004,64.25
19,2005,64.25
19,2006,67.75
19,2007,67.75
19,2008,67.75
19,2009,67.75
19,2010,67.75
19,2011,67.75
19,2012,67.75
19,2013,67.75
19,2014,67.75
19,2015,67.75
20,2000,2666.75
20,2001,2669.25
20,2002,2678.5
20,2003,2904.25
20,2004,2904.5
20,2005,2904.5
20,2006,2964
20,2007,2973.5
20,2008,3236.75
20,2009,3243.25
20,2010,3254.75
20,2011,3277.5
20,2012,3345.25
20,2013,3393
20,2014,3393
20,2015,3393
21,2000,0.25
21,2001,0.25
21,2002,0.25
21,2003,0.25
21,2004,0.25
21,2005,0.25
21,2006,2
21,2007,2
21,2008,2
21,2009,2
21,2010,2
21,2011,2
21,2012,2
21,2013,2
21,2014,2
21,2015,2
24,2000,77.5
24,2001,77.5
24,2002,77.5
24,2003,77.5
24,2004,83.5
24,2005,83.5
24,2006,256.25
24,2007,256.25
24,2008,256.25
24,2009,256.25
24,2010,256.25
24,2011,256.25
24,2012,256.25
24,2013,256.25
24,2014,256.25
24,2015,256.25
25,2000,4131.25
25,2001,4131.25
25,2002,4220.25
25,2003,4220.25
25,2004,4220.25
25,2005,4220.25
25,2006,4220.25
25,2007,4220.25
25,2008,4220.25
25,2009,4415.25
25,2010,4415.25
25,2011,4415.25
25,2012,4415.25
25,2013,4415.25
25,2014,4415.25
25,2015,4415.25
26,2000,313
26,2001,313
26,2002,313
26,2003,313
26,2004,313
26,2005,313
26,2006,313
26,2007,313
26,2008,313
26,2009,313
26,2010,313
26,2011,313
26,2012,313
26,2013,313
26,2014,313
26,2015,313
28,2000,0
28,2001,0
28,2002,0
28,2003,0
28,2004,0
28,2005,0
28,2006,0
28,2007,0
28,2008,0
28,2009,0
28,2010,3772.25
28,2011,3772.25
28,2012,3772.25
28,2013,3772.25
28,2014,3772.25
28,2015,3772.25
29,2000,0
29,2001,0.25
29,2002,0.5
29,2003,0.5
29,2004,0.5
29,2005,0.5
29,2006,0.5
29,2007,0.5
29,2008,0.5
29,2009,1.5
29,2010,63191.5
29,2011,63191.5
29,2012,63276.5
29,2013,63276.5
29,2014,63276.5
29,2015,63276.5
30,2000,0
30,2001,0
30,2002,0
30,2003,0
30,2004,0
30,2005,0
30,2006,0
30,2007,0
30,2008,0
30,2009,0
30,2010,383.75
30,2011,383.75
30,2012,43696.5
30,2013,43696.5
30,2014,43696.5
30,2015,43696.5
31,2000,242.75
31,2001,242.75
31,2002,242.75
31,2003,242.75
31,2004,243
31,2005,243
31,2006,243
31,2007,243
31,2008,243
31,2009,243
31,2010,243
31,2011,243
31,2012,243
31,2013,243
31,2014,243
31,2015,243
32,2000,0.5
32,2001,0.5
32,2002,0.5
32,2003,0.5
32,2004,0.5
32,2005,0.5
32,2006,0.5
32,2007,47.75
32,2008,47.75
32,2009,47.75
32,2010,47.75
32,2011,47.75
32,2012,47.75
32,2013,47.75
32,2014,47.75
32,2015,47.75
33,2000,0
33,2001,0
33,2002,0
33,2003,0
33,2004,2375
33,2005,2375
33,2006,3426.75
33,2007,3426.75
33,2008,3426.75
33,2009,3426.75
33,2010,3426.75
33,2011,3426.75
33,2012,3426.75
33,2013,3426.75
33,2014,3426.75
33,2015,3426.75
34,2000,0
34,2001,0
34,2002,0
34,2003,0
34,2004,0
34,2005,0
34,2006,0
34,2007,0
34,2008,0
34,2009,0
34,2010,0
34,2011,0
34,2012,0
34,2013,0
34,2014,0
34,2015,0
35,2000,0
35,2001,0
35,2002,0
35,2003,0
35,2004,0
35,2005,0
35,2006,0
35,2007,0
35,2008,0
35,2009,0
35,2010,0
35,2011,2122.25
35,2012,2122.25
35,2013,2122.25
35,2014,2122.25
35,2015,2122.25
36,2000,0
36,2001,0
36,2002,0
36,2003,0
36,2004,4952.5
36,2005,4952.5
36,2006,8748
36,2007,8748
36,2008,8748
36,2009,8748
36,2010,8748
36,2011,8748
36,2012,8748
36,2013,8748
36,2014,8748
36,2015,8748
37,2000,42.25
37,2001,42.25
37,2002,42.25
37,2003,42.25
37,2004,9639.25
37,2005,9639.25
37,2006,14710.25
37,2007,14710.25
37,2008,14710.25
37,2009,14710.25
37,2010,14710.25
37,2011,14710.75
37,2012,14710.75
37,2013,14710.75
37,2014,14710.75
37,2015,14710.75
38,2000,0
38,2001,0
38,2002,0
38,2003,0
38,2004,0
38,2005,0
38,2006,0
38,2007,0
38,2008,0
38,2009,0
38,2010,641067
38,2011,641067
38,2012,641067
38,2013,641067
38,2014,641067
38,2015,641067
39,2000,264
39,2001,264
39,2002,264
39,2003,264
39,2004,271
39,2005,271
39,2006,290
39,2007,290
39,2008,290
39,2009,368.75
39,2010,571.75
39,2011,650.5
39,2012,652.75
39,2013,652.75
39,2014,652.75
39,2015,652.75
40,2000,312
40,2001,312
40,2002,313.75
40,2003,315.75
40,2004,315.75
40,2005,328.25
40,2006,328.25
40,2007,328.25
40,2008,328.25
40,2009,328.25
40,2010,328.25
40,2011,328.25
40,2012,328.75
40,2013,328.75
40,2014,328.75
40,2015,328.75
41,2000,1250.5
41,2001,1250.5
41,2002,1486
41,2003,1486
41,2004,3292
41,2005,3292
41,2006,4384.25
41,2007,4384.25
41,2008,4384.25
41,2009,4384.25
41,2010,4384.25
41,2011,4384.25
41,2012,15509.5
41,2013,15509.5
41,2014,15509.5
41,2015,15509.5
42,2000,144.5
42,2001,144.5
42,2002,144.5
42,2003,144.5
42,2004,4253.5
42,2005,4253.5
42,2006,9245.25
42,2007,9245.25
42,2008,9888.5
42,2009,10318.5
42,2010,12085.75
42,2011,12698.5
42,2012,13063
42,2013,13063
42,2014,13063
42,2015,13063
43,2000,557.25
43,2001,557.25
43,2002,557.25
43,2003,557.25
43,2004,557.25
43,2005,557.25
43,2006,557.25
43,2007,557.25
43,2008,557.25
43,2009,557.25
43,2010,557.25
43,2011,557.25
43,2012,557.25
43,2013,557.25
43,2014,557.25
43,2015,557.25
44,2000,0
44,2001,0
44,2002,0
44,2003,0
44,2004,0
44,2005,0
44,2006,0
44,2007,0
44,2008,0
44,2009,0
44,2010,0
44,2011,0
44,2012,0
44,2013,0
44,2014,0
44,2015,0
45,2000,0
45,2001,0
45,2002,0
45,2003,0
45,2004,0
45,2005,0
45,2006,0
45,2007,0
45,2008,0
45,2009,0
45,2010,0
45,2011,0
45,2012,0
45,2013,0
45,2014,0
45,2015,0
46,2000,0
46,2001,0
46,2002,0
46,2003,0
46,2004,0
46,2005,0
46,2006,0
46,2007,0
46,2008,0
46,2009,0
46,2010,0
46,2011,0
46,2012,0
46,2013,0
46,2014,0
46,2015,0
47,2000,0
47,2001,0
47,2002,0
47,2003,0
47,2004,0
47,2005,0
47,2006,0
47,2007,0
47,2008,0
47,2009,0
47,2010,0
47,2011,0
47,2012,0
47,2013,0
47,2014,0
47,2015,0
48,2000,655.5
48,2001,655.5
48,2002,655.5
48,2003,655.5
48,2004,655.5
48,2005,655.5
48,2006,655.5
48,2007,655.5
48,2008,655.5
48,2009,655.5
48,2010,655.5
48,2011,655.5
48,2012,655.5
48,2013,655.5
48,2014,655.5
48,2015,655.5
49,2000,0
49,2001,0
49,2002,0
49,2003,0
49,2004,0
49,2005,0
49,2006,0
49,2007,0
49,2008,0
49,2009,0
49,2010,0
49,2011,0
49,2012,0
49,2013,0
49,2014,0
49,2015,0
50,2000,261.75
50,2001,261.75
50,2002,261.75
50,2003,261.75
50,2004,261.75
50,2005,261.75
50,2006,261.75
50,2007,261.75
50,2008,261.75
50,2009,261.75
50,2010,261.75
50,2011,261.75
50,2012,261.75
50,2013,261.75
50,2014,261.75
50,2015,261.75
51,2000,1
51,2001,1
51,2002,1.25
51,2003,1.25
51,2004,1.25
51,2005,1.25
51,2006,1.25
51,2007,1.25
51,2008,1.25
51,2009,1.25
51,2010,8
51,2011,8.25
51,2012,8.25
51,2013,8.25
51,2014,8.25
51,2015,8.25
52,2000,0
52,2001,0
52,2002,0
52,2003,0
52,2004,0
52,2005,0
52,2006,0
52,2007,0
52,2008,0
52,2009,0
52,2010,0
52,2011,0
52,2012,0
52,2013,0
52,2014,0
52,2015,0
53,2000,571.25
53,2001,571.25
53,2002,571.25
53,2003,571.25
53,2004,571.25
53,2005,571.25
53,2006,571.25
53,2007,571.25
53,2008,571.25
53,2009,571.25
53,2010,571.25
53,2011,571.25
53,2012,571.25
53,2013,571.25
53,2014,571.25
53,2015,571.25
54,2000,0
54,2001,0
54,2002,0
54,2003,0
54,2004,0
54,2005,2016.5
54,2006,2016.5
54,2007,6102.25
54,2008,6102.25
54,2009,6102.25
54,2010,6102.25
54,2011,6102.25
54,2012,6102.25
54,2013,6102.25
54,2014,6102.25
54,2015,6102.25
55,2000,569.25
55,2001,569.25
55,2002,569.25
55,2003,569.25
55,2004,577.5
55,2005,577.5
55,2006,839.75
55,2007,839.75
55,2008,1160.75
55,2009,1160.75
55,2010,1160.75
55,2011,11558.25
55,2012,11558.25
55,2013,11558.25
55,2014,11558.25
55,2015,11558.25
56,2000,0
56,2001,0
56,2002,0
56,2003,0
56,2004,0
56,2005,0
56,2006,0
56,2007,0
56,2008,0
56,2009,0
56,2010,0
56,2011,0
56,2012,0
56,2013,0
56,2014,0
56,2015,0
57,2000,70
57,2001,70
57,2002,70
57,2003,154.75
57,2004,262
57,2005,262
57,2006,262
57,2007,262
57,2008,282
57,2009,282
57,2010,282
57,2011,282
57,2012,282
57,2013,282
57,2014,282
57,2015,282
58,2000,1036.25
58,2001,1064.25
58,2002,1064.25
58,2003,1064.25
58,2004,1064.25
58,2005,1064.25
58,2006,1139
58,2007,1139
58,2008,1139
58,2009,1139
58,2010,1139
58,2011,1139
58,2012,1139
58,2013,1139
58,2014,12211.5
58,2015,12211.5
59,2000,940.5
59,2001,940.5
59,2002,942.75
59,2003,945.5
59,2004,945.5
59,2005,949.75
59,2006,969
59,2007,969
59,2008,1267.5
59,2009,1267.5
59,2010,1268
59,2011,1268
59,2012,1268
59,2013,1268
59,2014,1268
59,2015,1268
60,2000,0
60,2001,0
60,2002,0
60,2003,0
60,2004,0
60,2005,0
60,2006,0
60,2007,128
60,2008,128
60,2009,128
60,2010,128
60,2011,174.25
60,2012,174.25
60,2013,174.25
60,2014,174.25
60,2015,174.25
61,2000,0.25
61,2001,0.25
61,2002,0.25
61,2003,0.25
61,2004,0.25
61,2005,0.25
61,2006,0.25
61,2007,0.25
61,2008,0.25
61,2009,0.25
61,2010,0.25
61,2011,0.25
61,2012,0.25
61,2013,0.25
61,2014,0.25
61,2015,0.25
62,2000,137
62,2001,137
62,2002,137
62,2003,141.25
62,2004,318.75
62,2005,318.75
62,2006,426.25
62,2007,426.25
62,2008,426.25
62,2009,426.25
62,2010,426.25
62,2011,426.25
62,2012,464.25
62,2013,464.25
62,2014,464.25
62,2015,464.25
63,2000,3784.5
63,2001,3784.5
63,2002,3784.5
63,2003,3784.5
63,2004,3784.5
63,2005,3784.5
63,2006,3784.5
63,2007,3784.5
63,2008,3784.5
63,2009,3784.5
63,2010,3784.5
63,2011,3784.5
63,2012,3784.5
63,2013,3784.5
63,2014,3784.5
63,2015,3784.5
64,2000,6478.75
64,2001,6478.75
64,2002,6478.75
64,2003,6478.75
64,2004,6478.75
64,2005,6478.75
64,2006,6478.75
64,2007,6478.75
64,2008,6478.75
64,2009,6478.75
64,2010,6478.75
64,2011,6478.75
64,2012,6478.75
64,2013,6478.75
64,2014,6478.75
64,2015,6478.75
65,2000,11.75
65,2001,11.75
65,2002,11.75
65,2003,11.75
65,2004,11.75
65,2005,11.75
65,2006,11.75
65,2007,23.25
65,2008,24
65,2009,24
65,2010,24
65,2011,24
65,2012,24
65,2013,24
65,2014,24
65,2015,24
66,2000,882.25
66,2001,882.25
66,2002,882.25
66,2003,882.25
66,2004,1745.5
66,2005,1745.5
66,2006,1745.5
66,2007,1745.5
66,2008,1745.5
66,2009,1745.5
66,2010,1745.5
66,2011,1745.5
66,2012,1745.5
66,2013,1745.5
66,2014,1745.5
66,2015,1745.5
67,2000,0
67,2001,0
67,2002,0
67,2003,0
67,2004,0
67,2005,0
67,2006,0
67,2007,0
67,2008,0
67,2009,0
67,2010,0
67,2011,0
67,2012,0
67,2013,0
67,2014,0
67,2015,0
68,2000,0.75
68,2001,0.75
68,2002,0.75
68,2003,1
68,2004,3.5
68,2005,4.25
68,2006,12.75
68,2007,12.75
68,2008,12.75
68,2009,12.75
68,2010,198.25
68,2011,198.25
68,2012,198.25
68,2013,198.25
68,2014,198.25
68,2015,198.25
69,2000,43.5
69,2001,43.5
69,2002,209.5
69,2003,209.75
69,2004,224
69,2005,542.25
69,2006,542.25
69,2007,548.5
69,2008,548.5
69,2009,549
69,2010,591.75
69,2011,4918.75
69,2012,4918.75
69,2013,4918.75
69,2014,4918.75
69,2015,4918.75
70,2000,15.5
70,2001,15.5
70,2002,15.5
70,2003,15.5
70,2004,386.25
70,2005,429.5
70,2006,629.25
70,2007,1009.25
70,2008,1039.5
70,2009,6514.75
70,2010,6728.25
70,2011,6728.75
70,2012,6755.5
70,2013,6832.5
70,2014,6882
70,2015,6882
71,2000,1.75
71,2001,1.75
71,2002,1.75
71,2003,58.5
71,2004,70
71,2005,72.25
71,2006,1774.75
71,2007,2305
71,2008,2305
71,2009,2305
71,2010,2305
71,2011,2305
71,2012,2865
71,2013,2865
71,2014,2865
71,2015,2865
72,2000,142
72,2001,142
72,2002,142
72,2003,142
72,2004,142
72,2005,142
72,2006,251.5
72,2007,2337.75
72,2008,2337.75
72,2009,2337.75
72,2010,2338.5
72,2011,2512
72,2012,2512
72,2013,2512
72,2014,2512
72,2015,2512
73,2000,203263
73,2001,203264.5
73,2002,213932
73,2003,215217.75
73,2004,215219.25
73,2005,215224
73,2006,215224
73,2007,215224
73,2008,215224
73,2009,215236.5
73,2010,215236.5
73,2011,215236.5
73,2012,215236.5
73,2013,215241.25
73,2014,215241.25
73,2015,215241.25
74,2000,160
74,2001,160
74,2002,160
74,2003,160
74,2004,160
74,2005,160
74,2006,160
74,2007,160
74,2008,160
74,2009,160
74,2010,160
74,2011,160
74,2012,160
74,2013,160
74,2014,160
74,2015,160
75,2000,2033
75,2001,2033
75,2002,2033
75,2003,2033
75,2004,2033
75,2005,2033
75,2006,2033
75,2007,2033
75,2008,2033
75,2009,2033
75,2010,2033
75,2011,2033
75,2012,2033
75,2013,2033
75,2014,2033
75,2015,2033
76,2000,209.5
76,2001,209.5
76,2002,209.5
76,2003,209.5
76,2004,209.5
76,2005,271
76,2006,271.25
76,2007,271.5
76,2008,271.5
76,2009,271.5
76,2010,271.5
76,2011,271.5
76,2012,271.5
76,2013,271.5
76,2014,271.5
76,2015,271.5
77,2000,0
77,2001,0
77,2002,0
77,2003,0
77,2004,0
77,2005,0
77,2006,0
77,2007,0
77,2008,0
77,2009,0
77,2010,0
77,2011,0
77,2012,0
77,2013,0
77,2014,0
77,2015,0
78,2000,0
78,2001,0
78,2002,0
78,2003,0
78,2004,0
78,2005,0
78,2006,0
78,2007,0
78,2008,0
78,2009,0
78,2010,0
78,2011,0
78,2012,4
78,2013,4
78,2014,4
78,2015,4
79,2000,6.25
79,2001,6.25
79,2002,6.25
79,2003,7.5
79,2004,7.5
79,2005,8.25
79,2006,8.25
79,2007,8.25
79,2008,9.25
79,2009,9.25
79,2010,9.25
79,2011,9.25
79,2012,9.25
79,2013,9.25
79,2014,9.25
79,2015,9.25
80,2000,5076.25
80,2001,5308
80,2002,5779
80,2003,5862.25
80,2004,5862.5
80,2005,5862.5
80,2006,6050.5
80,2007,6077.25
80,2008,6661.25
80,2009,6762
80,2010,7286.25
80,2011,7286.25
80,2012,7286.25
80,2013,7286.25
80,2014,7286.25
80,2015,7286.25
81,2000,27.75
81,2001,27.75
81,2002,27.75
81,2003,27.75
81,2004,27.75
81,2005,27.75
81,2006,27.75
81,2007,49.25
81,2008,58.75
81,2009,127.75
81,2010,127.75
81,2011,127.75
81,2012,127.75
81,2013,127.75
81,2014,127.75
81,2015,127.75
82,2000,2.25
82,2001,2.25
82,2002,3.5
82,2003,3.5
82,2004,42.5
82,2005,43.75
82,2006,43.75
82,2007,106.5
82,2008,106.5
82,2009,106.5
82,2010,228.5
82,2011,228.5
82,2012,228.5
82,2013,233.5
82,2014,233.5
82,2015,233.5
84,2000,13.25
84,2001,13.25
84,2002,13.25
84,2003,13.25
84,2004,13.25
84,2005,13.25
84,2006,13.25
84,2007,13.25
84,2008,13.25
84,2009,13.25
84,2010,13.25
84,2011,13.25
84,2012,13.25
84,2013,13.25
84,2014,13.25
84,2015,13.25
85,2000,0
85,2001,0
85,2002,0
85,2003,0
85,2004,0
85,2005,0
85,2006,0
85,2007,0
85,2008,0
85,2009,0
85,2010,0
85,2011,0
85,2012,0
85,2013,0
85,2014,1.25
85,2015,1.25
86,2000,0
86,2001,0
86,2002,0
86,2003,0
86,2004,7630.25
86,2005,7630.25
86,2006,13500
86,2007,13500
86,2008,13500
86,2009,13500
86,2010,13500
86,2011,13500
86,2012,13500
86,2013,13500
86,2014,13500
86,2015,13500
88,2000,0
88,2001,0
88,2002,0
88,2003,0
88,2004,0
88,2005,0
88,2006,0
88,2007,0
88,2008,0
88,2009,0
88,2010,0
88,2011,0
88,2012,0
88,2013,0
88,2014,0
88,2015,0
89,2000,0
89,2001,0
89,2002,0
89,2003,0
89,2004,0
89,2005,0
89,2006,0
89,2007,0
89,2008,0
89,2009,0
89,2010,0
89,2011,0
89,2012,1063197.25
89,2013,1063197.25
89,2014,1063197.25
89,2015,1063197.25
90,2000,0
90,2001,0
90,2002,0
90,2003,0
90,2004,0
90,2005,0
90,2006,0
90,2007,0
90,2008,0
90,2009,0
90,2010,0
90,2011,0
90,2012,0
90,2013,169655.5
90,2014,169655.5
90,2015,169655.5
91,2000,0
91,2001,0
91,2002,0
91,2003,0
91,2004,0
91,2005,0
91,2006,101.25
91,2007,101.25
91,2008,6680.25
91,2009,6680.25
91,2010,6680.25
91,2011,6680.25
91,2012,6680.25
91,2013,6680.25
91,2014,6680.25
91,2015,6680.25
92,2000,0
92,2001,0
92,2002,0
92,2003,0
92,2004,0
92,2005,0
92,2006,69
92,2007,69
92,2008,3999.5
92,2009,3999.5
92,2010,3999.5
92,2011,3999.5
92,2012,3999.5
92,2013,3999.5
92,2014,3999.5
92,2015,3999.5
93,2000,0
93,2001,0
93,2002,7
93,2003,7
93,2004,7
93,2005,7
93,2006,131.5
93,2007,131.5
93,2008,5133.5
93,2009,5133.5
93,2010,5133.5
93,2011,5133.5
93,2012,5133.5
93,2013,5133.5
93,2014,5133.5
93,2015,5133.5
94,2000,0
94,2001,0
94,2002,70562
94,2003,70562
94,2004,70562
94,2005,70562
94,2006,70562
94,2007,70562
94,2008,70562
94,2009,70562
94,2010,70562
94,2011,70562
94,2012,70562
94,2013,70562
94,2014,70562
94,2015,70562
95,2000,0
95,2001,0
95,2002,0
95,2003,0
95,2004,0
95,2005,0
95,2006,0
95,2007,0
95,2008,0
95,2009,0
95,2010,0
95,2011,0
95,2012,0
95,2013,24869.25
95,2014,24869.25
95,2015,24869.25
96,2000,0
96,2001,0
96,2002,0
96,2003,0
96,2004,0
96,2005,0
96,2006,0
96,2007,0
96,2008,0
96,2009,0
96,2010,0
96,2011,0
96,2012,0
96,2013,0
96,2014,0
96,2015,0
97,2000,0
97,2001,0
97,2002,0
97,2003,0
97,2004,0
97,2005,0
97,2006,0
97,2007,0
97,2008,0
97,2009,0
97,2010,0
97,2011,0
97,2012,0
97,2013,0
97,2014,0
97,2015,0
98,2000,0
98,2001,0
98,2002,0
98,2003,0
98,2004,0
98,2005,0
98,2006,0
98,2007,0
98,2008,0
98,2009,0
98,2010,0
98,2011,0
98,2012,0
98,2013,0
98,2014,0
98,2015,0
99,2000,0
99,2001,0
99,2002,0
99,2003,0
99,2004,0
99,2005,0
99,2006,0
99,2007,0
99,2008,0
99,2009,0
99,2010,0
99,2011,0
99,2012,0
99,2013,0
99,2014,0
99,2015,0
100,2000,1146.5
100,2001,1146.5
100,2002,1146.5
100,2003,1225
100,2004,1225
100,2005,1225
100,2006,1225
100,2007,1225
100,2008,1225
100,2009,1225
100,2010,1225
100,2011,1225
100,2012,1225
100,2013,1225
100,2014,1225
100,2015,1225
101,2000,169.75
101,2001,169.75
101,2002,169.75
101,2003,169.75
101,2004,169.75
101,2005,169.75
101,2006,169.75
101,2007,169.75
101,2008,204.5
101,2009,9599.25
101,2010,9605.25
101,2011,9616.5
101,2012,9616.5
101,2013,9616.5
101,2014,9616.5
101,2015,9616.5
102,2000,2463.25
102,2001,2573.25
102,2002,2573.25
102,2003,2573.25
102,2004,4939.25
102,2005,4939.25
102,2006,4939.25
102,2007,4939.25
102,2008,4968.25
102,2009,4968.25
102,2010,4968.25
102,2011,5214.5
102,2012,5214.5
102,2013,5214.5
102,2014,5214.5
102,2015,5214.5
103,2000,0
103,2001,0
103,2002,0
103,2003,0
103,2004,0
103,2005,0
103,2006,34.25
103,2007,34.25
103,2008,34.25
103,2009,34.25
103,2010,34.25
103,2011,34.25
103,2012,34.25
103,2013,34.25
103,2014,34.25
103,2015,34.25
104,2000,673
104,2001,673
104,2002,673
104,2003,697.5
104,2004,697.5
104,2005,697.5
104,2006,697.5
104,2007,697.5
104,2008,697.5
104,2009,697.5
104,2010,697.5
104,2011,697.5
104,2012,697.5
104,2013,697.5
104,2014,697.5
104,2015,697.5
105,2000,0
105,2001,0
105,2002,0
105,2003,0
105,2004,0
105,2005,0
105,2006,0
105,2007,0
105,2008,0
105,2009,0
105,2010,0
105,2011,0
105,2012,0
105,2013,0
105,2014,0
105,2015,0
106,2000,0
106,2001,0
106,2002,0
106,2003,0
106,2004,0
106,2005,0
106,2006,0
106,2007,0
106,2008,0
106,2009,0
106,2010,0
106,2011,0
106,2012,0
106,2013,0
106,2014,0
106,2015,0
107,2000,0
107,2001,0
107,2002,0
107,2003,0
107,2004,0
107,2005,0
107,2006,0
107,2007,0
107,2008,0
107,2009,0
107,2010,0
107,2011,0
107,2012,0
107,2013,0
107,2014,0
107,2015,0
108,2000,148.5
108,2001,148.5
108,2002,148.5
108,2003,148.5
108,2004,148.5
108,2005,148.5
108,2006,148.5
108,2007,148.5
108,2008,148.5
108,2009,148.5
108,2010,148.5
108,2011,148.5
108,2012,148.5
108,2013,148.5
108,2014,148.5
108,2015,148.5
110,2000,680.75
110,2001,680.75
110,2002,3012.75
110,2003,3012.75
110,2004,3012.75
110,2005,3012.75
110,2006,3012.75
110,2007,3012.75
110,2008,3217.25
110,2009,3343
110,2010,3349.25
110,2011,3349.25
110,2012,3349.25
110,2013,3349.25
110,2014,3349.25
110,2015,3349.25
111,2000,149.5
111,2001,149.5
111,2002,149.5
