rgn_id,trend_lm,year,trend
1,0,2010,0
2,0,2010,0
3,0,2010,0
4,0,2010,0
5,0.69105,2010,0.69105
6,0,2010,0
7,0.0599,2010,0.0599
8,0,2010,0
9,0,2010,0
10,0,2010,0
11,0.00085,2010,0.00085
12,1.5,2010,1
13,0.263475,2010,0.263475
14,0.07085,2010,0.07085
15,0.0057,2010,0.0057
16,0.129,2010,0.129
17,0,2010,0
18,0.02885,2010,0.02885
19,0,2010,0
20,0.031325,2010,0.031325
21,0,2010,0
24,0,2010,0
25,0.0657,2010,0.0657
26,0,2010,0
28,0,2010,0
29,0.954875,2010,0.954875
30,0,2010,0
31,0,2010,0
32,0.31035,2010,0.31035
33,0,2010,0
34,0,2010,0
35,0,2010,0
36,0,2010,0
37,0,2010,0
38,1,2010,1
39,0.0132,2010,0.0132
40,0,2010,0
41,0,2010,0
42,0.083475,2010,0.083475
43,0,2010,0
44,0,2010,0
45,0,2010,0
46,0,2010,0
47,0,2010,0
48,0,2010,0
49,0,2010,0
50,0,2010,0
51,0.45315,2010,0.45315
52,0,2010,0
53,0,2010,0
54,0.52115,2010,0.52115
55,0.2367,2010,0.2367
56,0,2010,0
57,0.02475,2010,0.02475
58,0,2010,0
59,0.088275,2010,0.088275
60,0.5575,2010,0.5575
61,0,2010,0
62,0,2010,0
63,0,2010,0
64,0,2010,0
65,0.20385,2010,0.20385
66,0,2010,0
67,0,2010,0
68,0.36725,2010,0.36725
69,0.00735,2010,0.00735
70,0.674225,2010,0.674225
71,0.3303,2010,0.3303
72,0.86185,2010,0.86185
73,0,2010,0
74,0,2010,0
75,0.00015,2010,0.00015
76,0.00035,2010,0.00035
77,0,2010,0
78,0,2010,0
79,0.009,2010,0.009
80,0.05545,2010,0.05545
81,0.237375,2010,0.237375
82,0.2258,2010,0.2258
84,0,2010,0
85,0,2010,0
86,0,2010,0
88,0,2010,0
89,0,2010,0
90,0,2010,0
91,1.3485,2010,1
92,1.5,2010,1
93,1.230975,2010,1
94,0,2010,0
95,0,2010,0
96,0,2010,0
97,0,2010,0
98,0,2010,0
99,0,2010,0
100,0,2010,0
101,0.701475,2010,0.701475
102,0.004275,2010,0.004275
103,0,2010,0
104,0,2010,0
105,0,2010,0
106,0,2010,0
107,0,2010,0
108,0,2010,0
110,0.02695,2010,0.02695
111,0,2010,0
112,0,2010,0
113,0.00635,2010,0.00635
114,0,2010,0
115,0,2010,0
116,0,2010,0
117,0,2010,0
118,0,2010,0
119,0,2010,0
120,0,2010,0
121,0,2010,0
122,0.09165,2010,0.09165
123,0,2010,0
124,0,2010,0
125,0.03405,2010,0.03405
126,0,2010,0
127,0,2010,0
129,0,2010,0
130,0,2010,0
131,0,2010,0
132,0.11335,2010,0.11335
133,7e-04,2010,7e-04
134,0.6422,2010,0.6422
135,0.106125,2010,0.106125
136,0,2010,0
137,0,2010,0
138,0.2772,2010,0.2772
139,0,2010,0
140,0.616,2010,0.616
141,0,2010,0
143,0.001425,2010,0.001425
144,1,2010,1
145,0.005375,2010,0.005375
146,0,2010,0
147,0,2010,0
148,0,2010,0
149,1.5,2010,1
150,1.5,2010,1
151,0.222,2010,0.222
152,0,2010,0
153,0,2010,0
154,0,2010,0
155,0,2010,0
156,0,2010,0
157,0,2010,0
158,1.5,2010,1
159,1.5,2010,1
161,0,2010,0
162,0.028975,2010,0.028975
163,0.0047,2010,0.0047
164,0.00135,2010,0.00135
166,0.044375,2010,0.044375
167,0,2010,0
168,0,2010,0
169,0.045825,2010,0.045825
171,0.135025,2010,0.135025
172,0.14095,2010,0.14095
173,0.164525,2010,0.164525
174,0.0153,2010,0.0153
175,0.358525,2010,0.358525
176,0,2010,0
