"","rgn_id","year","resilience.score"
"1",1,2011,0
"2",2,2011,0.519
"3",3,2011,0.2482
"4",4,2011,1
"5",5,2011,0.47735
"6",6,2011,0.1215
"7",7,2011,0.0892
"8",8,2011,0.37065
"9",9,2011,0.0387
"10",10,2011,0
"11",11,2011,0.349
"12",12,2011,1
"13",13,2011,0.49715
"14",14,2011,0.21715
"15",15,2011,0.35385
"16",16,2011,1
"17",17,2011,0.0967
"18",18,2011,0.77085
"19",19,2011,0.0735
"20",20,2011,0.32985
"21",21,2011,7e-04
"22",24,2011,0.56015
"23",25,2011,0.4845
"24",26,2011,0.1602
"25",28,2011,0.00335
"26",29,2011,1
"27",30,2011,0
"28",31,2011,0.56065
"29",32,2011,0.314
"30",33,2011,0
"31",34,2011,0
"32",35,2011,1
"33",36,2011,0
"34",37,2011,0.09965
"35",38,2011,1
"36",39,2011,0.0378
"37",40,2011,0.1255
"38",41,2011,0.2693
"39",42,2011,0.24735
"40",43,2011,0.2853
"41",44,2011,0.00035
"42",45,2011,0
"43",46,2011,0
"44",47,2011,0
"45",48,2011,0.15985
"46",49,2011,0
"47",50,2011,0.13885
"48",51,2011,0.50715
"49",52,2011,0
"50",53,2011,0.5122
"51",54,2011,0.6995
"52",55,2011,0.6242
"53",56,2011,0
"54",57,2011,0.73965
"55",58,2011,0.706
"56",59,2011,1
"57",60,2011,1
"58",61,2011,0.007
"59",62,2011,0.305
"60",63,2011,0.559
"61",64,2011,1
"62",65,2011,0.3825
"63",66,2011,0.88565
"64",67,2011,0
"65",68,2011,0.89435
"66",69,2011,1
"67",70,2011,1
"68",71,2011,1
"69",72,2011,1
"70",73,2011,0.878
"71",74,2011,0.2315
"72",75,2011,0.49915
"73",76,2011,0.06385
"74",77,2011,0
"75",78,2011,0.0445
"76",79,2011,0.06715
"77",80,2011,0.65965
"78",81,2011,0.2233
"79",82,2011,0.67515
"80",84,2011,0.06385
"81",85,2011,0
"82",86,2011,0
"83",88,2011,0
"84",89,2011,0
"85",90,2011,0
"86",91,2011,1
"87",92,2011,1
"88",93,2011,1
"89",94,2011,1
"90",95,2011,0
"91",96,2011,0
"92",97,2011,0
"93",98,2011,0
"94",99,2011,0
"95",100,2011,0.91135
"96",101,2011,1
"97",102,2011,0.85915
"98",103,2011,0.29265
"99",104,2011,0.77135
"100",105,2011,0
"101",106,2011,0.014
"102",107,2011,0
"103",108,2011,0.36935
"104",110,2011,0.5107
"105",111,2011,0.56685
"106",112,2011,0.7535
"107",113,2011,0.2705
"108",114,2011,0.03465
"109",115,2011,1
"110",116,2011,0.7848
"111",117,2011,0.03685
"112",118,2011,0
"113",119,2011,0
"114",120,2011,0.741
"115",121,2011,0
"116",122,2011,0.19665
"117",123,2011,0.10765
"118",124,2011,0.08065
"119",125,2011,0.07585
"120",126,2011,0.27115
"121",127,2011,0.31365
"122",129,2011,0.4615
"123",130,2011,0.53165
"124",131,2011,1
"125",132,2011,0.4937
"126",133,2011,0.85185
"127",134,2011,0.9635
"128",135,2011,0.94615
"129",136,2011,0.88335
"130",137,2011,1
"131",138,2011,0.60815
"132",139,2011,0.81815
"133",140,2011,1
"134",141,2011,0
"135",143,2011,0.3648
"136",144,2011,1
"137",145,2011,0.98685
"138",146,2011,0
"139",147,2011,0.11265
"140",148,2011,0
"141",149,2011,1
"142",150,2011,1
"143",151,2011,0.65765
"144",152,2011,0.00815
"145",153,2011,0.003
"146",154,2011,0
"147",155,2011,0.03165
"148",156,2011,0
"149",157,2011,1
"150",158,2011,1
"151",159,2011,1
"152",161,2011,0
"153",162,2011,0.537
"154",163,2011,0.72665
"155",164,2011,0.70935
"156",166,2011,0.837
"157",167,2011,0.17065
"158",168,2011,1
"159",169,2011,1
"160",171,2011,1
"161",172,2011,0.7815
"162",173,2011,0.31265
"163",174,2011,0.62765
"164",175,2011,1
"165",176,2011,1
"166",177,2011,1
"167",178,2011,1
"168",179,2011,1
"169",180,2011,1
"170",181,2011,0.96685
"171",182,2011,0.784
"172",183,2011,0.94985
"173",184,2011,1
"174",185,2011,0.07935
"175",186,2011,0
"176",187,2011,0.06285
"177",188,2011,1
"178",189,2011,1
"179",190,2011,0
"180",191,2011,0.62635
"181",192,2011,0
"182",193,2011,1
"183",194,2011,0.7915
"184",195,2011,0.2602
"185",196,2011,0.1075
"186",197,2011,0.377
"187",198,2011,0.76385
"188",199,2011,0.66935
"189",200,2011,0.27565
"190",202,2011,1
"191",203,2011,0.2358
"192",204,2011,0.5928
"193",205,2011,0.0743
"194",206,2011,0.112
"195",207,2011,0.8123
"196",208,2011,0.0075
"197",209,2011,0.1512
"198",210,2011,1
"199",212,2011,0
"200",213,2011,0.002
"201",214,2011,0.69265
"202",215,2011,0
"203",216,2011,0.4922
