"layer","region_id","value"
"alien.species",43,0.635762047040634
"alien.species",44,0.625
"alien.species",45,1
"alien.species",46,0.027813397739278
"alien.species",47,0.5
"alien.species",48,0.5
"alien.species",49,0.5
"alien.species",50,0.5
"alien.species",51,0.5
"alien.species",52,0.625
"alien.species",53,0.5
"alien.species",54,0.5
"alien.species",55,0.5
"alien.species",56,0.5
"alien.species",57,0.5
"alien.species",58,0.625
"alien.species",59,0.5
"alien.species",60,0.5
"alien.species",61,0.5
"alien.species",62,0.875
"alien.species",63,0.625
"alien.species",64,0.75
"alien.species",65,0.5
"alien.species",66,0.5
"alien.species",67,0.665209032330123
"alien.species",68,0.665209032330123
"alien.species",69,0.5
"alien.species",70,1
"alien.species",71,0.5
"alien.species",72,0.5
"alien.species",73,0.5
"alien.species",74,0.625
"alien.species",75,0.625
"alien.species",76,0.5
"alien.species",77,0.5
"alien.species",78,0.5
"alien.species",79,0.5
"alien.species",80,0.75
"alien.species",81,0.5
"alien.species",82,0.5
"alien.species",83,0.875
"alien.species",84,0.097101835217476
"alien.species",85,0.597101835217476
"alien.species",86,0.5
"alien.species",87,0.5
"alien.species",88,0.5
"alien.species",89,0.5
"alien.species",90,0.75
"alien.species",91,0.5
"alien.species",92,0.5
"alien.species",93,0.625
"alien.species",94,0.597101835217476
"alien.species",95,0.75
"alien.species",96,0.75
"alien.species",97,0.5
"alien.species",98,0.5
"alien.species",99,0.625
"alien.species",100,1
"alien.species",101,0.875
"alien.species",102,0.5
"alien.species",103,0.625
"alien.species",104,0.625
"alien.species",105,0.5
"alien.species",106,0.597101835217476
"alien.species",107,0.5
"alien.species",108,0.5
"alien.species",109,0.5
"alien.species",110,0
"alien.species",111,0
"alien.species",112,0.5
"alien.species",113,0.5
"alien.species",114,0
"alien.species",115,0.625058193252937
"alien.species",116,0.125
"alien.species",117,0.625
"alien.species",118,0.5
"alien.species",119,0.5
"alien.species",120,0.5
"alien.species",121,0.710446162642445
"alien.species",122,0.75
"alien.species",123,0.75
"alien.species",124,0.625
"alien.species",125,0.875
"alien.species",126,0.75
"alien.species",127,0.625
"alien.species",128,0.625
"alien.species",129,0.75
"alien.species",130,0.75
"alien.species",131,0.625
"alien.species",132,0.5
"alien.species",133,0.75
"alien.species",134,0.625
"alien.species",135,0.5
"alien.species",136,0.5
"alien.species",137,0.135762047040634
"alien.species",138,0.625
"alien.species",139,0.5
"alien.species",140,1
"alien.species",141,0.75
"alien.species",142,0.75
"alien.species",143,0.5
"alien.species",144,0.5
"alien.species",145,0.5
"alien.species",146,0.5
"alien.species",147,0.5
"alien.species",148,0.625
"alien.species",149,0.5
"alien.species",150,0.5
"alien.species",151,0.625
"alien.species",152,0.5
"alien.species",153,0.75
"alien.species",154,0.5
"alien.species",155,0.5
"alien.species",156,1
"alien.species",157,0.5
"alien.species",158,0.5
"alien.species",159,0.75
"alien.species",160,0.625
"alien.species",161,0.488378270686678
"alien.species",162,0
"alien.species",163,0.5
"alien.species",164,0.5
"alien.species",165,0.625
"alien.species",166,0.625
"alien.species",167,0.625
"alien.species",168,0.5
"alien.species",169,0.75
"alien.species",170,1
"alien.species",171,0.5
"alien.species",172,0.5
"bd.wgi.government.effectiveness",1,0.57967660125
"bd.wgi.government.effectiveness",2,0.57967660125
"bd.wgi.government.effectiveness",3,0.34654763655
"bd.wgi.government.effectiveness",4,0.4466064954
"bd.wgi.government.effectiveness",5,0.299318352
"bd.wgi.government.effectiveness",6,0.3943081698
"bd.wgi.government.effectiveness",7,0.3821279218
"bd.wgi.government.effectiveness",8,0.4248028708
"bd.wgi.government.effectiveness",9,0.2125257712
"bd.wgi.government.effectiveness",10,0.7122026352
"bd.wgi.government.effectiveness",11,0.472056125
"bd.wgi.government.effectiveness",12,0.8487766078
"bd.wgi.government.effectiveness",13,0.3322638204
"bd.wgi.government.effectiveness",14,0.3080018784
"bd.wgi.government.effectiveness",15,0.4182549518
"bd.wgi.government.effectiveness",16,0.722493146
"bd.wgi.government.effectiveness",17,0.122667745
"bd.wgi.government.effectiveness",18,0.351408764
"bd.wgi.government.effectiveness",19,0.530460221
"bd.wgi.government.effectiveness",20,0.1405388348
"bd.wgi.government.effectiveness",21,0.7038642346
"bd.wgi.government.effectiveness",22,0.5318717124
"bd.wgi.government.effectiveness",23,0.6431313774
"bd.wgi.government.effectiveness",24,0.392686304033
"bd.wgi.government.effectiveness",25,0.4253503708
"bd.wgi.government.effectiveness",26,0.4660888328
"bd.wgi.government.effectiveness",27,0.4310556118
"bd.wgi.government.effectiveness",28,0.3725736024
"bd.wgi.government.effectiveness",29,0.3682018416
"bd.wgi.government.effectiveness",30,0.0405823302
"bd.wgi.government.effectiveness",31,0.2187669404
"bd.wgi.government.effectiveness",32,0.3180590562
"bd.wgi.government.effectiveness",33,0.27538001
"bd.wgi.government.effectiveness",34,0.6290554222
"bd.wgi.government.effectiveness",35,0.2359891662
"bd.wgi.government.effectiveness",36,0.4810386342
"bd.wgi.government.effectiveness",37,0.5411900678
"bd.wgi.government.effectiveness",38,0.6248601302
"bd.wgi.government.effectiveness",39,0.3132120612
"bd.wgi.government.effectiveness",40,0.6854274176
"bd.wgi.government.effectiveness",41,0.500083642
"bd.wgi.government.effectiveness",42,0.79508215
"bd.wgi.government.effectiveness",43,0.618441356956
"bd.wgi.government.effectiveness",44,0.5827961318
"bd.wgi.government.effectiveness",45,0.4782484824
"bd.wgi.government.effectiveness",46,0.399195142267
"bd.wgi.government.effectiveness",47,0.3192015344
"bd.wgi.government.effectiveness",48,0.368399112
"bd.wgi.government.effectiveness",49,0.4191740026
"bd.wgi.government.effectiveness",50,0.2763049654
"bd.wgi.government.effectiveness",51,0.7219834376
"bd.wgi.government.effectiveness",52,0.6273661504
"bd.wgi.government.effectiveness",53,0.73579063
"bd.wgi.government.effectiveness",54,0.528418547
"bd.wgi.government.effectiveness",55,0.4745980804
"bd.wgi.government.effectiveness",56,0.4436518116
"bd.wgi.government.effectiveness",57,0.5447123278
"bd.wgi.government.effectiveness",58,0.3457176422
"bd.wgi.government.effectiveness",59,0.5703818338
"bd.wgi.government.effectiveness",60,0.3782416568
"bd.wgi.government.effectiveness",61,0.365042504
"bd.wgi.government.effectiveness",62,0.7189648756
"bd.wgi.government.effectiveness",63,0.6216265336
"bd.wgi.government.effectiveness",64,0.7639596832
"bd.wgi.government.effectiveness",65,0.4592773986
"bd.wgi.government.effectiveness",66,0.381854092
"bd.wgi.government.effectiveness",67,0.789445758636
"bd.wgi.government.effectiveness",68,0.789445758636
"bd.wgi.government.effectiveness",69,0.2634121308
"bd.wgi.government.effectiveness",70,0.2661876196
"bd.wgi.government.effectiveness",71,0.2282526208
"bd.wgi.government.effectiveness",72,0.4037301342
"bd.wgi.government.effectiveness",73,0.2527257426
"bd.wgi.government.effectiveness",74,0.5387693406
"bd.wgi.government.effectiveness",75,0.6013699674
"bd.wgi.government.effectiveness",76,0.3631894322
"bd.wgi.government.effectiveness",77,0.1694540242
"bd.wgi.government.effectiveness",78,0.512831957
"bd.wgi.government.effectiveness",79,0.408747456714
"bd.wgi.government.effectiveness",80,0.7120906982
"bd.wgi.government.effectiveness",81,0.4033845948
"bd.wgi.government.effectiveness",82,0.2132259134
"bd.wgi.government.effectiveness",83,0.4120783318
"bd.wgi.government.effectiveness",84,0.6753198159
"bd.wgi.government.effectiveness",85,0.7550487654
"bd.wgi.government.effectiveness",86,0.6794645346
"bd.wgi.government.effectiveness",87,0.5983314322
"bd.wgi.government.effectiveness",88,0.6932352278
"bd.wgi.government.effectiveness",89,0.6418602648
"bd.wgi.government.effectiveness",90,0.7961668146
"bd.wgi.government.effectiveness",91,0.5530325194
"bd.wgi.government.effectiveness",92,0.5785978074
"bd.wgi.government.effectiveness",93,0.6794645346
"bd.wgi.government.effectiveness",94,0.6510978334
"bd.wgi.government.effectiveness",95,0.5491366842
"bd.wgi.government.effectiveness",96,0.5862888066
"bd.wgi.government.effectiveness",97,0.2912714458
"bd.wgi.government.effectiveness",98,0.5081481978
"bd.wgi.government.effectiveness",99,0.3585288408
"bd.wgi.government.effectiveness",100,0.4919247676
"bd.wgi.government.effectiveness",101,0.5336009036
"bd.wgi.government.effectiveness",102,0.36165121
"bd.wgi.government.effectiveness",103,0.3310623142
"bd.wgi.government.effectiveness",104,0.4288207804
"bd.wgi.government.effectiveness",105,0.3109332488
"bd.wgi.government.effectiveness",106,0.6510978334
"bd.wgi.government.effectiveness",107,0.8221653404
"bd.wgi.government.effectiveness",108,0.450200263067
"bd.wgi.government.effectiveness",109,0.450200263067
"bd.wgi.government.effectiveness",110,0.408747456714
"bd.wgi.government.effectiveness",111,0.545565031
"bd.wgi.government.effectiveness",112,0.5044843628
"bd.wgi.government.effectiveness",113,0.4278614746
"bd.wgi.government.effectiveness",114,0.408747456714
"bd.wgi.government.effectiveness",115,0.489976599067
"bd.wgi.government.effectiveness",116,0.7775186592
"bd.wgi.government.effectiveness",117,0.4228315326
"bd.wgi.government.effectiveness",118,0.525104463
"bd.wgi.government.effectiveness",119,0.458373014
"bd.wgi.government.effectiveness",120,0.4978189518
"bd.wgi.government.effectiveness",121,0.7147066008
"bd.wgi.government.effectiveness",122,0.5151760004
"bd.wgi.government.effectiveness",123,0.4158878648
"bd.wgi.government.effectiveness",124,0.637682766
"bd.wgi.government.effectiveness",125,0.926222939
"bd.wgi.government.effectiveness",126,0.8158316408
"bd.wgi.government.effectiveness",127,0.7968085162
"bd.wgi.government.effectiveness",128,0.8381567862
"bd.wgi.government.effectiveness",129,0.628901127
"bd.wgi.government.effectiveness",130,0.788407824
"bd.wgi.government.effectiveness",131,0.7951121138
"bd.wgi.government.effectiveness",132,0.7597447412
"bd.wgi.government.effectiveness",133,0.6871473078
"bd.wgi.government.effectiveness",134,0.7414373362
"bd.wgi.government.effectiveness",135,0.6033823586
"bd.wgi.government.effectiveness",136,0.8046138191
"bd.wgi.government.effectiveness",137,0.618441356956
"bd.wgi.government.effectiveness",138,0.6278554176
"bd.wgi.government.effectiveness",139,0.7325272286
"bd.wgi.government.effectiveness",140,0.6436444198
"bd.wgi.government.effectiveness",141,0.7260171716
"bd.wgi.government.effectiveness",142,0.3514402614
"bd.wgi.government.effectiveness",143,0.2489048894
"bd.wgi.government.effectiveness",144,0.2869271212
"bd.wgi.government.effectiveness",145,0.2421209638
"bd.wgi.government.effectiveness",146,0.25716339
"bd.wgi.government.effectiveness",147,0.2527070984
"bd.wgi.government.effectiveness",148,0.3387920122
"bd.wgi.government.effectiveness",149,0.3502197536
"bd.wgi.government.effectiveness",150,0.1552263244
"bd.wgi.government.effectiveness",151,0.3159295774
"bd.wgi.government.effectiveness",152,0.4157416144
"bd.wgi.government.effectiveness",153,0.4971676338
"bd.wgi.government.effectiveness",154,0.3028586642
"bd.wgi.government.effectiveness",155,0.1299554572
"bd.wgi.government.effectiveness",156,0.6978500732
"bd.wgi.government.effectiveness",157,0.4485963168
"bd.wgi.government.effectiveness",158,0.9388020152
"bd.wgi.government.effectiveness",159,0.5232832978
"bd.wgi.government.effectiveness",160,0.7512468048
"bd.wgi.government.effectiveness",161,0.3563374014
"bd.wgi.government.effectiveness",163,0.4399780158
"bd.wgi.government.effectiveness",164,0.5561441578
"bd.wgi.government.effectiveness",165,0.457700594
"bd.wgi.government.effectiveness",166,0.8559393356
"bd.wgi.government.effectiveness",167,0.8167289974
"bd.wgi.government.effectiveness",168,0.8970916298
"bd.wgi.government.effectiveness",169,0.845102099
"bd.wgi.government.effectiveness",170,0.741809737
"bd.wgi.government.effectiveness",171,0.2731999196
"bd.wgi.government.effectiveness",172,0.370735194
"bd.wgi.political.stability",1,0.718173235
"bd.wgi.political.stability",2,0.718173235
"bd.wgi.political.stability",3,0.5391031745
"bd.wgi.political.stability",4,0.753036955
"bd.wgi.political.stability",5,0.5697449154
"bd.wgi.political.stability",6,0.7920899758
"bd.wgi.political.stability",7,0.7604252642
"bd.wgi.political.stability",8,0.7920899758
"bd.wgi.political.stability",9,0.7920899758
"bd.wgi.political.stability",10,0.6084497456
"bd.wgi.political.stability",11,0.216554712
"bd.wgi.political.stability",12,0.6669651342
"bd.wgi.political.stability",13,0.3776962158
"bd.wgi.political.stability",14,0.4559346118
"bd.wgi.political.stability",15,0.7899785016
"bd.wgi.political.stability",16,0.542565386
"bd.wgi.political.stability",17,0.4510795086
"bd.wgi.political.stability",18,0.3748590202
"bd.wgi.political.stability",19,0.278963936
"bd.wgi.political.stability",20,0.2976163634
"bd.wgi.political.stability",21,0.5847482474
"bd.wgi.political.stability",22,0.6422850838
"bd.wgi.political.stability",23,0.6220408992
"bd.wgi.political.stability",24,0.225723428567
"bd.wgi.political.stability",25,0.4707112306
"bd.wgi.political.stability",26,0.2343446116
"bd.wgi.political.stability",27,0.5957996794
"bd.wgi.political.stability",28,0.3660038444
"bd.wgi.political.stability",29,0.2405429302
"bd.wgi.political.stability",30,0
"bd.wgi.political.stability",31,0.3403021312
"bd.wgi.political.stability",32,0.5950256848
"bd.wgi.political.stability",33,0.0387545808
"bd.wgi.political.stability",34,0.6624412258
"bd.wgi.political.stability",35,0
"bd.wgi.political.stability",36,0.4265301958
"bd.wgi.political.stability",37,0.583503957
"bd.wgi.political.stability",38,0.4822356308
"bd.wgi.political.stability",39,0
"bd.wgi.political.stability",40,0.6814796368
"bd.wgi.political.stability",41,0.6632416762
"bd.wgi.political.stability",42,0.6571259928
"bd.wgi.political.stability",43,0.565859604178
"bd.wgi.political.stability",44,0.5454904032
"bd.wgi.political.stability",45,0.4145347202
"bd.wgi.political.stability",46,0.369810670767
"bd.wgi.political.stability",47,0.2662807934
"bd.wgi.political.stability",48,0.5525970444
"bd.wgi.political.stability",49,0.4706665278
"bd.wgi.political.stability",50,0.6240557876
"bd.wgi.political.stability",51,0.712506212
"bd.wgi.political.stability",52,0.5881382076
"bd.wgi.political.stability",53,0.6170503104
"bd.wgi.political.stability",54,0.5941631204
"bd.wgi.political.stability",55,0.5801603172
"bd.wgi.political.stability",56,0.3550219556
"bd.wgi.political.stability",57,0.3017644844
"bd.wgi.political.stability",58,0.4459767472
"bd.wgi.political.stability",59,0.3235184622
"bd.wgi.political.stability",60,0.3633662046
"bd.wgi.political.stability",61,0.1987012188
"bd.wgi.political.stability",62,0.2098978454
"bd.wgi.political.stability",63,0.4870499442
"bd.wgi.political.stability",64,0.5741085446
"bd.wgi.political.stability",65,0.4858109812
"bd.wgi.political.stability",66,0.2605570088
"bd.wgi.political.stability",67,0.689169095164
"bd.wgi.political.stability",68,0.689169095164
"bd.wgi.political.stability",69,0.4201017634
"bd.wgi.political.stability",70,0.3013480188
"bd.wgi.political.stability",71,0.4573251388
"bd.wgi.political.stability",72,0.5885483912
"bd.wgi.political.stability",73,0.4177875344
"bd.wgi.political.stability",74,0.6608948234
"bd.wgi.political.stability",75,0.503854167
"bd.wgi.political.stability",76,0.5431949178
"bd.wgi.political.stability",77,0.4951354438
"bd.wgi.political.stability",78,0.5324575306
"bd.wgi.political.stability",79,0.743294041314
"bd.wgi.political.stability",80,0.6765976572
"bd.wgi.political.stability",81,0.5051511782
"bd.wgi.political.stability",82,0.3251858678
"bd.wgi.political.stability",83,0.5247252838
"bd.wgi.political.stability",84,0.5282063091
"bd.wgi.political.stability",85,0.689434327733
"bd.wgi.political.stability",86,0.7348313826
"bd.wgi.political.stability",87,0.650485916
"bd.wgi.political.stability",88,0.6499542258
"bd.wgi.political.stability",89,0.6501310264
"bd.wgi.political.stability",90,0.7188695408
"bd.wgi.political.stability",91,0.5920879324
"bd.wgi.political.stability",92,0.50430678
"bd.wgi.political.stability",93,0.6795074632
"bd.wgi.political.stability",94,0.688479343
"bd.wgi.political.stability",95,0.5291679304
"bd.wgi.political.stability",96,0.6302081298
"bd.wgi.political.stability",97,0.3980138894
"bd.wgi.political.stability",98,0.1660343856
"bd.wgi.political.stability",99,0.4451805082
"bd.wgi.political.stability",100,0.5060073772
"bd.wgi.political.stability",101,0.3633159486
"bd.wgi.political.stability",102,0.353037335
"bd.wgi.political.stability",103,0.350245573
"bd.wgi.political.stability",104,0.3141760332
"bd.wgi.political.stability",105,0.2178921778
"bd.wgi.political.stability",106,0.5847482474
"bd.wgi.political.stability",107,0.74139106
"bd.wgi.political.stability",108,0.682324692933
"bd.wgi.political.stability",109,0.682324692933
"bd.wgi.political.stability",110,0.743294041314
"bd.wgi.political.stability",111,0.638192298
"bd.wgi.political.stability",112,0.7168038992
"bd.wgi.political.stability",113,0.540191678
"bd.wgi.political.stability",114,0.743294041314
"bd.wgi.political.stability",115,0.735242601933
"bd.wgi.political.stability",116,0.581978678
"bd.wgi.political.stability",117,0.5154202476
"bd.wgi.political.stability",118,0.4331426994
"bd.wgi.political.stability",119,0.3948068858
"bd.wgi.political.stability",120,0.5355081188
"bd.wgi.political.stability",121,0.5701757454
"bd.wgi.political.stability",122,0.5575977806
"bd.wgi.political.stability",123,0.4967863888
"bd.wgi.political.stability",124,0.67662758
"bd.wgi.political.stability",125,0.7714305704
"bd.wgi.political.stability",126,0.7585370097
"bd.wgi.political.stability",127,0.6709864056
"bd.wgi.political.stability",128,0.6893555232
"bd.wgi.political.stability",129,0.6813290588
"bd.wgi.political.stability",130,0.6093101362
"bd.wgi.political.stability",131,0.5607736346
"bd.wgi.political.stability",132,0.6952107922
"bd.wgi.political.stability",133,0.4640398108
"bd.wgi.political.stability",134,0.658160177
"bd.wgi.political.stability",135,0.6059237384
"bd.wgi.political.stability",136,0.65669451445
"bd.wgi.political.stability",137,0.565859604178
"bd.wgi.political.stability",138,0.6197957168
"bd.wgi.political.stability",139,0.6737998964
"bd.wgi.political.stability",140,0.6321295304
"bd.wgi.political.stability",141,0.7235149366
"bd.wgi.political.stability",142,0.1963596684
"bd.wgi.political.stability",143,0.033914872
"bd.wgi.political.stability",144,0.4023085468
"bd.wgi.political.stability",145,0.1205191974
"bd.wgi.political.stability",146,0.194253148
"bd.wgi.political.stability",147,0.1094122478
"bd.wgi.political.stability",148,0.4181691328
"bd.wgi.political.stability",149,0.5230727346
"bd.wgi.political.stability",150,0.0739520516
"bd.wgi.political.stability",151,0.4518178806
"bd.wgi.political.stability",152,0.5165831662
"bd.wgi.political.stability",153,0.2624144736
"bd.wgi.political.stability",154,0.1905105872
"bd.wgi.political.stability",155,0.156905209
"bd.wgi.political.stability",156,0.5130318974
"bd.wgi.political.stability",157,0.538518035
"bd.wgi.political.stability",158,0.7298765734
"bd.wgi.political.stability",159,0.4121444874
"bd.wgi.political.stability",160,0.690796534
"bd.wgi.political.stability",161,0.7899785016
"bd.wgi.political.stability",163,0.3742261048
"bd.wgi.political.stability",164,0.4546880098
"bd.wgi.political.stability",165,0.371585321
"bd.wgi.political.stability",166,0.7030922136
"bd.wgi.political.stability",167,0.6425354458
"bd.wgi.political.stability",168,0.720060086
"bd.wgi.political.stability",169,0.7376018358
"bd.wgi.political.stability",170,0.6256550392
"bd.wgi.political.stability",171,0.4033507116
"bd.wgi.political.stability",172,0.3856499608
"cbd.alien.species",1,0.250003909643978
"cbd.alien.species",2,0.250003909643978
"cbd.alien.species",3,0.050939621381912
"cbd.alien.species",4,0.5
"cbd.alien.species",5,1
"cbd.alien.species",6,0
"cbd.alien.species",7,0
"cbd.alien.species",8,0
"cbd.alien.species",9,0
"cbd.alien.species",10,0.487649817243709
"cbd.alien.species",11,0
"cbd.alien.species",12,0.25
"cbd.alien.species",13,0
"cbd.alien.species",14,0
"cbd.alien.species",15,0
"cbd.alien.species",16,0.5
"cbd.alien.species",17,0.25
"cbd.alien.species",18,0
"cbd.alien.species",19,0
"cbd.alien.species",20,0
"cbd.alien.species",21,0.039615323541701
"cbd.alien.species",22,0.75
"cbd.alien.species",23,0
"cbd.alien.species",24,0.408613453871627
"cbd.alien.species",25,0
"cbd.alien.species",26,0
"cbd.alien.species",27,0
"cbd.alien.species",28,0
"cbd.alien.species",29,0.25
"cbd.alien.species",30,0
"cbd.alien.species",31,0
"cbd.alien.species",32,0
"cbd.alien.species",33,0
"cbd.alien.species",34,0
"cbd.alien.species",35,0
"cbd.alien.species",36,0.5
"cbd.alien.species",37,0
"cbd.alien.species",38,0
"cbd.alien.species",39,0
"cbd.alien.species",40,0
"cbd.alien.species",41,0
"cbd.alien.species",42,0
"cbd.alien.species",43,0.271524094081267
"cbd.alien.species",44,0.25
"cbd.alien.species",45,1
"cbd.alien.species",46,0.055626795478556
"cbd.alien.species",47,0
"cbd.alien.species",48,0
"cbd.alien.species",49,0
"cbd.alien.species",50,0
"cbd.alien.species",51,0
"cbd.alien.species",52,0.25
"cbd.alien.species",53,0
"cbd.alien.species",54,0
"cbd.alien.species",55,0
"cbd.alien.species",56,0
"cbd.alien.species",57,0
"cbd.alien.species",58,0.25
"cbd.alien.species",59,0
"cbd.alien.species",60,0
"cbd.alien.species",61,0
"cbd.alien.species",62,0.75
"cbd.alien.species",63,0.25
"cbd.alien.species",64,0.5
"cbd.alien.species",65,0
"cbd.alien.species",66,0
"cbd.alien.species",67,0.330418064660246
"cbd.alien.species",68,0.330418064660246
