"country","comname","sciname","ico_trend","ico_gl","ico_category","iucn_sid","am_sid","popn_trend","iucn_category","spatial_source","parent_sid","subpop_sid","ico_rgn_id","rgn_id"
"Cambodia","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",15419,"ITS-180471","Decreasing","VU","iucn_parent",NA,44556,NA,24
"India","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",44187,"ITS-180471","Decreasing","CR","iucn_subpop",15419,NA,NA,203
"India","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",15419,"ITS-180471","Decreasing","VU","iucn_parent",NA,44556,NA,203
"Indonesia","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",44187,"ITS-180471","Decreasing","CR","iucn_subpop",15419,NA,NA,216
"Indonesia","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",15419,"ITS-180471","Decreasing","VU","iucn_parent",NA,44556,NA,216
"Malaysia","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",44187,"ITS-180471","Decreasing","CR","iucn_subpop",15419,NA,NA,206
"Malaysia","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",15419,"ITS-180471","Decreasing","VU","iucn_parent",NA,44556,NA,206
"Myanmar","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",44187,"ITS-180471","Decreasing","CR","iucn_subpop",15419,NA,NA,205
"Myanmar","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",15419,"ITS-180471","Decreasing","VU","iucn_parent",NA,44556,NA,205
"Philippines","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",44187,"ITS-180471","Decreasing","CR","iucn_subpop",15419,NA,NA,15
"Philippines","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",15419,"ITS-180471","Decreasing","VU","iucn_parent",NA,44556,NA,15
"Singapore","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",44187,"ITS-180471","Decreasing","CR","iucn_subpop",15419,NA,NA,208
"Singapore","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",15419,"ITS-180471","Decreasing","VU","iucn_parent",NA,44556,NA,208
"Thailand","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",44187,"ITS-180471","Decreasing","CR","iucn_subpop",15419,NA,NA,25
"Thailand","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",15419,"ITS-180471","Decreasing","VU","iucn_parent",NA,44556,NA,25
"Vietnam","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",44187,"ITS-180471","Decreasing","CR","iucn_subpop",15419,NA,NA,207
"Vietnam","Irrawaddy Dolphin","Orcaella brevirostris","decreasing",TRUE,"VU",15419,"ITS-180471","Decreasing","VU","iucn_parent",NA,44556,NA,207
"New Zealand","Maui's Dolphin","Cephalorhynchus hectori maui","unknown",TRUE,"CR",NA,NA,NA,NA,NA,NA,NA,162,162
"Australia","Indo-Pacific humpback dolphin","Sousa chinensis","decreasing",FALSE,"NT",133710,"ITS-180419","Decreasing","CR","iucn_subpop",20424,NA,16,16
"Australia","Indo-Pacific humpback dolphin","Sousa chinensis","decreasing",FALSE,"NT",20424,"ITS-180419","Decreasing","NT","iucn_parent",NA,133710,16,16
"Anguilla","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,118
"Antarctica","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,213
"Antigua and Barbuda","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,120
"Argentina","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,172
"Australia","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,16
"Bahamas","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,110
"Bangladesh","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,204
"Belgium","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,59
"Bermuda","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,108
"Brazil","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,171
"Canada","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,218
"Cape Verde","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,56
"Chile","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,224
"China","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,209
"Cuba","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,112
"Denmark","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,175
"Dominica","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,123
"Dominican Republic","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,115
"Ecuador","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,137
"Faroe Islands","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"France","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,179
"French Guiana","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,169
"Gambia","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,65
"Greece","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,80
"Greenland","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,145
"Guadeloupe","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"Iceland","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,143
"Indonesia","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,216
"Ireland","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,181
"Israel","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,79
"Italy","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,184
"Japan","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,210
"Korea, Democratic People's Republic of","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"Korea, Republic of","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"Mauritania","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,64
"Mexico","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,135
"Morocco","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,62
"Mozambique","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,41
"Netherlands","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,177
"Netherlands Antilles","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"New Caledonia","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,5
"New Zealand","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,162
"Norway","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,223
"Papua New Guinea","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,17
"Portugal","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,183
"Puerto Rico","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"Russian Federation","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"Saint Pierre and Miquelon","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,219
"Senegal","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,66
"South Africa","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,102
"Spain","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,182
"Svalbard and Jan Mayen","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"Sweden","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,222
"Taiwan, Province of China","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"Thailand","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,25
"Tunisia","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,61
"Turks and Caicos Islands","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,111
"United Kingdom","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,180
"United States","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,163
"Uruguay","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,173
"Virgin Islands, British","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"Virgin Islands, U.S.","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,NA
"Western Sahara","Minke whale","Balaenoptera acutorostrata","stable",TRUE,"LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA,NA,63
"Bahamas","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EN",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,110
"Belgium","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,59
"Bermuda","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EN",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,108
"Canada","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EN",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,218
"Faroe Islands","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,NA
"France","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,179
"Germany","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,176
"Greenland","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EN",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,145
"Iceland","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EN",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,143
"Ireland","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,181
"Morocco","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,62
"Netherlands","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,177
"Norway","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,223
"Portugal","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,183
"Azores","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,55
"Madeira","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,57
"Spain","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,182
"Canary Islands","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,58
"United Kingdom","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,180
"United States","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EN",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,163
"Western Sahara","North Atlantic Right Whale","Eubalaena glacialis","unknown",TRUE,"EX",41712,"ITS-180537","Unknown","EN","iucn",NA,NA,NA,63
"Canada","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",41711,"ITS-612591","Unknown","EN","iucn_parent",NA,133706,NA,218
"Canada","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",133706,"ITS-612591","Unknown","CR","iucn_subpop",41711,NA,NA,218
"China","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",41711,"ITS-612591","Unknown","EN","iucn_parent",NA,133706,NA,209
"China","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",133706,"ITS-612591","Unknown","CR","iucn_subpop",41711,NA,NA,209
"Japan","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",41711,"ITS-612591","Unknown","EN","iucn_parent",NA,133706,NA,210
"Japan","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",133706,"ITS-612591","Unknown","CR","iucn_subpop",41711,NA,NA,210
"Mexico","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",41711,"ITS-612591","Unknown","EN","iucn_parent",NA,133706,NA,135
"Mexico","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",133706,"ITS-612591","Unknown","CR","iucn_subpop",41711,NA,NA,135
"North Korea","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",41711,"ITS-612591","Unknown","EN","iucn_parent",NA,133706,NA,21
"North Korea","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",133706,"ITS-612591","Unknown","CR","iucn_subpop",41711,NA,NA,21
"Russia","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",41711,"ITS-612591","Unknown","EN","iucn_parent",NA,133706,NA,73
"Russia","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",133706,"ITS-612591","Unknown","CR","iucn_subpop",41711,NA,NA,73
"South Korea","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",41711,"ITS-612591","Unknown","EN","iucn_parent",NA,133706,NA,20
"South Korea","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",133706,"ITS-612591","Unknown","CR","iucn_subpop",41711,NA,NA,20
"Taiwan","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",41711,"ITS-612591","Unknown","EN","iucn_parent",NA,133706,NA,14
"Taiwan","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",133706,"ITS-612591","Unknown","CR","iucn_subpop",41711,NA,NA,14
"United States","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",41711,"ITS-612591","Unknown","EN","iucn_parent",NA,133706,NA,163
"United States","North Pacific Right Whale","Eubalaena japonica","unknown",TRUE,"EN",133706,"ITS-612591","Unknown","CR","iucn_subpop",41711,NA,NA,163
"Pakistan","Rough Toothed Dolphin","Steno bredanensis","unknown",TRUE,"EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA,53,53
"Angola","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,200
"Argentina","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,172
"Australia","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,16,16
"Bahamas","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,110
"Bermuda","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,108
"Brazil","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,171
"Canada","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,218
"Cape Verde","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,56
"Chile","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,224
"Cuba","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,112
"Democratic Republic of the Congo","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,199
"Dominican Republic","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,115
"Falkland Islands","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,95
"Faroe Islands","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,NA
"French Southern Territories (the)","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,NA
"Gibraltar","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,60
"Greenland","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,145
"Haiti","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,114
"Iceland","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,143
"Ireland","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,181
"Japan","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,210
"Kenya","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,43
"Madagascar","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,42
"Mauritania","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,64
"Mexico","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,135
"Morocco","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,62
"Namibia","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,101
"New Zealand","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,162
"Northern Mariana Islands","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,NA
"North Korea","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,21
"Norway","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,223
"Peru","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,138
"Portugal","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,183
"Congo","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,NA
"R_union","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,32
"Russia","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,73
"Saint Pierre and Miquelon","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,219
"South Africa","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,102
"South Georgia and the South Sandwich Islands","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,89
"South Korea","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,20
"Spain","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,182
"Turks and Caicos Islands","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,111
"United Kingdom","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,180
"United States","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,163
"Uruguay","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,173
"Western Sahara","Sei whale","Balaenoptera borealis","unknown",TRUE,"EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA,NA,63
"Australia","Snubfin Dolphin","Orcaella heinsohni","unknown",TRUE,"NT",136315,NA,"Unknown","NT","iucn",NA,NA,16,16
"Mexico","Vaquita","Phocoena sinus","decreasing",TRUE,"CR",17028,"ITS-180474","Decreasing","CR","iucn",NA,NA,NA,135
"American Samoa","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,151
"Australia","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,16
"British Indian Ocean Territory (Chagos Archipelago)","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,NA
"Cambodia","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,24
"China","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,209
"Christmas Island","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,2
"Cocos (Keeling) Islands","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,NA
"Comoros","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,NA
"Cook Islands","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,153
"Disputed Territory (Paracel Is., Spratly Is.)","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,NA
"Djibouti","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,46
"Egypt","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,214
"Eritrea","Humphead wrasse, Napoleon Wrasse","Cheilinus undulatus","decreasing",TRUE,"EN",4592,"Fis-31463","Decreasing","EN","am",NA,NA,NA,45
