"rgn_id","sciname","comname","ico_trend","ico_category","iucn_sid","am_sid","popn_trend","iucn_category","spatial_source","parent_sid","subpop_sid"
4,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
4,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
4,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
4,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
4,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
4,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
5,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
5,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
5,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
5,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
5,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
5,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
5,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
5,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
5,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
6,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
6,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
6,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
6,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
6,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
6,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
6,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
6,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
6,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
7,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
7,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
7,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
7,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
7,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
7,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
7,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
7,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
7,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
8,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
8,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
8,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
8,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
8,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
8,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
8,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
8,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
8,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
9,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
9,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
9,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
9,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
9,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
9,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
9,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
9,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
9,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
10,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
10,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
10,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
10,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
10,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
10,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
10,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
10,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
10,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
11,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
11,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
11,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
11,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
11,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
11,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
11,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
11,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
11,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
12,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
12,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
12,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
12,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
12,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
12,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
12,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
12,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
12,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
13,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
13,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
13,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
13,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
13,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
13,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
13,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
13,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
13,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
14,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
14,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
14,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
14,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
14,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
14,"Eschrichtius robustus","Gray Whale","stable","LC",8099,"ITS-180521","Increasing","CR","iucn_subpop",8097,NA
14,"Eschrichtius robustus","Gray Whale","stable","LC",8097,"ITS-180521","Stable","LC","iucn_parent",NA,8099
14,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
14,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
14,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
14,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
15,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
15,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
15,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
15,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
15,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
15,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
15,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
15,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
15,"Orcaella brevirostris","Irrawaddy Dolphin","decreasing","VU",44187,"ITS-180471","Decreasing","CR","iucn_subpop",15419,NA
15,"Orcaella brevirostris","Irrawaddy Dolphin","decreasing","VU",15419,"ITS-180471","Decreasing","VU","iucn_parent",NA,44556
15,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
16,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
16,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
16,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
16,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
16,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
16,"Delphinus delphis","Common Dophin","unknown","LC",41762,"ITS-180438","Decreasing","EN","iucn_subpop",6336,NA
16,"Delphinus delphis","Common Dophin","unknown","LC",6336,"ITS-180438","Unknown","LC","iucn_parent",NA,41762
16,"Eubalaena australis","Southern right whale","increasing","LC",133704,"ITS-552771","Unknown","CR","iucn_subpop",8153,NA
16,"Eubalaena australis","Southern right whale","increasing","LC",8153,"ITS-552771","Increasing","LC","iucn_parent",NA,133704
16,"Grampus griseus","Risso's Dolphin","unknown","LC",9461,"ITS-180457","Unknown","LC","iucn_parent",NA,16378423
16,"Hyperoodon planifrons","Southern Bottlenose Whale","unknown","LC",10708,"ITS-180505","Unknown","LC","iucn",NA,NA
16,"Lagenodelphis hosei","Fraser's Dolphin","unknown","LC",11140,"ITS-180440","Unknown","LC","iucn",NA,NA
16,"Lagenorhynchus cruciger","Hourglass Dolphin","unknown","LC",11144,"ITS-180447","Unknown","LC","iucn",NA,NA
16,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
16,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
16,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
16,"Orcaella heinsohni","Snubfin Dolphin","unknown","NT",136315,NA,"Unknown","NT","iucn",NA,NA
16,"Peponocephala electra","Melon-headed Whale","unknown","LC",16564,"ITS-180459","Unknown","LC","iucn",NA,NA
16,"Physeter macrocephalus","Sperm whale","unknown","VU",16370739,"ITS-180488","Decreasing","EN","iucn_subpop",41755,NA
16,"Physeter macrocephalus","Sperm whale","unknown","VU",41755,"ITS-180488","Unknown","VU","iucn_parent",NA,16370739
16,"Sousa chinensis","Indo-Pacific humpback dolphin","decreasing","NT",133710,"ITS-180419","Decreasing","CR","iucn_subpop",20424,NA
16,"Sousa chinensis","Indo-Pacific humpback dolphin","decreasing","NT",20424,"ITS-180419","Decreasing","NT","iucn_parent",NA,133710
16,"Stenella attenuata","Pantropical Spotted Dolphin","unknown","LC",20729,"ITS-180430","Unknown","LC","iucn",NA,NA
16,"Stenella coeruleoalba","Striped Dolphin","unknown","LC",16674437,"ITS-180434","Unknown","VU","iucn_subpop",20731,NA
16,"Stenella coeruleoalba","Striped Dolphin","unknown","LC",20731,"ITS-180434","Unknown","LC","iucn_parent",NA,16674437
16,"Steno bredanensis","Rough Toothed Dolphin","unknown","LC",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
16,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
16,"Tursiops truncatus","Bottlenose Dolphin","unknown","LC",16369383,"ITS-180426","Decreasing","VU","iucn_subpop",22563,NA
16,"Tursiops truncatus","Bottlenose Dolphin","unknown","LC",22563,"ITS-180426","Unknown","LC","iucn_parent",NA,194300
16,"Tursiops truncatus","Bottlenose Dolphin","unknown","LC",194300,"ITS-180426","Decreasing","CR","iucn_subpop",22563,NA
16,"Ziphius cavirostris","Cuvier's Beaked Whale","unknown","LC",23211,"ITS-180498","Unknown","LC","iucn_parent",NA,16381144
17,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
17,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
17,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
17,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
17,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
17,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
17,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
17,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
17,"Orcaella heinsohni","Snubfin Dolphin","unknown","NT",136315,NA,"Unknown","NT","iucn",NA,NA
17,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
18,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
18,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
18,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
18,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
18,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
18,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
18,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
18,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
18,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
19,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
19,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
19,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
19,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
19,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
19,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
19,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
19,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
19,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
20,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
20,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
20,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
20,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
20,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
20,"Eschrichtius robustus","Gray Whale","stable","LC",8099,"ITS-180521","Increasing","CR","iucn_subpop",8097,NA
20,"Eschrichtius robustus","Gray Whale","stable","LC",8097,"ITS-180521","Stable","LC","iucn_parent",NA,8099
20,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
20,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
20,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
20,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
21,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
21,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
21,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
21,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
21,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
21,"Eschrichtius robustus","Gray Whale","stable","LC",8099,"ITS-180521","Increasing","CR","iucn_subpop",8097,NA
21,"Eschrichtius robustus","Gray Whale","stable","LC",8097,"ITS-180521","Stable","LC","iucn_parent",NA,8099
21,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
21,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
21,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
21,"Steno bredanensis","Rough Toothed Dolphin","unknown","EN",20738,"ITS-180417","Unknown","LC","iucn",NA,NA
24,"Balaenoptera acutorostrata","Minke whale","stable","LC",2474,"ITS-180524","Stable","LC","iucn",NA,NA
24,"Balaenoptera borealis","Sei whale","unknown","EN",2475,"ITS-180526","Unknown","EN","iucn",NA,NA
24,"Balaenoptera musculus","Blue whale","increasing","EN",2477,"ITS-180528","Increasing","EN","iucn_parent",NA,2479
24,"Balaenoptera physalus","Fin whale","unknown","EN",2478,"ITS-180527","Unknown","EN","iucn_parent",NA,16208224
24,"Balaenoptera physalus","Fin whale","unknown","EN",16208224,"ITS-180527","Decreasing","VU","iucn_subpop",2478,NA
24,"Megaptera novaeangliae","Humpback Whale","increasing","LC",13006,"ITS-180530","Increasing","LC","iucn_parent",NA,132835
24,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132832,"ITS-180530","Increasing","EN","iucn_subpop",13006,NA
24,"Megaptera novaeangliae","Humpback Whale","increasing","LC",132835,"ITS-180530","Unknown","EN","iucn_subpop",13006,NA
24,"Orcaella brevirostris","Irrawaddy Dolphin","decreasing","VU",44187,"ITS-180471","Decreasing","CR","iucn_subpop",15419,NA
