"rgn_id","mean_cat","mean_trend","status"
1,0.355556,NaN,0.525926
2,0.355556,NaN,0.525926
3,0.3125,NaN,0.583333
4,0.42,NaN,0.44
5,0.35,NaN,0.533333
6,0.37,NaN,0.506667
7,0.373529,NaN,0.501961
8,0.365385,NaN,0.512821
9,0.35,NaN,0.533333
10,0.342308,NaN,0.54359
11,0.325,NaN,0.566667
12,0.325,NaN,0.566667
13,0.365385,NaN,0.512821
14,0.415625,NaN,0.445833
15,NA,NaN,NA
16,NA,NaN,NA
17,0.384375,NaN,0.4875
18,0.383333,NaN,0.488889
19,0.339286,NaN,0.547619
20,0.361111,NaN,0.518519
21,0.361111,NaN,0.518519
24,0.4375,NaN,0.416667
25,0.409375,NaN,0.454167
26,0.3,NaN,0.6
28,0.381818,NaN,0.490909
29,0.381818,NaN,0.490909
30,0.35,NaN,0.533333
31,0.369231,NaN,0.507692
32,0.3,NaN,0.6
33,0.35,NaN,0.533333
34,0.35,NaN,0.533333
35,0.35,NaN,0.533333
36,0.35,NaN,0.533333
37,0.35,NaN,0.533333
38,0.38,NaN,0.493333
39,0.37,NaN,0.506667
40,0.385294,NaN,0.486275
41,0.3875,NaN,0.483333
42,0.3775,NaN,0.496667
43,0.363889,NaN,0.514815
44,0.346875,NaN,0.5375
45,0.373529,NaN,0.501961
46,0.308333,NaN,0.588889
47,0.356667,NaN,0.524444
48,0.379167,NaN,0.494444
49,0.355,NaN,0.526667
50,0.345,NaN,0.54
51,0.34,NaN,0.546667
52,0.4125,NaN,0.45
53,0.319231,NaN,0.574359
54,0.355556,NaN,0.525926
55,0.35,NaN,0.533333
56,0.35,NaN,0.533333
57,0.385714,NaN,0.485714
58,0.385714,NaN,0.485714
59,0.461905,NaN,0.384127
60,0.354167,NaN,0.527778
61,0.331481,NaN,0.558025
62,0.401852,NaN,0.464198
63,0.372222,NaN,0.503704
64,0.355208,NaN,0.526389
65,0.331818,NaN,0.557576
66,NA,NaN,NA
67,0.166667,NaN,0.777778
68,0.276667,NaN,0.631111
71,0.4,NaN,0.466667
72,0.4,NaN,0.466667
73,0.406944,NaN,0.457407
74,0.4,NaN,0.466667
75,0.4,NaN,0.466667
76,0.334848,NaN,0.553535
77,0.305556,NaN,0.592593
78,0.286667,NaN,0.617778
79,0.389394,NaN,0.480808
80,0.331481,NaN,0.558025
81,0.342593,NaN,0.54321
82,0.358333,NaN,0.522222
84,0.331481,NaN,0.558025
85,0.35,NaN,0.533333
86,0.342857,NaN,0.542857
88,0.35,NaN,0.533333
89,0.383333,NaN,0.488889
90,0.42,NaN,0.44
91,0.42,NaN,0.44
92,0.35,NaN,0.533333
93,0.42,NaN,0.44
94,0.42,NaN,0.44
95,0.383333,NaN,0.488889
96,0.334615,NaN,0.553846
97,0.360714,NaN,0.519048
98,0.354545,NaN,0.527273
99,0.354167,NaN,0.527778
100,0.331818,NaN,0.557576
101,0.392857,NaN,0.47619
102,0.380702,NaN,0.492398
103,0.35,NaN,0.533333
104,0.365385,NaN,0.512821
105,0.42,NaN,0.44
106,0.360714,NaN,0.519048
107,0.35,NaN,0.533333
108,0.333333,NaN,0.555556
110,0.415625,NaN,0.445833
111,0.379167,NaN,0.494444
112,0.397059,NaN,0.470588
113,0.345833,NaN,0.538889
114,0.365385,NaN,0.512821
115,0.386667,NaN,0.484444
116,0.396875,NaN,0.470833
117,0.396667,NaN,0.471111
118,0.322727,NaN,0.569697
119,0.367857,NaN,0.509524
120,0.37,NaN,0.506667
121,0.35,NaN,0.533333
122,0.353571,NaN,0.528571
123,0.334615,NaN,0.553846
124,0.37,NaN,0.506667
125,0.383333,NaN,0.488889
126,0.380769,NaN,0.492308
127,0.334615,NaN,0.553846
129,0.375,NaN,0.5
130,0.375,NaN,0.5
131,0.385294,NaN,0.486275
132,0.385294,NaN,0.486275
133,0.39,NaN,0.48
134,0.403846,NaN,0.461538
135,0.4275,NaN,0.43
136,0.363333,NaN,0.515556
137,0.395556,NaN,0.472593
138,0.325556,NaN,0.565926
139,0.385294,NaN,0.486275
140,0.396667,NaN,0.471111
141,0.45,NaN,0.4
143,0.421212,NaN,0.438384
144,0.4375,NaN,0.416667
145,0.461111,NaN,0.385185
146,0.3375,NaN,0.55
147,0.310714,NaN,0.585714
148,0.35,NaN,0.533333
149,0.325,NaN,0.566667
150,0.325,NaN,0.566667
151,0.369231,NaN,0.507692
152,0.373077,NaN,0.502564
153,0.334615,NaN,0.553846
154,0.333333,NaN,0.555556
155,0.334615,NaN,0.553846
156,0.345455,NaN,0.539394
157,0.35,NaN,0.533333
158,0.325,NaN,0.566667
159,0.325,NaN,0.566667
161,0.336364,NaN,0.551515
162,NA,NaN,NA
163,NA,NaN,NA
164,0.367857,NaN,0.509524
166,0.383333,NaN,0.488889
167,0.343333,NaN,0.542222
168,0.343333,NaN,0.542222
169,0.343333,NaN,0.542222
171,NA,NaN,NA
172,0.419444,NaN,0.440741
173,0.389583,NaN,0.480556
175,0.453704,NaN,0.395062
176,0.485417,NaN,0.352778
177,0.429167,NaN,0.427778
179,0.433333,NaN,0.422222
180,0.419444,NaN,0.440741
181,0.455556,NaN,0.392593
182,0.415556,NaN,0.445926
183,0.402381,NaN,0.463492
184,0.358333,NaN,0.522222
185,0.166667,NaN,0.777778
186,0.297917,NaN,0.602778
187,0.297917,NaN,0.602778
188,0.272222,NaN,0.637037
190,0.36,NaN,0.52
191,0.359091,NaN,0.521212
192,0.25,NaN,0.666667
193,0.339286,NaN,0.547619
194,0.357143,NaN,0.52381
195,0.35,NaN,0.533333
196,0.3375,NaN,0.55
197,0.3375,NaN,0.55
198,0.3375,NaN,0.55
199,0.3875,NaN,0.483333
200,0.353571,NaN,0.528571
202,0.363889,NaN,0.514815
203,0.407895,NaN,0.45614
204,0.3625,NaN,0.516667
205,0.409375,NaN,0.454167
206,0.423333,NaN,0.435556
207,0.396667,NaN,0.471111
208,0.385,NaN,0.486667
209,0.415741,NaN,0.445679
210,NA,NaN,NA
212,0.339286,NaN,0.547619
213,0.42,NaN,0.44
214,0.365556,NaN,0.512593
215,0.266667,NaN,0.644444
216,NA,NaN,NA
218,0.430952,NaN,0.425397
219,0.45,NaN,0.4
220,0.35,NaN,0.533333
221,0.35,NaN,0.533333
222,0.44375,NaN,0.408333
223,0.415278,NaN,0.446296
224,0.388095,NaN,0.48254
227,0.45,NaN,0.4
228,0.45,NaN,0.4
231,0.355,NaN,0.526667
232,0.286667,NaN,0.617778
237,0.35,NaN,0.533333
244,0.35,NaN,0.533333
245,0.35,NaN,0.533333
247,0.385,NaN,0.486667
248,0.35,NaN,0.533333
249,0.35,NaN,0.533333
250,0.35,NaN,0.533333
255,0.4,NaN,0.466667
