"rgn_id","mean_cat","mean_trend","status"
1,0.355556,NaN,0.525926
2,0.355556,NaN,0.525926
3,0.275,NaN,0.633333
4,0.36,NaN,0.52
5,0.352941,NaN,0.529412
6,0.373333,NaN,0.502222
7,0.364706,NaN,0.513725
8,0.369231,NaN,0.507692
9,0.3,NaN,0.6
10,0.323077,NaN,0.569231
11,0.328571,NaN,0.561905
12,0.325,NaN,0.566667
13,0.369231,NaN,0.507692
14,0.3625,NaN,0.516667
15,0.388889,NaN,0.481481
16,0.257895,NaN,0.65614
17,0.375,NaN,0.5
18,0.373333,NaN,0.502222
19,0.342857,NaN,0.542857
20,0.288889,NaN,0.614815
21,0.288889,NaN,0.614815
24,0.4,NaN,0.466667
25,0.3875,NaN,0.483333
26,0.24,NaN,0.68
28,0.381818,NaN,0.490909
29,0.381818,NaN,0.490909
30,0.3,NaN,0.6
31,0.369231,NaN,0.507692
32,0.266667,NaN,0.644444
33,0.3,NaN,0.6
34,0.3,NaN,0.6
35,0.3,NaN,0.6
36,0.3,NaN,0.6
37,0.353846,NaN,0.528205
38,0.38,NaN,0.493333
39,0.373333,NaN,0.502222
40,0.376471,NaN,0.498039
41,0.38,NaN,0.493333
42,0.38,NaN,0.493333
43,0.366667,NaN,0.511111
44,0.35,NaN,0.533333
45,0.364706,NaN,0.513725
46,0.283333,NaN,0.622222
47,0.36,NaN,0.52
48,0.383333,NaN,0.488889
49,0.36,NaN,0.52
50,0.34,NaN,0.546667
51,0.32,NaN,0.573333
52,0.375,NaN,0.5
53,0.292308,NaN,0.610256
54,0.355556,NaN,0.525926
55,0.3,NaN,0.6
56,0.327273,NaN,0.563636
57,0.342857,NaN,0.542857
58,0.342857,NaN,0.542857
59,0.4,NaN,0.466667
60,0.325,NaN,0.566667
61,0.333333,NaN,0.555556
62,0.366667,NaN,0.511111
63,0.346667,NaN,0.537778
64,0.35,NaN,0.533333
65,0.309091,NaN,0.587879
66,0.3625,NaN,0.516667
67,0.2,NaN,0.733333
68,0.28,NaN,0.626667
71,0.4,NaN,0.466667
72,0.4,NaN,0.466667
73,0.3,NaN,0.6
74,0.4,NaN,0.466667
75,0.4,NaN,0.466667
76,0.327273,NaN,0.563636
77,0.3,NaN,0.6
78,0.28,NaN,0.626667
79,0.4,NaN,0.466667
80,0.333333,NaN,0.555556
81,0.377778,NaN,0.496296
82,0.34,NaN,0.546667
84,0.333333,NaN,0.555556
85,0.3,NaN,0.6
86,0.342857,NaN,0.542857
88,0.3,NaN,0.6
89,0.333333,NaN,0.555556
90,0.36,NaN,0.52
91,0.36,NaN,0.52
92,0.3,NaN,0.6
93,0.36,NaN,0.52
94,0.36,NaN,0.52
95,0.333333,NaN,0.555556
96,0.338462,NaN,0.548718
97,0.328571,NaN,0.561905
98,0.309091,NaN,0.587879
99,0.316667,NaN,0.577778
100,0.309091,NaN,0.587879
101,0.357143,NaN,0.52381
102,0.336842,NaN,0.550877
103,0.3,NaN,0.6
104,0.369231,NaN,0.507692
105,0.36,NaN,0.52
106,0.328571,NaN,0.561905
107,0.3,NaN,0.6
108,0.327273,NaN,0.563636
110,0.4,NaN,0.466667
111,0.366667,NaN,0.511111
112,0.4,NaN,0.466667
113,0.35,NaN,0.533333
114,0.366667,NaN,0.511111
115,0.385714,NaN,0.485714
116,0.3875,NaN,0.483333
117,0.386667,NaN,0.484444
118,0.327273,NaN,0.563636
119,0.369231,NaN,0.507692
120,0.371429,NaN,0.504762
121,0.327273,NaN,0.563636
122,0.353846,NaN,0.528205
123,0.333333,NaN,0.555556
124,0.371429,NaN,0.504762
125,0.385714,NaN,0.485714
126,0.383333,NaN,0.488889
127,0.333333,NaN,0.555556
129,0.376471,NaN,0.498039
130,0.376471,NaN,0.498039
131,0.3875,NaN,0.483333
132,0.3875,NaN,0.483333
133,0.371429,NaN,0.504762
134,0.369231,NaN,0.507692
135,0.410526,NaN,0.452632
136,0.342857,NaN,0.542857
137,0.373333,NaN,0.502222
138,0.32,NaN,0.573333
139,0.3875,NaN,0.483333
140,0.386667,NaN,0.484444
141,0.4,NaN,0.466667
143,0.309091,NaN,0.587879
144,0.35,NaN,0.533333
145,0.355556,NaN,0.525926
146,0.316667,NaN,0.577778
147,0.314286,NaN,0.580952
148,0.3,NaN,0.6
149,0.325,NaN,0.566667
150,0.325,NaN,0.566667
151,0.369231,NaN,0.507692
152,0.353846,NaN,0.528205
153,0.338462,NaN,0.548718
154,0.333333,NaN,0.555556
155,0.338462,NaN,0.548718
156,0.345455,NaN,0.539394
157,0.3,NaN,0.6
158,0.325,NaN,0.566667
159,0.325,NaN,0.566667
161,0.309091,NaN,0.587879
162,0.35,NaN,0.533333
163,0.362963,NaN,0.516049
164,0.384615,NaN,0.487179
166,0.4,NaN,0.466667
167,0.342857,NaN,0.542857
168,0.342857,NaN,0.542857
169,0.342857,NaN,0.542857
171,0.390476,NaN,0.479365
172,0.366667,NaN,0.511111
173,0.35,NaN,0.533333
175,0.377778,NaN,0.496296
176,0.4,NaN,0.466667
177,0.375,NaN,0.5
179,0.384615,NaN,0.487179
180,0.366667,NaN,0.511111
181,0.4,NaN,0.466667
182,0.373333,NaN,0.502222
183,0.357143,NaN,0.52381
184,0.34,NaN,0.546667
185,0.2,NaN,0.733333
186,0.3,NaN,0.6
187,0.3,NaN,0.6
188,0.266667,NaN,0.644444
190,0.28,NaN,0.626667
191,0.363636,NaN,0.515152
192,0.15,NaN,0.8
193,0.342857,NaN,0.542857
194,0.342857,NaN,0.542857
195,0.3,NaN,0.6
196,0.316667,NaN,0.577778
197,0.316667,NaN,0.577778
198,0.316667,NaN,0.577778
199,0.325,NaN,0.566667
200,0.342857,NaN,0.542857
202,0.366667,NaN,0.511111
203,0.389474,NaN,0.480702
204,0.35,NaN,0.533333
205,0.3875,NaN,0.483333
206,0.4,NaN,0.466667
207,0.386667,NaN,0.484444
208,0.34,NaN,0.546667
209,0.377778,NaN,0.496296
210,0.390476,NaN,0.479365
212,0.342857,NaN,0.542857
213,0.36,NaN,0.52
214,0.386667,NaN,0.484444
215,0.266667,NaN,0.644444
216,0.38,NaN,0.493333
218,0.328571,NaN,0.561905
219,0.4,NaN,0.466667
220,0.3,NaN,0.6
221,0.3,NaN,0.6
222,0.375,NaN,0.5
223,0.35,NaN,0.533333
224,0.342857,NaN,0.542857
227,0.4,NaN,0.466667
228,0.4,NaN,0.466667
231,0.36,NaN,0.52
232,0.28,NaN,0.626667
237,0.3,NaN,0.6
244,0.3,NaN,0.6
245,0.3,NaN,0.6
247,0.34,NaN,0.546667
248,0.3,NaN,0.6
249,0.3,NaN,0.6
250,0.3,NaN,0.6
255,0.3,NaN,0.6
