"rgn_id","year","gapfill","method"
1,2010,1,"UN r2 georegion"
2,2010,1,"UN r2 georegion"
3,2010,1,"UN r2 georegion"
4,2010,NA,NA
5,2010,1,"UN r1 georegion"
6,2010,1,"UN r1 georegion"
7,2010,1,"UN r1 georegion"
8,2010,1,"UN r1 georegion"
9,2010,1,"UN r1 georegion"
10,2010,1,"UN r1 georegion"
11,2010,1,"UN r1 georegion"
12,2010,NA,NA
13,2010,1,"UN r1 georegion"
14,2010,0,NA
15,2010,0,NA
16,2010,0,NA
17,2010,1,"UN r1 georegion"
18,2010,1,"UN r1 georegion"
19,2010,1,"UN r1 georegion"
20,2010,0,NA
24,2010,0,NA
25,2010,0,NA
26,2010,1,"UN r2 georegion"
28,2010,1,"UN r2 georegion"
29,2010,1,"UN r2 georegion"
30,2010,NA,NA
31,2010,1,"within region: lm"
32,2010,1,"UN r2 georegion"
33,2010,NA,NA
34,2010,NA,NA
35,2010,NA,NA
36,2010,NA,NA
37,2010,0,NA
38,2010,1,"UN r2 georegion"
39,2010,1,"UN r2 georegion"
40,2010,0,NA
41,2010,0,NA
42,2010,0,NA
43,2010,0,NA
44,2010,1,"UN r2 georegion"
45,2010,1,"UN r2 georegion"
46,2010,1,"UN r2 georegion"
47,2010,1,"within region: lm"
48,2010,0,NA
49,2010,1,"UN r2 georegion"
50,2010,0,NA
51,2010,0,NA
52,2010,0,NA
53,2010,0,NA
54,2010,0,NA
55,2010,1,"UN r2 georegion"
56,2010,0,NA
57,2010,1,"UN r2 georegion"
58,2010,1,"UN r2 georegion"
59,2010,0,NA
60,2010,1,"UN r2 georegion"
61,2010,1,"within region: lm"
62,2010,0,NA
63,2010,1,"UN r2 georegion"
64,2010,0,NA
65,2010,0,NA
66,2010,0,NA
67,2010,1,"within region: lm"
68,2010,0,NA
69,2010,0,NA
70,2010,0,NA
71,2010,0,NA
72,2010,0,NA
73,2010,0,NA
74,2010,0,NA
75,2010,0,NA
76,2010,0,NA
77,2010,1,"within region: lm"
78,2010,0,NA
79,2010,0,NA
80,2010,0,NA
81,2010,0,NA
82,2010,0,NA
84,2010,0,NA
85,2010,1,"UN r2 georegion"
86,2010,1,"UN r2 georegion"
88,2010,1,"UN r2 georegion"
89,2010,NA,NA
90,2010,NA,NA
91,2010,NA,NA
92,2010,NA,NA
93,2010,NA,NA
94,2010,NA,NA
95,2010,1,"UN r2 georegion"
96,2010,1,"within region: lm"
97,2010,1,"within region: lm"
98,2010,1,"UN r2 georegion"
99,2010,1,"within region: lm"
