"sp_id","area_km2"
248100,41834.0985995
248200,1169.5190633
248500,49940.1280061
248600,22736.0604302
258410,30461.8760627
258420,27819.1613387
288100,29389.6945263
288200,41342.8753473
288300,40204.3179012
