rgn_id,rgn_name,loiczid
1,Cocos Islands,145276
1,Cocos Islands,145278
1,Cocos Islands,145280
1,Cocos Islands,145996
1,Cocos Islands,146000
1,Cocos Islands,147431
1,Cocos Islands,147433
1,Cocos Islands,147434
1,Cocos Islands,148153
1,Cocos Islands,151756
10,Nauru,125972
10,Nauru,125973
10,Nauru,126690
10,Nauru,126696
10,Nauru,127412
10,Nauru,128852
10,Nauru,129575
10,Nauru,129576
10,Nauru,131016
10,Nauru,131731
10,Nauru,131735
10,Nauru,132448
10,Nauru,133169
10,Nauru,133890
10,Nauru,133896
10,Nauru,135331
100,Republique du Congo,136464
101,Namibia,156621
101,Namibia,158065
101,Namibia,159500
101,Namibia,160220
101,Namibia,160940
101,Namibia,160942
101,Namibia,163102
101,Namibia,167429
101,Namibia,168146
101,Namibia,169585
101,Namibia,170311
101,Namibia,170313
101,Namibia,171749
101,Namibia,172466
102,South Africa,168187
102,South Africa,170350
102,South Africa,171064
102,South Africa,171072
102,South Africa,171787
102,South Africa,172503
102,South Africa,172511
102,South Africa,172512
102,South Africa,173223
102,South Africa,173225
102,South Africa,173910
102,South Africa,173941
102,South Africa,174631
102,South Africa,174634
102,South Africa,174635
102,South Africa,174663
102,South Africa,175348
102,South Africa,175353
102,South Africa,175380
102,South Africa,176100
102,South Africa,176101
102,South Africa,176818
102,South Africa,176819
102,South Africa,177537
102,South Africa,178228
102,South Africa,178257
102,South Africa,178258
102,South Africa,178263
102,South Africa,178959
102,South Africa,178962
102,South Africa,178975
102,South Africa,178983
102,South Africa,179695
102,South Africa,179697
102,South Africa,179698
102,South Africa,179700
102,South Africa,180389
102,South Africa,180396
102,South Africa,180416
102,South Africa,181857
102,South Africa,182554
102,South Africa,182564
102,South Africa,182568
102,South Africa,184001
102,South Africa,184007
102,South Africa,184011
103,Sao Tome and Principe,126375
103,Sao Tome and Principe,129256
103,Sao Tome and Principe,130696
104,Equatorial Guinea,124938
104,Equatorial Guinea,130688
104,Equatorial Guinea,131412
104,Equatorial Guinea,132850
104,Equatorial Guinea,134289
104,Equatorial Guinea,136449
105,Bouvet Island,203413
105,Bouvet Island,206296
105,Bouvet Island,207000
105,Bouvet Island,207004
105,Bouvet Island,209164
105,Bouvet Island,210601
105,Bouvet Island,210607
106,Ghana,120603
106,Ghana,122042
106,Ghana,122756
106,Ghana,122757
106,Ghana,122762
106,Ghana,122763
106,Ghana,123478
106,Ghana,124915
106,Ghana,124922
106,Ghana,126357
106,Ghana,126363
107,Clipperton Island,109580
107,Clipperton Island,109584
107,Clipperton Island,110301
107,Clipperton Island,111741
107,Clipperton Island,111743
107,Clipperton Island,111747
107,Clipperton Island,114622
107,Clipperton Island,114624
107,Clipperton Island,118219
107,Clipperton Island,118225
108,Bermuda,78706
108,Bermuda,78712
108,Bermuda,79429
108,Bermuda,80146
108,Bermuda,80154
108,Bermuda,80873
108,Bermuda,81584
108,Bermuda,81587
108,Bermuda,81589
108,Bermuda,81591
108,Bermuda,82310
108,Bermuda,83029
108,Bermuda,84469
108,Bermuda,85908
108,Bermuda,85911
11,Marshall Islands,105098
11,Marshall Islands,105819
11,Marshall Islands,107254
11,Marshall Islands,107257
11,Marshall Islands,108694
11,Marshall Islands,109412
11,Marshall Islands,109418
11,Marshall Islands,109423
11,Marshall Islands,110119
11,Marshall Islands,110139
11,Marshall Islands,110852
11,Marshall Islands,110861
11,Marshall Islands,110862
11,Marshall Islands,111559
11,Marshall Islands,111570
11,Marshall Islands,111571
11,Marshall Islands,112292
11,Marshall Islands,112295
11,Marshall Islands,112297
11,Marshall Islands,112299
11,Marshall Islands,113004
11,Marshall Islands,113005
11,Marshall Islands,113011
11,Marshall Islands,113019
11,Marshall Islands,113022
11,Marshall Islands,113023
11,Marshall Islands,113727
11,Marshall Islands,113731
11,Marshall Islands,113736
11,Marshall Islands,113739
11,Marshall Islands,113743
11,Marshall Islands,114440
11,Marshall Islands,114442
11,Marshall Islands,114443
11,Marshall Islands,114445
11,Marshall Islands,114447
11,Marshall Islands,114450
11,Marshall Islands,114452
11,Marshall Islands,114463
11,Marshall Islands,114464
11,Marshall Islands,115161
11,Marshall Islands,115171
11,Marshall Islands,115173
11,Marshall Islands,115179
11,Marshall Islands,115184
11,Marshall Islands,115889
11,Marshall Islands,115892
11,Marshall Islands,115898
11,Marshall Islands,115909
11,Marshall Islands,116604
11,Marshall Islands,116613
11,Marshall Islands,116614
11,Marshall Islands,116617
11,Marshall Islands,116619
11,Marshall Islands,116623
11,Marshall Islands,116624
11,Marshall Islands,117322
11,Marshall Islands,117327
11,Marshall Islands,117333
