"rgn_id","year","popsum","whencev01","whence_choice"
1,2005,809.162,"OD","OD"
1,2006,778.978,"OD","OD"
1,2007,748.793,"OD","OD"
1,2008,718.609,"OD","OD"
1,2009,688.424,"OD","OD"
1,2010,658.24,"OD","OD"
1,2011,633.147,"OD","OD"
1,2012,608.053,"OD","OD"
1,2013,582.96,"OD","OD"
1,2014,557.867,"OD","OD"
1,2015,532.774,"OD","OD"
2,2005,1510.72,"OD","OD"
2,2006,1454.2,"OD","OD"
2,2007,1397.67,"OD","OD"
2,2008,1341.15,"OD","OD"
2,2009,1284.63,"OD","OD"
2,2010,1228.11,"OD","OD"
2,2011,1181.13,"OD","OD"
2,2012,1134.14,"OD","OD"
2,2013,1087.16,"OD","OD"
2,2014,1040.17,"OD","OD"
2,2015,993.189,"OD","OD"
3,2005,1557.72,"OD","OD"
3,2006,1567.71,"OD","OD"
3,2007,1577.7,"OD","OD"
3,2008,1587.7,"OD","OD"
3,2009,1597.69,"OD","OD"
3,2010,1607.68,"OD","OD"
3,2011,1617.97,"OD","OD"
3,2012,1628.26,"OD","OD"
3,2013,1638.55,"OD","OD"
3,2014,1648.84,"OD","OD"
3,2015,1659.13,"OD","OD"
4,2005,4080961.5204,"SG","r2"
4,2006,4116512.1776,"SG","r2"
4,2007,4152062.8326,"SG","r2"
4,2008,4187611.4918,"SG","r2"
4,2009,4223162.1488,"SG","r2"
4,2010,4258712.806,"SG","r2"
4,2011,4292158.4494,"SG","r2"
4,2012,4325582.0906,"SG","r2"
4,2013,4359027.734,"SG","r2"
4,2014,4392471.3754,"SG","r2"
4,2015,4425917.0186,"SG","r2"
5,2005,206187,"OD","OD"
5,2006,209926,"OD","OD"
5,2007,213665,"OD","OD"
5,2008,217404,"OD","OD"
5,2009,221144,"OD","OD"
5,2010,224883,"OD","OD"
5,2011,228458,"OD","OD"
5,2012,232033,"OD","OD"
5,2013,235608,"OD","OD"
5,2014,239183,"OD","OD"
5,2015,242758,"OD","OD"
6,2005,230424,"OD","OD"
6,2006,236354,"OD","OD"
6,2007,242283,"OD","OD"
6,2008,248213,"OD","OD"
6,2009,254142,"OD","OD"
6,2010,260072,"OD","OD"
6,2011,266328,"OD","OD"
6,2012,272584,"OD","OD"
6,2013,278840,"OD","OD"
6,2014,285096,"OD","OD"
6,2015,291352,"OD","OD"
7,2005,495294,"OD","OD"
7,2006,511611,"OD","OD"
7,2007,527929,"OD","OD"
7,2008,544247,"OD","OD"
7,2009,560565,"OD","OD"
7,2010,576883,"OD","OD"
7,2011,594743,"OD","OD"
7,2012,612603,"OD","OD"
7,2013,630463,"OD","OD"
7,2014,648323,"OD","OD"
7,2015,666184,"OD","OD"
8,2005,36690.1,"OD","OD"
8,2006,37409.4,"OD","OD"
8,2007,38128.7,"OD","OD"
8,2008,38847.9,"OD","OD"
8,2009,39567.2,"OD","OD"
8,2010,40286.5,"OD","OD"
8,2011,41007.6,"OD","OD"
8,2012,41728.6,"OD","OD"
8,2013,42449.7,"OD","OD"
8,2014,43170.8,"OD","OD"
8,2015,43891.9,"OD","OD"
9,2005,167370,"OD","OD"
9,2006,171289,"OD","OD"
9,2007,175209,"OD","OD"
9,2008,179129,"OD","OD"
9,2009,183049,"OD","OD"
9,2010,186969,"OD","OD"
9,2011,190950,"OD","OD"
9,2012,194932,"OD","OD"
9,2013,198914,"OD","OD"
9,2014,202895,"OD","OD"
9,2015,206877,"OD","OD"
10,2005,10459,"OD","OD"
10,2006,10696.7,"OD","OD"
10,2007,10934.3,"OD","OD"
10,2008,11172,"OD","OD"
10,2009,11409.7,"OD","OD"
10,2010,11647.3,"OD","OD"
10,2011,11888.7,"OD","OD"
10,2012,12130,"OD","OD"
10,2013,12371.3,"OD","OD"
10,2014,12612.6,"OD","OD"
10,2015,12854,"OD","OD"
11,2005,140435,"OD","OD"
11,2006,142232,"OD","OD"
11,2007,144028,"OD","OD"
11,2008,145825,"OD","OD"
11,2009,147621,"OD","OD"
11,2010,149418,"OD","OD"
11,2011,151226,"OD","OD"
11,2012,153033,"OD","OD"
11,2013,154841,"OD","OD"
11,2014,156649,"OD","OD"
11,2015,158457,"OD","OD"
12,2005,82105.6296,"SG","r2"
12,2006,83896.3694,"SG","r2"
12,2007,85687.1993,"SG","r2"
12,2008,87477.9292,"SG","r2"
12,2009,89268.669,"SG","r2"
12,2010,91059.4989,"SG","r2"
12,2011,92868.49,"SG","r2"
12,2012,94677.5601,"SG","r2"
12,2013,96486.6412,"SG","r2"
12,2014,98295.7213,"SG","r2"
12,2015,100104.9124,"SG","r2"
13,2005,340088,"OD","OD"
13,2006,349716,"OD","OD"
13,2007,359345,"OD","OD"
13,2008,368973,"OD","OD"
13,2009,378601,"OD","OD"
13,2010,388230,"OD","OD"
13,2011,397959,"OD","OD"
13,2012,407689,"OD","OD"
13,2013,417418,"OD","OD"
13,2014,427148,"OD","OD"
13,2015,436877,"OD","OD"
14,2005,20204600,"OD","OD"
14,2006,20341800,"OD","OD"
14,2007,20478900,"OD","OD"
14,2008,20616100,"OD","OD"
14,2009,20753200,"OD","OD"
14,2010,20890400,"OD","OD"
14,2011,21025000,"OD","OD"
14,2012,21159500,"OD","OD"
14,2013,21294100,"OD","OD"
14,2014,21428700,"OD","OD"
14,2015,21563200,"OD","OD"
15,2005,80009200,"OD","OD"
15,2006,81353400,"OD","OD"
15,2007,82697600,"OD","OD"
15,2008,84041800,"OD","OD"
15,2009,85386000,"OD","OD"
15,2010,86730200,"OD","OD"
15,2011,87915500,"OD","OD"
15,2012,89100900,"OD","OD"
15,2013,90286200,"OD","OD"
15,2014,91471600,"OD","OD"
15,2015,92656900,"OD","OD"
16,2005,16468600,"OD","OD"
16,2006,16618100,"OD","OD"
16,2007,16767600,"OD","OD"
16,2008,16917100,"OD","OD"
16,2009,17066600,"OD","OD"
16,2010,17216100,"OD","OD"
16,2011,17359500,"OD","OD"
16,2012,17502800,"OD","OD"
16,2013,17646200,"OD","OD"
16,2014,17789600,"OD","OD"
16,2015,17933000,"OD","OD"
17,2005,2275350,"OD","OD"
17,2006,2326920,"OD","OD"
17,2007,2378490,"OD","OD"
17,2008,2430070,"OD","OD"
17,2009,2481640,"OD","OD"
17,2010,2533220,"OD","OD"
17,2011,2588430,"OD","OD"
17,2012,2643640,"OD","OD"
17,2013,2698860,"OD","OD"
17,2014,2754070,"OD","OD"
17,2015,2809280,"OD","OD"
18,2005,885008,"OD","OD"
18,2006,892948,"OD","OD"
18,2007,900887,"OD","OD"
18,2008,908827,"OD","OD"
18,2009,916766,"OD","OD"
18,2010,924705,"OD","OD"
18,2011,930722,"OD","OD"
18,2012,936739,"OD","OD"
18,2013,942756,"OD","OD"
18,2014,948773,"OD","OD"
18,2015,954790,"OD","OD"
19,2005,19270.6,"OD","OD"
19,2006,19571.3,"OD","OD"
19,2007,19871.9,"OD","OD"
19,2008,20172.6,"OD","OD"
19,2009,20473.2,"OD","OD"
19,2010,20773.9,"OD","OD"
19,2011,21067,"OD","OD"
19,2012,21360,"OD","OD"
19,2013,21653.1,"OD","OD"
19,2014,21946.2,"OD","OD"
19,2015,22239.3,"OD","OD"
20,2005,39190400,"OD","OD"
20,2006,39512400,"OD","OD"
20,2007,39834400,"OD","OD"
20,2008,40156400,"OD","OD"
20,2009,40478400,"OD","OD"
20,2010,40800400,"OD","OD"
20,2011,41144400,"OD","OD"
20,2012,41488400,"OD","OD"
20,2013,41832400,"OD","OD"
20,2014,42176400,"OD","OD"
20,2015,42520400,"OD","OD"
21,2005,14957200,"OD","OD"
21,2006,15041700,"OD","OD"
21,2007,15126200,"OD","OD"
21,2008,15210700,"OD","OD"
21,2009,15295200,"OD","OD"
21,2010,15379700,"OD","OD"
21,2011,15471000,"OD","OD"
21,2012,15562200,"OD","OD"
21,2013,15653500,"OD","OD"
21,2014,15744800,"OD","OD"
21,2015,15836000,"OD","OD"
24,2005,996157,"OD","OD"
24,2006,1021450,"OD","OD"
24,2007,1046750,"OD","OD"
24,2008,1072040,"OD","OD"
24,2009,1097340,"OD","OD"
24,2010,1122630,"OD","OD"
24,2011,1149810,"OD","OD"
24,2012,1176990,"OD","OD"
24,2013,1204160,"OD","OD"
24,2014,1231340,"OD","OD"
24,2015,1258510,"OD","OD"
25,2005,20424100,"OD","OD"
25,2006,20702300,"OD","OD"
25,2007,20980400,"OD","OD"
25,2008,21258600,"OD","OD"
25,2009,21536800,"OD","OD"
25,2010,21814900,"OD","OD"
25,2011,22065500,"OD","OD"
25,2012,22316100,"OD","OD"
25,2013,22566700,"OD","OD"
25,2014,22817300,"OD","OD"
25,2015,23067900,"OD","OD"
26,2005,372486,"OD","OD"
26,2006,379467,"OD","OD"
26,2007,386448,"OD","OD"
26,2008,393429,"OD","OD"
26,2009,400411,"OD","OD"
26,2010,407392,"OD","OD"
26,2011,413951,"OD","OD"
26,2012,420509,"OD","OD"
26,2013,427068,"OD","OD"
26,2014,433627,"OD","OD"
26,2015,440186,"OD","OD"
28,2005,801786,"OD","OD"
