"rgn_id","rgn_nam","r2","r1","whence_choice","year","count","rgn_id_whence","rgn_nam_whence","count_whence"
1,"Cocos Islands",53,9,"r2",1990,5065071.63311978,16,"Australia",8502257.2376624
1,"Cocos Islands",53,9,"r2",1990,5065071.63311978,162,"New Zealand",1627886.02857716
1,"Cocos Islands",53,9,"r2",1991,5125569.43116654,16,"Australia",8548009.83955109
1,"Cocos Islands",53,9,"r2",1991,5125569.43116654,162,"New Zealand",1703129.022782
1,"Cocos Islands",53,9,"r2",1992,5167373.87353821,16,"Australia",8623259.2268672
1,"Cocos Islands",53,9,"r2",1992,5167373.87353821,162,"New Zealand",1711488.52020922
1,"Cocos Islands",53,9,"r2",1993,5202085.67268505,16,"Australia",8675173.96713999
1,"Cocos Islands",53,9,"r2",1993,5202085.67268505,162,"New Zealand",1728997.37823011
1,"Cocos Islands",53,9,"r2",1994,5303386.67177571,16,"Australia",8832056.7815984
1,"Cocos Islands",53,9,"r2",1994,5303386.67177571,162,"New Zealand",1774716.56195301
1,"Cocos Islands",53,9,"r2",1995,5433930.34918441,16,"Australia",9049690.60133477
1,"Cocos Islands",53,9,"r2",1995,5433930.34918441,162,"New Zealand",1818170.09703406
1,"Cocos Islands",53,9,"r2",1996,5512644.37783157,16,"Australia",9154738.87401517
1,"Cocos Islands",53,9,"r2",1996,5512644.37783157,162,"New Zealand",1870549.88164797
1,"Cocos Islands",53,9,"r2",1997,5560269.26524756,16,"Australia",9230553.51244578
1,"Cocos Islands",53,9,"r2",1997,5560269.26524756,162,"New Zealand",1889985.01804935
1,"Cocos Islands",53,9,"r2",1998,5613685.11671148,16,"Australia",9331220.93134805
1,"Cocos Islands",53,9,"r2",1998,5613685.11671148,162,"New Zealand",1896149.30207491
1,"Cocos Islands",53,9,"r2",1999,5670026.84714696,16,"Australia",9428919.40496579
1,"Cocos Islands",53,9,"r2",1999,5670026.84714696,162,"New Zealand",1911134.28932812
1,"Cocos Islands",53,9,"r2",2000,5777995.04528706,16,"Australia",9624371.09563752
1,"Cocos Islands",53,9,"r2",2000,5777995.04528706,162,"New Zealand",1931618.99493659
1,"Cocos Islands",53,9,"r2",2001,5881006.5540807,16,"Australia",9793325.97715115
1,"Cocos Islands",53,9,"r2",2001,5881006.5540807,162,"New Zealand",1968687.13101025
1,"Cocos Islands",53,9,"r2",2002,5984075.15988445,16,"Australia",9937597.923161
1,"Cocos Islands",53,9,"r2",2002,5984075.15988445,162,"New Zealand",2030552.39660789
1,"Cocos Islands",53,9,"r2",2003,6086746.99691387,16,"Australia",10101918.7886251
1,"Cocos Islands",53,9,"r2",2003,6086746.99691387,162,"New Zealand",2071575.20520264
1,"Cocos Islands",53,9,"r2",2004,6177652.8303104,16,"Australia",10229628.7328409
1,"Cocos Islands",53,9,"r2",2004,6177652.8303104,162,"New Zealand",2125676.92777991
1,"Cocos Islands",53,9,"r2",2005,6369248.56811902,16,"Australia",10555735.4092887
1,"Cocos Islands",53,9,"r2",2005,6369248.56811902,162,"New Zealand",2182761.72694935
1,"Cocos Islands",53,9,"r2",2006,6521564.17269767,16,"Australia",10806942.7576191
1,"Cocos Islands",53,9,"r2",2006,6521564.17269767,162,"New Zealand",2236185.58777624
1,"Cocos Islands",53,9,"r2",2007,6679247.38619654,16,"Australia",11085529.445708
1,"Cocos Islands",53,9,"r2",2007,6679247.38619654,162,"New Zealand",2272965.32668507
1,"Cocos Islands",53,9,"r2",2008,6829159.33734183,16,"Australia",11357176.9552842
1,"Cocos Islands",53,9,"r2",2008,6829159.33734183,162,"New Zealand",2301141.71939946
1,"Cocos Islands",53,9,"r2",2009,6947005.91515264,16,"Australia",11568762.1800529
1,"Cocos Islands",53,9,"r2",2009,6947005.91515264,162,"New Zealand",2325249.65025237
1,"Cocos Islands",53,9,"r2",2010,7041979.50838452,16,"Australia",11732823.4893901
1,"Cocos Islands",53,9,"r2",2010,7041979.50838452,162,"New Zealand",2351135.52737895
1,"Cocos Islands",53,9,"r2",2011,7129706.12878739,16,"Australia",11873749.9220517
1,"Cocos Islands",53,9,"r2",2011,7129706.12878739,162,"New Zealand",2385662.33552307
