am_sid,iucn_sid,sciname,popn_category,popn_trend,rgn_id,rgn_name,n_cells,presence,spatial_source
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,288100,Antarctica,1780,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,288200,Antarctica,3693,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,288300,Antarctica,1929,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,248100,Antarctica,556,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,258420,Antarctica,1264,1,iucn
ITS-Mam-180530,13006,Megaptera novaeangliae,LC,Increasing,248500,Antarctica,2157,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,258700,Antarctica,74,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,258600,Antarctica,186,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,258510,Antarctica,284,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,258520,Antarctica,161,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,248300,Antarctica,184,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,248400,Antarctica,258,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,248600,Antarctica,4051,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,258441,Antarctica,624,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,258442,Antarctica,816,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,258432,Antarctica,437,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,258410,Antarctica,3130,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,258431,Antarctica,323,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,248200,Antarctica,476,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,288100,Antarctica,3061,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,288200,Antarctica,4755,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,288300,Antarctica,1929,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,248100,Antarctica,556,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,258420,Antarctica,1264,1,iucn
ITS-Mam-180671,13583,Mirounga leonina,LC,Unknown,248500,Antarctica,2927,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,248600,Antarctica,2999,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,258432,Antarctica,358,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,258410,Antarctica,1813,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,248400,Antarctica,87,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,258441,Antarctica,234,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,258442,Antarctica,265,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,258431,Antarctica,234,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,248200,Antarctica,391,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,248100,Antarctica,456,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,288200,Antarctica,3769,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,288300,Antarctica,1250,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,258420,Antarctica,1264,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,288100,Antarctica,2510,1,iucn
ITS-Mam-180665,15269,Ommatophoca rossii,LC,Unknown,248500,Antarctica,2927,1,iucn
"Fis-22835, NA, NA, NA, NA",21858,"Thunnus maccoyii, Thunnus phillipsi, Thunnus thynnus maccoyii, Thunnus thynnus orientalis, Thynnus maccoyii",CR,Decreasing,258700,Antarctica,70,1,iucn
"Fis-22835, NA, NA, NA, NA",21858,"Thunnus maccoyii, Thunnus phillipsi, Thunnus thynnus maccoyii, Thunnus thynnus orientalis, Thynnus maccoyii",CR,Decreasing,258600,Antarctica,186,1,iucn
"Fis-22835, NA, NA, NA, NA",21858,"Thunnus maccoyii, Thunnus phillipsi, Thunnus thynnus maccoyii, Thunnus thynnus orientalis, Thynnus maccoyii",CR,Decreasing,258510,Antarctica,249,1,iucn
"Fis-22835, NA, NA, NA, NA",21858,"Thunnus maccoyii, Thunnus phillipsi, Thunnus thynnus maccoyii, Thunnus thynnus orientalis, Thynnus maccoyii",CR,Decreasing,258520,Antarctica,24,1,iucn
"Fis-22835, NA, NA, NA, NA",21858,"Thunnus maccoyii, Thunnus phillipsi, Thunnus thynnus maccoyii, Thunnus thynnus orientalis, Thynnus maccoyii",CR,Decreasing,248300,Antarctica,82,1,iucn
"Fis-22835, NA, NA, NA, NA",21858,"Thunnus maccoyii, Thunnus phillipsi, Thunnus thynnus maccoyii, Thunnus thynnus orientalis, Thynnus maccoyii",CR,Decreasing,248400,Antarctica,44,1,iucn
"Fis-22835, NA, NA, NA, NA",21858,"Thunnus maccoyii, Thunnus phillipsi, Thunnus thynnus maccoyii, Thunnus thynnus orientalis, Thynnus maccoyii",CR,Decreasing,248600,Antarctica,72,1,iucn
"Fis-22835, NA, NA, NA, NA",21858,"Thunnus maccoyii, Thunnus phillipsi, Thunnus thynnus maccoyii, Thunnus thynnus orientalis, Thynnus maccoyii",CR,Decreasing,258441,Antarctica,26,1,iucn
"Fis-22835, NA, NA, NA, NA",21858,"Thunnus maccoyii, Thunnus phillipsi, Thunnus thynnus maccoyii, Thunnus thynnus orientalis, Thynnus maccoyii",CR,Decreasing,258442,Antarctica,175,1,iucn
"Fis-22835, NA, NA, NA, NA",21858,"Thunnus maccoyii, Thunnus phillipsi, Thunnus thynnus maccoyii, Thunnus thynnus orientalis, Thynnus maccoyii",CR,Decreasing,258410,Antarctica,109,1,iucn
"ITS-Mam-180426, NA, NA",22563,"Tursiops truncatus, Tursiops gephyreus, Tursiops nuuanu",LC,Unknown,248300,Antarctica,12,1,iucn
"Fis-29576, NA, NA, NA, NA, NA",23148,"Xiphias gladius, Phaethonichthys tuberculatus, Xiphias estara, Xiphias imperator, Xiphias kleinii, Xiphias thermaicus",LC,Decreasing,258700,Antarctica,73,1,iucn
"Fis-29576, NA, NA, NA, NA, NA",23148,"Xiphias gladius, Phaethonichthys tuberculatus, Xiphias estara, Xiphias imperator, Xiphias kleinii, Xiphias thermaicus",LC,Decreasing,258600,Antarctica,38,1,iucn
"Fis-29576, NA, NA, NA, NA, NA",23148,"Xiphias gladius, Phaethonichthys tuberculatus, Xiphias estara, Xiphias imperator, Xiphias kleinii, Xiphias thermaicus",LC,Decreasing,258510,Antarctica,72,1,iucn
"Fis-29576, NA, NA, NA, NA, NA",23148,"Xiphias gladius, Phaethonichthys tuberculatus, Xiphias estara, Xiphias imperator, Xiphias kleinii, Xiphias thermaicus",LC,Decreasing,248300,Antarctica,88,1,iucn
"Fis-29576, NA, NA, NA, NA, NA",23148,"Xiphias gladius, Phaethonichthys tuberculatus, Xiphias estara, Xiphias imperator, Xiphias kleinii, Xiphias thermaicus",LC,Decreasing,248400,Antarctica,96,1,iucn
"Fis-29576, NA, NA, NA, NA, NA",23148,"Xiphias gladius, Phaethonichthys tuberculatus, Xiphias estara, Xiphias imperator, Xiphias kleinii, Xiphias thermaicus",LC,Decreasing,248600,Antarctica,258,1,iucn
"Fis-29576, NA, NA, NA, NA, NA",23148,"Xiphias gladius, Phaethonichthys tuberculatus, Xiphias estara, Xiphias imperator, Xiphias kleinii, Xiphias thermaicus",LC,Decreasing,258441,Antarctica,6,1,iucn
ITS-Mam-180498,23211,Ziphius cavirostris,LC,Unknown,258700,Antarctica,9,1,iucn
ITS-Mam-180498,23211,Ziphius cavirostris,LC,Unknown,248300,Antarctica,76,1,iucn
ITS-Mam-180498,23211,Ziphius cavirostris,LC,Unknown,248400,Antarctica,5,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,258700,Antarctica,74,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,258600,Antarctica,186,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,258510,Antarctica,284,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,258520,Antarctica,161,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,248300,Antarctica,184,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,248400,Antarctica,258,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,248600,Antarctica,4051,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,258441,Antarctica,624,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,258442,Antarctica,816,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,258432,Antarctica,437,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,258410,Antarctica,3130,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,258431,Antarctica,323,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,248200,Antarctica,476,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,288100,Antarctica,1721,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,288200,Antarctica,4035,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,288300,Antarctica,1929,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,248100,Antarctica,556,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,258420,Antarctica,1264,1,iucn
ITS-Mam-180488,41755,Physeter macrocephalus,VU,Unknown,248500,Antarctica,2928,1,iucn
"Fis-22766, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",170338,"Istiophorus platypterus, Histiophorus americanus, Histiophorus ancipitirostris, Histiophorus dubius, Histiophorus gracilirostris, Histiophorus granulifer, Histiophorus immaculatus, Histiophorus indicus, Histiophorus magnioci, Histiophorus orientalis, Histiophorus pulchellus, Istiophorus amarui, Istiophorus brookei, Istiophorus eriquius, Istiophorus gladifer, Istiophorus greyi, Istiophorus japonicus, Istiophorus ludibundus, Istiophorus maguirei, Istiophorus triactis, Istiophorus wrighti, Makaira albicans, Makaira velifera, Scomber gladius, Skeponopodus guebucu, Xiphias platypterus, Xiphias velifer",LC,Unknown,258700,Antarctica,46,1,iucn
"Fis-22766, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA",170338,"Istiophorus platypterus, Histiophorus americanus, Histiophorus ancipitirostris, Histiophorus dubius, Histiophorus gracilirostris, Histiophorus granulifer, Histiophorus immaculatus, Histiophorus indicus, Histiophorus magnioci, Histiophorus orientalis, Histiophorus pulchellus, Istiophorus amarui, Istiophorus brookei, Istiophorus eriquius, Istiophorus gladifer, Istiophorus greyi, Istiophorus japonicus, Istiophorus ludibundus, Istiophorus maguirei, Istiophorus triactis, Istiophorus wrighti, Makaira albicans, Makaira velifera, Scomber gladius, Skeponopodus guebucu, Xiphias platypterus, Xiphias velifer",LC,Unknown,258600,Antarctica,50,1,iucn
"Fis-29402, NA, NA",170340,"Gasterochisma melampus, Chenogaster holmbergi, Gastrochisma boulengeri",LC,Unknown,258700,Antarctica,74,1,iucn
"Fis-29402, NA, NA",170340,"Gasterochisma melampus, Chenogaster holmbergi, Gastrochisma boulengeri",LC,Unknown,258600,Antarctica,129,1,iucn
"Fis-29402, NA, NA",170340,"Gasterochisma melampus, Chenogaster holmbergi, Gastrochisma boulengeri",LC,Unknown,258510,Antarctica,218,1,iucn
"Fis-29402, NA, NA",170340,"Gasterochisma melampus, Chenogaster holmbergi, Gastrochisma boulengeri",LC,Unknown,258520,Antarctica,25,1,iucn
"Fis-29402, NA, NA",170340,"Gasterochisma melampus, Chenogaster holmbergi, Gastrochisma boulengeri",LC,Unknown,248300,Antarctica,64,1,iucn
"Fis-29402, NA, NA",170340,"Gasterochisma melampus, Chenogaster holmbergi, Gastrochisma boulengeri",LC,Unknown,248400,Antarctica,45,1,iucn
"Fis-29402, NA, NA",170340,"Gasterochisma melampus, Chenogaster holmbergi, Gastrochisma boulengeri",LC,Unknown,248600,Antarctica,44,1,iucn
"Fis-29402, NA, NA",170340,"Gasterochisma melampus, Chenogaster holmbergi, Gastrochisma boulengeri",LC,Unknown,258441,Antarctica,27,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,258700,Antarctica,74,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,258600,Antarctica,186,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,258510,Antarctica,284,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,258520,Antarctica,161,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,248600,Antarctica,651,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,258441,Antarctica,624,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,258442,Antarctica,816,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,258432,Antarctica,437,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,258410,Antarctica,3130,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,258431,Antarctica,323,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,288100,Antarctica,219,1,iucn
"SLB-184838, NA",185023,"Stereomastis surda, Polycheles surdus",LC,Unknown,258420,Antarctica,1264,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,258700,Antarctica,74,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,258600,Antarctica,186,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,258510,Antarctica,284,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,258520,Antarctica,161,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,248300,Antarctica,184,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,248400,Antarctica,258,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,248600,Antarctica,3833,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,258441,Antarctica,624,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,258442,Antarctica,816,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,258432,Antarctica,437,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,258410,Antarctica,2809,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,258431,Antarctica,323,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,248200,Antarctica,462,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,288100,Antarctica,2237,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,288200,Antarctica,3891,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,288300,Antarctica,1588,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,248100,Antarctica,284,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,258420,Antarctica,1026,1,iucn
"SLB-184836, NA",185036,"Stereomastis suhmi, Polycheles suhmi",LC,Unknown,248500,Antarctica,2072,1,iucn
"NA",19717509,Capheira sulcata,LC,Unknown,248100,Antarctica,115,1,iucn
"NA",19719913,Mesothuria magellani,LC,Unknown,288100,Antarctica,19,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,258600,Antarctica,186,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,258510,Antarctica,284,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,258700,Antarctica,32,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,258520,Antarctica,161,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,248300,Antarctica,184,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,248400,Antarctica,258,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,248600,Antarctica,3642,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,258441,Antarctica,624,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,258442,Antarctica,816,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,258432,Antarctica,437,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,258410,Antarctica,2732,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,258431,Antarctica,323,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,248200,Antarctica,459,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,288100,Antarctica,1819,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,288200,Antarctica,3732,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,288300,Antarctica,1396,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,248100,Antarctica,266,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,258420,Antarctica,981,1,iucn
"NA, NA",19720962,"Molpadiodemas violaceus, Pseudostichopus villosus",LC,Unknown,248500,Antarctica,1359,1,iucn
"NA",22693396,Calidris minutilla,LC,Decreasing,248100,Antarctica,104,1,iucn
"NA",22693396,Calidris minutilla,LC,Decreasing,258410,Antarctica,180,1,iucn
"NA",22693396,Calidris minutilla,LC,Decreasing,248500,Antarctica,514,1,iucn
"NA",22693396,Calidris minutilla,LC,Decreasing,258420,Antarctica,157,1,iucn
"NA",22693396,Calidris minutilla,LC,Decreasing,288100,Antarctica,187,1,iucn
"NA",22693396,Calidris minutilla,LC,Decreasing,248600,Antarctica,184,1,iucn
"NA",22693396,Calidris minutilla,LC,Decreasing,288300,Antarctica,116,1,iucn
"NA",22693396,Calidris minutilla,LC,Decreasing,288200,Antarctica,323,1,iucn
"NA",22693556,Chionis albus,LC,Stable,248300,Antarctica,22,1,iucn
"NA",22693556,Chionis albus,LC,Stable,248200,Antarctica,111,1,iucn
"NA",22693556,Chionis albus,LC,Stable,248100,Antarctica,310,1,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,258441,Antarctica,265,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,248200,Antarctica,377,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,248600,Antarctica,1029,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,258442,Antarctica,319,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,258431,Antarctica,240,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,258432,Antarctica,233,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,258410,Antarctica,1062,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,248400,Antarctica,46,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,288300,Antarctica,789,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,248100,Antarctica,263,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,288100,Antarctica,591,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,248200,Antarctica,3,1,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,288200,Antarctica,1725,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,248100,Antarctica,40,1,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,258420,Antarctica,8,3,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,258410,Antarctica,55,1,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,288300,Antarctica,2,1,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,248600,Antarctica,43,1,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,258420,Antarctica,2,1,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,288100,Antarctica,21,1,iucn
"ITS-660062, NA",22694218,"Stercorarius maccormicki, Catharacta maccormicki",LC,Stable,288200,Antarctica,10,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,258700,Antarctica,74,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,258600,Antarctica,120,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,258510,Antarctica,75,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,258520,Antarctica,146,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,248300,Antarctica,139,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,248600,Antarctica,3816,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,258441,Antarctica,624,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,258442,Antarctica,816,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,248400,Antarctica,189,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,258432,Antarctica,437,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,258410,Antarctica,3130,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,258431,Antarctica,323,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,248200,Antarctica,476,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,288100,Antarctica,1594,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,288200,Antarctica,2730,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,288300,Antarctica,1463,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,248100,Antarctica,533,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,258420,Antarctica,1253,1,iucn
ITS-176794,22694251,Stercorarius longicaudus,LC,Stable,248500,Antarctica,1055,1,iucn
ITS-176849,22694329,Larus dominicanus,LC,Increasing,248200,Antarctica,14,1,iucn
ITS-176849,22694329,Larus dominicanus,LC,Increasing,248100,Antarctica,127,1,iucn
ITS-176849,22694329,Larus dominicanus,LC,Increasing,258410,Antarctica,60,1,iucn
ITS-176849,22694329,Larus dominicanus,LC,Increasing,258420,Antarctica,30,1,iucn
ITS-176849,22694329,Larus dominicanus,LC,Increasing,288100,Antarctica,38,1,iucn
ITS-176849,22694329,Larus dominicanus,LC,Increasing,288300,Antarctica,11,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,258700,Antarctica,74,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,258600,Antarctica,186,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,258510,Antarctica,281,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,258520,Antarctica,161,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,248600,Antarctica,3895,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,258441,Antarctica,624,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,258442,Antarctica,816,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,248300,Antarctica,83,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,248400,Antarctica,112,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,258432,Antarctica,437,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,258410,Antarctica,3130,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,258431,Antarctica,323,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,248200,Antarctica,476,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,288100,Antarctica,3061,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,288200,Antarctica,4755,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,288300,Antarctica,1929,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,248100,Antarctica,556,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,258420,Antarctica,1264,1,iucn
ITS-176890,22694629,Sterna paradisaea,LC,Decreasing,248500,Antarctica,2927,1,iucn
ITS-176920,22694635,Sterna vittata,LC,Unknown,248200,Antarctica,102,1,iucn
ITS-176920,22694635,Sterna vittata,LC,Unknown,248100,Antarctica,297,1,iucn
"NA",22694641,Sterna virgata,NT,Stable,258600,Antarctica,136,1,iucn
"NA",22694641,Sterna virgata,NT,Stable,258510,Antarctica,84,1,iucn
"NA",22694641,Sterna virgata,NT,Stable,258700,Antarctica,16,1,iucn
"NA",22694641,Sterna virgata,NT,Stable,258442,Antarctica,1,1,iucn
"NA",22697748,Aptenodytes patagonicus,LC,Increasing,258600,Antarctica,186,1,iucn
"NA",22697748,Aptenodytes patagonicus,LC,Increasing,258510,Antarctica,158,1,iucn
"NA",22697748,Aptenodytes patagonicus,LC,Increasing,258700,Antarctica,8,1,iucn
"NA",22697748,Aptenodytes patagonicus,LC,Increasing,258520,Antarctica,161,1,iucn
