"rgn_name","rgn_id","product","year","tonnes","usd","gapfill_sum","tonnes_rollmean","usd_rollmean","tonnes_peak","usd_peak","usd_peak_product_weight","tonnes_rel","usd_rel"
"New Caledonia",5,"ornamentals",1984,2,22.6666666666667,0,2,22.6666666666667,3.7375,88.725,0.0943657103352921,0.535117056856187,0.255471024701794
"New Caledonia",5,"ornamentals",1985,2.75,32.5,1,2.75,32.5,3.7375,88.725,0.0943657103352921,0.735785953177257,0.366300366300366
"New Caledonia",5,"ornamentals",1986,2,26.75,0,2,26.75,3.7375,88.725,0.0943657103352921,0.535117056856187,0.301493378416455
"New Caledonia",5,"ornamentals",1987,2,26.75,0,2,26.75,3.7375,88.725,0.0943657103352921,0.535117056856187,0.301493378416455
"New Caledonia",5,"ornamentals",1988,1.25,15.5,1,1.25,15.5,3.7375,88.725,0.0943657103352921,0.334448160535117,0.174697097774021
"New Caledonia",5,"ornamentals",1989,0,0,1,0,0,3.7375,88.725,0.0943657103352921,0,0
"New Caledonia",5,"ornamentals",1990,0,0,1,0,0,3.7375,88.725,0.0943657103352921,0,0
"New Caledonia",5,"ornamentals",1991,0,0,1,0,0,3.7375,88.725,0.0943657103352921,0,0
"New Caledonia",5,"ornamentals",1992,0,0,1,0,0,3.7375,88.725,0.0943657103352921,0,0
"New Caledonia",5,"ornamentals",1993,0,0,1,0,0,3.7375,88.725,0.0943657103352921,0,0
"New Caledonia",5,"ornamentals",1994,0,0,1,0,0,3.7375,88.725,0.0943657103352921,0,0
"New Caledonia",5,"ornamentals",1995,1,32.75,1,1,32.75,3.7375,88.725,0.0943657103352921,0.267558528428094,0.369118061425754
"New Caledonia",5,"ornamentals",1996,2.25,60.5,1,2.25,60.5,3.7375,88.725,0.0943657103352921,0.602006688963211,0.681882220343759
"New Caledonia",5,"ornamentals",1997,2.5,65.5,0,2.5,65.5,3.7375,88.725,0.0943657103352921,0.668896321070234,0.738236122851507
"New Caledonia",5,"ornamentals",1998,4.25,89.5,0,4.25,89.5,3.7375,88.725,0.0943657103352921,1,1
"New Caledonia",5,"ornamentals",1999,5,84.75,0,5,84.75,3.7375,88.725,0.0943657103352921,1,0.95519864750634
"New Caledonia",5,"ornamentals",2000,4.75,78.75,0,4.75,78.75,3.7375,88.725,0.0943657103352921,1,0.887573964497041
"New Caledonia",5,"ornamentals",2001,5.75,100,0,5.75,100,3.7375,88.725,0.0943657103352921,1,1
"New Caledonia",5,"ornamentals",2002,5.25,106,0,5.25,106,3.7375,88.725,0.0943657103352921,1,1
"New Caledonia",5,"ornamentals",2003,4.5,104.5,0,4.5,104.5,3.7375,88.725,0.0943657103352921,1,1
"New Caledonia",5,"ornamentals",2004,4.25,108,0,4.25,108,3.7375,88.725,0.0943657103352921,1,1
"New Caledonia",5,"ornamentals",2005,4,110,0,4,110,3.7375,88.725,0.0943657103352921,1,1
"New Caledonia",5,"ornamentals",2006,3.75,115.25,0,3.75,115.25,3.7375,88.725,0.0943657103352921,1,1
"New Caledonia",5,"ornamentals",2007,3.5,121.75,0,3.5,121.75,3.7375,88.725,0.0943657103352921,0.936454849498328,1
"New Caledonia",5,"ornamentals",2008,3.66666666666667,128.666666666667,0,3.66666666666667,128.666666666667,3.7375,88.725,0.0943657103352921,0.981047937569677,1
"New Caledonia",5,"ornamentals",2009,3.5,136.5,0,3.5,136.5,3.7375,88.725,0.0943657103352921,0.936454849498328,1
"New Caledonia",5,"shells",1999,179,408.666666666667,0,179,408.666666666667,154.7,851.5,0.905634289664708,1,0.479937365433549
"New Caledonia",5,"shells",2000,153.75,366,0,153.75,366,154.7,851.5,0.905634289664708,0.993859082094376,0.42982971227246
"New Caledonia",5,"shells",2001,154.25,369.5,1,154.25,369.5,154.7,851.5,0.905634289664708,0.997091144149968,0.433940105695831
"New Caledonia",5,"shells",2002,160.25,407.25,1,160.25,407.25,154.7,851.5,0.905634289664708,1,0.478273634762184
"New Caledonia",5,"shells",2003,112.75,446.5,1,112.75,446.5,154.7,851.5,0.905634289664708,0.728829993535876,0.524368761009982
"New Caledonia",5,"shells",2004,140,669.25,1,140,669.25,154.7,851.5,0.905634289664708,0.904977375565611,0.785965942454492
"New Caledonia",5,"shells",2005,164.5,852.25,1,164.5,852.25,154.7,851.5,0.905634289664708,1,1
"New Caledonia",5,"shells",2006,184.25,1012.25,1,184.25,1012.25,154.7,851.5,0.905634289664708,1,1
"New Caledonia",5,"shells",2007,215.25,1211.5,1,215.25,1211.5,154.7,851.5,0.905634289664708,1,1
"New Caledonia",5,"shells",2008,224.666666666667,1239,0,224.666666666667,1239,154.7,851.5,0.905634289664708,1,1
"New Caledonia",5,"shells",2009,238,1310,0,238,1310,154.7,851.5,0.905634289664708,1,1
"Vanuatu",6,"corals",1998,24.3333333333333,29.3333333333333,0,24.3333333333333,29.3333333333333,30.875,67.6,0.547368421052632,0.788124156545209,0.433925049309665
"Vanuatu",6,"corals",1999,25.5,46.75,0,25.5,46.75,30.875,67.6,0.547368421052632,0.825910931174089,0.691568047337278
"Vanuatu",6,"corals",2000,34,52.5,1,34,52.5,30.875,67.6,0.547368421052632,1,0.776627218934911
"Vanuatu",6,"corals",2001,37.75,93.75,0,37.75,93.75,30.875,67.6,0.547368421052632,1,1
"Vanuatu",6,"corals",2002,46.75,104,0,46.75,104,30.875,67.6,0.547368421052632,1,1
"Vanuatu",6,"corals",2003,47.5,83,0,47.5,83,30.875,67.6,0.547368421052632,1,1
"Vanuatu",6,"corals",2004,32.75,68.75,0,32.75,68.75,30.875,67.6,0.547368421052632,1,1
"Vanuatu",6,"corals",2005,17,14,0,17,14,30.875,67.6,0.547368421052632,0.550607287449393,0.207100591715976
"Vanuatu",6,"corals",2006,8,3.75,0,8,3.75,30.875,67.6,0.547368421052632,0.259109311740891,0.0554733727810651
"Vanuatu",6,"corals",2007,0,0,0,0,0,30.875,67.6,0.547368421052632,0,0
"Vanuatu",6,"corals",2008,0,0,0,0,0,30.875,67.6,0.547368421052632,0,0
"Vanuatu",6,"corals",2009,0,0,0,0,0,30.875,67.6,0.547368421052632,0,0
"Vanuatu",6,"shells",2001,4,5,0,4,5,11.7,55.9,0.452631578947368,0.341880341880342,0.0894454382826476
"Vanuatu",6,"shells",2002,3,3.75,1,3,3.75,11.7,55.9,0.452631578947368,0.256410256410256,0.0670840787119857
"Vanuatu",6,"shells",2003,3,3.25,1,3,3.25,11.7,55.9,0.452631578947368,0.256410256410256,0.0581395348837209
"Vanuatu",6,"shells",2004,5.75,17,1,5.75,17,11.7,55.9,0.452631578947368,0.491452991452991,0.304114490161002
"Vanuatu",6,"shells",2005,6.25,18.75,0,6.25,18.75,11.7,55.9,0.452631578947368,0.534188034188034,0.335420393559928
"Vanuatu",6,"shells",2006,8.75,25,0,8.75,25,11.7,55.9,0.452631578947368,0.747863247863248,0.447227191413238
"Vanuatu",6,"shells",2007,12.25,58.5,0,12.25,58.5,11.7,55.9,0.452631578947368,1,1
"Vanuatu",6,"shells",2008,12.6666666666667,59.6666666666667,0,12.6666666666667,59.6666666666667,11.7,55.9,0.452631578947368,1,1
"Vanuatu",6,"shells",2009,18,86,0,18,86,11.7,55.9,0.452631578947368,1,1
"Solomon Islands",7,"corals",1998,266,819.666666666667,0,266,819.666666666667,240.0125,540.6375,0.749043151969981,1,1
"Solomon Islands",7,"corals",1999,235.25,818,0,235.25,818,240.0125,540.6375,0.749043151969981,0.980157283474819,1
"Solomon Islands",7,"corals",2000,204,722.25,0,204,722.25,240.0125,540.6375,0.749043151969981,0.849955731472319,1
"Solomon Islands",7,"corals",2001,177.25,651.25,0,177.25,651.25,240.0125,540.6375,0.749043151969981,0.738503202958179,1
"Solomon Islands",7,"corals",2002,183.5,712.25,0,183.5,712.25,240.0125,540.6375,0.749043151969981,0.764543513358679,1
"Solomon Islands",7,"corals",2003,218.25,745.5,0,218.25,745.5,240.0125,540.6375,0.749043151969981,0.909327639185459,1
"Solomon Islands",7,"corals",2004,246.25,789.25,0,246.25,789.25,240.0125,540.6375,0.749043151969981,1,1
"Solomon Islands",7,"corals",2005,312.75,831.75,0,312.75,831.75,240.0125,540.6375,0.749043151969981,1,1
"Solomon Islands",7,"corals",2006,369.25,810.25,0,369.25,810.25,240.0125,540.6375,0.749043151969981,1,1
"Solomon Islands",7,"corals",2007,368.75,786.25,0,368.75,786.25,240.0125,540.6375,0.749043151969981,1,1
"Solomon Islands",7,"corals",2008,365.666666666667,782,0,365.666666666667,782,240.0125,540.6375,0.749043151969981,1,1
"Solomon Islands",7,"corals",2009,350,825,0,350,825,240.0125,540.6375,0.749043151969981,1,1
"Solomon Islands",7,"ornamentals",1996,41.0263279353039,36,1,41.0263279353039,36,74.9298088114302,65,0.0900562851782364,0.547530129678451,0.553846153846154
"Solomon Islands",7,"ornamentals",1997,44.9292236068469,39.25,1,44.9292236068469,39.25,74.9298088114302,65,0.0900562851782364,0.599617486278613,0.603846153846154
"Solomon Islands",7,"ornamentals",1998,30.8187546404993,27.5,1,30.8187546404993,27.5,74.9298088114302,65,0.0900562851782364,0.411301658570334,0.423076923076923
"Solomon Islands",7,"ornamentals",1999,82.4570666024522,70.5,1,82.4570666024522,70.5,74.9298088114302,65,0.0900562851782364,1,1
"Solomon Islands",7,"ornamentals",2000,82.4504846186262,72.25,1,82.4504846186262,72.25,74.9298088114302,65,0.0900562851782364,1,1
