"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Panama",129,"Z_TOTAL","fish_oil",11721,12365,4174,3626,13101,3912,1052,2843,1560,28817,11187,10195,3056,13373,6110,8638,8566,8645,12623,7357,2323,10682,10605,4000,9651,16728,7913,5203,7088,7100,5788,5989,2103,4225,2000,3225
"Panama",129,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,2,2.59718129266178,1.73479261059063,35,114,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panama",129,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,0,1.16504854368932,1.16504854368932
"Panama",129,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,142,22,11,2.74870503030781,0,1,1.1965047626545,0,0,32,0,0,0,0,2,0
"Papua New Guinea",17,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,4,0,7.09188007133399,0,7.09188007133399,73,7.44951896767436,0,4,34,15,0,5,0,126,0
"Papua New Guinea",17,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,15,0,0,0,0,0,0,3.85440625403799,25,19,0,0,0,0,0,0,0,0,0,0,0
"Papua New Guinea",17,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,3,0,103,4054,0,0,0,327,0,223,323,264,288,0,86,22
"Papua New Guinea",17,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,2.74659454858408,0,0,0,0,4,5,5.58322715849188,11,36
"Papua New Guinea",17,"Shells nei","shells",,,,,,,,,,,,,,,,,,,,,1,0,131,59,0,8,0,0,0,158,77,96,82,0,93,0
"Papua New Guinea",17,"Trochus shells","shells",,,,,,,,,,,,,,,,,,,,,52,0,0,0,10,145,349,0,164,0,0,0,0,113,0,0
"Papua New Guinea",17,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,4,0,7.09188007133399,0,7.09188007133399,73,7.44951896767436,0,4,34,15,0,5,0,126,0
"Papua New Guinea",17,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,15,0,0,0,0,0,0,3.85440625403799,25,19,0,0,0,0,0,0,0,0,0,0,0
"Papua New Guinea",17,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,2.74659454858408,0,0,0,0,4,5,5.58322715849188,11,36
"Papua New Guinea",17,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,56,0,234,4113,10,153,349,327,164,381,400,360,370,113,179,22
"Peru",138,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,4,8,15,6,46,34,3,8.6649863123456,5,3,6,16,11,1,49
"Peru",138,"Fish body oils, nei","fish_oil",22,0,155,47307,0,0,45915,0,43027,34782,56519,1000,1533,96032,26482,33900,24377,119875,285543,205600,225144,228886,34926,258653,456448,315360,160611,183221,285117,286369,298365,320659,257696,304381,254117,234047
"Peru",138,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,35,430,0,0,513,646,0,0,947,2047,2008,733,305,59,132,97,0,22
"Peru",138,"Ornamental fish nei","ornamentals",368,346,354,384,264,254,63,28,140,90,243.391912969824,0,291.855556695521,274.098904862139,232.510957147113,229.774029608885,0,0,534,451,498,466,581,513,583,604,548,641,603,583,552,454,505,410,441,387
"Peru",138,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,25,21,17,29,170,0,1042,2387,3785,3347,1067,2194,3484,3184,4238,5587,6494,8979,21835,12327,22783,25257
"Peru",138,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,4,8,15,6,46,34,3,8.6649863123456,5,3,6,16,11,1,49
"Peru",138,"Z_TOTAL","fish_oil",22,0,155,47307,0,0,45915,0,43027,34782,56519,1000,1533,96032,26482,33900,24377,119875,285578,206030,225144,228886,35439,259299,456448,315360,161558,185268,287125,287102,298670,320718,257828,304478,254117,234069
"Peru",138,"Z_TOTAL","ornamentals",368,346,354,384,264,254,63,28,140,90,243.391912969824,0,291.855556695521,274.098904862139,232.510957147113,229.774029608885,0,0,534,451,498,466,581,513,583,604,548,641,603,583,552,454,505,410,441,387
"Peru",138,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,25,21,17,29,170,0,1042,2387,3785,3347,1067,2194,3484,3184,4238,5587,6494,8979,21835,12327,22783,25257
"Philippines",15,"Coral and the like","corals",,,,,,,,,,,,,,,,1789,3135,1656,2260,1785,1925,1832,1724,1254,1239,1805,2196,3207,4724,3740,2702,0,0,0,0,0
"Philippines",15,"Fish body oils, nei","fish_oil",,84,24,63,118,123,38,22,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,12.5515320890308,0,0,23,11.5681359263553,0,0,20,0,580,134,35,0
"Philippines",15,"Fish liver oils, nei","fish_oil",,134,189,229,468,384,166,315,342,513,494,176,109,81,91,0,0,0,0,0,0,0,12.1147320086481,0,6,38,0,11.6603543854406,0,6,7,37,160,107,43,74
"Philippines",15,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545,2188,1552,3449,5583
"Philippines",15,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,13,5,6,11,5,4,15,9,7,14,15,17,13,18,15,15,10,6,5,4,5
"Philippines",15,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,4659,5217,5874,6211,6399,6007,5843,5441,5558,5741,5542,5632,5911,6941,6698,6660,0,0,0,0,0
"Philippines",15,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6766,6441,5555,5166,5503
"Philippines",15,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,27137,20837,21831,23557,28921,26780,27663,26954,32311,49081,32561,31064,31100,32181,21402,18948,12032,13423,10734,17150,26272
"Philippines",15,"Shark liver oil","fish_oil",,,,,,,,,,,,,,,,180,188,104,50,14,6,1,0,0,0,0,90,51,33,0,0,0,0,0,0,0
"Philippines",15,"Z_TOTAL","corals",,,,,,,,,,,,,,,,1789,3135,1656,2260,1785,1925,1832,1724,1254,1239,1805,2196,3207,4724,3740,2702,0,0,0,0,0
"Philippines",15,"Z_TOTAL","fish_oil",,218,213,292,586,507,204,337,342,518,500,176,109,81,91,180,188,104,50,14,6,1,12.1147320086481,12.5515320890308,6,38,113,74.2284903117959,33,6,27,37,740,241,78,74
"Philippines",15,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,4659,5217,5874,6211,6399,6007,5843,5441,5558,5741,5542,5632,5911,6941,6698,6660,6766,6441,5555,5166,5503
"Philippines",15,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,27137,20837,21831,23557,28921,26780,27663,26954,32311,49081,32561,31064,31100,32181,21402,18948,12032,13423,10734,17150,26272
"Philippines",15,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545,2188,1552,3449,5583
"Philippines",15,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,13,5,6,11,5,4,15,9,7,14,15,17,13,18,15,15,10,6,5,4,5
"Poland",178,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3
"Poland",178,"Fish body oils, nei","fish_oil",,,,,,,,,,,,107,0,0,0,0,0,6,0,12,20.6545130829766,0,9,0,21.74653977111,1,20.92751975501,1,15,18,225,285,205,245,333,290
"Poland",178,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,0.310975609756098,0,0,1,0.554115853658537,0.310975609756098,2,0,0,0,0,0,4,1.52667682926829
"Poland",178,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,211,206,159,0,0,0,0,0,0,0,0,0,0,0,0,483,491,343
"Poland",178,"Z_TOTAL","fish_oil",,,,,,,,,,,,107,0,0,0,0,0,6,0,12,20.6545130829766,0,9.3109756097561,0,21.74653977111,2,21.4816356086685,1.3109756097561,17,18,225,285,205,245,337,291.526676829268
"Poland",178,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3
"Poland",178,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,211,206,159,0,0,0,0,0,0,0,0,0,0,0,0,483,491,343
"Portugal",183,"Agar agar nei","seaweeds",561,460,551,421,469,375,330,321,305,328,331,347,318,301,0,0,0,0,146,120,115,168,152,292,240,288,300,263,180,320,305,188,219,165,224,152
"Portugal",183,"Cod liver oil","fish_oil",1443,840,536,301,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Portugal",183,"Fish body oils, nei","fish_oil",4512,4636,3217,4017,3739,4741,3239,2700,1843,2057,1608,2126,651,57,47,835,120,487,196,826,618,876,699,310,900,786,803,1116,774,965,480,412,601,300,373,351
"Portugal",183,"Fish liver oils, nei","fish_oil",90,25,7,36,178,269,28,483,20,92,341,247,1948,1812,1363,2505,3014,1736,1345,1496,1624,1214,1064,907,732,592,400,311,267,420,505,678,947,423,328,526
"Portugal",183,"Halibuts, liver oils","fish_oil",,,,,,,,,,,,,,,,,,,,108,0,24,0,0,4.69364856322953,3,0,0,0,4,0,0,0,0,87,18
"Portugal",183,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,1,3,0,46,4,7,0,0,1,1,0,11,0,22.4879725085911,12.127147766323,25.9415807560137,22.4879725085911
"Portugal",183,"Natural sponges other than raw","sponges",,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0.131578947368421,0,0,0,0,0,0,0.526315789473684,0,0,0.394736842105263
"Portugal",183,"Natural sponges raw","sponges",,,,,,,,,,0.0185185185185185,0,0,0.0925925925925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740740740740741,1,0
"Portugal",183,"Ornamental saltwater fish","ornamentals",,,,,,,,,,,,,1,0,0,0,0,6.35892114827814,0,0,0,0,0,0,0,0,0,6.35892114827814,0,41,39,10,71,26,4,5
"Portugal",183,"Other seaweeds and aquatic plants and products thereof","seaweeds",591,482,346,707,455,100,654,0,0,0,0,0,387,388,266,1218,1537,548,451,855,546,226,314,195,259,164,103,94,110,28,40,298,16,18,19,22
"Portugal",183,"Shark liver oil","fish_oil",,,,,,,,16,228,936,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Portugal",183,"Shells nei","shells",17,62,64,131,99,22,0,27,29,21,29,63,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Portugal",183,"Z_TOTAL","fish_oil",6045,5501,3760,4354,4147,5010,3267,3199,2091,3085,1949,2373,2997,1869,1410,3340,3134,2223,1541,2430,2242,2114,1763,1217,1636.69364856323,1381,1203,1427,1041,1389,985,1090,1548,723,788,895
"Portugal",183,"Z_TOTAL","ornamentals",,,,,,,,,,,,,1,0,0,0,0,6.35892114827814,0,0,0,0,0,0,0,0,0,6.35892114827814,0,41,39,10,71,26,4,5
"Portugal",183,"Z_TOTAL","seaweeds",1152,942,897,1128,924,475,984,321,305,328,331,347,705,689,266,1218,1537,548,597,975,661,394,466,487,499,452,403,357,290,348,345,486,235,183,243,174
"Portugal",183,"Z_TOTAL","shells",17,62,64,131,99,22,0,27,29,21,29,63,23,31,0,0,0,0,0,1,3,0,46,4,7,0,0,1,1,0,11,0,22.4879725085911,12.127147766323,25.9415807560137,22.4879725085911
"Portugal",183,"Z_TOTAL","sponges",,,,,,,,,,0.0185185185185185,0,0,0.0925925925925926,0,0,0,0,0,5,0,0,0,0,0,0,0.131578947368421,0,0,0,0,0,0,0.526315789473684,0.740740740740741,1,0.394736842105263
"Republique du Congo",100,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,0.0769230769230769,2.17948717948718,1.97435897435897,1.97435897435897,2.1025641025641,2.46153846153846,3.38461538461539,4.7948717948718,4.61538461538462,2.12820512820513,0,3.35897435897436,0,0,0,0,3
"Republique du Congo",100,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,0.0769230769230769,2.17948717948718,1.97435897435897,1.97435897435897,2.1025641025641,2.46153846153846,3.38461538461539,4.7948717948718,4.61538461538462,2.12820512820513,0,3.35897435897436,0,0,0,0,3
"Romania",72,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,,,,,,66.5341970473034,65.4983428743597,64.4624887014161,63.4266345284724,1,0,0,0,0,0,0,533
"Romania",72,"Coral and the like","corals",,,,,,,,,,,,,,,,,10,45,67,0,87,0,92,88,59,120,106,75,100,96,94,89,93,96,112,93
"Romania",72,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,496,1399,15,24,2,154,442
"Romania",72,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,31,250,30,0,0,3,0
"Romania",72,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,,14,0,9,0,0,0,19,88,144,63,51,47,25,55,0,0,0,0,0,0
"Romania",72,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,2,8,2,4,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0
"Romania",72,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,0,1,3,0,1,1,16,230,544
"Romania",72,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,10,45,67,0,87,0,92,88,59,120,106,75,100,96,94,89,93,96,112,93
"Romania",72,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,527,1649,45,24,2,157,442
"Romania",72,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,2,8,2,4,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0
"Romania",72,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,0,0,0,0,66.5341970473034,65.4983428743597,68.4624887014161,63.4266345284724,2,3,0,1,1,16,230,1077
"Romania",72,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,14,0,9,0,0,0,19,88,144,63,51,47,25,55,0,0,0,0,0,0
"Russia",73,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,1,4,12,21,1,2,5,28
"Russia",73,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,,,1681,1788,6,2614,2815,1790,2241,1588,683,1636,141,536
"Russia",73,"Fish body oils, nei","fish_oil",100,138,216,330,140,280,80,241,0,161,80,80,30641,37272,45653,28796,2578,2351,1117,1125,2244,1555,1068,1336,1383,480,235,248,259,221,232,86,152,187,116,156
"Russia",73,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,1250,2152,0,63,27,25,15,0,27,21,8,16,19,6,4,4,0,0,0,1
"Russia",73,"Natural sponges raw","sponges",,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,13,1,24,0,0,0,0,0,0
"Russia",73,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,37,5,225,186,266,344,193,93,34,55,50,38,74,85
"Russia",73,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,,,1681,1788,6,2614,2815,1790,2241,1588,683,1636,141,536
"Russia",73,"Z_TOTAL","fish_oil",100,138,216,330,140,280,80,241,0,161,80,80,30641,37272,45653,28796,3828,4503,1117,1188,2271,1580,1083,1336,1410,501,243,264,278,227,236,90,152,187,116,157
"Russia",73,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,38,5,226,187,267,344,194,97,46,76,51,40,79,113
"Russia",73,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,13,1,24,0,0,0,0,0,0
"Saba",248,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,,,0.0616485013623978,0.25,0.5,0.25,0,0,0,0,0,0,0,0
"Saba",248,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,0.774677036157102,0.75,0.919091989011805,0.5,0.5,0.25,0.5,0.5,0,1.5,2,2.25,0.5,0.5,0,0
"Saba",248,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,,,0.0616485013623978,0.25,0.5,0.25,0,0,0,0,0,0,0,0
"Saba",248,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,0.774677036157102,0.75,0.919091989011805,0.5,0.5,0.25,0.5,0.5,0,1.5,2,2.25,0.5,0.5,0,0
"Saint Helena",86,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,0,0,0,0
"Saint Helena",86,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
"Saint Lucia",122,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,0.131777625257378,0.131777625257378,0,2,1,1,1,1,0.131777625257378,0,0,0,0,0.131777625257378,0.131777625257378
"Saint Lucia",122,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,0.131777625257378,0.131777625257378,0,2,1,1,1,1,0.131777625257378,0,0,0,0,0.131777625257378,0.131777625257378
"Saint Vincent and the Grenadines",127,"Fish body oils, nei","fish_oil",,,,,,3,0,0,0.513888888888888,0.513888888888888,1,1,0,0,0,0,0,0,0,1,0,0,0,0.937499999999999,1,1,1,1,0,1,0,0,0,0,0,0
"Saint Vincent and the Grenadines",127,"Fish liver oils, nei","fish_oil",0.373831775700935,0,0,0,0,0,0,0,2,0.373831775700935,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Saint Vincent and the Grenadines",127,"Z_TOTAL","fish_oil",0.373831775700935,0,0,0,0,3,0,0,2.51388888888889,0.887720664589823,2,2,0,0,0,0,0,0,0,1,0,0,0,1.9375,1,1,1,1,0,1,0,0,0,0,0,0
"Samoa",152,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,18,2,6,11,26,0,0,1,0,0,0,0,1,0,0,48,0
"Samoa",152,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,18,2,6,11,26,0,0,1,0,0,0,0,1,0,0,48,0
"Sao Tome and Principe",103,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0
"Sao Tome and Principe",103,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saudi Arabia",50,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,14,42,26,16,0,0
"Saudi Arabia",50,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,0,32,21,6,4,0,0
"Saudi Arabia",50,"Natural sponges nei","sponges",,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,19,112,27,43,0,3,0,0,0
"Saudi Arabia",50,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,9,0,3,0,0,55,104,8,78,79,100,209,158,200,35,46,38,0,0
"Saudi Arabia",50,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,8,0,0,22,0,0,0,20,0,0,0,1,0,0
"Saudi Arabia",50,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,14,42,26,16,0,0
"Saudi Arabia",50,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,9,0,3,0,0,55,104,8,78,79,100,209,158,200,35,46,38,0,0
"Saudi Arabia",50,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,8,0,0,22,0,0,0,20,0,0,0,1,0,0
"Saudi Arabia",50,"Z_TOTAL","shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,0,32,21,6,4,0,0
"Saudi Arabia",50,"Z_TOTAL","sponges",,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,19,112,27,43,0,3,0,0,0
"Senegal",66,"Clupeoid oils, nei","fish_oil",,,,374,5,253,0,0,0,15,3,10,0,32,45,30,24,19,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0
"Senegal",66,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,1250,23,0,0,0,0,0,0,0,0,0,22,1,202
"Senegal",66,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,0,0,26,400,9,0,0
"Senegal",66,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,120,84,0,0,1,0,0,0,0,4,0,4,14,628,14,0,30
"Senegal",66,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,,,560,0,7,21,37,78,55,14,11,0,0,25,26,19
"Senegal",66,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,1250,23,0,0,0,0,0,0,0,0,0,22,1,202
"Senegal",66,"Z_TOTAL","fish_oil",,,,374,5,253,0,0,0,15,3,10,0,32,45,30,24,19,0,120,84,0,21,1,10,0,0,0,14,0,4,40,1028,23,0,30
"Senegal",66,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,,,,,560,0,7,21,37,78,55,14,11,0,0,25,26,19
"Seychelles",31,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,91.5801329284818,75,0,0,0,128,731,537,601,434,582
"Seychelles",31,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,,,,,,,,,,91.5801329284818,75,0,0,0,128,731,537,601,434,582
"Sierra Leone",96,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,5,5,0,0.81871745683749,1,0,0.284667032063579,2.10043847629488,1.56638805152096,0.711907371882708,0,0.498287201973143,0,0,0.711907371882708,0.605097286927925,0.605097286927925
"Sierra Leone",96,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,5,5,0,0.81871745683749,1,0,0.284667032063579,2.10043847629488,1.56638805152096,0.711907371882708,0,0.498287201973143,0,0,0.711907371882708,0.605097286927925,0.605097286927925
"Singapore",208,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,126,126,114,32,49,42,42,25,36,62,78,30,49,48,67,58,28,43
"Singapore",208,"Coral and the like","corals",,,,,,,,,,,,,,,1012,453,498,330,188,210,71,102,106,58,46,110,41,21,23,13,31,33,5,9,0,0
"Singapore",208,"Fish body oils, nei","fish_oil",,,,243,167,10,19,10,30,33,113,112,35,32,32,16,25,15,36,61,71,59.2244747508115,155,3,153,137,100,118,156,208,180,148,63,15,59,75
"Singapore",208,"Fish liver oils, nei","fish_oil",,,,25,26,36,65,124,216,82,30,11,15,72,23,83,53,47,56,37,31,38,43,57,28,120,15,18,20,7,27,10,8,33,44,4
"Singapore",208,"Natural sponges raw","sponges",,,,,,,,,,,,,,,0.503033743416032,7,0.542128087252694,3,1,0.424845055742709,0.542128087252694,0.620316774926017,0.698505462599341,0.659411118762679,1,9,1,1,6,2,7,0,0,0,0,0
"Singapore",208,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Singapore",208,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,5864,262,494,331,538,634,267,198,208,172,246,282,431,400,396,292,329,178
"Singapore",208,"Z_TOTAL","corals",,,,,,,,,,,,,,,1012,453,498,330,188,210,71,102,106,58,46,110,41,21,23,13,31,33,5,9,0,0
"Singapore",208,"Z_TOTAL","fish_oil",,,,268,193,46,84,134,246,115,143,123,50,104,55,99,78,62,92,98,102,97.2244747508115,198,60,181,257,115,136,176,215,207,158,71,48,103,79
"Singapore",208,"Z_TOTAL","ornamentals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Singapore",208,"Z_TOTAL","seaweeds",,,,,,,,,,,,,,,,,,,5990,388,608,363,587,676,309,223,244,234,324,312,480,448,463,350,357,221
"Singapore",208,"Z_TOTAL","sponges",,,,,,,,,,,,,,,0.503033743416032,7,0.542128087252694,3,1,0.424845055742709,0.542128087252694,0.620316774926017,0.698505462599341,0.659411118762679,1,9,1,1,6,2,7,0,0,0,0,0
"Sint Eustatius",249,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,,,0.0616485013623978,0.25,0.5,0.25,0,0,0,0,0,0,0,0
"Sint Eustatius",249,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,0.774677036157102,0.75,0.919091989011805,0.5,0.5,0.25,0.5,0.5,0,1.5,2,2.25,0.5,0.5,0,0
"Sint Eustatius",249,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,,,0.0616485013623978,0.25,0.5,0.25,0,0,0,0,0,0,0,0
"Sint Eustatius",249,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,0.774677036157102,0.75,0.919091989011805,0.5,0.5,0.25,0.5,0.5,0,1.5,2,2.25,0.5,0.5,0,0
"Sint Maarten",220,"Coral and the like","corals",,,,,,,,,,,,,,,,,,,,,,,,,0.0616485013623978,0.25,0.5,0.25,0,0,0,0,0,0,0,0
"Sint Maarten",220,"Ornamental fish nei","ornamentals",,,,,,,,,,,,,,,,,,,,,0.774677036157102,0.75,0.919091989011805,0.5,0.5,0.25,0.5,0.5,0,1.5,2,2.25,0.5,0.5,0,0
"Sint Maarten",220,"Z_TOTAL","corals",,,,,,,,,,,,,,,,,,,,,,,,,0.0616485013623978,0.25,0.5,0.25,0,0,0,0,0,0,0,0
"Sint Maarten",220,"Z_TOTAL","ornamentals",,,,,,,,,,,,,,,,,,,,,0.774677036157102,0.75,0.919091989011805,0.5,0.5,0.25,0.5,0.5,0,1.5,2,2.25,0.5,0.5,0,0
"Slovenia",188,"Agar agar nei","seaweeds",,,,,,,,,,,,,,,,,,,0,0,0,0,0.157906010428103,0,0,0,0.211233517951724,0,0.264561025475344,5,0,5,20,3,8,13
"Slovenia",188,"Fish body oils, nei","fish_oil",,,,,,,,,,,,,,,,,1,0,0,0,0,0,0.366984447812397,0,0,0,1,0,0,0,0.348357542490984,2,5,16,22,21
"Slovenia",188,"Fish liver oils, nei","fish_oil",,,,,,,,,,,,,,,,,,,,,,1.39970554048818,1,1,2,2,2,1,1,3,1,3,2,3,1,2
"Slovenia",188,"Miscellaneous corals and shells","shells",,,,,,,,,,,,,,,,,,,1,1,2.43072870586343,2.43072870586343,6,8,8,2.43072870586343,1,2.43072870586343,0,2,3.34736185956728,1,2.43072870586343,4,7,47
"Slovenia",188,"Natural sponges nei","sponges",,,,,,,,,,,,,,,,,,,,,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenia",188,"Other seaweeds and aquatic plants and products thereof","seaweeds",,,,,,,,,,,,,,,,,,,,,0.0742589218640716,0,0,0.126007028693302,0,0,0,0.126007028693302,0,0,0,0.0742589218640716,1.10922105844868,1,9,14
"Slovenia",188,"Z_TOTAL","fish_oil",,,,,,,,,,,,,,,,,1,0,0,0,0,1.39970554048818,1.3669844478124,1,2,2,3,1,1,3,1.34835754249098,5,7,19,23,23
