"rgn_name","rgn_id","product","year","tonnes","usd","gapfill_sum","tonnes_rollmean","usd_rollmean","tonnes_peak","usd_peak","usd_peak_product_weight","tonnes_rel","usd_rel"
"New Caledonia",5,"ornamentals",1984,2,22.6666666666667,0,2,22.6666666666667,3.7375,102.05,0.104145936981758,0.535117056856187,0.222113343132451
"New Caledonia",5,"ornamentals",1985,2.75,32.5,1,2.75,32.5,3.7375,102.05,0.104145936981758,0.735785953177257,0.318471337579618
"New Caledonia",5,"ornamentals",1986,2,26.75,0,2,26.75,3.7375,102.05,0.104145936981758,0.535117056856187,0.262126408623224
"New Caledonia",5,"ornamentals",1987,2,26.75,0,2,26.75,3.7375,102.05,0.104145936981758,0.535117056856187,0.262126408623224
"New Caledonia",5,"ornamentals",1988,1.25,15.5,1,1.25,15.5,3.7375,102.05,0.104145936981758,0.334448160535117,0.151886330230279
"New Caledonia",5,"ornamentals",1989,0,0,1,0,0,3.7375,102.05,0.104145936981758,0,0
"New Caledonia",5,"ornamentals",1990,0,0,1,0,0,3.7375,102.05,0.104145936981758,0,0
"New Caledonia",5,"ornamentals",1991,0,0,1,0,0,3.7375,102.05,0.104145936981758,0,0
"New Caledonia",5,"ornamentals",1992,0,0,1,0,0,3.7375,102.05,0.104145936981758,0,0
"New Caledonia",5,"ornamentals",1993,0,0,1,0,0,3.7375,102.05,0.104145936981758,0,0
"New Caledonia",5,"ornamentals",1994,0,0,1,0,0,3.7375,102.05,0.104145936981758,0,0
"New Caledonia",5,"ornamentals",1995,1,32.75,1,1,32.75,3.7375,102.05,0.104145936981758,0.267558528428094,0.320921117099461
"New Caledonia",5,"ornamentals",1996,2.25,60.5,1,2.25,60.5,3.7375,102.05,0.104145936981758,0.602006688963211,0.592846643802058
"New Caledonia",5,"ornamentals",1997,2.5,65.5,0,2.5,65.5,3.7375,102.05,0.104145936981758,0.668896321070234,0.641842234198922
"New Caledonia",5,"ornamentals",1998,4.25,89.5,0,4.25,89.5,3.7375,102.05,0.104145936981758,1,0.877021068103871
"New Caledonia",5,"ornamentals",1999,5,84.75,0,5,84.75,3.7375,102.05,0.104145936981758,1,0.83047525722685
"New Caledonia",5,"ornamentals",2000,4.75,78.75,0,4.75,78.75,3.7375,102.05,0.104145936981758,1,0.771680548750612
"New Caledonia",5,"ornamentals",2001,5.75,100,0,5.75,100,3.7375,102.05,0.104145936981758,1,0.979911807937286
"New Caledonia",5,"ornamentals",2002,5.25,106,0,5.25,106,3.7375,102.05,0.104145936981758,1,1
"New Caledonia",5,"ornamentals",2003,4.5,104.5,0,4.5,104.5,3.7375,102.05,0.104145936981758,1,1
"New Caledonia",5,"ornamentals",2004,4.25,108,0,4.25,108,3.7375,102.05,0.104145936981758,1,1
