"rgn_id","commodity","product","value_ext","rgn_name","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
54,"Miscellaneous corals and shells","shells",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,5,124,64,91,247,
54,"Miscellaneous corals and shells","shells",TRUE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247
54,"Natural sponges nei","sponges",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,4,22,10,292,424,15,139,37,6,0,0,0,0
54,"Ornamental fish nei","ornamentals",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,9,64,4,15,,,,,,5,,15,,,10,8,19
54,"Ornamental saltwater fish","ornamentals",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,,,15
54,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,18,,,56,1,101
54,"Shells nei","shells",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,0,0,0,0,0
54,"Z_TOTAL","corals",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,17,0,0,0,0,0
54,"Z_TOTAL","fish_oil",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,67,46,28,44,14,96,106,130,17,3,156,254,347
54,"Z_TOTAL","ornamentals",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,9,64,4,15,,,,,,12,,17,,,10,8,34
54,"Z_TOTAL","seaweeds",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,95,,,171,234,147
54,"Z_TOTAL","shells",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,18,124,64,91,247,
54,"Z_TOTAL","shells",TRUE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247
54,"Z_TOTAL","sponges",FALSE,"United Arab Emirates",,,,,,,,,,,,,,,,,,,,,,,,4,22,10,292,424,15,139,37,6,0,0,0,0
59,"Agar agar nei","seaweeds",FALSE,"Belgium",,,1,1,1,44,29,101,128,170,104,136,70,31,,,,,133,241,229,181,213,702,611,404,452,420,541,805,781,1358,1503,1478,1617,1611
59,"Fish body oils, nei","fish_oil",FALSE,"Belgium",149,130,140,181,244,75,52,98,230,74,101,576,109,159,173,79,91,274,311,1132,1268,831,643,362,259,88,529,1946,11355,18470,21656,20529,14290,25706,17334,21060
59,"Fish liver oils, nei","fish_oil",FALSE,"Belgium",138,30,24,60,118,38,23,12,33,67,155,406,749,393,173,149,123,209,146,355,141,124,223,220,162,206,279,308,372,184,139,358,487,224,189,119
59,"Halibuts, liver oils","fish_oil",FALSE,"Belgium",,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,,0,0,0,0,96,38,0,3
59,"Miscellaneous corals and shells","shells",FALSE,"Belgium",,,,,,,,,,,,,,,186,196,300,506,540,280,196,219,195,64,144,281,358,353,518,14137,17631,16430,16279,1572,1100,1273
59,"Natural sponges other than raw","sponges",FALSE,"Belgium",,,,,,,,,,,,,,,,,,,238,289,323,307,336,236,215,213,140,169,235,304,128,129,149,99,70,40
59,"Natural sponges raw","sponges",FALSE,"Belgium",2,2,2,1,2,44,29,32,17,25,24,44,66,84,78,223,268,252,238,7,8,1,,,1,115,88,68,26,,1,1,,,,1
59,"Ornamental saltwater fish","ornamentals",FALSE,"Belgium",,,,,,,,,,,,,174,82,117,71,129,197,283,285,194,121,20,33,18,415,617,241,123,97,30,51,40,45,68,90
59,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Belgium",,,,,,,,,,,,,336,247,155,141,180,371,886,383,303,340,490,456,384,732,990,1713,1478,1682,1067,1583,1553,1508,1893,1487
59,"Shells nei","shells",FALSE,"Belgium",3,4,4,4,4,119,87,185,137,151,217,245,212,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"Z_TOTAL","fish_oil",FALSE,"Belgium",287,160,164,241,362,113,75,110,263,141,256,982,858,552,346,228,214,483,457,1487,1409,958,866,582,421,294,808,2254,11727,18654,21795,20887,14873,25968,17523,21182
59,"Z_TOTAL","ornamentals",FALSE,"Belgium",,,,,,,,,,,,,174,82,117,71,129,197,283,285,194,121,20,33,18,415,617,241,123,97,30,51,40,45,68,90
59,"Z_TOTAL","seaweeds",FALSE,"Belgium",,,1,1,1,44,29,101,128,170,104,136,406,278,155,141,180,371,1019,624,532,521,703,1158,995,1136,1442,2133,2019,2487,1848,2941,3056,2986,3510,3098
59,"Z_TOTAL","shells",FALSE,"Belgium",3,4,4,4,4,119,87,185,137,151,217,245,212,158,186,196,300,506,540,280,196,219,195,64,144,281,358,353,518,14137,17631,16430,16279,1572,1100,1273
59,"Z_TOTAL","sponges",FALSE,"Belgium",2,2,2,1,2,44,29,32,17,25,24,44,66,84,78,223,268,252,476,296,331,308,336,236,216,328,228,237,261,304,129,130,149,99,70,41
61,"Coral and the like","corals",FALSE,"Tunisia",,,,,,,,,,,,,,,548,530,254,404,1253,1166,1624,1733,937,1295,0,0,0,0,0,0,0,0,0,0,0,0
61,"Fish body oils, nei","fish_oil",FALSE,"Tunisia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
61,"Miscellaneous corals and shells","shells",FALSE,"Tunisia",,,,,,,,,,,,,,,,,,,,,,,,3,999,809,832,1181,1128,951,1293,1965,2471,3045,6157,11088
61,"Natural sponges raw","sponges",FALSE,"Tunisia",,,,,,,,,,,,,,,2223,1729,1973,1629,2355,2456,2630,2473,2423,1464,1243,1459,1882,2555,2920,2872,,2679,2722,1008,,
61,"Ornamental fish nei","ornamentals",FALSE,"Tunisia",,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,6,50,13,0
61,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Tunisia",,,,,,,,,,,,,,,,,,,,3,,,,,88,13,15,50,10,1335,848,919,221,65,55,45
61,"Z_TOTAL","corals",FALSE,"Tunisia",,,,,,,,,,,,,,,548,530,254,404,1253,1166,1624,1733,937,1295,0,0,0,0,0,0,0,0,0,0,0,0
61,"Z_TOTAL","fish_oil",FALSE,"Tunisia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
61,"Z_TOTAL","ornamentals",FALSE,"Tunisia",,,,,,,,,,,,,,,215,,,,,,,,,,,,,,,,,,6,50,13,0
61,"Z_TOTAL","seaweeds",FALSE,"Tunisia",,,,,,,,,,,,,,,,,,,,3,,,,,88,13,15,50,10,1335,848,919,221,65,55,45
61,"Z_TOTAL","shells",FALSE,"Tunisia",,,,,,,,,,,,,,,,,,,,,,,,3,999,809,832,1181,1128,951,1293,1965,2471,3045,6157,11088
61,"Z_TOTAL","sponges",FALSE,"Tunisia",,,,,,,,,,,,,,,2223,1729,1973,1629,2355,2456,2630,2473,2423,1464,1243,1459,1882,2555,2920,2872,,2679,2722,1008,,
62,"Agar agar nei","seaweeds",FALSE,"Morocco",,,,,,,,,,,,,,,,,,,15625,17840,19110,17805,17010,18709,20108,18227,18029,18437,19854,19520,22793,26873,22547,20202,22675,22516
62,"Coral and the like","corals",FALSE,"Morocco",,,,,,,,,,,,,,,,,,,625,559,259,204,282,462,599,658,1747,567,9,0,0,0,0,0,0,0
62,"Fish body oils, nei","fish_oil",FALSE,"Morocco",1356,2094,2391,2462,1153,2878,218,2459,1334,2,922,455,154,152,1128,1075,705,175,206,4074,1755,3290,2039,1264,2499,10497,6351,11640,18415,15296,16900,21516,36897,28904,38987,28391
62,"Fish liver oils, nei","fish_oil",FALSE,"Morocco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,759,4698,2280,808,338
62,"Miscellaneous corals and shells","shells",FALSE,"Morocco",,,,,,,,,,,,,,,,,,,,,,,,,,,,561,866,456,155,282,517,480,599,677
62,"Natural sponges raw","sponges",FALSE,"Morocco",,,,,,,,,,,,,,,,,,,1,,,29,1,1,8,0,0,0,0,0,0,1,0,0,0,0
62,"Ornamental saltwater fish","ornamentals",FALSE,"Morocco",,,,,,,,,,,,,,,,,,,,,,,,,,,644,6475,7090,7629,7966,9244,1510,0,0,0
62,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Morocco",,,,,,,,,,,,,,,,,,111,1304,1397,3136,2888,3816,4980,5240,5031,4768,6264,7103,13706,18607,11795,8849,8492,9429,6679
62,"Z_TOTAL","corals",FALSE,"Morocco",,,,,,,,,,,,,,,,,,,625,559,259,204,282,462,599,658,1747,567,9,0,0,0,0,0,0,0
62,"Z_TOTAL","fish_oil",FALSE,"Morocco",1356,2094,2391,2462,1153,2878,218,2459,1334,2,922,455,154,152,1128,1075,705,175,206,4074,1755,3290,2039,1264,2499,10497,6351,11640,18415,15296,17466,22275,41595,31184,39795,28729
62,"Z_TOTAL","ornamentals",FALSE,"Morocco",,,,,,,,,,,,,,,,,,,,,,,,,,,644,6475,7090,7629,7966,9244,1510,0,0,0
62,"Z_TOTAL","seaweeds",FALSE,"Morocco",,,,,,,,,,,,,,,,,,111,16929,19237,22246,20693,20826,23689,25348,23258,22797,24701,26957,33226,41400,38668,31396,28694,32104,29195
62,"Z_TOTAL","shells",FALSE,"Morocco",,,,,,,,,,,,,,,,,,,,,,,,,,,,561,866,456,155,282,517,480,599,677
62,"Z_TOTAL","sponges",FALSE,"Morocco",,,,,,,,,,,,,,,,,,,1,,,29,1,1,8,0,0,0,0,0,0,1,0,0,0,0
64,"Agar agar nei","seaweeds",FALSE,"Mauritania",,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"Cod liver oil","fish_oil",FALSE,"Mauritania",,,,,,,,,,,,,,,,,,,,,,,,,186,163,69,38,17,69,34,76,159,50,920,0
64,"Fish body oils, nei","fish_oil",FALSE,"Mauritania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,699
64,"Fish liver oils, nei","fish_oil",FALSE,"Mauritania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,1220
64,"Ornamental fish nei","ornamentals",FALSE,"Mauritania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0
64,"Z_TOTAL","fish_oil",FALSE,"Mauritania",,,,,,,,,,,,,,,,,,,,,,,,,186,163,69,38,17,69,34,76,159,50,1789,1919
64,"Z_TOTAL","ornamentals",FALSE,"Mauritania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0
64,"Z_TOTAL","seaweeds",FALSE,"Mauritania",,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"Miscellaneous corals and shells","shells",FALSE,"Gambia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
65,"Natural sponges nei","sponges",FALSE,"Gambia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
65,"Ornamental fish nei","ornamentals",FALSE,"Gambia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,4
65,"Z_TOTAL","ornamentals",FALSE,"Gambia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,4
65,"Z_TOTAL","shells",FALSE,"Gambia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
65,"Z_TOTAL","sponges",FALSE,"Gambia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0
66,"Clupeoid oils, nei","fish_oil",FALSE,"Senegal",,,,150,16,69,,,,4,1,30,,90,42,60,33,3,,,,,24,0,2,0,0,0,0,0,0,0,0,0,0,0
66,"Coral and the like","corals",FALSE,"Senegal",,,,,,,,,,,,,,,,,,,,,,,2106,22,0,0,0,0,0,0,0,0,,1,2,32
66,"Fish body oils, nei","fish_oil",FALSE,"Senegal",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,35,0,0,124,187,7,0,0
66,"Fish liver oils, nei","fish_oil",FALSE,"Senegal",,,,,,,,,,,,,,,,,,,,100,109,,,3,,,0,,16,,19,256,287,71,0,80
66,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Senegal",,,,,,,,,,,,,,,,,,,,,,,343,,13,35,29,169,124,30,22,2,0,51,37,20
66,"Z_TOTAL","corals",FALSE,"Senegal",,,,,,,,,,,,,,,,,,,,,,,2106,22,0,0,0,0,0,0,0,0,,1,2,32
66,"Z_TOTAL","fish_oil",FALSE,"Senegal",,,,150,16,69,,,,4,1,30,,90,42,60,33,3,,100,109,,24,3,2,0,0,0,51,0,19,380,474,78,0,80
66,"Z_TOTAL","seaweeds",FALSE,"Senegal",,,,,,,,,,,,,,,,,,,,,,,343,,13,35,29,169,124,30,22,2,0,51,37,20
67,"Fish body oils, nei","fish_oil",FALSE,"Libya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,20,0,0
67,"Fish liver oils, nei","fish_oil",FALSE,"Libya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,87
67,"Natural sponges nei","sponges",FALSE,"Libya",,,,,,,,,,,,,,,,,,,,,,,,83,0,0,0,0,0,0,0,0,0,0,0,0
67,"Natural sponges other than raw","sponges",FALSE,"Libya",,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0
67,"Natural sponges raw","sponges",FALSE,"Libya",,,,,,,,,,,,,,,,,,,,,,,362,,650,1060,663,141,213,255,,0,0,0,113,0
67,"Ornamental fish nei","ornamentals",FALSE,"Libya",,,,,,,,,,,,,,,,,,,,,,6,0,14,72,24,20,0,0,3,0,0,0,0,0,0
67,"Z_TOTAL","fish_oil",FALSE,"Libya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,104,20,0,87
67,"Z_TOTAL","ornamentals",FALSE,"Libya",,,,,,,,,,,,,,,,,,,,,,6,0,14,72,24,20,0,0,3,0,0,0,0,0,0
67,"Z_TOTAL","sponges",FALSE,"Libya",,,,,,,,,,,,,,,,,,,,,,,362,83,650,1067,663,141,213,255,0,0,0,0,113,0
68,"Fish liver oils, nei","fish_oil",FALSE,"Malta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0
68,"Z_TOTAL","fish_oil",FALSE,"Malta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0
69,"Agar agar nei","seaweeds",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,18,8,16,0,0,0,0,5,5,0,1,2,,,0,6,8,39
69,"Fish body oils, nei","fish_oil",FALSE,"Latvia",,,,,,,,,,,,,,,,,,73,60,104,53,55,24,135,177,277,316,310,165,269,164,299,362,227,227,846
69,"Fish liver oils, nei","fish_oil",FALSE,"Latvia",,,,,,,,,,,,,,,,,,5,3,,,,10,,,,,,,1,,10,6,29,52,15
69,"Miscellaneous corals and shells","shells",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,38,46,100
69,"Natural sponges nei","sponges",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,0
69,"Natural sponges other than raw","sponges",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,34,33,6,14,27,15
69,"Natural sponges raw","sponges",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0
69,"Ornamental fish nei","ornamentals",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,25,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
69,"Ornamental saltwater fish","ornamentals",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
69,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,,,,,7,12,21,35,44,26,31,20,24,47,162,114,226,359
69,"Z_TOTAL","fish_oil",FALSE,"Latvia",,,,,,,,,,,,,,,,,,78,63,104,53,55,34,135,177,277,316,310,165,270,164,309,368,256,279,861
69,"Z_TOTAL","ornamentals",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,25,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
69,"Z_TOTAL","seaweeds",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,18,8,16,0,7,12,21,40,49,26,32,22,24,47,162,120,234,398
69,"Z_TOTAL","shells",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,38,46,100
69,"Z_TOTAL","sponges",FALSE,"Latvia",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,5,7,39,33,6,14,27,15
70,"Agar agar nei","seaweeds",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,497,471,619,1049,658,361,62,353,478,450,352,29,260,152
70,"Fish body oils, nei","fish_oil",FALSE,"Estonia",,,,,,,,,,,,,,,,,2,1,2,3,8,3,2,2,15,10,24,6,1,0,0,8,77,33,44,28
70,"Fish liver oils, nei","fish_oil",FALSE,"Estonia",,,,,,,,,,,,,,,,,,10,2,12,1,,,,,2,,11,2,21,39,162,0,1,0,6
70,"Miscellaneous corals and shells","shells",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,1,
70,"Miscellaneous corals and shells","shells",TRUE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70,"Natural sponges nei","sponges",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
70,"Natural sponges other than raw","sponges",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
70,"Ornamental fish nei","ornamentals",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,4,0,0,0,0,0,0,0,0
70,"Ornamental saltwater fish","ornamentals",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,0,,0,0
70,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,140,108,87,111,105,121,99,87,103,265,238,19,74,15
70,"Z_TOTAL","fish_oil",FALSE,"Estonia",,,,,,,,,,,,,,,,,2,11,4,15,9,3,2,2,15,12,24,17,3,21,39,170,77,34,44,34
70,"Z_TOTAL","ornamentals",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,0,4,0,0,8,0,0,0,0,0
70,"Z_TOTAL","seaweeds",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,637,579,706,1160,763,482,161,440,581,715,590,48,334,167
70,"Z_TOTAL","shells",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,1,
70,"Z_TOTAL","shells",TRUE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70,"Z_TOTAL","sponges",FALSE,"Estonia",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
71,"Agar agar nei","seaweeds",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,6,0,0,,0,0,0,0
71,"Coral and the like","corals",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,123,0,0,0,0,0,0,0,0,0,0,0,0
71,"Fish body oils, nei","fish_oil",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"Miscellaneous corals and shells","shells",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,829,439,561,439,122,162,47,77,290,220,824
71,"Natural sponges nei","sponges",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,7,0,0,0,0,0,0
71,"Natural sponges other than raw","sponges",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,0,0
71,"Natural sponges raw","sponges",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,7,6,11,3,7
71,"Ornamental fish nei","ornamentals",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,1,20,13,0,0,0,0,0,0
71,"Ornamental saltwater fish","ornamentals",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0
71,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,86,,30,,,,1,0,0,0,1,0,199,580,445
71,"Z_TOTAL","corals",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,123,0,0,0,0,0,0,0,0,0,0,0,0
71,"Z_TOTAL","fish_oil",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"Z_TOTAL","ornamentals",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,1,20,13,0,0,18,0,0,0
71,"Z_TOTAL","seaweeds",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,86,,30,,,0,1,6,0,0,1,0,199,580,445
71,"Z_TOTAL","shells",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,829,439,561,439,122,162,47,77,290,220,824
71,"Z_TOTAL","sponges",FALSE,"Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,6,,,0,2,3,7,26,7,6,11,3,7
72,"Agar agar nei","seaweeds",FALSE,"Romania",,,,,,,,,,,,,,,,,,,,,,,,,5,14,23,32,22,0,,0,0,0,0,3
72,"Coral and the like","corals",FALSE,"Romania",,,,,,,,,,,,,,,,,36,133,204,0,214,0,249,358,107,499,564,358,526,638,564,552,786,791,890,768
72,"Fish body oils, nei","fish_oil",FALSE,"Romania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,3486,9887,127,128,46,1548,4622
72,"Fish liver oils, nei","fish_oil",FALSE,"Romania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,227,1688,188,0,0,11,3
72,"Natural sponges raw","sponges",FALSE,"Romania",,,,,,,,,,,,,,,,,337,,2,,,,73,255,427,222,150,194,62,312,0,0,0,0,0,0
72,"Ornamental fish nei","ornamentals",FALSE,"Romania",,,,,,,,,,,,,,,,,,2,8,2,4,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0
72,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Romania",,,,,,,,,,,,,,,,,,,,,7,0,0,5,5,6,26,11,7,37,4,7,10,58,133,259
72,"Z_TOTAL","corals",FALSE,"Romania",,,,,,,,,,,,,,,,,36,133,204,0,214,0,249,358,107,499,564,358,526,638,564,552,786,791,890,768
72,"Z_TOTAL","fish_oil",FALSE,"Romania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595,3713,11575,315,128,46,1559,4625
72,"Z_TOTAL","ornamentals",FALSE,"Romania",,,,,,,,,,,,,,,,,,2,8,2,4,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0
72,"Z_TOTAL","seaweeds",FALSE,"Romania",,,,,,,,,,,,,,,,,,,,,7,0,0,5,10,20,49,43,29,37,4,7,10,58,133,262
72,"Z_TOTAL","sponges",FALSE,"Romania",,,,,,,,,,,,,,,,,337,,2,,,,73,255,427,222,150,194,62,312,0,0,0,0,0,0
73,"Agar agar nei","seaweeds",FALSE,"Russia",,,,,,,,,,,,,,,,,,,,,,,21,0,16,7,16,0,20,34,97,229,24,57,67,416
73,"Coral and the like","corals",FALSE,"Russia",,,,,,,,,,,,,,,,,,,,,,,,,68,76,8,106,92,69,73,64,54,76,298,39
73,"Fish body oils, nei","fish_oil",FALSE,"Russia",89,71,148,271,121,266,77,326,0,220,159,177,11779,5588,8166,6509,350,775,936,685,1354,809,396,347,812,282,310,245,334,106,123,113,178,161,133,165
73,"Fish liver oils, nei","fish_oil",FALSE,"Russia",,,,,,,,,,,,,,,,,278,780,0,54,21,23,16,0,37,31,46,39,31,24,21,22,1,0,0,1
73,"Natural sponges raw","sponges",FALSE,"Russia",,,,,,,,,,,,,,,,,,,,,,,,,25,25,39,100,35,314,0,,0,0,0,0
73,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Russia",,,,,,,,,,,,,,,,,,,,,,,36,15,714,293,179,418,330,203,98,366,253,203,361,455
73,"Z_TOTAL","corals",FALSE,"Russia",,,,,,,,,,,,,,,,,,,,,,,,,68,76,8,106,92,69,73,64,54,76,298,39
73,"Z_TOTAL","fish_oil",FALSE,"Russia",89,71,148,271,121,266,77,326,0,220,159,177,11779,5588,8166,6509,628,1555,936,739,1375,832,412,347,849,313,356,284,365,130,144,135,179,161,133,166
73,"Z_TOTAL","seaweeds",FALSE,"Russia",,,,,,,,,,,,,,,,,,,,,,,57,15,730,300,195,418,350,237,195,595,277,260,428,871
73,"Z_TOTAL","sponges",FALSE,"Russia",,,,,,,,,,,,,,,,,,,,,,,,,25,25,39,100,35,314,0,,0,0,0,0
74,"Agar agar nei","seaweeds",FALSE,"Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,0
74,"Fish body oils, nei","fish_oil",FALSE,"Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,153,,300,470,,1125,1070
74,"Ornamental fish nei","ornamentals",FALSE,"Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0
74,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0
74,"Z_TOTAL","fish_oil",FALSE,"Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,153,,300,470,,1125,1070
74,"Z_TOTAL","ornamentals",FALSE,"Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0
74,"Z_TOTAL","seaweeds",FALSE,"Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,6,0
75,"Agar agar nei","seaweeds",FALSE,"Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,7,4,0,15,63,11,5,0
75,"Coral and the like","corals",FALSE,"Ukraine",,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"Fish body oils, nei","fish_oil",FALSE,"Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,3,2,0,0,0,0,3
75,"Fish liver oils, nei","fish_oil",FALSE,"Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
75,"Miscellaneous corals and shells","shells",FALSE,"Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,12,19,10,38,0,0,0,0
75,"Natural sponges nei","sponges",FALSE,"Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,0,11,2,0
75,"Ornamental fish nei","ornamentals",FALSE,"Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
75,"Other seaweeds and aquatic plants and products thereof","seaweeds",FALSE,"Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,32,16,35,29,38,40,44,13,20,19
