"rgn_id","area_2014","area_2015"
1,0,0
2,1.25,1.25
3,3,3
4,751.5,751.5
5,6805.75,6805.75
6,0.25,0.25
7,732.5,732.5
8,757,757
9,332.75,332.75
10,0,0
11,3641.75,3641.75
12,0,0
13,467.5,467.5
14,118.75,118.75
15,2042.75,2042.75
16,72574.25,72574.25
17,76.75,76.75
18,1.5,1.5
19,59,59
20,2717.25,2717.25
21,2,2
24,129.25,129.25
25,4055.5,4055.5
26,75.75,75.75
28,0,0
29,2,2
30,0,0
31,325.75,325.75
32,34.25,34.25
33,0,0
34,0,0
35,0,0
36,0,0
37,43.25,43.25
38,2706.5,2706.5
39,0,0
40,109.5,109.5
41,220,220
42,132,132
43,212.5,212.5
44,0,0
45,0,0
46,0,0
47,1205.25,1205.25
48,552.75,552.75
49,0,0
50,222.75,222.75
51,1.5,1.5
52,0,0
53,471.5,471.5
54,1751.5,1751.5
55,217,217
56,0,0
57,278,278
58,1731.5,1731.5
59,249.75,249.75
60,83,83
61,0.25,0.25
62,421.5,421.5
63,0,0
64,2307.25,2307.25
65,19,19
66,612,612
67,0,0
68,177.5,177.5
69,1833.75,1833.75
70,5070.25,5070.25
71,780.5,780.5
72,1744.75,1744.75
73,78934.75,78934.75
74,93.25,93.25
75,1523,1523
76,272.25,272.25
77,0,0
78,0,0
79,5,5
80,5897,5897
81,136.25,136.25
82,42.25,42.25
84,13.5,13.5
85,0,1.25
86,2.25,2.25
88,505,505
89,1.25,1.25
90,12.75,12.75
91,0,0
92,0,0
93,0,0
94,989.75,989.75
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,318.5,318.5
101,211.25,211.25
102,901.5,901.5
103,0,0
104,34.25,34.25
105,0,0
106,0,0
107,0,0
108,57.75,57.75
110,107.5,107.5
111,71.75,71.75
112,6605.5,6605.5
113,80.75,80.75
114,0,0
115,2679.75,2679.75
116,94.5,94.5
117,3.25,3.25
118,0,0
119,0,0
120,18.75,18.75
121,0,0
122,3.5,3.5
123,0,0
124,2.5,2.5
125,0,0
126,14.75,14.75
127,72.5,72.5
129,2214,2214
130,1117.25,1117.25
131,3053.25,3053.25
132,941,941
133,1412,1412
134,417.5,417.5
135,14863.75,14863.75
136,487.25,487.25
137,8815,8815
138,851,851
139,2723.75,2723.75
140,3727.5,3727.5
141,31.25,31.25
143,92,92
144,793.75,793.75
145,61159.25,61159.25
146,3.5,3.5
147,0,0
148,0,0
149,143.25,143.25
150,935,935
151,106.75,106.75
152,0,0
153,1.5,1.5
154,0,0
155,1.25,1.25
156,0,0
157,1510.75,1510.75
158,261,261
159,206.25,206.25
161,0,0
162,3363.5,4221
163,32954.25,32954.25
164,3173.5,3173.5
166,118.25,118.25
167,0,0
168,230.25,230.25
169,689.75,689.75
171,6729,6729
172,1198.75,4350.5
173,262.75,262.75
174,8320.5,8320.5
175,7623.5,7623.5
176,8977.25,8977.25
177,5553.5,5553.5
178,2843.75,2843.75
179,15842,15842
180,14551,14551
181,3864.5,3864.5
182,4659.25,4659.25
183,1329.75,1329.75
184,11751.25,11751.25
185,0,0
186,0,0
187,4103.5,4103.5
188,3.5,3.5
189,610.25,610.25
190,0,0
191,809,809
192,0,0
193,4391.5,4391.5
194,581.75,581.75
195,3.25,3.25
196,0,0
197,48.25,48.25
198,80.75,80.75
199,0,0
200,22.75,22.75
202,2327.75,2327.75
203,1435.5,1435.5
204,1056.75,1056.75
205,36.5,36.5
206,349.25,349.25
207,6399.5,6399.5
208,0,0
209,2072.75,2072.75
210,4973,4973
212,0,0
213,130.75,130.75
214,1277.25,1277.25
215,0,0
216,27237.75,27237.75
218,23054.5,23054.5
219,10.25,10.25
220,19.75,19.75
221,639.25,639.25
222,6948.25,6948.25
223,28820.25,28820.25
224,24201.5,24201.5
227,6,6
228,0,0
231,0,0
232,1.5,1.5
237,0,0
244,5.5,5.5
245,7.25,7.25
247,3.25,3.25
248,9.25,9.25
249,0,0
250,0,0
