"rgn_id","area_2014","area_2015"
1,0,0
2,1.25,1.25
3,323.5,323.5
4,751.5,751.5
5,7265.25,10339.25
6,11.5,11.5
7,1520.25,1520.25
8,831.75,831.75
9,332.75,332.75
10,0,0
11,3641.75,3641.75
12,209.5,209.5
13,499.75,499.75
14,118.75,118.75
15,12074.75,12074.75
16,98434.5,98434.5
17,1936,1936
18,5803.75,5803.75
19,65,65
20,3251.75,3251.75
21,2,2
24,175.5,175.5
25,4055.5,4055.5
26,301.25,301.25
28,0,0
29,995.25,995.25
30,241,241
31,325.75,325.75
32,47.5,47.5
33,0,0
34,0,0
35,0,0
36,0,0
37,43.25,43.25
38,2706.5,2706.5
39,318,318
40,114.5,114.5
41,4115.25,4115.25
42,2491.5,2491.5
43,419,419
44,0,0
45,0,0
46,0,0
47,1205.25,1205.25
48,552.75,552.75
49,0,0
50,344,344
51,10.25,10.25
52,0,0
53,573.75,573.75
54,2903.5,2903.5
55,762,762
56,0,0
57,280.5,280.5
58,1740.75,1740.75
59,251.75,251.75
60,83,83
61,0.25,0.25
62,463.25,463.25
63,1093,1093
64,2308.25,2308.25
65,24,24
66,941.75,941.75
67,0,0
68,184.25,184.25
69,1855.75,1855.75
70,5090.5,5090.75
71,784.5,784.5
72,1745.5,1745.5
73,84839.75,84839.75
74,93.25,93.25
75,1873.5,1873.5
76,272.75,272.75
77,0,0
78,0.5,0.5
79,9,9
80,6234.5,6234.5
81,136.25,136.25
82,42.25,42.25
84,13.5,13.5
85,0,1.25
86,2.25,2.25
88,505,505
89,6022,6022
90,750.5,750.5
91,0,0
92,0,0
93,0,0
94,989.75,989.75
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,329.25,329.25
101,2993.75,2993.75
102,3949.25,3949.25
103,0,0
104,502.25,502.25
105,0,0
106,0,0
107,0,0
108,60,60
110,107.5,107.5
111,151.25,151.25
112,6654,6654
113,81,81
114,0,0
115,2793,2793
116,1262.5,1262.5
117,3.25,3.25
118,0,0
119,0,0
120,172.75,172.75
121,0,0
122,3.75,3.75
123,0,0
124,2.5,2.5
125,0.75,0.75
126,32.75,32.75
127,88,88
129,2615.5,2615.5
130,1118.5,1118.5
131,4153.75,4153.75
132,2933,2933
133,3284.5,3284.5
134,531.5,531.5
135,22915.25,22915.25
136,503.75,503.75
137,9031.25,9031.25
138,3057.5,3057.5
139,4942.25,4942.25
140,3755.75,3755.75
141,31.25,31.25
143,2756,2756
144,793.75,793.75
145,61159.25,61159.25
146,3.5,3.5
147,0,0
148,0,0
149,143.25,143.25
150,1912,1912
151,314.75,314.75
152,0,0
153,1.5,1.5
154,0,0
155,25.5,25.5
156,0,0
157,1510.75,1510.75
158,261,261
159,206.25,206.25
161,0,0
162,3378.25,4235.75
163,173825.5,173825.5
164,3215.5,3215.5
166,997.75,997.75
167,18,18
168,1299,1299
169,870.5,870.5
171,23044.5,23044.5
172,7440,10568.25
173,324.5,324.5
174,8376.5,8376.5
175,7641.75,7641.75
176,8986.75,8986.75
177,5553.5,5553.5
178,2865,2865
179,17033.25,17033.25
180,18636.75,18636.75
181,3864.5,3864.5
182,4715.5,4715.5
183,1422.5,1422.5
184,11757,11757
185,0,0
186,0,0
187,4165.75,4165.75
188,119.75,119.75
189,611.25,611.25
190,0,0
191,1226.25,1226.25
192,0,0
193,4671.25,4671.25
194,581.75,581.75
195,21,21
196,52.75,52.75
197,48.25,48.25
198,878.25,878.25
199,37.75,37.75
200,22.75,22.75
202,4198,4198
203,2103.5,2103.5
204,1056.75,1056.75
205,178,178
206,370.25,370.25
207,8053.25,8053.25
208,0,0
209,2944,2944
210,19416,19416
212,0,0
213,130.75,130.75
214,4498.25,4498.25
215,0,0
216,77544.25,77544.25
218,28667,28667
219,10.25,10.25
220,19.75,19.75
221,639.25,639.25
222,7535.5,7535.5
223,29763.5,29763.5
224,24201.5,24201.5
227,8.25,8.25
228,0,0
231,552,552
232,1.5,1.5
237,6,6
244,15,15
245,7.25,7.25
247,5.75,5.75
248,9.25,9.25
249,0,0
250,0,0
