season.year,ASD,ASD2,ScientificName,SpeciesCode,EnglishName,Class,Tax_Lev,totC_old,corr.Catch2
2007,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,96,0.09541
2010,483,48,Lithodidae,KCX,Crab spp.,C,4,148.24,0.09563
2007,481,48,Bathyraja maccaini,BAM,McCain's skate,F,6,95.843,0.095843
2002,5852,58,Lampris immaculatus,LAI,Moonfish,F,6,96,0.096
2010,483,48,Pagothenia hansoni,TRH,Striped rockcod,F,6,96.28299796,0.096282998
2003,5852,58,Macrouridae,RTX,"Grenadiers, rattails nei",F,4,97,0.09692
2010,881,88,Lampris immaculatus,LAI,Moonfish,F,6,97,0.097
2012,481,48,Gymnoscopelus nicholsi,GYN,lanternfish,F,6,97.3,0.0973
1988,481,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,98,0.098
2006,881,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,98.26,0.09826
2010,881,88,Muraenolepis marmoratus,MVC,Marbled moray cod,F,6,99.2,0.0992
2011,883,88,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,99.4,0.0994
2012,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,99.8,0.0998
2012,484,48,Antimora rostrata,ANT,Blue antimora,F,6,99.8,0.0998
1985,481,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,100,0.1
1999,586,58,Lithodidae,KCX,Crab spp.,C,4,100,0.1
2003,587,58,Paralomis spp,PAI,Crabs,C,5,100,0.1
2007,483,48,Lamna nasus,POR,Porbeagle Shark,F,6,100,0.1
2011,481,48,Notothenia rossii,NOR,Marbled rockcod,F,6,100,0.1
2007,5841,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,100.1,0.1001
2010,483,48,Gymnoscopelus nicholsi,GYN,lanternfish,F,6,100.8359988,0.100835999
2008,881,88,Bathyraja eatonii,BEA,Eaton's Skate,F,6,100.9,0.1009
2001,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,101,0.101
2007,5842,58,Muraenolepis spp,MRL,Moray cods,F,5,101.4,0.1014
2007,486,48,Muraenolepis spp,MRL,Moray cods,F,5,101.65,0.10165
2011,881,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,101.91,0.10191
1982,481,48,Trematomus spp,TRT,Trematomus spp,F,5,102,0.102
2009,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,102.3489997,0.102349
1985,5842,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,103,0.103
1999,5841,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,103,0.103
2000,586,58,Lithodes murrayi,KCM,Stone crab,C,6,103,0.103
2003,5842,58,Rajiformes,SRX,Skates and rays,F,3,103,0.103
2004,881,88,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,103,0.103
2003,5842,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,104,0.104
2007,882,88,Raja spp,RAJ,Rays and skates nei,F,5,104.17,0.10417
2012,881,88,Octopodidae,OCT,Octopus spp.,C,4,104.4,0.1044
2009,881,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,105.2,0.1052
2012,5844b,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,105.4,0.1054
1991,482,48,Notothenia rossii,NOR,Marbled rockcod,F,6,106,0.106
2004,587,58,Raja spp,RAJ,Rays and skates nei,F,5,106,0.106
2011,882,88,Raja georgiana,SRR,,F,6,106,0.106
2012,481,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,106,0.106
2005,5852,58,Lampris immaculatus,LAI,Moonfish,F,6,107,0.107
2007,5842,58,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,107.15,0.10715
2007,5842,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,107.5,0.1075
2005,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,108,0.108
2009,5852,58,Octopodidae,OCT,Octopus spp.,C,4,108.515,0.108515
2012,5842,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,108.7,0.1087
2012,5841,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,108.8,0.1088
2007,483,48,Paralomis spinosissima,KCV,Antarctic king crab,C,6,108.8409996,0.108841
2012,586,58,Rajiformes,SRX,Skates and rays,F,3,109,0.109
2006,5843b,58,Bathyraja murrayi,BMU,Murray's skate,F,6,109.5,0.1095
2010,483,48,Lithodes murrayi,KCM,Stone crab,C,6,109.5,0.1095
1990,5852,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,110,0.10989
1991,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,110,0.11
2010,882,88,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,110.5,0.1105
2006,5841,58,Muraenolepis spp,MRL,Moray cods,F,5,111.9,0.1119
2004,5852,58,Macrourus whitsoni,WGR,,F,6,112,0.112
2012,5852,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,112,0.112
2009,5843b,58,Antimora rostrata,ANT,Blue antimora,F,6,112.05,0.11205
2010,5844a,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,112.5,0.1125
1993,5852,58,Rajiformes,SRX,Skates and rays,F,3,114,0.11389
1987,483,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,114,0.114
2004,5843b,58,Rajiformes,SRX,Skates and rays,F,3,114,0.114
2006,5841,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,115.4,0.1154
2012,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,117.1,0.1171
2010,5844a,58,Antimora rostrata,ANT,Blue antimora,F,6,118.3,0.1183
2012,881,88,Lampris immaculatus,LAI,Moonfish,F,6,118.6,0.1186
2001,481,48,Trematomus spp,TRT,Trematomus spp,F,5,120,0.12
2011,882,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,120.05,0.12005
2008,5842,58,Muraenolepis spp,MRL,Moray cods,F,5,120.1,0.1201
2006,881,88,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,121.5,0.1215
2003,882,88,Muraenolepis spp,MRL,Moray cods,F,5,122,0.122
2001,481,48,Notothenia rossii,NOR,Marbled rockcod,F,6,124,0.124
2012,481,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,124.4,0.1244
1987,481,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,125,0.125
2006,481,48,Notothenia coriiceps,NOC,Black rockcod,F,6,125.576,0.125576
2000,5844a,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,127.7,0.1277
1997,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,128,0.128
2007,5842,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,128,0.128
1998,483,48,Lithodidae,KCX,Crab spp.,C,4,129,0.12897
2004,5842,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,129,0.129
2009,483,48,Raja georgiana,SRR,,F,6,129.8409989,0.129840999
1990,483,48,Rajiformes,SRX,Skates and rays,F,3,130,0.12989
1988,483,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,130,0.13
1992,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,130,0.13
2000,5852,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,130,0.13
2004,882,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,130,0.13
2005,586,58,Paralomis spp,PAI,Crabs,C,5,130.57,0.13057
1998,881,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,131,0.131
2004,5843b,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,131,0.131
2001,481,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,132,0.132
1999,483,48,Elasmobranchii,SKX,"Sharks, skates and rays",F,3,133,0.13296
1981,481,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,133,0.133
2006,486,48,Lithodidae,KCX,Crab spp.,C,4,133,0.133
2007,5841,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,133,0.133
2010,5842,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,133.6,0.1336
1999,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,134,0.13387
2009,484,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,133.9,0.1339
2004,5852,58,Cynomacrurus piriei,MNI,Dogtooth grenadier,F,6,134,0.134
1991,5842,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,135,0.135
1982,481,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,136,0.136
2001,481,48,Nototheniops nudifrons,NOD,Yellowfin rockcod,F,6,138,0.138
2009,483,48,Gymnoscopelus nicholsi,GYN,lanternfish,F,6,139.0850009,0.139085001
2009,486,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,139.8,0.1398
2011,881,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,140.38,0.14038
2003,5842,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,141,0.141
2009,881,88,Lampris immaculatus,LAI,Moonfish,F,6,141,0.141
2001,481,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,142,0.142
2001,481,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,142,0.142
2010,5843b,58,Rajiformes,SRX,Skates and rays,F,3,143.4,0.1434
2012,883,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,144,0.144
2007,5843a,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,144.6,0.1446
2009,881,88,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,145.4,0.1454
2003,881,88,Octopodidae,OCT,Octopus spp.,C,4,146,0.146
2009,587,58,Antimora rostrata,ANT,Blue antimora,F,6,152,0.14829
1991,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,150,0.14986
2005,881,88,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,150,0.15
2004,587,58,Antimora rostrata,ANT,Blue antimora,F,6,151,0.15088
1990,5852,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,151,0.151
2011,881,88,Bathyraja maccaini,BAM,McCain's skate,F,6,151.3,0.1513
2008,5841,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,151.9,0.1519
2011,482,48,Protomyctophum bolini,PRM,lanternfish,F,6,152,0.152
2007,5841,58,Muraenolepis spp,MRL,Moray cods,F,5,152.4,0.1524
2012,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,153.4,0.1534
1981,481,48,Rajiformes,SRX,Skates and rays,F,3,154,0.154
2000,587,58,Lithodes murrayi,KCM,Stone crab,C,6,154,0.154
2012,5852,58,Octopodidae,OCT,Octopus spp.,C,4,154.6,0.1546
1985,5842,58,Pagothenia hansoni,TRH,Striped rockcod,F,6,155,0.155
2011,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,156,0.156
2005,5843b,58,Antimora rostrata,ANT,Blue antimora,F,6,156.5,0.1565
2006,481,48,Trematomus eulepidotus,TRL,Antarctic rockcod,F,6,156.647,0.156647
2012,881,88,Bathyraja maccaini,BAM,McCain's skate,F,6,159.3,0.1593
1991,483,48,Rajiformes,SRX,Skates and rays,F,3,160,0.15944
2006,481,48,Trematomus newnesi,TRW,Dusky rockcod,F,6,159.544,0.159544
2012,883,88,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,160.4,0.1604
1998,881,88,Antimora rostrata,ANT,Blue antimora,F,6,161,0.161
2009,5841,58,Muraenolepis spp,MRL,Moray cods,F,5,162.5,0.1625
2009,5841,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,167.53,0.16753
2005,881,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,169.13,0.16913
2007,486,48,Macrourus whitsoni,WGR,,F,6,169.4,0.1694
2011,5843a,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,170,0.17
2007,881,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,170.26,0.17026
2011,483,48,Lithodidae,KCX,Crab spp.,C,4,170.7,0.1707
2005,881,88,Bathyraja eatonii,BEA,Eaton's Skate,F,6,172.69,0.17269
2000,483,48,Bathyraja meridionalis,BYE,Skate,F,6,173,0.17283
2011,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,174,0.17354
1982,481,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,175,0.175
2011,5852,58,Octopodidae,OCT,Octopus spp.,C,4,176.5,0.1765
2000,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,177,0.177
2000,587,58,Bathyraja murrayi,BMU,Murray's skate,F,6,177,0.177
2009,483,48,Gymnoscopelus nicholsi,GYN,lanternfish,F,6,177,0.177
2004,586,58,Bathyraja spp,BHY,Bathyraja rays nei,F,5,178,0.178
2012,881,88,Bathyraja eatonii,BEA,Eaton's Skate,F,6,179.5,0.1795
2011,881,88,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,179.82,0.17982
2007,484,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,179.9,0.1799
1999,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,180,0.18
2006,881,88,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,180,0.18
2005,483,48,Raja georgiana,SRR,,F,6,182.39,0.18239
2005,883,88,Antimora rostrata,ANT,Blue antimora,F,6,182.8,0.1828
2008,5841,58,Muraenolepis microps,MOY,Smalleye moray cod,F,6,183.2,0.1832
2003,483,48,Paralomis formosa,KCF,Antarctic king crab,C,6,185,0.185
2004,881,88,Chionodraco myersi,MIC,Myers' icefish,F,6,187,0.187
2004,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,188,0.18728
2000,483,48,Gymnoscopelus nicholsi,GYN,lanternfish,F,6,189,0.189
2008,881,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,191.6,0.1916
2012,881,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,192.6,0.1926
2001,483,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,193,0.19293
2010,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,193.5120005,0.193512001
1999,483,48,Paralomis spinosissima,KCV,Antarctic king crab,C,6,196,0.19385
1994,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,196,0.196
2012,882,88,Bathyraja spp,BHY,Bathyraja rays nei,F,5,196,0.196
1988,481,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,197,0.197
2008,5852,58,Macrourus carinatus,MCC,Ridge-scaled rattail,F,6,198.28,0.19828
2012,5852,58,Bathyraja irrasa,BYR,Kerguelen sandpaper skate,F,6,198.4,0.1984
2004,881,88,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,199,0.199
1992,5851,58,Rajiformes,SRX,Skates and rays,F,3,200,0.19979
1994,5851,58,Notothenia rossii,NOR,Marbled rockcod,F,6,200,0.19981
1991,5851,58,Rajiformes,SRX,Skates and rays,F,3,200,0.19982
1996,483,48,Antimora rostrata,ANT,Blue antimora,F,6,200,0.19989
1991,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,200,0.2
2004,5852,58,Nototheniops mizops,NOZ,Toad rockcod,F,6,200,0.2
2004,5852,58,Notothenia acuta,NOA,Trangular rockcod,F,6,201,0.201
2003,5842,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,205,0.205
2001,483,48,Macrourus whitsoni,WGR,,F,6,207,0.207
2012,481,48,Cryodraco antarcticus,FIC,Long-fingered Icefish,F,6,207.4,0.2074
2008,5842,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,208,0.208
2012,483,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,208.6,0.2086
2003,5852,58,Notothenia acuta,NOA,Trangular rockcod,F,6,208.97,0.20897
2007,483,48,Pagothenia hansoni,TRH,Striped rockcod,F,6,209.0120002,0.209012
2004,881,88,Caelorinchus marinii,CEH,Marini's grenadier,F,6,210,0.21
1998,5852,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,212,0.212
2008,5843b,58,Macrouridae,RTX,"Grenadiers, rattails nei",F,4,212,0.212
2006,881,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,214.47,0.21447
1988,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,215,0.2149
2003,483,48,Paralomis aculeata,KCU,Red stone crab,C,6,216,0.2158
2006,881,88,Bathyraja eatonii,BEA,Eaton's Skate,F,6,215.9,0.2159
2003,5842,58,Bathyraja spp,BHY,Bathyraja rays nei,F,5,216,0.216
1996,5851,58,Rajiformes,SRX,Skates and rays,F,3,218,0.21794
2009,483,48,Myctophidae,LXX,Lanternfish,F,4,218,0.218
2005,883,88,Macrourus holotrachys,MCH,Bigeye grenadier,F,6,218.1,0.2181
2012,481,48,Nototheniops larseni,NOL,Painted rockcod,F,6,219.8,0.2198
1999,881,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,220,0.22
2003,5852,58,Cynomacrurus piriei,MNI,Dogtooth grenadier,F,6,220.4,0.2204
2010,5852,58,Octopodidae,OCT,Octopus spp.,C,4,220.45,0.22045
1982,481,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,221,0.221
2010,5841,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,221.9,0.2219
2008,483,48,Raja georgiana,SRR,,F,6,221.9080005,0.221908001
1990,5852,58,Rajiformes,SRX,Skates and rays,F,3,223,0.22278
1987,483,48,Rajiformes,SRX,Skates and rays,F,3,224,0.22385
2005,5843b,58,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,225,0.225
2009,5843b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,225,0.225
2011,481,48,Notothenia gibberifrons,NOG,Humped rockcod,F,6,225,0.225
2000,483,48,Raja georgiana,SRR,,F,6,226,0.226
2009,882,88,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,228.5,0.2285
2005,483,48,Nototheniops larseni,NOL,Painted rockcod,F,6,235,0.235
1999,5843,58,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,236,0.236
2008,5841,58,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,237,0.237
2008,483,48,Pagothenia hansoni,TRH,Striped rockcod,F,6,238.9110006,0.238911001
1989,483,48,Notothenia rossii,NOR,Marbled rockcod,F,6,240,0.23977
1991,482,48,Myctophidae,LXX,Lanternfish,F,4,240,0.24
2003,5852,58,Bathyraja maccaini,BAM,McCain's skate,F,6,241,0.241
2008,881,88,Teuthoidea,SQQ,Squids,C,4,242,0.242
2007,481,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,242.163,0.242163
2009,486,48,Lithodidae,KCX,Crab spp.,C,4,242.8,0.2428
1991,5842,58,Trematomus spp,TRT,Trematomus spp,F,5,243,0.243
2007,484,48,Antimora rostrata,ANT,Blue antimora,F,6,243.95,0.24395
2012,5852,58,Notothenia acuta,NOA,Trangular rockcod,F,6,246,0.246
2007,881,88,Trematomus spp,TRT,Trematomus spp,F,5,248.89,0.24889
2007,881,88,Muraenolepis microps,MOY,Smalleye moray cod,F,6,248.96,0.24896
1991,483,48,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,250,0.25
2000,586,58,Bathyraja murrayi,BMU,Murray's skate,F,6,250,0.25
2004,881,88,Raja georgiana var.,SR2,Raja georgiana variant,F,6,251,0.251
2007,5843b,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,251.3,0.2513
1986,5842,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,254,0.254
2007,483,48,Pareledone turqueti,TWT,Turquet's octopus,C,6,257.207,0.257207
2004,483,48,Lithodidae,KCX,Crab spp.,C,4,258,0.25775
2011,5852,58,Lithodidae,KCX,Crab spp.,C,4,258,0.258
2006,5841,58,Macrourus whitsoni,WGR,,F,6,258.13,0.25813
2007,5852,58,Antimora rostrata,ANT,Blue antimora,F,6,258.71,0.25868
2006,5841,58,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,259.4,0.2594
2000,881,88,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,260,0.26
2007,483,48,Paralomis formosa,KCF,Antarctic king crab,C,6,268.23,0.26823
1997,5851,58,Champsocephalus gunnari,ANI,Mackerel icefish,F,6,300,0.26854
2002,882,88,Raja georgiana,SRR,,F,6,270,0.27
2004,486,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,270,0.27
1998,881,88,Muraenolepis spp,MRL,Moray cods,F,5,273,0.273
1999,482,48,Notothenia rossii,NOR,Marbled rockcod,F,6,273,0.273
2010,483,48,Raja georgiana,SRR,,F,6,273.3469973,0.273346997
2004,483,48,Paralomis formosa,KCF,Antarctic king crab,C,6,274,0.274
2008,881,88,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,274.4,0.2744
1999,482,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,279,0.279
2005,586,58,Muraenolepis microps,MOY,Smalleye moray cod,F,6,279.5,0.2795
2000,881,88,Antimora rostrata,ANT,Blue antimora,F,6,281,0.281
2009,486,48,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,281.3,0.2813
2007,481,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,281.653,0.281653
2012,483,48,Myctophidae,LXX,Lanternfish,F,4,283.5,0.2835
2001,483,48,Bathyraja eatonii,BEA,Eaton's Skate,F,6,284,0.28372
2005,483,48,Lithodidae,KCX,Crab spp.,C,4,285,0.28475
2010,483,48,Notothenia squamifrons,NOS,Grey rockcod,F,6,285.7850068,0.285785007
1998,883,88,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,288,0.288
2006,481,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,290.116,0.290116
2000,483,48,Paralomis spinosissima,KCV,Antarctic king crab,C,6,294,0.29219
2006,5842,58,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,292.3,0.2923
1987,481,48,Rajiformes,SRX,Skates and rays,F,3,293,0.293
1995,5851,58,Rajiformes,SRX,Skates and rays,F,3,294,0.29387
1988,483,48,Rajiformes,SRX,Skates and rays,F,3,297,0.2969
2008,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,297.3619997,0.297362
2000,5842,58,Macrourus whitsoni,WGR,,F,6,300,0.3
2005,5843b,58,Somniosus microcephalus,GSK,Greenland Shark,F,6,300,0.3
2005,586,58,Bathyraja murrayi,BMU,Murray's skate,F,6,301,0.301
1995,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,302,0.3017
1989,5842,58,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,304,0.304
2008,483,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,304.98,0.30498
2010,5852,58,Bathyraja irrasa,BYR,Kerguelen sandpaper skate,F,6,308.23,0.30823
1991,482,48,Notothenia neglecta,NON,Yellowbelly rockcod,F,6,309,0.309
2011,482,48,Notolepis coatsi,NTO,Antarctic jonasfish,F,6,309,0.309
2000,881,88,Channichthyidae,ICX,Crocodile icefishes nei,F,4,310,0.31
2009,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,312.7,0.31151
2007,483,48,Lithodidae,KCX,Crab spp.,C,4,314.05,0.31405
2008,484,48,Dissostichus mawsoni,TOA,Antarctic toothfish,F,6,314.4,0.3144
2011,5841,58,Channichthyidae,ICX,Crocodile icefishes nei,F,4,315.3,0.3153
2007,486,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,316.2,0.3162
2007,483,48,Dissostichus eleginoides,TOP,Patagonian toothfish,F,6,316.5929986,0.316592999
2007,5842,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,318.25,0.31825
2007,483,48,Raja georgiana,SRR,,F,6,319.4600006,0.319460001
2008,5843b,58,Notothenia kempi,NOK,Striped-eyed rockcod,F,6,319.85,0.31985
2003,5842,58,Muraenolepis spp,MRL,Moray cods,F,5,320,0.32
2008,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,322.1880038,0.322188004
2008,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,323.9500026,0.323950003
1998,481,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,324,0.324
2012,5852,58,Macrourus whitsoni,WGR,,F,6,324.1,0.3241
1998,5852,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,331,0.331
1992,5852,58,Channichthys rhinoceratus,LIC,Unicorn icefish,F,6,332,0.33167
1998,883,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,334,0.334
2007,881,88,Bathyraja eatonii,BEA,Eaton's Skate,F,6,334.06,0.33406
2008,5843b,58,Raja spp,RAJ,Rays and skates nei,F,5,340,0.34
2009,881,88,Rajiformes,SRX,Skates and rays,F,3,340.9,0.3409
2011,5852,58,Osteichthyes,MZZ,Unidentified saltwater bony fish,F,2,343,0.343
2007,5843a,58,Macrourus whitsoni,WGR,,F,6,344.65,0.34465
2011,5843a,58,Antimora rostrata,ANT,Blue antimora,F,6,346.5,0.3465
2006,5842,58,Muraenolepis spp,MRL,Moray cods,F,5,347,0.347
2010,484,48,Muraenolepis spp,MRL,Moray cods,F,5,347.97,0.34797
2008,5842,58,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,352,0.352
2006,5852,58,Antimora rostrata,ANT,Blue antimora,F,6,354.29,0.35358
2005,5843a,58,Raja taaf,RFA,,F,6,356.7,0.3567
2002,483,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,366,0.36564
2011,486,48,Channichthyidae,ICX,Crocodile icefishes nei,F,4,371.09,0.37109
2000,483,48,Pseudochaenichthys georgianus,SGI,South Georgia icefish,F,6,376,0.37547
2012,883,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,376.9,0.3769
2012,481,48,Chionodraco rastrospinosus,KIF,Ocellated icefish,F,6,377,0.377
1989,5842,58,Neopagetopsis ionah,JIC,Crocodile icefishes,F,6,379,0.379
2007,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,381.4560023,0.381456002
2005,484,48,Antimora rostrata,ANT,Blue antimora,F,6,383,0.383
2011,483,48,Raja georgiana,SRR,,F,6,383.3999969,0.383399997
2004,881,88,Nototheniidae,NOX,Antarctic Rockcods,F,4,384,0.384
1987,483,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,387,0.38689
2002,483,48,Patagonotothen brevicauda,NOT,Patagonian rockcod,F,6,390,0.39
2008,5842,58,Bathyraja eatonii,BEA,Eaton's Skate,F,6,391.5,0.3915
2009,881,88,Chionobathyscus dewitti,CHW,Icefish spp.,F,6,391.8,0.3918
2008,484,48,Antimora rostrata,ANT,Blue antimora,F,6,392.4,0.3924
1994,483,48,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,393,0.393
2010,587,58,Antimora rostrata,ANT,Blue antimora,F,6,397,0.39304
2005,587,58,Antimora rostrata,ANT,Blue antimora,F,6,403,0.3978
1991,5842,58,Pleuragramma antarcticum,ANS,Antarctic silverfish,F,6,399,0.399
1985,481,48,Nototheniidae,NOX,Antarctic Rockcods,F,4,400,0.4
2006,587,58,Antimora rostrata,ANT,Blue antimora,F,6,405,0.40188
2000,483,48,Chaenocephalus aceratus,SSI,Blackfin icefish,F,6,407,0.4066
2004,5852,58,Bathyraja murrayi,BMU,Murray's skate,F,6,408.12,0.40773
2001,5842,58,Nototheniidae,NOX,Antarctic Rockcods,F,4,408,0.408
2008,5844a,58,Antimora rostrata,ANT,Blue antimora,F,6,409.3,0.4093
2006,881,88,Cryodraco spp,YDB,,F,5,410.5,0.4105
2005,882,88,Macrourus spp,GRV,"Rat tails, Grenadiers",F,5,412.5,0.4125
2003,5852,58,Notothenia squamifrons,NOS,Grey rockcod,F,6,415.5,0.4155
