SBID,SpeciesCode,CatchWeight,season year,calendar month nr,ASD,TargetSpeciesCode,GearCode,FishingCode
588,NOX,1000,1984,2,483,ANI,OT,C
588,SGI,70000,1984,2,483,ANI,OT,C
588,SSI,28000,1984,2,483,ANI,OT,C
589,ANI,18000,1984,11,483,MZZ,OTB,C
589,NOG,682000,1984,11,483,MZZ,OTB,C
589,NOR,353000,1984,11,483,MZZ,OTB,C
589,NOX,39000,1984,11,483,MZZ,OTB,C
589,SGI,317000,1984,11,483,MZZ,OTB,C
589,SSI,464000,1984,11,483,MZZ,OTB,C
589,TOP,36000,1984,11,483,MZZ,OTB,C
590,ANI,369000,1984,12,483,MZZ,OTB,C
590,MZZ,71000,1984,12,483,MZZ,OTB,C
590,NOG,883000,1984,12,483,MZZ,OTB,C
590,NOR,889000,1984,12,483,MZZ,OTB,C
590,NOX,99000,1984,12,483,MZZ,OTB,C
590,SGI,778000,1984,12,483,MZZ,OTB,C
590,SRX,12000,1984,12,483,MZZ,OTB,C
590,SSI,574000,1984,12,483,MZZ,OTB,C
590,TOP,51000,1984,12,483,MZZ,OTB,C
591,ANI,2000,1985,1,483,MZZ,OTB,C
591,NOG,18000,1985,1,483,MZZ,OTB,C
591,NOR,39000,1985,1,483,MZZ,OTB,C
591,NOX,4000,1985,1,483,MZZ,OTB,C
591,SGI,2000,1985,1,483,MZZ,OTB,C
591,SRX,4000,1985,1,483,MZZ,OTB,C
591,SSI,4000,1985,1,483,MZZ,OTB,C
591,TOP,1000,1985,1,483,MZZ,OTB,C
592,KRI,540000,1986,4,481,KRI,OTM,C
593,KRI,1183000,1986,5,481,KRI,OTM,C
594,KRI,252000,1986,6,481,KRI,OTM,C
595,ANI,1513000,1986,1,483,ANI,OTB,C
595,MZZ,15000,1986,1,483,ANI,OTB,C
595,NOG,233000,1986,1,483,ANI,OTB,C
595,NOR,38000,1986,1,483,ANI,OTB,C
595,NOX,8000,1986,1,483,ANI,OTB,C
595,SGI,73000,1986,1,483,ANI,OTB,C
595,SRX,7000,1986,1,483,ANI,OTB,C
595,SSI,290000,1986,1,483,ANI,OTB,C
595,TOP,5000,1986,1,483,ANI,OTB,C
596,ANI,888000,1986,2,483,ANI,OTB,C
596,MZZ,118000,1986,2,483,ANI,OTB,C
596,NOG,133000,1986,2,483,ANI,OTB,C
596,NOR,19000,1986,2,483,ANI,OTB,C
596,NOX,22000,1986,2,483,ANI,OTB,C
596,SGI,62000,1986,2,483,ANI,OTB,C
596,SSI,113000,1986,2,483,ANI,OTB,C
596,TOP,2000,1986,2,483,ANI,OTB,C
597,ANI,12000,1985,11,483,MZZ,OTB,C
597,MZZ,11000,1985,11,483,MZZ,OTB,C
597,NOG,70000,1985,11,483,MZZ,OTB,C
597,NOR,7000,1985,11,483,MZZ,OTB,C
597,NOX,6000,1985,11,483,MZZ,OTB,C
597,SGI,15000,1985,11,483,MZZ,OTB,C
597,SRX,8000,1985,11,483,MZZ,OTB,C
597,SSI,72000,1985,11,483,MZZ,OTB,C
597,TOP,19000,1985,11,483,MZZ,OTB,C
598,ANI,93000,1985,12,483,MZZ,OTB,C
598,NOG,27000,1985,12,483,MZZ,OTB,C
598,NOR,4000,1985,12,483,MZZ,OTB,C
598,NOX,4000,1985,12,483,MZZ,OTB,C
598,SGI,6000,1985,12,483,MZZ,OTB,C
598,SRX,1000,1985,12,483,MZZ,OTB,C
598,SSI,29000,1985,12,483,MZZ,OTB,C
598,TOP,3000,1985,12,483,MZZ,OTB,C
599,KRI,90000,1985,9,483,KRI,OTM,C
600,ANI,68000,1986,12,483,ANI,OTB,C
600,NOG,12000,1986,12,483,ANI,OTB,C
600,SSI,7000,1986,12,483,ANI,OTB,C
601,ANI,496000,1987,1,483,ANI,OTB,C
601,MZZ,25000,1987,1,483,ANI,OTB,C
601,NOG,81000,1987,1,483,ANI,OTB,C
601,NOS,26000,1987,1,483,ANI,OTB,C
601,SGI,51000,1987,1,483,ANI,OTB,C
601,SSI,61000,1987,1,483,ANI,OTB,C
602,ANI,833000,1987,2,483,ANI,OTB,C
602,NOG,118000,1987,2,483,ANI,OTB,C
602,SGI,21000,1987,2,483,ANI,OTB,C
602,SSI,153000,1987,2,483,ANI,OTB,C
603,ANI,250000,1986,12,483,ANI,OTM,C
603,NOG,4000,1986,12,483,ANI,OTM,C
603,SSI,2000,1986,12,483,ANI,OTM,C
604,ANI,589000,1987,1,483,ANI,OTM,C
604,NOG,7000,1987,1,483,ANI,OTM,C
604,SSI,2000,1987,1,483,ANI,OTM,C
605,KRI,856000,1987,5,483,KRI,OTM,C
606,KRI,748000,1987,6,483,KRI,OTM,C
607,KRI,122000,1987,7,483,KRI,OTM,C
608,NOG,1000,1988,3,481,MZZ,OTB,E
608,SSI,1000,1988,3,481,MZZ,OTB,E
609,KRI,55000,1988,3,481,KRI,OTM,C
610,KRI,421000,1988,3,482,KRI,OTM,C
611,KRI,1332000,1988,4,482,KRI,OTM,C
612,KRI,1306000,1988,5,482,KRI,OTM,C
613,ANI,1000,1988,1,483,MZZ,OTB,S
613,MZZ,500,1988,1,483,MZZ,OTB,S
613,NOG,2000,1988,1,483,MZZ,OTB,S
613,NOR,1000,1988,1,483,MZZ,OTB,S
613,SGI,5000,1988,1,483,MZZ,OTB,S
613,SSI,1000,1988,1,483,MZZ,OTB,S
614,ANI,2000,1988,2,483,MZZ,OTB,S
614,MZZ,500,1988,2,483,MZZ,OTB,S
614,NOG,1000,1988,2,483,MZZ,OTB,S
614,SGI,1000,1988,2,483,MZZ,OTB,S
614,SSI,1000,1988,2,483,MZZ,OTB,S
614,TOP,12000,1988,2,483,MZZ,OTB,S
615,ANI,15000,1987,12,483,ANI,OTB,C
616,ANI,403000,1988,1,483,ANI,OTB,C
616,NOG,5000,1988,1,483,ANI,OTB,C
616,NOS,1000,1988,1,483,ANI,OTB,C
616,SGI,4000,1988,1,483,ANI,OTB,C
616,SSI,1000,1988,1,483,ANI,OTB,C
617,ANI,148000,1988,2,483,ANI,OTB,C
617,NOG,6000,1988,2,483,ANI,OTB,C
617,NOS,1000,1988,2,483,ANI,OTB,C
617,TOP,5000,1988,2,483,ANI,OTB,C
618,ANI,3000,1987,11,483,MZZ,OTB,C
618,NOG,20000,1987,11,483,MZZ,OTB,C
618,NOS,5000,1987,11,483,MZZ,OTB,C
618,SGI,12000,1987,11,483,MZZ,OTB,C
618,SSI,21000,1987,11,483,MZZ,OTB,C
618,TOP,1000,1987,11,483,MZZ,OTB,C
619,ANI,80000,1987,12,483,MZZ,OTB,C
619,NOG,126000,1987,12,483,MZZ,OTB,C
619,NOS,85000,1987,12,483,MZZ,OTB,C
619,SGI,164000,1987,12,483,MZZ,OTB,C
619,SSI,118000,1987,12,483,MZZ,OTB,C
619,TOP,8000,1987,12,483,MZZ,OTB,C
620,ANI,117000,1988,1,483,MZZ,OTB,C
620,NOG,38000,1988,1,483,MZZ,OTB,C
620,NOS,20000,1988,1,483,MZZ,OTB,C
620,SGI,130000,1988,1,483,MZZ,OTB,C
620,SSI,54000,1988,1,483,MZZ,OTB,C
621,ANI,18000,1988,2,483,MZZ,OTB,C
621,NOG,7000,1988,2,483,MZZ,OTB,C
621,SGI,9000,1988,2,483,MZZ,OTB,C
621,SSI,4000,1988,2,483,MZZ,OTB,C
621,TOP,1000,1988,2,483,MZZ,OTB,C
622,KRI,895000,1987,8,483,KRI,OTM,C
623,KRI,4000,1987,9,483,KRI,OTM,C
624,KRI,184000,1988,6,483,KRI,OTM,C
625,KRI,1018000,1988,7,483,KRI,OTM,C
626,NOR,399704000,1970,0,483,MZZ,OTB,C
627,ANI,10701000,1971,0,483,MZZ,OT,C
627,MZZ,1454000,1971,0,483,MZZ,OT,C
627,NOR,101558000,1971,0,483,MZZ,OT,C
628,MZZ,679000,1971,0,58,MZZ,OT,C
628,NOR,63636000,1971,0,58,MZZ,OT,C
628,NOS,24545000,1971,0,58,MZZ,OT,C
629,ANI,551000,1972,0,483,MZZ,OT,C
629,MZZ,27000,1972,0,483,MZZ,OT,C
629,NOR,2738000,1972,0,483,MZZ,OT,C
629,NOS,35000,1972,0,483,MZZ,OT,C
630,MZZ,8195000,1972,0,58,MZZ,OT,C
630,NOR,104588000,1972,0,58,MZZ,OT,C
630,NOS,52912000,1972,0,58,MZZ,OT,C
631,ANI,1830000,1973,0,483,MZZ,OT,C
631,NOS,765000,1973,0,483,MZZ,OT,C
632,MZZ,3444000,1973,0,58,MZZ,OT,C
632,NOR,20361000,1973,0,58,MZZ,OT,C
632,NOS,2368000,1973,0,58,MZZ,OT,C
633,KRI,19139000,1974,0,48,KRI,OT,C
634,ANI,254000,1974,0,483,MZZ,OT,C
634,MZZ,493000,1974,0,483,MZZ,OT,C
635,MZZ,1759000,1974,0,58,MZZ,OT,C
635,NOR,20906000,1974,0,58,MZZ,OT,C
635,NOS,19977000,1974,0,58,MZZ,OT,C
636,KRI,41352000,1975,0,48,KRI,OT,C
637,ANI,746000,1975,0,483,MZZ,OT,C
637,MZZ,1407000,1975,0,483,MZZ,OT,C
637,NOS,1900000,1975,0,483,MZZ,OT,C
638,MZZ,575000,1975,0,58,MZZ,OT,C
638,NOR,10248000,1975,0,58,MZZ,OT,C
638,NOS,10198000,1975,0,58,MZZ,OT,C
639,KRI,609000,1976,0,48,KRI,OT,C
640,ANI,12290000,1976,0,483,MZZ,OT,C
640,MZZ,190000,1976,0,483,MZZ,OT,C
640,NOG,4999000,1976,0,483,MZZ,OT,C
640,NOR,10753000,1976,0,483,MZZ,OT,C
640,NOS,500000,1976,0,483,MZZ,OT,C
641,MZZ,548000,1976,0,58,MZZ,OT,C
641,NOR,6061000,1976,0,58,MZZ,OT,C
641,NOS,12200000,1976,0,58,MZZ,OT,C
642,KRI,68301000,1977,0,48,KRI,OT,C
643,ANI,90215000,1977,0,483,MZZ,OT,C
643,MZZ,15406000,1977,0,483,MZZ,OT,C
643,NOG,830000,1977,0,483,MZZ,OT,C
643,NOR,5721000,1977,0,483,MZZ,OT,C
643,NOS,2937000,1977,0,483,MZZ,OT,C
643,TOP,306000,1977,0,483,MZZ,OT,C
644,MZZ,11000,1977,0,58,MZZ,OT,C
644,NOR,97000,1977,0,58,MZZ,OT,C
644,NOS,308000,1977,0,58,MZZ,OT,C
645,KRI,3355000,1977,0,88,KRI,OT,C
646,KRI,78837000,1978,0,48,KRI,OT,C
646,MZZ,13500000,1978,0,48,KRI,OT,C
646,NOG,4949000,1978,0,48,KRI,OT,C
646,NOR,4119000,1978,0,48,KRI,OT,C
646,NOS,2327000,1978,0,48,KRI,OT,C
646,TOP,1290000,1978,0,48,KRI,OT,C
647,ANI,96899000,1978,0,482,ANI,OT,C
648,ANI,5215000,1978,0,483,ANI,OT,C
649,KRI,28154000,1978,0,58,MZZ,OT,C
649,MZZ,261000,1978,0,58,MZZ,OT,C
649,NOR,46093000,1978,0,58,MZZ,OT,C
649,NOS,25559000,1978,0,58,MZZ,OT,C
649,TOP,192000,1978,0,58,MZZ,OT,C
650,KRI,1350000,1978,8,48,MZZ,OT,C
650,NOG,24000,1978,8,48,MZZ,OT,C
650,NOR,62000,1978,8,48,MZZ,OT,C
651,MZZ,2000,1978,10,48,MZZ,OT,C
651,NOG,236000,1978,10,48,MZZ,OT,C
651,NOR,239000,1978,10,48,MZZ,OT,C
651,NOS,28000,1978,10,48,MZZ,OT,C
651,TOP,14000,1978,10,48,MZZ,OT,C
652,KRI,512000,1978,11,48,MZZ,OT,C
652,MZZ,505000,1978,11,48,MZZ,OT,C
652,NOG,2933000,1978,11,48,MZZ,OT,C
652,NOR,963000,1978,11,48,MZZ,OT,C
652,NOS,115000,1978,11,48,MZZ,OT,C
652,TOP,83000,1978,11,48,MZZ,OT,C
653,KRI,2556000,1978,12,48,MZZ,OT,C
653,MZZ,1045000,1978,12,48,MZZ,OT,C
653,NOG,152000,1978,12,48,MZZ,OT,C
653,NOR,85000,1978,12,48,MZZ,OT,C
653,NOS,3000,1978,12,48,MZZ,OT,C
653,TOP,20000,1978,12,48,MZZ,OT,C
654,KRI,36702000,1979,1,48,MZZ,OT,C
654,MZZ,512000,1979,1,48,MZZ,OT,C
654,NOG,483000,1979,1,48,MZZ,OT,C
654,NOR,516000,1979,1,48,MZZ,OT,C
654,NOS,41000,1979,1,48,MZZ,OT,C
655,KRI,44691000,1979,2,48,MZZ,OT,C
655,MZZ,1589000,1979,2,48,MZZ,OT,C
655,NOG,561000,1979,2,48,MZZ,OT,C
655,NOR,1027000,1979,2,48,MZZ,OT,C
655,NOS,44000,1979,2,48,MZZ,OT,C
656,KRI,21488000,1979,3,48,MZZ,OT,C
656,NOG,126000,1979,3,48,MZZ,OT,C
656,NOR,1397000,1979,3,48,MZZ,OT,C
656,NOS,32000,1979,3,48,MZZ,OT,C
657,KRI,62959000,1979,4,48,MZZ,OT,C
657,MZZ,454000,1979,4,48,MZZ,OT,C
657,NOG,285000,1979,4,48,MZZ,OT,C
657,NOR,1529000,1979,4,48,MZZ,OT,C
657,NOS,17000,1979,4,48,MZZ,OT,C
657,TOP,7000,1979,4,48,MZZ,OT,C
658,KRI,31009000,1979,5,48,MZZ,OT,C
659,KRI,29048000,1979,6,48,MZZ,OT,C
659,NOG,29000,1979,6,48,MZZ,OT,C
660,KRI,34681000,1979,7,48,MZZ,OT,C
660,MZZ,979000,1979,7,48,MZZ,OT,C
660,NOG,116000,1979,7,48,MZZ,OT,C
661,KRI,1390000,1979,0,48,MZZ,OT,C
661,MZZ,4000,1979,0,48,MZZ,OT,C
662,ANI,28319000,1979,0,481,MZZ,OT,C
663,ANI,16550000,1979,0,482,MZZ,OT,C
664,NOT,765000,1979,2,483,MZZ,OT,C
665,NOT,11233000,1979,3,483,MZZ,OT,C
666,NOT,3013000,1979,4,483,MZZ,OT,C
667,ANI,420000,1979,0,483,MZZ,OT,C
668,ANI,101000,1978,8,58,MZZ,OT,C
668,MZZ,270000,1978,8,58,MZZ,OT,C
669,MZZ,474000,1978,9,58,MZZ,OT,C
670,MZZ,270000,1978,10,58,MZZ,OT,C
671,MZZ,100000,1978,11,58,MZZ,OT,C
672,KRI,493000,1979,1,58,MZZ,OT,C
672,MZZ,42000,1979,1,58,MZZ,OT,C
673,KRI,2430000,1979,2,58,MZZ,OT,C
674,KRI,9915000,1979,3,58,MZZ,OT,C
675,KRI,13303000,1979,4,58,MZZ,OT,C
675,MZZ,55000,1979,4,58,MZZ,OT,C
676,KRI,2381000,1979,5,58,MZZ,OT,C
676,MZZ,7000,1979,5,58,MZZ,OT,C
677,KRI,600000,1979,0,88,KRI,OT,C
677,MZZ,200000,1979,0,88,KRI,OT,C
678,ANI,717000,1980,0,481,KRI,OT,C
678,KRI,49439000,1980,0,481,KRI,OT,C
678,LXX,48000,1980,0,481,KRI,OT,C
678,MZZ,443000,1980,0,481,KRI,OT,C
678,NOG,77000,1980,0,481,KRI,OT,C
678,NOR,18715000,1980,0,481,KRI,OT,C
679,ANI,1017000,1980,0,482,KRI,OT,C
679,KRI,173539000,1980,0,482,KRI,OT,C
679,LXX,33000,1980,0,482,KRI,OT,C
679,MZZ,311000,1980,0,482,KRI,OT,C
679,NOG,50000,1980,0,482,KRI,OT,C
679,NOR,1556000,1980,0,482,KRI,OT,C
679,TOP,4000,1980,0,482,KRI,OT,C
680,ANI,6839000,1980,0,483,KRI,OT,C
680,KRI,133774000,1980,0,483,KRI,OT,C
680,LXX,505000,1980,0,483,KRI,OT,C
680,MZZ,4676000,1980,0,483,KRI,OT,C
680,NOG,869000,1980,0,483,KRI,OT,C
680,NOR,23788000,1980,0,483,KRI,OT,C
680,NOS,272000,1980,0,483,KRI,OT,C
680,NOT,7381000,1980,0,483,KRI,OT,C
681,KRI,83764000,1980,0,584,KRI,OT,C
681,MZZ,239000,1980,0,584,KRI,OT,C
681,WIC,14000,1980,0,584,KRI,OT,C
682,ANI,1410000,1980,0,585,MZZ,OT,C
682,NOR,1722000,1980,0,585,MZZ,OT,C
682,NOS,10910000,1980,0,585,MZZ,OT,C
682,TOP,125000,1980,0,585,MZZ,OT,C
683,ANI,1700000,1981,0,481,KRI,OT,C
683,KRI,89108000,1981,0,481,KRI,OT,C
683,MZZ,4230000,1981,0,481,KRI,OT,C
683,NOG,50000,1981,0,481,KRI,OT,C
683,NOS,36000,1981,0,481,KRI,OT,C
684,ANI,1523000,1981,0,482,KRI,OT,C
684,KRI,60540000,1981,0,482,KRI,OT,C
684,MZZ,2770000,1981,0,482,KRI,OT,C
684,NOG,114000,1981,0,482,KRI,OT,C
684,NOR,72000,1981,0,482,KRI,OT,C
684,NOS,41000,1981,0,482,KRI,OT,C
684,TOP,83000,1981,0,482,KRI,OT,C
685,ANI,20218000,1981,0,483,MZZ,OT,C
685,KRI,135252000,1981,0,483,MZZ,OT,C
685,MZZ,7083000,1981,0,483,MZZ,OT,C
685,NOG,611000,1981,0,483,MZZ,OT,C
685,NOR,360000,1981,0,483,MZZ,OT,C
685,NOS,544000,1981,0,483,MZZ,OT,C
685,NOT,36758000,1981,0,483,MZZ,OT,C
685,TOP,168000,1981,0,483,MZZ,OT,C
686,KRI,217000,1981,0,486,KRI,OT,C
687,KRI,132237000,1981,0,584,KRI,OT,C
687,MZZ,375000,1981,0,584,KRI,OT,C
688,ANI,519000,1981,0,585,MZZ,OT,C
688,MZZ,21000,1981,0,585,MZZ,OT,C
688,NOR,6649000,1981,0,585,MZZ,OT,C
688,NOS,6216000,1981,0,585,MZZ,OT,C
688,TOP,22000,1981,0,585,MZZ,OT,C
689,ANS,1517000,1981,0,88,MZZ,OT,C
689,KRI,3080000,1981,0,88,MZZ,OT,C
689,MZZ,583000,1981,0,88,MZZ,OT,C
690,KRI,64045000,1982,0,481,KRI,OT,C
691,ANI,557000,1982,0,482,KRI,OT,C
691,KRI,257269000,1982,0,482,KRI,OT,C
691,LXX,317000,1982,0,482,KRI,OT,C
691,MZZ,2181000,1982,0,482,KRI,OT,C
691,NOG,589000,1982,0,482,KRI,OT,C
691,TOP,30000,1982,0,482,KRI,OT,C
692,ANI,41865000,1982,0,483,MZZ,OT,C
692,KRI,46868000,1982,0,483,MZZ,OT,C
692,MZZ,4725000,1982,0,483,MZZ,OT,C
692,NOG,1635000,1982,0,483,MZZ,OT,C
692,NOS,812000,1982,0,483,MZZ,OT,C
692,NOT,31351000,1982,0,483,MZZ,OT,C
692,TOP,324000,1982,0,483,MZZ,OT,C
693,KRI,119381000,1982,0,584,KRI,OT,C
693,MZZ,364000,1982,0,584,KRI,OT,C
694,ANI,14996000,1982,0,585,MZZ,OT,C
694,MZZ,7000,1982,0,585,MZZ,OT,C
694,NOR,4780000,1982,0,585,MZZ,OT,C
694,NOS,4023000,1982,0,585,MZZ,OT,C
694,TOP,97000,1982,0,585,MZZ,OT,C
695,ANI,15000,1982,0,88,KRI,OT,C
695,ANS,90000,1982,0,88,KRI,OT,C
695,KRI,4093000,1982,0,88,KRI,OT,C
696,ANI,26000,1983,2,481,MZZ,OTM,C
696,KRI,39000,1983,2,481,MZZ,OTM,C
696,MZZ,16000,1983,2,481,MZZ,OTM,C
697,ANI,2578000,1983,3,481,MZZ,OTM,C
698,ANS,110000,1983,3,482,MZZ,OT,S
699,KRI,282000,1983,6,482,MZZ,OT,S
700,ANI,1373000,1983,3,482,ANI,OTB,C
701,ANI,1087000,1983,5,482,ANI,OTB,C
702,KRI,9145000,1983,2,482,KRI,OTM,C
703,KRI,18608000,1983,3,482,KRI,OTM,C
704,KRI,17969000,1983,4,482,KRI,OTM,C
705,KRI,6143000,1983,5,482,KRI,OTM,C
706,ANI,321000,1983,1,482,MZZ,OTM,C
706,KRI,87000,1983,1,482,MZZ,OTM,C
706,MZZ,1008000,1983,1,482,MZZ,OTM,C
707,KRI,17043000,1983,2,482,MZZ,OTM,C
707,MZZ,3000000,1983,2,482,MZZ,OTM,C
708,ANI,157000,1983,3,482,MZZ,OTM,C
708,KRI,11453000,1983,3,482,MZZ,OTM,C
708,MZZ,3275000,1983,3,482,MZZ,OTM,C
709,ANI,412000,1983,4,482,MZZ,OTM,C
709,KRI,12820000,1983,4,482,MZZ,OTM,C
709,MZZ,2504000,1983,4,482,MZZ,OTM,C
710,ANI,2598000,1983,5,482,MZZ,OTM,C
710,KRI,10747000,1983,5,482,MZZ,OTM,C
710,MZZ,1990000,1983,5,482,MZZ,OTM,C
711,KRI,8773000,1983,6,482,MZZ,OTM,C
711,MZZ,472000,1983,6,482,MZZ,OTM,C
711,NOG,1000,1983,6,482,MZZ,OTM,C
711,NOS,4000,1983,6,482,MZZ,OTM,C
712,KRI,3427000,1983,7,482,MZZ,OTM,C
712,MZZ,100000,1983,7,482,MZZ,OTM,C
713,ANI,628000,1982,12,483,MZZ,OT,C
714,ANI,92000,1983,3,483,MZZ,OT,C
715,ANI,293000,1983,4,483,MZZ,OT,C
715,KRI,500000,1983,4,483,MZZ,OT,C
715,LXX,60000,1983,4,483,MZZ,OT,C
716,ANI,148000,1983,5,483,MZZ,OT,C
716,KRI,984000,1983,5,483,MZZ,OT,C
716,LXX,60000,1983,5,483,MZZ,OT,C
716,NOR,25000,1983,5,483,MZZ,OT,C
717,ANI,131000,1983,6,483,MZZ,OT,C
717,KRI,923000,1983,6,483,MZZ,OT,C
717,LXX,49000,1983,6,483,MZZ,OT,C
717,NOR,10000,1983,6,483,MZZ,OT,C
718,ANI,441000,1983,7,483,MZZ,OT,C
718,KRI,924000,1983,7,483,MZZ,OT,C
719,ANI,550000,1982,11,483,ANI,OTB,C
720,ANI,9235000,1983,2,483,ANI,OTB,C
720,NOT,247000,1983,2,483,ANI,OTB,C
721,ANI,2130000,1983,3,483,ANI,OTB,C
722,ANI,8234000,1983,4,483,ANI,OTB,C
723,ANI,12085000,1983,5,483,ANI,OTB,C
723,NOR,214000,1983,5,483,ANI,OTB,C
724,ANI,8998000,1983,6,483,ANI,OTB,C
724,MZZ,32000,1983,6,483,ANI,OTB,C
724,NOR,174000,1983,6,483,ANI,OTB,C
725,ANI,51000,1983,7,483,ANI,OTB,C
725,KRI,61000,1983,7,483,ANI,OTB,C
726,ANI,6551000,1982,12,483,MZZ,OTM,C
726,MZZ,487000,1982,12,483,MZZ,OTM,C
727,ANI,15029000,1983,1,483,MZZ,OTM,C
727,LXX,168000,1983,1,483,MZZ,OTM,C
727,MZZ,1001000,1983,1,483,MZZ,OTM,C
727,NOT,1879000,1983,1,483,MZZ,OTM,C
728,ANI,20752000,1983,2,483,MZZ,OTM,C
728,KRI,206000,1983,2,483,MZZ,OTM,C
728,MZZ,3146000,1983,2,483,MZZ,OTM,C
728,NOT,2760000,1983,2,483,MZZ,OTM,C
728,TOP,89000,1983,2,483,MZZ,OTM,C
729,ANI,10346000,1983,3,483,MZZ,OTM,C
729,MZZ,925000,1983,3,483,MZZ,OTM,C
729,NOT,95000,1983,3,483,MZZ,OTM,C
729,TOP,27000,1983,3,483,MZZ,OTM,C
730,ANI,16741000,1983,4,483,MZZ,OTM,C
730,LXX,25000,1983,4,483,MZZ,OTM,C
730,MZZ,2686000,1983,4,483,MZZ,OTM,C
731,ANI,6162000,1983,5,483,MZZ,OTM,C
731,LXX,162000,1983,5,483,MZZ,OTM,C
731,MZZ,1131000,1983,5,483,MZZ,OTM,C
732,ANI,6191000,1983,6,483,MZZ,OTM,C
732,KRI,510000,1983,6,483,MZZ,OTM,C
732,MZZ,1583000,1983,6,483,MZZ,OTM,C
732,NOR,443000,1983,6,483,MZZ,OTM,C
732,NOT,48000,1983,6,483,MZZ,OTM,C
733,ANI,3393000,1983,7,483,MZZ,OTM,C
733,KRI,7372000,1983,7,483,MZZ,OTM,C
733,MZZ,762000,1983,7,483,MZZ,OTM,C
734,KRI,318000,1983,3,486,KRI,OT,S
735,KRI,19000,1983,5,486,KRI,OT,S
736,KRI,20000,1983,6,486,KRI,OT,S
737,KRI,3000,1983,7,486,KRI,OT,S
738,KRI,108000,1983,2,486,KRI,OTM,C
739,KRI,267000,1983,3,486,KRI,OTM,C
740,MZZ,2000,1982,8,584,MZZ,OT,S
741,MZZ,2000,1982,9,584,MZZ,OT,S
742,KRI,209000,1983,1,584,KRI,OTM,C
743,KRI,13598000,1983,2,584,KRI,OTM,C
744,KRI,14567000,1983,3,584,KRI,OTM,C
745,KRI,13918000,1983,4,584,KRI,OTM,C
746,KRI,3328000,1983,5,584,KRI,OTM,C
748,NOR,722000,1982,8,585,MZZ,OTB,C
748,NOS,369000,1982,8,585,MZZ,OTB,C
748,TOP,4000,1982,8,585,MZZ,OTB,C
749,ANI,259000,1982,10,585,MZZ,OTB,C
749,NOR,139000,1982,10,585,MZZ,OTB,C
749,NOS,2000,1982,10,585,MZZ,OTB,C
749,TOP,1000,1982,10,585,MZZ,OTB,C
750,ANI,1197000,1982,11,585,MZZ,OTB,C
750,NOR,33000,1982,11,585,MZZ,OTB,C
750,NOS,2000,1982,11,585,MZZ,OTB,C
751,ANI,5020000,1982,12,585,MZZ,OTB,C
751,NOR,170000,1982,12,585,MZZ,OTB,C
751,NOS,4000,1982,12,585,MZZ,OTB,C
752,ANI,8971000,1983,1,585,MZZ,OTB,C
752,MZZ,15000,1983,1,585,MZZ,OTB,C
752,NOR,46000,1983,1,585,MZZ,OTB,C
752,NOS,7000,1983,1,585,MZZ,OTB,C
753,ANI,6284000,1983,2,585,MZZ,OTB,C
753,MZZ,1000,1983,2,585,MZZ,OTB,C
753,NOR,185000,1983,2,585,MZZ,OTB,C
753,NOS,749000,1983,2,585,MZZ,OTB,C
753,TOP,27000,1983,2,585,MZZ,OTB,C
754,ANI,1530000,1983,3,585,MZZ,OTB,C
754,MZZ,1000,1983,3,585,MZZ,OTB,C
754,NOR,66000,1983,3,585,MZZ,OTB,C
754,NOS,650000,1983,3,585,MZZ,OTB,C
754,TOP,42000,1983,3,585,MZZ,OTB,C
755,ANI,1026000,1982,9,585,MZZ,OTM,C
755,NOR,18000,1982,9,585,MZZ,OTM,C
755,NOS,34000,1982,9,585,MZZ,OTM,C
756,KRI,1290000,1983,2,88,KRI,OTM,C
757,KRI,4629000,1983,5,88,KRI,OTM,C
758,ANI,2853000,1984,1,482,ANI,OTB,C
759,MZZ,884000,1983,12,482,MZZ,OTM,C
759,NOG,7000000,1983,12,482,MZZ,OTM,C
760,ANI,253000,1984,1,482,MZZ,OTM,C
760,KRI,2769000,1984,1,482,MZZ,OTM,C
760,MZZ,505000,1984,1,482,MZZ,OTM,C
760,NOG,2160000,1984,1,482,MZZ,OTM,C
761,ANI,568000,1984,2,482,MZZ,OTM,C
761,KRI,12059000,1984,2,482,MZZ,OTM,C
762,ANI,825000,1984,3,482,MZZ,OTM,C
762,KRI,16456000,1984,3,482,MZZ,OTM,C
762,NOR,714000,1984,3,482,MZZ,OTM,C
763,KRI,4307000,1984,4,482,MZZ,OTM,C
764,KRI,8229000,1984,5,482,MZZ,OTM,C
765,KRI,7845000,1984,6,482,MZZ,OTM,C
766,KRI,2216000,1984,7,482,MZZ,OTM,C
767,KRI,111000,1983,8,483,KRI,OT,S
768,KRI,1893000,1983,10,483,KRI,OT,S
769,ANI,175000,1984,6,483,KRI,OT,S
769,KRI,73000,1984,6,483,KRI,OT,S
770,ANI,287000,1983,8,483,MZZ,OTB,C
771,ANI,10006000,1983,11,483,MZZ,OTB,C
771,MZZ,593000,1983,11,483,MZZ,OTB,C
771,NOR,10000,1983,11,483,MZZ,OTB,C
772,ANI,8431000,1983,12,483,MZZ,OTB,C
772,LXX,500000,1983,12,483,MZZ,OTB,C
772,MZZ,1617000,1983,12,483,MZZ,OTB,C
772,NOG,417000,1983,12,483,MZZ,OTB,C
772,NOR,72000,1983,12,483,MZZ,OTB,C
773,ANI,637000,1984,1,483,MZZ,OTB,C
773,LXX,434000,1984,1,483,MZZ,OTB,C
