stockid,tsn,scientificname,commonname,areaid,stocklong,region,inmyersdb,myersstockid,OHI_rgn,OHI_name,FAO,check
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,66,Senegal,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,65,Gambia,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,193,Guinea Bissau,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,194,Guinea,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,96,Sierra Leone,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,97,Liberia,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,195,Ivory Coast,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,106,Ghana,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,98,Togo,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,99,Benin,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,196,Nigeria,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,104,Equatorial Guinea,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,103,San Tome and Principe,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,197,Cameroon,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,198,Gabon,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,100,Republic of Congo,34,
CATWASG3,-987,Arius spp,Catfish,multinational-FAO-SG3,Catfish West Africa Subgroup 3,West Africa,0,NA,200,Angola,34,
BGRUNTWASG2,169108,Brachydeuterus auritus,Bigeye grunt,multinational-FAO-SG2,Bigeye Grunt West Africa Subgroup 2,West Africa,0,NA,264,"Atlantic, Eastern Central",34,
BGRUNTWASG2,169108,Brachydeuterus auritus,Bigeye grunt,multinational-FAO-SG3,Bigeye Grunt West Africa Subgroup 3,West Africa,0,NA,217,Angola,47,
BGRUNTWASG3,169108,Brachydeuterus auritus,Bigeye grunt,multinational-FAO-SG3,Bigeye Grunt West Africa Subgroup 2,West Africa,0,NA,264,"Atlantic, Eastern Central",34,
CUSK4X,164740,Brosme brosme,Cusk,Canada-DFO-4X,Cusk NAFO 4X,Canada East Coast,0,NULL,218,Canada,21,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,100,Republic of Congo,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,103,Sao Tome and Principe,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,104,Equatorial Guinea,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,106,Ghana,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,193,Guinea Bissau,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,194,Guinea,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,195,Ivory Coast,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,196,Nigeria,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,197,Cameroon,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,198,Gabon,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,199,Democratic Republic of the Congo,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,200,Angola,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,200,Angola,47,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,56,Cape Verde,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,57,Madeira,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,58,Canary Islands,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,62,Morocco,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,63,Western Sahara,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,64,Mauritania,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,65,Gambia,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,66,Senegal,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,96,Sierra Leone,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,97,Liberia,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,98,Togo,34,
FSCADWA,641982,Caranx rhonchus,False scad,multinational-FAO-WA,False Scad West Africa,West Africa,0,NA,99,Benin,34,
BIGHTREDSE,622143,Centroberyx gerrardi,Bight redfish,Australia-AFMA-SE,Bight redfish Southeast Australia,Australia,0,,16,Australia,57,
BIGHTREDSE,622143,Centroberyx gerrardi,Bight redfish,Australia-AFMA-SE,Bight redfish Southeast Australia,Australia,0,,16,Australia,81,
SNOWCRAB2J,98428,Chionoecetes opilio,Snow Crab,Canada-DFO-2J,Snow Crab Division 2J,Canada East Coast,0,,218,Canada,21,
SNOWCRAB3K,98428,Chionoecetes opilio,Snow Crab,Canada-DFO-3K,Snow Crab Division 3K,Canada East Coast,0,,218,Canada,21,
SNOWCRAB3NO,98428,Chionoecetes opilio,Snow Crab,Canada-DFO-3NO,Snow Crab Division 3NO,Canada East Coast,0,,218,Canada,21,
SNOWCRAB3Ps,98428,Chionoecetes opilio,Snow Crab,Canada-DFO-3Ps,Snow Crab Division 3Ps,Canada East Coast,0,,218,Canada,21,
SNOWCRABSGSL,98428,Chionoecetes opilio,Snow crab,Canada-DFO-4T,Snow crab Southern Gulf of St. Lawrence,Canada East Coast,0,,218,Canada,21,
SNAPSAUSNSG,169231,Chrysophrys auratus,Snapper,Australia-SARDI-SAUSNSG,Snapper Northern Spencer Gulf,Australia,0,,16,Australia,57,
SNAPSAUSSGSV,169231,Chrysophrys auratus,Snapper,Australia-SARDI-SAUSSGSV,Snapper Southern Gulf St. Vincent,Australia,0,,16,Australia,57,
SNAPSAUSSSG,169231,Chrysophrys auratus,Snapper,Australia-SARDI-SAUSSSG,Snapper Southern Spencer Gulf,Australia,0,,16,Australia,57,
HERR4RFA,161722,Clupea harengus,Herring,Canada-DFO-4R,Herring NAFO 4R fall spawners,Canada East Coast,0,NA,218,Canada,21,
HERR4RSP,161722,Clupea harengus,Herring,Canada-DFO-4R,Herring NAFO 4R spring spawners,Canada East Coast,0,NA,218,Canada,21,
HERR4TFA,161722,Clupea harengus,Herring,Canada-DFO-4T,Herring NAFO 4T fall spawners,Canada East Coast,0,NA,218,Canada,21,
HERR4TSP,161722,Clupea harengus,Herring,Canada-DFO-4T,Herring NAFO 4T spring spawners,Canada East Coast,0,NA,218,Canada,21,
HERR4VWX,161722,Clupea harengus,Herring,Canada-DFO-4VWX,Herring Scotian Shelf and Bay of Fundy,Canada East Coast,0,NA,218,Canada,21,
HERR2224IIIa,161722,Clupea harengus,Herring,multinational-ICES-22-24-IIIa,Herring ICES 22-24-IIIa,European Union,0,NA,175,Denmark,27,
HERR2224IIIa,161722,Clupea harengus,Herring,multinational-ICES-22-24-IIIa,Herring ICES 22-24-IIIa,European Union,0,NA,176,Germany,27,
HERR2224IIIa,161722,Clupea harengus,Herring,multinational-ICES-22-24-IIIa,Herring ICES 22-24-IIIa,European Union,0,NA,222,Sweden,27,
HERR2532,161722,Clupea harengus,Herring,multinational-ICES-25-32,Herring ICES 25-32,European Union,0,NA,174,Finland,27,
HERR2532,161722,Clupea harengus,Herring,multinational-ICES-25-32,Herring ICES 25-32,European Union,0,NA,175,Denmark,27,
HERR2532,161722,Clupea harengus,Herring,multinational-ICES-25-32,Herring ICES 25-32,European Union,0,NA,178,Poland,27,
HERR2532,161722,Clupea harengus,Herring,multinational-ICES-25-32,Herring ICES 25-32,European Union,0,NA,189,Lithuania,27,
HERR2532,161722,Clupea harengus,Herring,multinational-ICES-25-32,Herring ICES 25-32,European Union,0,NA,222,Sweden,27,
HERR2532,161722,Clupea harengus,Herring,multinational-ICES-25-32,Herring ICES 25-32,European Union,0,NA,69,Latvia,27,
HERR2532,161722,Clupea harengus,Herring,multinational-ICES-25-32,Herring ICES 25-32,European Union,0,NA,70,Estonia,27,
HERR2532,161722,Clupea harengus,Herring,multinational-ICES-25-32,Herring ICES 25-32,European Union,0,NA,73,Russia,27,
HERRRIGA,161722,Clupea harengus,Herring,multinational-ICES-28,Herring ICES 28,European Union,0,NA,70,Estonia,27,
HERRRIGA,161722,Clupea harengus,Herring,multinational-ICES-28,Herring ICES 28,European Union,0,NA,69,Latvia,27,
HERRRIGA,161722,Clupea harengus,Herring,multinational-ICES-28,Herring ICES 28,European Union,0,NA,222,Sweden,27,
HERR30,161722,Clupea harengus,Herring,multinational-ICES-30,Herring ICES 30,European Union,0,NA,222,Sweden,27,
HERR30,161722,Clupea harengus,Herring,multinational-ICES-30,Herring ICES 30,European Union,0,NA,174,Finland,27,
HERR31,161722,Clupea harengus,Herring,multinational-ICES-31,Herring ICES 31,European Union,0,NA,222,Sweden,27,
HERR31,161722,Clupea harengus,Herring,multinational-ICES-31,Herring ICES 31,European Union,0,NA,174,Finland,27,
HERRNORSS,161722,Clupea harengus,Herring,multinational-ICES-IIab-Vab-XIVa,Norwegian Spring Spawning Herring,Europe non EU,0,NA,262,"Atlantic, Northeast",27,
HERRNORSS,161722,Clupea harengus,Herring,multinational-ICES-IIab-Vab-XIVa,Norwegian Spring Spawning Herring,Europe non EU,0,NA,223,Norway,27,
HERRNORSS,161722,Clupea harengus,Herring,multinational-ICES-IIab-Vab-XIVa,Norwegian Spring Spawning Herring,Europe non EU,0,NA,144,Jan Mayen,27,
HERRNORSS,161722,Clupea harengus,Herring,multinational-ICES-IIab-Vab-XIVa,Norwegian Spring Spawning Herring,Europe non EU,0,NA,143,Iceland,27,
HERRNORSS,161722,Clupea harengus,Herring,multinational-ICES-IIab-Vab-XIVa,Norwegian Spring Spawning Herring,Europe non EU,0,NA,145,Greeland,27,
HERRNS,161722,Clupea harengus,Herring,multinational-ICES-IV,Herring North Sea,European Union,1,HERRNS,223,Norway,27,
HERRNS,161722,Clupea harengus,Herring,multinational-ICES-IV,Herring North Sea,European Union,1,HERRNS,180,United Kingdom,27,
HERRNS,161722,Clupea harengus,Herring,multinational-ICES-IV,Herring North Sea,European Union,1,HERRNS,175,Denmark,27,
HERRNS,161722,Clupea harengus,Herring,multinational-ICES-IV,Herring North Sea,European Union,1,HERRNS,176,Germany,27,
HERRNS,161722,Clupea harengus,Herring,multinational-ICES-IV,Herring North Sea,European Union,1,HERRNS,177,Netherlands,27,
HERRNS,161722,Clupea harengus,Herring,multinational-ICES-IV,Herring North Sea,European Union,1,HERRNS,59,Belgium,27,
HERRIsum,161722,Clupea harengus,Herring,multinational-ICES-Va,Herring Iceland (Summer spawners),Europe non EU,1,HERRIsum,143,Iceland,27,
HERRIsum,161722,Clupea harengus,Herring,multinational-ICES-Va,Herring Iceland (Summer spawners),Europe non EU,1,HERRIsum,262,"Atlantic, Northeast",27,
HERRVIa,161722,Clupea harengus,Herring,multinational-ICES-VIa,Herring ICES VIa,European Union,1,HERRVIa,180,United Kingdom,27,
HERRVIa,161722,Clupea harengus,Herring,multinational-ICES-VIa,Herring ICES VIa,European Union,1,HERRVIa,181,Ireland,27,
HERRVIaVIIbc,161722,Clupea harengus,Herring,multinational-ICES-VIa-VIIb-VIIc,Herring ICES VIa-VIIb-VIIc,European Union,1,HERRVIaVIIbc,180,United Kingdom,27,
HERRVIaVIIbc,161722,Clupea harengus,Herring,multinational-ICES-VIa-VIIb-VIIc,Herring ICES VIa-VIIb-VIIc,European Union,1,HERRVIaVIIbc,181,Ireland,27,
HERRVIaVIIbc,161722,Clupea harengus,Herring,multinational-ICES-VIa-VIIb-VIIc,Herring ICES VIa-VIIb-VIIc,European Union,1,HERRVIaVIIbc,262,"Atlantic, Northeast",27,
HERRNIRS,161722,Clupea harengus,Herring,multinational-ICES-VIIa,Herring Northern Irish Sea,European Union,1,HERRNIRS,181,Ireland,27,
HERRNIRS,161722,Clupea harengus,Herring,multinational-ICES-VIIa,Herring Northern Irish Sea,European Union,1,HERRNIRS,180,United Kingdom,27,
HERRSIRS,161722,Clupea harengus,Herring,multinational-ICES-VIIa-g-h-j,Herring ICES VIIa-g-h-j,European Union,0,,180,United Kingdom,27,
HERRSIRS,161722,Clupea harengus,Herring,multinational-ICES-VIIa-g-h-j,Herring ICES VIIa-g-h-j,European Union,0,,179,France,27,
HERRSIRS,161722,Clupea harengus,Herring,multinational-ICES-VIIa-g-h-j,Herring ICES VIIa-g-h-j,European Union,0,,181,Ireland,27,
HERRCC,551209,Clupea pallasii,Pacific herring,Canada-DFO-CC,Pacific herring Central Coast,Canada West Coast,0,NA,218,Canada,67,
HERRPRD,551209,Clupea pallasii,Pacific herring,Canada-DFO-PRD,Pacific herring Prince Rupert District,Canada West Coast,0,NA,218,Canada,67,
HERRQCI,551209,Clupea pallasii,Pacific herring,Canada-DFO-QCI,Pacific herring Queen Charlotte Islands,Canada West Coast,0,NA,218,Canada,67,
HERRSOG,551209,Clupea pallasii,Pacific herring,Canada-DFO-SOG,Pacific herring Straight of Georgia,Canada West Coast,0,NA,218,Canada,67,
HERRWCVANI,551209,Clupea pallasii,Pacific herring,Canada-DFO-WCVANI,Pacific herring West Coast of Vancouver Island,Canada West Coast,0,NA,218,Canada,67,
ANCHOVYKILKACS,551220,Clupeonella engrauliformis,Anchovy kilka,Iran-Iran-CS,Anchovy kilka Caspian Sea,Other,0,NULL,255,Azerbaijan,37,"does this FAO # include the caspian sea? Also, does #255 mean Azerbaijann doesn't have a OHI region?"
ANCHOVYKILKACS,551220,Clupeonella engrauliformis,Anchovy kilka,Iran-Iran-CS,Anchovy kilka Caspian Sea,Other,0,NULL,191,Iran,37,does this FAO # include the caspian sea?
ANCHOVYKILKACS,551220,Clupeonella engrauliformis,Anchovy kilka,Iran-Iran-CS,Anchovy kilka Caspian Sea,Other,0,NULL,255,Turkmenistan,37,does this FAO # include the caspian sea?
SAURNWPAC,165609,Cololabis saira,Pacific saury,Japan-FAFRFJ-NWPAC,Pacific saury Northwest Pacific,Russia Japan,0,,210,Japan,61,
SAURNWPAC,165609,Cololabis saira,Pacific saury,Japan-FAFRFJ-NWPAC,Pacific saury Northwest Pacific,Russia Japan,0,,73,Russia,61,
SOLEWASG1,-986,Cynoglossus spp,Sole,multinational-FAO-SG1,Sole West Africa Subgroup 1,West Africa,0,NA,62,Morocco,34,
SOLEWASG1,-986,Cynoglossus spp,Sole,multinational-FAO-SG1,Sole West Africa Subgroup 1,West Africa,0,NA,63,Western Sahara,34,
SOLEWASG1,-986,Cynoglossus spp,Sole,multinational-FAO-SG1,Sole West Africa Subgroup 1,West Africa,0,NA,57,Madeira,34,
SOLEWASG1,-986,Cynoglossus spp,Sole,multinational-FAO-SG1,Sole West Africa Subgroup 1,West Africa,0,NA,58,Canary Islands,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,64,Mauritania,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,66,Senegal,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,65,Gambia,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,193,Guinea Bissau,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,194,Guinea,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,96,Sierra Leone,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,97,Liberia,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,195,Ivory Coast,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,106,Ghana,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,98,Togo,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,99,Benin,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,196,Nigeria,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,104,Equatorial Guinea,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,103,San Tome and Principe,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,197,Cameroon,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,198,Gabon,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,100,Republic of Congo,34,
SOLEWASG3,-986,Cynoglossus spp,Sole,multinational-FAO-SG3,Sole West Africa Subgroup 3,West Africa,0,NA,200,Angola,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,64,Mauritania,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,66,Senegal,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,65,Gambia,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,193,Guinea Bissau,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,194,Guinea,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,96,Sierra Leone,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,97,Liberia,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,195,Ivory Coast,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,106,Ghana,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,98,Togo,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,99,Benin,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,196,Nigeria,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,104,Equatorial Guinea,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,103,San Tome and Principe,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,197,Cameroon,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,198,Gabon,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,100,Republic of Congo,34,
LDENTWASG3,169221,Dentex macrophthalmus,Large-eye dentex,multinational-FAO-SG3,"Large-eye Dentex West Africa Subgroup 3
",West Africa,0,NA,200,Angola,34,
BRMSPPWASG1,-985,Dentex spp,Seabream,multinational-FAO-SG1,Seabream West Africa Subgroup 1,West Africa,0,NA,62,Morocco,34,
BRMSPPWASG1,-985,Dentex spp,Seabream,multinational-FAO-SG1,Seabream West Africa Subgroup 1,West Africa,0,NA,63,Western Sahara,34,
BRMSPPWASG1,-985,Dentex spp,Seabream,multinational-FAO-SG1,Seabream West Africa Subgroup 1,West Africa,0,NA,57,Madeira,34,
BRMSPPWASG1,-985,Dentex spp,Seabream,multinational-FAO-SG1,Seabream West Africa Subgroup 1,West Africa,0,NA,58,Canary Islands,34,
BRMSPPWASG2,-985,Dentex spp,Seabream,multinational-FAO-SG2,Seabream West Africa Subgroup 2,West Africa,0,NA,264,"Atlantic, Eastern Central",34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,64,Mauritania,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,66,Senegal,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,65,Gambia,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,193,Guinea Bissau,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,194,Guinea,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,96,Sierra Leone,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,97,Liberia,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,195,Ivory Coast,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,106,Ghana,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,98,Togo,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,99,Benin,34,
BRMSPPWASG3,-985,Dentex spp,Seabream,multinational-FAO-SG3,"Seabream West Africa Subgroup 3
",West Africa,0,NA,196,Nigeria,34,
