X,assessid,stockid,stocklong.x,tsn,scientificname,commonname,areaid,region,inmyersdb,myersstockid,OHI_rgn,OHI_name,FAO
5,ISC-ALBANPAC-1952-2010-CHING,ALBANPAC,Albacore tuna North Pacific,172419,Thunnus alalunga,Albacore tuna,Multinational-ISC-NPAC,US West Coast,0,NA,15,Philippines,61
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,15,Philippines,71
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,15,Philippines,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,15,Philippines,61
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,15,Philippines,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,15,Philippines,61
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,15,Philippines,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,15,Philippines,61
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,15,Philippines,71
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,15,Philippines,71
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,15,Philippines,61
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,15,Philippines,71
200,ISC-SWORDNPAC-1952-2010-CHING,SWORDNPAC,Swordfish North Pacific,172482,Xiphias gladius,swordfish,Multinational-ISC-NPAC,Pacific Ocean,0,,15,Philippines,61
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,15,Philippines,71
2,IOTC-ALBAIO-1950-2010-CHING,ALBAIO,Albacore tuna Indian Ocean,172419,Thunnus alalunga,albacore tuna,multinational-IOTC-IO,Indian Ocean,0,,16,Australia,57
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,16,Australia,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,16,Australia,81
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,16,Australia,71
29,IOTC-BIGEYEIO-1950-2010-CHING,BIGEYEIO,Bigeye tuna Indian Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-IOTC-IO,Indian Ocean,0,,16,Australia,57
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,16,Australia,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,16,Australia,81
31,CSIRO-BIGHTREDSE-1958-2007-FULTON,BIGHTREDSE,Bight redfish Southeast Australia,622143,Centroberyx gerrardi,Bight redfish,Australia-AFMA-SE,Australia,0,,16,Australia,57
31,CSIRO-BIGHTREDSE-1958-2007-FULTON,BIGHTREDSE,Bight redfish Southeast Australia,622143,Centroberyx gerrardi,Bight redfish,Australia-AFMA-SE,Australia,0,,16,Australia,81
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,16,Australia,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,16,Australia,81
210,CSIRO-WAREHOUESE-1984-2006-FULTON,WAREHOUESE,Blue Warehou Eastern half of Southeast Australia,172531,Seriolella brama,Blue Warehou,Australia-AFMA-ESE,Australia,0,,16,Australia,71
210,CSIRO-WAREHOUESE-1984-2006-FULTON,WAREHOUESE,Blue Warehou Eastern half of Southeast Australia,172531,Seriolella brama,Blue Warehou,Australia-AFMA-ESE,Australia,0,,16,Australia,81
211,CSIRO-WAREHOUWSE-1984-2006-FULTON,WAREHOUWSE,Blue Warehou Western half of Southeast Australia,172531,Seriolella brama,Blue Warehou,Australia-AFMA-WSE,Australia,0,,16,Australia,81
78,CSIRO-GEMFISHSE-1966-2007-FULTON,GEMFISHSE,common gemfish Southeast Australia,550883,Rexea solandri,common gemfish,Australia-AFMA-SE,Australia,0,,16,Australia,57
78,CSIRO-GEMFISHSE-1966-2007-FULTON,GEMFISHSE,common gemfish Southeast Australia,550883,Rexea solandri,common gemfish,Australia-AFMA-SE,Australia,0,,16,Australia,81
67,CSIRO-DEEPFLATHEADSE-1978-2007-FULTON,DEEPFLATHEADSE,Deepwater flathead Southeast Australia,644351,Platycephalus conatus,Deepwater flathead,Australia-AFMA-SE,Australia,0,,16,Australia,57
67,CSIRO-DEEPFLATHEADSE-1978-2007-FULTON,DEEPFLATHEADSE,Deepwater flathead Southeast Australia,644351,Platycephalus conatus,Deepwater flathead,Australia-AFMA-SE,Australia,0,,16,Australia,81
106,CSIRO-MORWONGSE-1913-2007-FULTON,MORWONGSE,Jackass morwong Southeast Australia,170262,Nemadactylus macropterus,Jackass morwong,Australia-AFMA-SE,Australia,0,,16,Australia,57
106,CSIRO-MORWONGSE-1913-2007-FULTON,MORWONGSE,Jackass morwong Southeast Australia,170262,Nemadactylus macropterus,Jackass morwong,Australia-AFMA-SE,Australia,0,,16,Australia,81
111,CSIRO-NZLINGESE-1968-2007-FULTON,NZLINGESE,New Zealand ling Eastern half of Southeast Australia,165000,Genypterus blacodes,Ling,Australia-AFMA-SE,Australia,0,,16,Australia,57
111,CSIRO-NZLINGESE-1968-2007-FULTON,NZLINGESE,New Zealand ling Eastern half of Southeast Australia,165000,Genypterus blacodes,Ling,Australia-AFMA-SE,Australia,0,,16,Australia,81
117,CSIRO-NZLINGWSE-1968-2007-FULTON,NZLINGWSE,New Zealand ling Western half of Southeast Australia,165000,Genypterus blacodes,Ling,Australia-AFMA-WSE,Australia,0,,16,Australia,81
121,CSIRO-OROUGHYSE-1978-2007-FULTON,OROUGHYSE,Orange roughy Southeast Australia,166139,Hoplostethus atlanticus,Orange roughy,Australia-AFMA-SE,Australia,0,,16,Australia,57
121,CSIRO-OROUGHYSE-1978-2007-FULTON,OROUGHYSE,Orange roughy Southeast Australia,166139,Hoplostethus atlanticus,Orange roughy,Australia-AFMA-SE,Australia,0,,16,Australia,81
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,16,Australia,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,16,Australia,81
139,CSIRO-PTOOTHFISHMI-1975-2010-FAY,PTOOTHFISHMI,Patagonian toothfish Macquarie Island,642807,Dissostichus eleginoides,Patagonian toothfish,Australia-AFMA-MI,Australia,0,NULL,16,Australia,81
195,CSIRO-SWHITSE-1945-2007-FULTON,SWHITSE,School whiting Southeast Australia,646043,Sillago flindersi,School whiting,Australia-AFMA-SE,Australia,0,,16,Australia,57
195,CSIRO-SWHITSE-1945-2007-FULTON,SWHITSE,School whiting Southeast Australia,646043,Sillago flindersi,School whiting,Australia-AFMA-SE,Australia,0,,16,Australia,81
168,CSIRO-SILVERFISHSE-1978-2006-FULTON,SILVERFISHSE,Silverfish Southeast Australia,172534,Seriolella punctata,Silverfish,Australia-AFMA-SE,Australia,0,,16,Australia,57
168,CSIRO-SILVERFISHSE-1978-2006-FULTON,SILVERFISHSE,Silverfish Southeast Australia,172534,Seriolella punctata,Silverfish,Australia-AFMA-SE,Australia,0,,16,Australia,81
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,16,Australia,71
169,IOTC-SKJCIO-1950-2010-CHING,SKJCIO,Skipjack tuna Indian Ocean,172401,Katsuwonus pelamis,skipjack tuna,multinational-IOTC-IO,Indian Ocean,0,,16,Australia,57
192,SPC-STMARLINSWPO-1952-2011-CHING,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean,768127,Kajikia audax,Striped marlin,multinational-WCPFC-WPO,Pacific Ocean,0,NULL,16,Australia,81
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,16,Australia,71
197,IOTC-SWORDIO-1950-2010-CHING,SWORDIO,Swordfish Indian Ocean,172482,Xiphias gladius,swordfish,multinational-IOTC-IO,Indian Ocean,0,,16,Australia,57
204,CSIRO-TIGERFLATSE-1913-2006-FULTON,TIGERFLATSE,Tiger flathead Southeast Australia,644187,Neoplatycephalus richardsoni,Tiger flathead,Australia-AFMA-SE,Australia,0,,16,Australia,57
204,CSIRO-TIGERFLATSE-1913-2006-FULTON,TIGERFLATSE,Tiger flathead Southeast Australia,644187,Neoplatycephalus richardsoni,Tiger flathead,Australia-AFMA-SE,Australia,0,,16,Australia,81
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,16,Australia,71
235,IOTC-YFINEIO-1972-2009-BRANCH,YFINEIO,Yellowfin tuna Indian Ocean,172423,Thunnus albacares,Yellowfin tuna,multinational-IOTC-IO,Indian Ocean,0,,16,Australia,57
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,17,Papua New Guinea,71
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,17,Papua New Guinea,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,17,Papua New Guinea,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,17,Papua New Guinea,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,17,Papua New Guinea,71
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,17,Papua New Guinea,71
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,17,Papua New Guinea,71
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,17,Papua New Guinea,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,18,Fiji,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,18,Fiji,81
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,18,Fiji,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,18,Fiji,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,18,Fiji,81
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,18,Fiji,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,18,Fiji,81
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,18,Fiji,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,18,Fiji,81
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,18,Fiji,71
192,SPC-STMARLINSWPO-1952-2011-CHING,STMARLINSWPO,Striped marlin Southwestern Pacific Ocean,768127,Kajikia audax,Striped marlin,multinational-WCPFC-WPO,Pacific Ocean,0,NULL,18,Fiji,81
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,18,Fiji,71
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,18,Fiji,71
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,19,Tuvalu,71
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,19,Tuvalu,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,19,Tuvalu,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,19,Tuvalu,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,19,Tuvalu,71
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,19,Tuvalu,71
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,19,Tuvalu,71
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,19,Tuvalu,71
5,ISC-ALBANPAC-1952-2010-CHING,ALBANPAC,Albacore tuna North Pacific,172419,Thunnus alalunga,Albacore tuna,Multinational-ISC-NPAC,US West Coast,0,NA,20,South Korea,61
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,20,South Korea,61
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,20,South Korea,61
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,20,South Korea,61
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,20,South Korea,61
200,ISC-SWORDNPAC-1952-2010-CHING,SWORDNPAC,Swordfish North Pacific,172482,Xiphias gladius,swordfish,Multinational-ISC-NPAC,Pacific Ocean,0,,20,South Korea,61
5,ISC-ALBANPAC-1952-2010-CHING,ALBANPAC,Albacore tuna North Pacific,172419,Thunnus alalunga,Albacore tuna,Multinational-ISC-NPAC,US West Coast,0,NA,21,North Korea,61
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,21,North Korea,61
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,21,North Korea,61
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,21,North Korea,61
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,21,North Korea,61
200,ISC-SWORDNPAC-1952-2010-CHING,SWORDNPAC,Swordfish North Pacific,172482,Xiphias gladius,swordfish,Multinational-ISC-NPAC,Pacific Ocean,0,,21,North Korea,61
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,24,Cambodia,71
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,24,Cambodia,71
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,24,Cambodia,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,24,Cambodia,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,24,Cambodia,71
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,24,Cambodia,71
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,24,Cambodia,71
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,24,Cambodia,71
2,IOTC-ALBAIO-1950-2010-CHING,ALBAIO,Albacore tuna Indian Ocean,172419,Thunnus alalunga,albacore tuna,multinational-IOTC-IO,Indian Ocean,0,,25,Thailand,57
7,SPC-ALBASPAC-1965-2007-BRANCH,ALBASPAC,Albacore tuna South Pacific Ocean,172419,Thunnus alalunga,Albacore tuna,multinational-WCPFC-SPAC,Pacific Ocean,1,ALBASPAC,25,Thailand,71
27,SPC-BIGEYECWPAC-1952-2010-CHING,BIGEYECWPAC,Bigeye tuna Central Western Pacific,172428,Thunnus obesus,bigeye tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,,25,Thailand,71
29,IOTC-BIGEYEIO-1950-2010-CHING,BIGEYEIO,Bigeye tuna Indian Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-IOTC-IO,Indian Ocean,0,,25,Thailand,57
30,SPC-BIGEYEWPO-1952-2006-JENSEN,BIGEYEWPO,Bigeye tuna Western Pacific Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-WCPFC-WPO,Pacific Ocean,0,NA,25,Thailand,71
43,ISC-BMARLINPAC-1952-2010-CHING,BMARLINPAC,Blue marlin Pacific Ocean,172491,Makaira nigricans,blue marlin,Multinational-ISC-PAC,Pacific Ocean,0,,25,Thailand,71
122,ISC-PACBTUNA-1952-2008-CHING,PACBTUNA,Pacific bluefin tuna Pacific Ocean,172422,Thunnus orientalis,pacific bluefin tuna,Multinational-ISC-PAC,Pacific Ocean,0,,25,Thailand,71
170,SPC-SKJCWPAC-1950-2011-CHING,SKJCWPAC,Skipjack tuna Central Western Pacific,172401,Katsuwonus pelamis,Skipjack tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,25,Thailand,71
169,IOTC-SKJCIO-1950-2010-CHING,SKJCIO,Skipjack tuna Indian Ocean,172401,Katsuwonus pelamis,skipjack tuna,multinational-IOTC-IO,Indian Ocean,0,,25,Thailand,57
193,ISC-STMARLINWCNPAC-1951-2010-CHING,STMARLINWCNPAC,Striped marlin Western and Central North Pacific,768127,Kajikia audax,striped marlin,Multinational-ISC-WCNPAC,Pacific Ocean,0,,25,Thailand,71
197,IOTC-SWORDIO-1950-2010-CHING,SWORDIO,Swordfish Indian Ocean,172482,Xiphias gladius,swordfish,multinational-IOTC-IO,Indian Ocean,0,,25,Thailand,57
234,SPC-YFINCWPAC-1952-2010-CHING,YFINCWPAC,Yellowfin tuna Central Western Pacific,172423,Thunnus albacares,Yellowfin tuna,multinational-WCPFC-CWPAC,Pacific Ocean,0,NA,25,Thailand,71
235,IOTC-YFINEIO-1972-2009-BRANCH,YFINEIO,Yellowfin tuna Indian Ocean,172423,Thunnus albacares,Yellowfin tuna,multinational-IOTC-IO,Indian Ocean,0,,25,Thailand,57
2,IOTC-ALBAIO-1950-2010-CHING,ALBAIO,Albacore tuna Indian Ocean,172419,Thunnus alalunga,albacore tuna,multinational-IOTC-IO,Indian Ocean,0,,26,Andaman and Nicobar,57
29,IOTC-BIGEYEIO-1950-2010-CHING,BIGEYEIO,Bigeye tuna Indian Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-IOTC-IO,Indian Ocean,0,,26,Andaman and Nicobar,57
169,IOTC-SKJCIO-1950-2010-CHING,SKJCIO,Skipjack tuna Indian Ocean,172401,Katsuwonus pelamis,skipjack tuna,multinational-IOTC-IO,Indian Ocean,0,,26,Andaman and Nicobar,57
197,IOTC-SWORDIO-1950-2010-CHING,SWORDIO,Swordfish Indian Ocean,172482,Xiphias gladius,swordfish,multinational-IOTC-IO,Indian Ocean,0,,26,Andaman and Nicobar,57
235,IOTC-YFINEIO-1972-2009-BRANCH,YFINEIO,Yellowfin tuna Indian Ocean,172423,Thunnus albacares,Yellowfin tuna,multinational-IOTC-IO,Indian Ocean,0,,26,Andaman and Nicobar,57
2,IOTC-ALBAIO-1950-2010-CHING,ALBAIO,Albacore tuna Indian Ocean,172419,Thunnus alalunga,albacore tuna,multinational-IOTC-IO,Indian Ocean,0,,28,Comoro Islands,51
29,IOTC-BIGEYEIO-1950-2010-CHING,BIGEYEIO,Bigeye tuna Indian Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-IOTC-IO,Indian Ocean,0,,28,Comoro Islands,51
169,IOTC-SKJCIO-1950-2010-CHING,SKJCIO,Skipjack tuna Indian Ocean,172401,Katsuwonus pelamis,skipjack tuna,multinational-IOTC-IO,Indian Ocean,0,,28,Comoro Islands,51
197,IOTC-SWORDIO-1950-2010-CHING,SWORDIO,Swordfish Indian Ocean,172482,Xiphias gladius,swordfish,multinational-IOTC-IO,Indian Ocean,0,,28,Comoro Islands,51
235,IOTC-YFINEIO-1972-2009-BRANCH,YFINEIO,Yellowfin tuna Indian Ocean,172423,Thunnus albacares,Yellowfin tuna,multinational-IOTC-IO,Indian Ocean,0,,28,Comoro Islands,51
2,IOTC-ALBAIO-1950-2010-CHING,ALBAIO,Albacore tuna Indian Ocean,172419,Thunnus alalunga,albacore tuna,multinational-IOTC-IO,Indian Ocean,0,,29,Mayotte,51
29,IOTC-BIGEYEIO-1950-2010-CHING,BIGEYEIO,Bigeye tuna Indian Ocean,172428,Thunnus obesus,Bigeye tuna,multinational-IOTC-IO,Indian Ocean,0,,29,Mayotte,51
