"","rgn_id","year","trend"
"1",1,2012,0
"2",2,2012,0
"3",3,2012,0
"4",4,2012,-0.4771
"5",5,2012,-1
"6",6,2012,0.9343
"7",7,2012,1
"8",8,2012,0.8148
"9",9,2012,0.3776
"10",10,2012,0
"11",11,2012,0
"12",12,2012,0
"13",13,2012,0
"14",14,2012,-0.1855
"15",15,2012,-0.485
"16",16,2012,-0.2576
"17",17,2012,0.7385
"18",18,2012,-0.3307
"19",19,2012,0
"20",20,2012,-0.4104
"21",21,2012,-0.0961
"22",24,2012,0.7485
"23",25,2012,-0.1305
"24",26,2012,0.2204
"25",28,2012,-1
"26",29,2012,0
"27",30,2012,0
"28",31,2012,1
"29",32,2012,0
"30",33,2012,0
"31",34,2012,0
"32",35,2012,0
"33",36,2012,0
"34",37,2012,-0.2892
"35",38,2012,0
"36",39,2012,0
"37",40,2012,0.1041
"38",41,2012,0.3962
"39",42,2012,-0.3502
"40",43,2012,-0.0892
"41",44,2012,0.2872
"42",45,2012,0.3402
"43",46,2012,-1
"44",47,2012,-0.9057
"45",48,2012,1
"46",49,2012,1
"47",50,2012,-1
"48",51,2012,0.2614
"49",52,2012,1
"50",53,2012,0.3056
"51",54,2012,0.4141
"52",55,2012,-0.5027
"53",56,2012,0.8318
"54",57,2012,-0.7635
"55",58,2012,-1
"56",59,2012,-0.2753
"57",60,2012,-0.3328
"58",61,2012,0.8316
"59",62,2012,-0.2228
"60",63,2012,-1
"61",64,2012,-0.7025
"62",65,2012,0.405
"63",66,2012,1
"64",67,2012,-0.4762
"65",68,2012,-0.9959
"66",69,2012,-0.153
"67",70,2012,-0.2745
"68",71,2012,0.0478
"69",72,2012,0.0011
"70",73,2012,0.2152
"71",74,2012,-1e-04
"72",75,2012,0.0189
"73",76,2012,0.2154
"74",77,2012,0.0253
"75",78,2012,-0.3222
"76",79,2012,-0.7096
"77",80,2012,-0.4558
"78",81,2012,0.7091
"79",82,2012,0.0415
"80",84,2012,-0.0269
"81",85,2012,0
"82",86,2012,0
"83",88,2012,0
"84",89,2012,0
"85",90,2012,0.0158
"86",91,2012,0
"87",92,2012,0
"88",93,2012,0
"89",94,2012,0
"90",95,2012,0
"91",96,2012,0.2976
"92",97,2012,0.6569
"93",98,2012,-0.0572
"94",99,2012,1
"95",100,2012,1
"96",101,2012,0.0822
"97",102,2012,0.0253
"98",103,2012,1
"99",104,2012,-0.4132
"100",105,2012,0
"101",106,2012,0.2459
"102",107,2012,0
"103",108,2012,0
"104",110,2012,-0.1436
"105",111,2012,0
"106",112,2012,-0.8929
"107",113,2012,0
"108",114,2012,-0.2313
"109",115,2012,-0.2714
"110",116,2012,0
"111",117,2012,0
"112",118,2012,0
"113",119,2012,-0.2158
"114",120,2012,1
"115",121,2012,0
