"rgn_id","rgn_nam","r2","r1","whence_choice","year","usd","rgn_id_whence","rgn_nam_whence","usd_whence"
1,"Cocos Islands",53,9,"r2",1990,178218506057.642,162,"New Zealand",45043399187.2348
1,"Cocos Islands",53,9,"r2",1991,183942914014.879,16,"Australia",325581979436.465
1,"Cocos Islands",53,9,"r2",1991,183942914014.879,162,"New Zealand",42303848593.2928
1,"Cocos Islands",53,9,"r2",1992,183299769738.764,16,"Australia",325389525494.117
1,"Cocos Islands",53,9,"r2",1992,183299769738.764,162,"New Zealand",41210013983.4113
1,"Cocos Islands",53,9,"r2",1993,179123812157.545,16,"Australia",311965289488.477
1,"Cocos Islands",53,9,"r2",1993,179123812157.545,162,"New Zealand",46282334826.6136
1,"Cocos Islands",53,9,"r2",1994,188798071341.924,16,"Australia",322830854375.649
1,"Cocos Islands",53,9,"r2",1994,188798071341.924,162,"New Zealand",54765288308.1995
1,"Cocos Islands",53,9,"r2",1995,215782153955.807,16,"Australia",368222453222.453
1,"Cocos Islands",53,9,"r2",1995,215782153955.807,162,"New Zealand",63341854689.1605
1,"Cocos Islands",53,9,"r2",1996,235512421501.405,16,"Australia",401579666160.85
1,"Cocos Islands",53,9,"r2",1996,235512421501.405,162,"New Zealand",69445176841.9592
1,"Cocos Islands",53,9,"r2",1997,250635985686.27,16,"Australia",435828768195.336
1,"Cocos Islands",53,9,"r2",1997,250635985686.27,162,"New Zealand",65443203177.2048
1,"Cocos Islands",53,9,"r2",1998,227565043818.253,16,"Australia",399523163535.237
1,"Cocos Islands",53,9,"r2",1998,227565043818.253,162,"New Zealand",55606924101.2685
1,"Cocos Islands",53,9,"r2",1999,223504499188.308,16,"Australia",388867652588.044
1,"Cocos Islands",53,9,"r2",1999,223504499188.308,162,"New Zealand",58141345788.5723
1,"Cocos Islands",53,9,"r2",2000,233594787653.561,16,"Australia",415208189411.543
1,"Cocos Islands",53,9,"r2",2000,233594787653.561,162,"New Zealand",51981385895.5781
1,"Cocos Islands",53,9,"r2",2001,215957991063.139,16,"Australia",378642266824.085
1,"Cocos Islands",53,9,"r2",2001,215957991063.139,162,"New Zealand",53273715302.1932
1,"Cocos Islands",53,9,"r2",2002,230220936391.227,16,"Australia",394442235244.872
1,"Cocos Islands",53,9,"r2",2002,230220936391.227,162,"New Zealand",65999637537.5819
1,"Cocos Islands",53,9,"r2",2003,277040816916.943,16,"Australia",466663366336.634
1,"Cocos Islands",53,9,"r2",2003,277040816916.943,162,"New Zealand",87418267497.2517
1,"Cocos Islands",53,9,"r2",2004,358072496057.337,16,"Australia",613161189358.372
1,"Cocos Islands",53,9,"r2",2004,358072496057.337,162,"New Zealand",102983802756.303
1,"Cocos Islands",53,9,"r2",2005,403748513880.276,16,"Australia",693662607126.748
1,"Cocos Islands",53,9,"r2",2005,403748513880.276,162,"New Zealand",113834420633.803
1,"Cocos Islands",53,9,"r2",2006,428883870892.279,16,"Australia",747463312368.973
1,"Cocos Islands",53,9,"r2",2006,428883870892.279,162,"New Zealand",110304429415.584
1,"Cocos Islands",53,9,"r2",2007,494573406033.003,16,"Australia",853854910889.534
1,"Cocos Islands",53,9,"r2",2007,494573406033.003,162,"New Zealand",135291901176.471
1,"Cocos Islands",53,9,"r2",2008,593089209554.783,16,"Australia",1055506156996.89
1,"Cocos Islands",53,9,"r2",2008,593089209554.783,162,"New Zealand",130672262112.676
1,"Cocos Islands",53,9,"r2",2009,522642019322.207,16,"Australia",926710311519.414
1,"Cocos Islands",53,9,"r2",2009,522642019322.207,162,"New Zealand",118573727125
1,"Cocos Islands",53,9,"r2",2010,642520178212.089,16,"Australia",1141793593834.25
1,"Cocos Islands",53,9,"r2",2010,642520178212.089,162,"New Zealand",143246762589.928
1,"Cocos Islands",53,9,"r2",2011,774761896423.301,16,"Australia",1386889147177.31
1,"Cocos Islands",53,9,"r2",2011,774761896423.301,162,"New Zealand",162634645669.291
1,"Cocos Islands",53,9,"r2",2012,849877469733.929,16,"Australia",1532407884934.19
1,"Cocos Islands",53,9,"r2",2012,849877469733.929,162,"New Zealand",167347054533.668
2,"Christmas Island",53,9,"r2",1960,12047440779.3431,16,"Australia",18609026766.7152
2,"Christmas Island",53,9,"r2",1960,12047440779.3431,162,"New Zealand",5485854791.97096
2,"Christmas Island",53,9,"r2",1961,12679919529.5115,16,"Australia",19689774890.8052
2,"Christmas Island",53,9,"r2",1961,12679919529.5115,162,"New Zealand",5670064168.21773
2,"Christmas Island",53,9,"r2",1962,13000669961.6337,16,"Australia",19923843655.5045
2,"Christmas Island",53,9,"r2",1962,13000669961.6337,162,"New Zealand",6077496267.76294
2,"Christmas Island",53,9,"r2",1963,14090551629.5864,16,"Australia",21542165976.0331
2,"Christmas Island",53,9,"r2",1963,14090551629.5864,162,"New Zealand",6638937283.13963
2,"Christmas Island",53,9,"r2",1964,15538740895.3105,16,"Australia",23803337439.8029
2,"Christmas Island",53,9,"r2",1964,15538740895.3105,162,"New Zealand",7274144350.81809
2,"Christmas Island",53,9,"r2",1965,15816368314.4488,16,"Australia",25978273042.8939
2,"Christmas Island",53,9,"r2",1965,15816368314.4488,162,"New Zealand",5654463586.00366
2,"Christmas Island",53,9,"r2",1966,16584571285.6639,16,"Australia",27305409340.3517
2,"Christmas Island",53,9,"r2",1966,16584571285.6639,162,"New Zealand",5863733230.97616
2,"Christmas Island",53,9,"r2",1967,18200778483.4321,16,"Australia",30440138873.3341
2,"Christmas Island",53,9,"r2",1967,18200778483.4321,162,"New Zealand",5961418093.53003
2,"Christmas Island",53,9,"r2",1968,18944873790.7216,16,"Australia",32709149960.8019
2,"Christmas Island",53,9,"r2",1968,18944873790.7216,162,"New Zealand",5180597620.64135
2,"Christmas Island",53,9,"r2",1969,21221594022.4643,16,"Australia",36681599283.2344
2,"Christmas Island",53,9,"r2",1969,21221594022.4643,162,"New Zealand",5761588761.69421
2,"Christmas Island",53,9,"r2",1970,41330496136.1855,16,"Australia",41330496136.1855
2,"Christmas Island",53,9,"r2",1971,26545757059.9756,16,"Australia",45212229812.969
2,"Christmas Island",53,9,"r2",1971,26545757059.9756,162,"New Zealand",7879284306.98211
2,"Christmas Island",53,9,"r2",1972,30780124875.7889,16,"Australia",52035046728.972
2,"Christmas Island",53,9,"r2",1972,30780124875.7889,162,"New Zealand",9525203022.60574
2,"Christmas Island",53,9,"r2",1973,38278665268.4147,16,"Australia",63818065342.729
2,"Christmas Island",53,9,"r2",1973,38278665268.4147,162,"New Zealand",12739265194.1005
2,"Christmas Island",53,9,"r2",1974,51410081337.433,16,"Australia",88959469417.8335
2,"Christmas Island",53,9,"r2",1974,51410081337.433,162,"New Zealand",13860693257.0325
2,"Christmas Island",53,9,"r2",1975,55028453753.6613,16,"Australia",97278437798.7164
2,"Christmas Island",53,9,"r2",1975,55028453753.6613,162,"New Zealand",12778469708.6063
2,"Christmas Island",53,9,"r2",1976,59270589212.5129,16,"Australia",105025841421.908
2,"Christmas Island",53,9,"r2",1976,59270589212.5129,162,"New Zealand",13515337003.1177
2,"Christmas Island",53,9,"r2",1977,62819936135.5147,16,"Australia",110320027529.25
2,"Christmas Island",53,9,"r2",1977,62819936135.5147,162,"New Zealand",15319844741.7794
2,"Christmas Island",53,9,"r2",1978,68420259172.9425,16,"Australia",118458154748.477
2,"Christmas Island",53,9,"r2",1978,68420259172.9425,162,"New Zealand",18382363597.408
2,"Christmas Island",53,9,"r2",1979,77704645532.9676,16,"Australia",134858570941.724
2,"Christmas Island",53,9,"r2",1979,77704645532.9676,162,"New Zealand",20550720124.2112
2,"Christmas Island",53,9,"r2",1980,86498660338.3426,16,"Australia",149957660167.131
2,"Christmas Island",53,9,"r2",1980,86498660338.3426,162,"New Zealand",23039660509.5541
2,"Christmas Island",53,9,"r2",1981,100533140399.111,16,"Australia",176884941367.7
2,"Christmas Island",53,9,"r2",1981,100533140399.111,162,"New Zealand",24181339430.522
2,"Christmas Island",53,9,"r2",1982,108965871281.314,16,"Australia",194047224980.691
2,"Christmas Island",53,9,"r2",1982,108965871281.314,162,"New Zealand",23884517581.9374
2,"Christmas Island",53,9,"r2",1983,100646592223.355,16,"Australia",177255966307.908
2,"Christmas Island",53,9,"r2",1983,100646592223.355,162,"New Zealand",24037218138.8013
2,"Christmas Island",53,9,"r2",1984,107514358659.235,16,"Australia",193593551892.773
2,"Christmas Island",53,9,"r2",1984,107514358659.235,162,"New Zealand",21435165425.6974
2,"Christmas Island",53,9,"r2",1985,102484345933.763,16,"Australia",180551507248.6
2,"Christmas Island",53,9,"r2",1985,102484345933.763,162,"New Zealand",24417184618.9258
2,"Christmas Island",53,9,"r2",1986,106404747780.467,16,"Australia",182504896474.538
2,"Christmas Island",53,9,"r2",1986,106404747780.467,162,"New Zealand",30304599086.3963
2,"Christmas Island",53,9,"r2",1987,114861903720.35,16,"Australia",189718766543.145
2,"Christmas Island",53,9,"r2",1987,114861903720.35,162,"New Zealand",40005040897.5549
2,"Christmas Island",53,9,"r2",1988,140847272096.506,16,"Australia",236924476135.041
2,"Christmas Island",53,9,"r2",1988,140847272096.506,162,"New Zealand",44770068057.971
2,"Christmas Island",53,9,"r2",1989,172200451840.706,16,"Australia",300881035746.275
2,"Christmas Island",53,9,"r2",1989,172200451840.706,162,"New Zealand",43519867935.1364
2,"Christmas Island",53,9,"r2",1990,178218506057.642,16,"Australia",311393612928.049
2,"Christmas Island",53,9,"r2",1990,178218506057.642,162,"New Zealand",45043399187.2348
2,"Christmas Island",53,9,"r2",1991,183942914014.879,16,"Australia",325581979436.465
2,"Christmas Island",53,9,"r2",1991,183942914014.879,162,"New Zealand",42303848593.2928
2,"Christmas Island",53,9,"r2",1992,183299769738.764,16,"Australia",325389525494.117
2,"Christmas Island",53,9,"r2",1992,183299769738.764,162,"New Zealand",41210013983.4113
2,"Christmas Island",53,9,"r2",1993,179123812157.545,16,"Australia",311965289488.477
2,"Christmas Island",53,9,"r2",1993,179123812157.545,162,"New Zealand",46282334826.6136
2,"Christmas Island",53,9,"r2",1994,188798071341.924,16,"Australia",322830854375.649
2,"Christmas Island",53,9,"r2",1994,188798071341.924,162,"New Zealand",54765288308.1995
2,"Christmas Island",53,9,"r2",1995,215782153955.807,16,"Australia",368222453222.453
2,"Christmas Island",53,9,"r2",1995,215782153955.807,162,"New Zealand",63341854689.1605
2,"Christmas Island",53,9,"r2",1996,235512421501.405,16,"Australia",401579666160.85
2,"Christmas Island",53,9,"r2",1996,235512421501.405,162,"New Zealand",69445176841.9592
2,"Christmas Island",53,9,"r2",1997,250635985686.27,16,"Australia",435828768195.336
2,"Christmas Island",53,9,"r2",1997,250635985686.27,162,"New Zealand",65443203177.2048
2,"Christmas Island",53,9,"r2",1998,227565043818.253,16,"Australia",399523163535.237
2,"Christmas Island",53,9,"r2",1998,227565043818.253,162,"New Zealand",55606924101.2685
2,"Christmas Island",53,9,"r2",1999,223504499188.308,16,"Australia",388867652588.044
2,"Christmas Island",53,9,"r2",1999,223504499188.308,162,"New Zealand",58141345788.5723
2,"Christmas Island",53,9,"r2",2000,233594787653.561,16,"Australia",415208189411.543
2,"Christmas Island",53,9,"r2",2000,233594787653.561,162,"New Zealand",51981385895.5781
2,"Christmas Island",53,9,"r2",2001,215957991063.139,16,"Australia",378642266824.085
2,"Christmas Island",53,9,"r2",2001,215957991063.139,162,"New Zealand",53273715302.1932
2,"Christmas Island",53,9,"r2",2002,230220936391.227,16,"Australia",394442235244.872
2,"Christmas Island",53,9,"r2",2002,230220936391.227,162,"New Zealand",65999637537.5819
2,"Christmas Island",53,9,"r2",2003,277040816916.943,16,"Australia",466663366336.634
2,"Christmas Island",53,9,"r2",2003,277040816916.943,162,"New Zealand",87418267497.2517
2,"Christmas Island",53,9,"r2",2004,358072496057.337,16,"Australia",613161189358.372
2,"Christmas Island",53,9,"r2",2004,358072496057.337,162,"New Zealand",102983802756.303
2,"Christmas Island",53,9,"r2",2005,403748513880.276,16,"Australia",693662607126.748
2,"Christmas Island",53,9,"r2",2005,403748513880.276,162,"New Zealand",113834420633.803
2,"Christmas Island",53,9,"r2",2006,428883870892.279,16,"Australia",747463312368.973
2,"Christmas Island",53,9,"r2",2006,428883870892.279,162,"New Zealand",110304429415.584
2,"Christmas Island",53,9,"r2",2007,494573406033.003,16,"Australia",853854910889.534
2,"Christmas Island",53,9,"r2",2007,494573406033.003,162,"New Zealand",135291901176.471
2,"Christmas Island",53,9,"r2",2008,593089209554.783,16,"Australia",1055506156996.89
2,"Christmas Island",53,9,"r2",2008,593089209554.783,162,"New Zealand",130672262112.676
2,"Christmas Island",53,9,"r2",2009,522642019322.207,16,"Australia",926710311519.414
2,"Christmas Island",53,9,"r2",2009,522642019322.207,162,"New Zealand",118573727125
2,"Christmas Island",53,9,"r2",2010,642520178212.089,16,"Australia",1141793593834.25
2,"Christmas Island",53,9,"r2",2010,642520178212.089,162,"New Zealand",143246762589.928
2,"Christmas Island",53,9,"r2",2011,774761896423.301,16,"Australia",1386889147177.31
2,"Christmas Island",53,9,"r2",2011,774761896423.301,162,"New Zealand",162634645669.291
2,"Christmas Island",53,9,"r2",2012,849877469733.929,16,"Australia",1532407884934.19
2,"Christmas Island",53,9,"r2",2012,849877469733.929,162,"New Zealand",167347054533.668
3,"Norfolk Island",53,9,"r2",1960,12047440779.3431,16,"Australia",18609026766.7152
3,"Norfolk Island",53,9,"r2",1960,12047440779.3431,162,"New Zealand",5485854791.97096
3,"Norfolk Island",53,9,"r2",1961,12679919529.5115,16,"Australia",19689774890.8052
3,"Norfolk Island",53,9,"r2",1961,12679919529.5115,162,"New Zealand",5670064168.21773
3,"Norfolk Island",53,9,"r2",1962,13000669961.6337,16,"Australia",19923843655.5045
3,"Norfolk Island",53,9,"r2",1962,13000669961.6337,162,"New Zealand",6077496267.76294
3,"Norfolk Island",53,9,"r2",1963,14090551629.5864,16,"Australia",21542165976.0331
3,"Norfolk Island",53,9,"r2",1963,14090551629.5864,162,"New Zealand",6638937283.13963
3,"Norfolk Island",53,9,"r2",1964,15538740895.3105,16,"Australia",23803337439.8029
3,"Norfolk Island",53,9,"r2",1964,15538740895.3105,162,"New Zealand",7274144350.81809
3,"Norfolk Island",53,9,"r2",1965,15816368314.4488,16,"Australia",25978273042.8939
3,"Norfolk Island",53,9,"r2",1965,15816368314.4488,162,"New Zealand",5654463586.00366
3,"Norfolk Island",53,9,"r2",1966,16584571285.6639,16,"Australia",27305409340.3517
3,"Norfolk Island",53,9,"r2",1966,16584571285.6639,162,"New Zealand",5863733230.97616
3,"Norfolk Island",53,9,"r2",1967,18200778483.4321,16,"Australia",30440138873.3341
3,"Norfolk Island",53,9,"r2",1967,18200778483.4321,162,"New Zealand",5961418093.53003
3,"Norfolk Island",53,9,"r2",1968,18944873790.7216,16,"Australia",32709149960.8019
3,"Norfolk Island",53,9,"r2",1968,18944873790.7216,162,"New Zealand",5180597620.64135
3,"Norfolk Island",53,9,"r2",1969,21221594022.4643,16,"Australia",36681599283.2344
3,"Norfolk Island",53,9,"r2",1969,21221594022.4643,162,"New Zealand",5761588761.69421
3,"Norfolk Island",53,9,"r2",1970,41330496136.1855,16,"Australia",41330496136.1855
3,"Norfolk Island",53,9,"r2",1971,26545757059.9756,16,"Australia",45212229812.969
3,"Norfolk Island",53,9,"r2",1971,26545757059.9756,162,"New Zealand",7879284306.98211
3,"Norfolk Island",53,9,"r2",1972,30780124875.7889,16,"Australia",52035046728.972
3,"Norfolk Island",53,9,"r2",1972,30780124875.7889,162,"New Zealand",9525203022.60574
3,"Norfolk Island",53,9,"r2",1973,38278665268.4147,16,"Australia",63818065342.729
3,"Norfolk Island",53,9,"r2",1973,38278665268.4147,162,"New Zealand",12739265194.1005
3,"Norfolk Island",53,9,"r2",1974,51410081337.433,16,"Australia",88959469417.8335
3,"Norfolk Island",53,9,"r2",1974,51410081337.433,162,"New Zealand",13860693257.0325
3,"Norfolk Island",53,9,"r2",1975,55028453753.6613,16,"Australia",97278437798.7164
3,"Norfolk Island",53,9,"r2",1975,55028453753.6613,162,"New Zealand",12778469708.6063
3,"Norfolk Island",53,9,"r2",1976,59270589212.5129,16,"Australia",105025841421.908
3,"Norfolk Island",53,9,"r2",1976,59270589212.5129,162,"New Zealand",13515337003.1177
3,"Norfolk Island",53,9,"r2",1977,62819936135.5147,16,"Australia",110320027529.25
3,"Norfolk Island",53,9,"r2",1977,62819936135.5147,162,"New Zealand",15319844741.7794
3,"Norfolk Island",53,9,"r2",1978,68420259172.9425,16,"Australia",118458154748.477
3,"Norfolk Island",53,9,"r2",1978,68420259172.9425,162,"New Zealand",18382363597.408
3,"Norfolk Island",53,9,"r2",1979,77704645532.9676,16,"Australia",134858570941.724
3,"Norfolk Island",53,9,"r2",1979,77704645532.9676,162,"New Zealand",20550720124.2112
3,"Norfolk Island",53,9,"r2",1980,86498660338.3426,16,"Australia",149957660167.131
3,"Norfolk Island",53,9,"r2",1980,86498660338.3426,162,"New Zealand",23039660509.5541
3,"Norfolk Island",53,9,"r2",1981,100533140399.111,16,"Australia",176884941367.7
3,"Norfolk Island",53,9,"r2",1981,100533140399.111,162,"New Zealand",24181339430.522
3,"Norfolk Island",53,9,"r2",1982,108965871281.314,16,"Australia",194047224980.691
3,"Norfolk Island",53,9,"r2",1982,108965871281.314,162,"New Zealand",23884517581.9374
3,"Norfolk Island",53,9,"r2",1983,100646592223.355,16,"Australia",177255966307.908
3,"Norfolk Island",53,9,"r2",1983,100646592223.355,162,"New Zealand",24037218138.8013
3,"Norfolk Island",53,9,"r2",1984,107514358659.235,16,"Australia",193593551892.773
3,"Norfolk Island",53,9,"r2",1984,107514358659.235,162,"New Zealand",21435165425.6974
3,"Norfolk Island",53,9,"r2",1985,102484345933.763,16,"Australia",180551507248.6
3,"Norfolk Island",53,9,"r2",1985,102484345933.763,162,"New Zealand",24417184618.9258
3,"Norfolk Island",53,9,"r2",1986,106404747780.467,16,"Australia",182504896474.538
3,"Norfolk Island",53,9,"r2",1986,106404747780.467,162,"New Zealand",30304599086.3963
3,"Norfolk Island",53,9,"r2",1987,114861903720.35,16,"Australia",189718766543.145
3,"Norfolk Island",53,9,"r2",1987,114861903720.35,162,"New Zealand",40005040897.5549
3,"Norfolk Island",53,9,"r2",1988,140847272096.506,16,"Australia",236924476135.041
3,"Norfolk Island",53,9,"r2",1988,140847272096.506,162,"New Zealand",44770068057.971
3,"Norfolk Island",53,9,"r2",1989,172200451840.706,16,"Australia",300881035746.275
3,"Norfolk Island",53,9,"r2",1989,172200451840.706,162,"New Zealand",43519867935.1364
3,"Norfolk Island",53,9,"r2",1990,178218506057.642,16,"Australia",311393612928.049
3,"Norfolk Island",53,9,"r2",1990,178218506057.642,162,"New Zealand",45043399187.2348
3,"Norfolk Island",53,9,"r2",1991,183942914014.879,16,"Australia",325581979436.465
3,"Norfolk Island",53,9,"r2",1991,183942914014.879,162,"New Zealand",42303848593.2928
3,"Norfolk Island",53,9,"r2",1992,183299769738.764,16,"Australia",325389525494.117
3,"Norfolk Island",53,9,"r2",1992,183299769738.764,162,"New Zealand",41210013983.4113
3,"Norfolk Island",53,9,"r2",1993,179123812157.545,16,"Australia",311965289488.477
3,"Norfolk Island",53,9,"r2",1993,179123812157.545,162,"New Zealand",46282334826.6136
3,"Norfolk Island",53,9,"r2",1994,188798071341.924,16,"Australia",322830854375.649
3,"Norfolk Island",53,9,"r2",1994,188798071341.924,162,"New Zealand",54765288308.1995
3,"Norfolk Island",53,9,"r2",1995,215782153955.807,16,"Australia",368222453222.453
3,"Norfolk Island",53,9,"r2",1995,215782153955.807,162,"New Zealand",63341854689.1605
3,"Norfolk Island",53,9,"r2",1996,235512421501.405,16,"Australia",401579666160.85
3,"Norfolk Island",53,9,"r2",1996,235512421501.405,162,"New Zealand",69445176841.9592
3,"Norfolk Island",53,9,"r2",1997,250635985686.27,16,"Australia",435828768195.336
3,"Norfolk Island",53,9,"r2",1997,250635985686.27,162,"New Zealand",65443203177.2048
3,"Norfolk Island",53,9,"r2",1998,227565043818.253,16,"Australia",399523163535.237
3,"Norfolk Island",53,9,"r2",1998,227565043818.253,162,"New Zealand",55606924101.2685
3,"Norfolk Island",53,9,"r2",1999,223504499188.308,16,"Australia",388867652588.044
3,"Norfolk Island",53,9,"r2",1999,223504499188.308,162,"New Zealand",58141345788.5723
3,"Norfolk Island",53,9,"r2",2000,233594787653.561,16,"Australia",415208189411.543
3,"Norfolk Island",53,9,"r2",2000,233594787653.561,162,"New Zealand",51981385895.5781
3,"Norfolk Island",53,9,"r2",2001,215957991063.139,16,"Australia",378642266824.085
3,"Norfolk Island",53,9,"r2",2001,215957991063.139,162,"New Zealand",53273715302.1932
3,"Norfolk Island",53,9,"r2",2002,230220936391.227,16,"Australia",394442235244.872
3,"Norfolk Island",53,9,"r2",2002,230220936391.227,162,"New Zealand",65999637537.5819
3,"Norfolk Island",53,9,"r2",2003,277040816916.943,16,"Australia",466663366336.634
3,"Norfolk Island",53,9,"r2",2003,277040816916.943,162,"New Zealand",87418267497.2517
3,"Norfolk Island",53,9,"r2",2004,358072496057.337,16,"Australia",613161189358.372
3,"Norfolk Island",53,9,"r2",2004,358072496057.337,162,"New Zealand",102983802756.303
3,"Norfolk Island",53,9,"r2",2005,403748513880.276,16,"Australia",693662607126.748
3,"Norfolk Island",53,9,"r2",2005,403748513880.276,162,"New Zealand",113834420633.803
3,"Norfolk Island",53,9,"r2",2006,428883870892.279,16,"Australia",747463312368.973
3,"Norfolk Island",53,9,"r2",2006,428883870892.279,162,"New Zealand",110304429415.584
3,"Norfolk Island",53,9,"r2",2007,494573406033.003,16,"Australia",853854910889.534
3,"Norfolk Island",53,9,"r2",2007,494573406033.003,162,"New Zealand",135291901176.471
3,"Norfolk Island",53,9,"r2",2008,593089209554.783,16,"Australia",1055506156996.89
3,"Norfolk Island",53,9,"r2",2008,593089209554.783,162,"New Zealand",130672262112.676
3,"Norfolk Island",53,9,"r2",2009,522642019322.207,16,"Australia",926710311519.414
3,"Norfolk Island",53,9,"r2",2009,522642019322.207,162,"New Zealand",118573727125
3,"Norfolk Island",53,9,"r2",2010,642520178212.089,16,"Australia",1141793593834.25
3,"Norfolk Island",53,9,"r2",2010,642520178212.089,162,"New Zealand",143246762589.928
