"rgn_id","year","count"
6,1988,4500
6,1989,8200
6,1990,11800
6,1991,13200
6,1992,14800
6,1993,15800
6,1994,14800
6,1995,17100
6,1996,19900
6,1997,18400
6,1998,23800
6,1999,23800
6,2000,27500
6,2001,25700
6,2002,23800
6,2003,25900
6,2004,26200
6,2005,23800
6,2006,20000
6,2007,23200
6,2008,24600
6,2009,29900
6,2010,29000
6,2011,28800
6,2012,35300
6,2013,38600
7,1988,3000
7,1989,4300
7,1990,3900
7,1991,4700
7,1992,3500
7,1993,6600
7,1994,11500
7,1995,6900
7,1996,6700
7,1997,4800
7,1998,5100
7,1999,5000
7,2000,4000
7,2001,7400
7,2002,4800
7,2003,3400
7,2004,4200
7,2005,6700
7,2006,17900
7,2007,18700
7,2008,17100
7,2009,20800
7,2010,26300
7,2011,27300
7,2012,22500
7,2013,21900
14,1988,438400
14,1989,441500
14,1990,403700
14,1991,411600
14,1992,404500
14,1993,386300
14,1994,448400
14,1995,458300
14,1996,509000
14,1997,483100
14,1998,464200
14,1999,470500
14,2000,459500
14,2001,450200
14,2002,502400
14,2003,427000
14,2004,381400
14,2005,385800
14,2006,419600
14,2007,439700
14,2008,429400
14,2009,418400
14,2010,529300
14,2011,592400
14,2012,620000
14,2013,643400
15,1988,1392200
15,1989,1502800
15,1990,1461200
15,1991,1328100
15,1992,1393100
15,1993,1559200
15,1994,1639100
15,1995,1841000
15,1996,2129100
15,1997,2603100
15,1998,3100600
15,1999,2885200
15,2000,3116500
15,2001,3327000
15,2002,3010900
15,2003,2941500
15,2004,3248100
15,2005,3630100
15,2006,3890400
15,2007,4524200
15,2008,3004000
15,2009,3380100
15,2010,3182700
15,2011,3944900
15,2012,4197800
15,2013,4295100
16,1988,1128500
16,1989,1015800
16,1990,1062300
16,1991,1091200
16,1992,1075900
16,1993,1058400
16,1994,1171300
16,1995,1228600
16,1996,1275400
16,1997,1284800
16,1998,1304100
16,1999,1346600
16,2000,1509500
16,2001,1491100
16,2002,1504100
16,2003,1475500
16,2004,1421800
16,2005,1652900
16,2006,1420900
16,2007,1448500
16,2008,1381000
16,2009,1409800
16,2010,1430800
16,2011,1416800
16,2012,1400600
16,2013,1449300
17,1988,7300
17,1989,14800
17,1990,52300
17,1991,61000
17,1992,81600
17,1993,61600
17,1994,50600
17,1995,45600
17,1996,50500
17,1997,48200
17,1998,51600
17,1999,62600
17,2000,78600
17,2001,70600
17,2002,103900
17,2003,86100
17,2004,107500
17,2005,92300
17,2006,55000
17,2007,51800
17,2008,47200
17,2009,80700
17,2010,60900
17,2011,55500
17,2012,61500
17,2013,62500
18,1988,45600
18,1989,58300
18,1990,60100
18,1991,66800
18,1992,63400
18,1993,64800
18,1994,64800
18,1995,78000
18,1996,75300
18,1997,75400
18,1998,78000
18,1999,71400
18,2000,75800
18,2001,79400
18,2002,86700
18,2003,87700
18,2004,96700
18,2005,110600
18,2006,100600
18,2007,97200
18,2008,113700
18,2009,110700
18,2010,118500
18,2011,114700
18,2012,116200
18,2013,116300
20,1988,1509200
20,1989,1423700
