"rgn_name","rgn_id","product","year","usd","value_ext"
"Albania",82,"corals",1996,391,FALSE
"Albania",82,"corals",1997,137,FALSE
"Albania",82,"corals",1998,156,FALSE
"Albania",82,"corals",1999,316,FALSE
"Albania",82,"corals",2000,57,FALSE
"Albania",82,"corals",2001,21,FALSE
"Albania",82,"corals",2002,33,FALSE
"Albania",82,"corals",2003,54,FALSE
"Albania",82,"corals",2004,126,FALSE
"Albania",82,"corals",2005,29,FALSE
"Albania",82,"corals",2006,29,FALSE
"Albania",82,"corals",2007,0,FALSE
"Albania",82,"corals",2008,136,FALSE
"Albania",82,"corals",2009,120,FALSE
"Albania",82,"corals",2010,0,FALSE
"Albania",82,"corals",2011,160,FALSE
"Albania",82,"ornamentals",2000,1,FALSE
"Albania",82,"ornamentals",2004,4,FALSE
"Albania",82,"ornamentals",2005,1,FALSE
"Albania",82,"ornamentals",2006,6,FALSE
"Albania",82,"ornamentals",2008,16,FALSE
"Albania",82,"ornamentals",2009,5,FALSE
"Albania",82,"ornamentals",2010,0,FALSE
"Albania",82,"ornamentals",2011,0,FALSE
"Albania",82,"seaweeds",2011,11,FALSE
"Algeria",84,"fish_oil",2005,0,FALSE
"Algeria",84,"fish_oil",2006,0,FALSE
"Algeria",84,"fish_oil",2007,0,FALSE
"Algeria",84,"fish_oil",2008,0,FALSE
"Algeria",84,"fish_oil",2009,0,FALSE
"Algeria",84,"fish_oil",2010,0,FALSE
"Algeria",84,"fish_oil",2011,0,FALSE
"Algeria",84,"ornamentals",2001,3,FALSE
"Algeria",84,"ornamentals",2002,2,FALSE
"Algeria",84,"ornamentals",2003,12,FALSE
"Algeria",84,"ornamentals",2004,8,FALSE
"Algeria",84,"ornamentals",2005,5,FALSE
"Algeria",84,"ornamentals",2007,4,FALSE
"Algeria",84,"ornamentals",2008,0,FALSE
"Algeria",84,"ornamentals",2009,0,FALSE
"Algeria",84,"ornamentals",2010,0,FALSE
"Algeria",84,"ornamentals",2011,0,FALSE
"Algeria",84,"seaweeds",1996,57,FALSE
"Algeria",84,"seaweeds",1997,0,FALSE
"Algeria",84,"seaweeds",1998,0,FALSE
"Algeria",84,"seaweeds",1999,0,FALSE
"Algeria",84,"seaweeds",2000,0,FALSE
"Algeria",84,"seaweeds",2001,0,FALSE
"Algeria",84,"seaweeds",2002,0,FALSE
"Algeria",84,"seaweeds",2003,0,FALSE
"Algeria",84,"seaweeds",2004,0,FALSE
"Algeria",84,"seaweeds",2005,0,FALSE
"Algeria",84,"seaweeds",2006,0,FALSE
"Algeria",84,"seaweeds",2007,0,FALSE
"Algeria",84,"seaweeds",2008,0,FALSE
"Algeria",84,"seaweeds",2009,0,FALSE
"Algeria",84,"seaweeds",2010,0,FALSE
"Algeria",84,"seaweeds",2011,0,FALSE
"Angola",200,"fish_oil",1997,227,FALSE
"Angola",200,"fish_oil",1998,665,FALSE
"Angola",200,"fish_oil",1999,439,FALSE
"Angola",200,"fish_oil",2000,228,FALSE
"Angola",200,"fish_oil",2003,417,FALSE
"Angola",200,"fish_oil",2004,204,FALSE
"Angola",200,"fish_oil",2005,446,FALSE
"Angola",200,"fish_oil",2006,100,FALSE
"Angola",200,"fish_oil",2008,445,FALSE
"Angola",200,"fish_oil",2009,76,FALSE
"Angola",200,"fish_oil",2010,80,FALSE
"Angola",200,"fish_oil",2011,445,FALSE
"Angola",200,"ornamentals",2003,1,FALSE
"Angola",200,"ornamentals",2004,0,FALSE
"Angola",200,"ornamentals",2005,0,FALSE
"Angola",200,"ornamentals",2006,0,FALSE
"Angola",200,"ornamentals",2007,0,FALSE
"Angola",200,"ornamentals",2008,0,FALSE
"Angola",200,"ornamentals",2009,0,FALSE
"Angola",200,"ornamentals",2010,0,FALSE
"Angola",200,"ornamentals",2011,0,FALSE
"Antigua and Barbuda",120,"ornamentals",2002,2,FALSE
"Antigua and Barbuda",120,"ornamentals",2003,2,FALSE
