"","","Population","Sanitation","","","","","",""
"","2005","469.3","125.7","26.8","343.6","73.2","","",""
"","2006","480.7","130.1","27.1","350.6","72.9","","",""
"","2007","492.1","134.6","27.4","357.5","72.6","","",""
"","2008","503.5","139.2","27.6","364.3","72.4","","",""
"","2009","515.0","143.9","27.9","371.1","72.1","","",""
"","2010","526.4","148.7","28.2","377.8","71.8","","",""
"","2011","538.0","153.6","28.5","384.4","71.5","","",""
"","2012","549.6","158.5","28.8","391.1","71.2","","",""
"Somalia","1990","6321.6","","","","","","",""
"","1991","6319.5","","","","","","",""
"","1992","6294.0","","","","","","",""
"","1993","6269.2","1329.4","21.2","4939.8","78.8","","",""
"","1994","6278.9","1338.2","21.3","4940.7","78.7","","",""
"","1995","6346.4","1359.4","21.4","4987.0","78.6","","",""
"","1996","6481.0","1395.3","21.5","5085.8","78.5","","",""
"","1997","6673.3","1443.9","21.6","5229.4","78.4","","",""
"","1998","6905.0","1497.6","21.7","5407.4","78.3","","",""
"","1999","7149.0","1555.0","21.8","5594.0","78.2","","",""
"","2000","7385.4","1612.1","21.8","5773.4","78.2","","",""
"","2001","7609.3","1667.6","21.9","5941.7","78.1","","",""
"","2002","7825.9","1723.0","22.0","6103.0","78.0","","",""
"","2003","8037.7","1778.9","22.1","6258.8","77.9","","",""
"","2004","8250.0","1836.7","22.3","6413.3","77.7","","",""
"","2005","8466.9","1897.4","22.4","6569.5","77.6","","",""
"","2006","8687.7","1961.1","22.6","6726.5","77.4","","",""
"","2007","8910.9","2027.6","22.8","6883.2","77.2","","",""
"","2008","9140.3","2097.6","22.9","7042.6","77.1","","",""
"","2009","9380.9","2171.5","23.1","7209.4","76.9","","",""
"","2010","9636.2","2250.1","23.4","7386.1","76.6","","",""
"","2011","9907.9","2334.1","23.6","7573.8","76.4","","",""
"","2012","10195.1","","","","","","",""
"South Africa","1990","36793.5","21327.5","58.0","15466.0","42.0","26","",""
"","1991","37693.6","21917.7","58.1","15775.9","41.9","","",""
"","1992","38649.7","22539.4","58.3","16110.3","41.7","","",""
"","1993","39623.5","23456.5","59.2","16167.0","40.8","","",""
"","1994","40561.8","24366.3","60.1","16195.5","39.9","","",""
"","1995","41426.8","25244.5","60.9","16182.3","39.1","","",""
"","1996","42204.0","26080.1","61.8","16124.0","38.2","","",""
"","1997","42906.6","26879.0","62.6","16027.5","37.4","","",""
"","1998","43558.3","27654.2","63.5","15904.1","36.5","","",""
"","1999","44195.9","28427.9","64.3","15768.0","35.7","","",""
"","2000","44846.3","29217.0","65.1","15629.3","34.9","","",""
"","2001","45513.2","30023.9","66.0","15489.3","34.0","","",""
"","2002","46187.8","30843.4","66.8","15344.4","33.2","","",""
"","2003","46869.0","31674.2","67.6","15194.8","32.4","","",""
"","2004","47553.0","32514.0","68.4","15039.0","31.6","","",""
"","2005","48235.3","33359.4","69.2","14875.9","30.8","","",""
"","2006","48919.4","34213.0","69.9","14706.4","30.1","","",""
"","2007","49602.8","35072.5","70.7","14530.3","29.3","","",""
"","2008","50267.5","35925.2","71.5","14342.3","28.5","","",""
"","2009","50889.5","36753.2","72.2","14136.4","27.8","","",""
"","2010","51452.4","37543.1","73.0","13909.2","27.0","","",""
"","2011","51949.0","38288.7","73.7","13660.3","26.3","","",""
"","2012","52385.9","38993.0","74.4","13393.0","25.6","","",""
"South Sudan","1990","0.0","","","","","","",""
"","1991","0.0","","","","","","",""
"","1992","0.0","","","","","","",""
"","1993","0.0","","","","","","",""
"","1994","0.0","","","","","","",""
"","1995","0.0","","","","","","",""
"","1996","0.0","","","","","","",""
"","1997","0.0","","","","","","",""
"","1998","0.0","","","","","","",""
"","1999","0.0","","","","","","",""
"","2000","0.0","","","","","","",""
"","2001","0.0","","","","","","",""
"","2002","0.0","","","","","","",""
"","2003","0.0","","","","","","",""
"","2004","0.0","","","","","","",""
"","2005","0.0","","","","","","",""
"","2006","0.0","","","","","","",""
"","2007","0.0","","","","","","",""
"","2008","0.0","","","","","","",""
"","2009","0.0","","","","","","",""
"","2010","0.0","","","","","","",""
"","2011","10381.1","920.2","8.9","9460.9","91.1","","",""
"","2012","10837.5","962.4","8.9","9875.2","91.1","","",""
"Spain","1990","38883.0","38873.7","100.0","9.3","0.0","16","",""
"","1991","38972.9","38963.6","100.0","9.4","0.0","","",""
"","1992","39080.0","39070.6","100.0","9.4","0.0","","",""
"","1993","39196.9","39187.5","100.0","9.4","0.0","","",""
"","1994","39312.2","39302.7","100.0","9.5","0.0","","",""
"","1995","39420.6","39411.1","100.0","9.5","0.0","","",""
"","1996","39513.7","39504.2","100.0","9.5","0.0","","",""
"","1997","39603.8","39594.2","100.0","9.5","0.0","","",""
"","1998","39729.9","39720.4","100.0","9.6","0.0","","",""
"","1999","39944.7","39935.5","100.0","9.2","0.0","","",""
"","2000","40282.8","40274.1","100.0","8.8","0.0","","",""
"","2001","40756.7","40748.3","100.0","8.4","0.0","","",""
"","2002","41346.7","41338.7","100.0","8.0","0.0","","",""
"","2003","42015.9","42008.2","100.0","7.6","0.0","","",""
"","2004","42710.3","42703.1","100.0","7.2","0.0","","",""
"","2005","43387.5","43380.7","100.0","6.8","0.0","","",""
"","2006","44038.5","44032.1","100.0","6.4","0.0","","",""
"","2007","44664.1","44658.1","100.0","6.0","0.0","","",""
"","2008","45243.4","45237.9","100.0","5.5","0.0","","",""
"","2009","45754.3","45749.3","100.0","5.0","0.0","","",""
"","2010","46182.0","46177.0","100.0","5.0","0.0","","",""
"","2011","46514.1","46509.0","100.0","5.1","0.0","","",""
"","2012","46754.5","46749.4","100.0","5.1","0.0","","",""
"Sri Lanka","1990","17324.0","11711.4","67.6","5612.5","32.4","29","",""
"","1991","17532.9","12044.2","68.7","5488.7","31.3","","",""
"","1992","17733.3","12376.2","69.8","5357.1","30.2","","",""
"","1993","17921.2","12704.3","70.9","5216.9","29.1","","",""
"","1994","18091.5","13024.5","72.0","5066.9","28.0","","",""
"","1995","18241.7","13334.4","73.1","4907.3","26.9","","",""
"","1996","18367.8","13630.3","74.2","4737.4","25.8","","",""
"","1997","18473.9","13914.6","75.3","4559.3","24.7","","",""
"","1998","18575.8","14198.6","76.4","4377.2","23.6","","",""
"","1999","18695.0","14498.9","77.6","4196.1","22.4","","",""
"","2000","18846.4","14827.8","78.7","4018.6","21.3","","",""
"","2001","19037.1","15192.0","79.8","3845.1","20.2","","",""
"","2002","19260.9","15587.9","80.9","3673.0","19.1","","",""
"","2003","19502.0","16003.6","82.1","3498.4","17.9","","",""
"","2004","19737.6","16420.5","83.2","3317.0","16.8","","",""
"","2005","19951.3","16824.7","84.3","3126.6","15.7","","",""
"","2006","20137.6","17210.4","85.5","2927.2","14.5","","",""
"","2007","20301.9","17581.3","86.6","2720.6","13.4","","",""
"","2008","20452.4","17943.7","87.7","2508.7","12.3","","",""
"","2009","20601.7","18308.2","88.9","2293.5","11.1","","",""
"","2010","20758.8","18682.8","90.0","2076.0","10.0","","",""
"","2011","20925.5","19069.1","91.1","1856.4","8.9","","",""
"","2012","21098.1","19463.9","92.3","1634.2","7.7","","",""
"Sudan","1990","25707.2","6904.3","26.9","18802.9","73.1","2","",""
"","1991","26429.8","7213.6","27.3","19216.2","72.7","","",""
"","1992","27247.2","7473.4","27.4","19773.8","72.6","","",""
"","1993","28156.8","7729.4","27.5","20427.4","72.5","","",""
"","1994","29117.5","7918.7","27.2","21198.8","72.8","","",""
"","1995","30090.8","8100.4","26.9","21990.5","73.1","","",""
"","1996","31042.3","8265.4","26.6","22776.9","73.4","","",""
"","1997","31964.3","8413.7","26.3","23550.6","73.7","","",""
"","1998","32853.5","8546.8","26.0","24306.6","74.0","","",""
"","1999","33738.4","8674.3","25.7","25064.1","74.3","","",""
"","2000","34654.3","8806.0","25.4","25848.3","74.6","","",""
"","2001","35621.6","8946.4","25.1","26675.2","74.9","","",""
"","2002","36636.3","9093.5","24.8","27542.9","75.2","","",""
"","2003","37704.2","9247.5","24.5","28456.7","75.5","","",""
"","2004","38817.9","9405.5","24.2","29412.4","75.8","","",""
"","2005","39962.8","9563.6","23.9","30399.2","76.1","","",""
"","2006","41134.3","9720.6","23.6","31413.6","76.4","","",""
"","2007","42336.6","9877.5","23.3","32459.1","76.7","","",""
"","2008","43560.6","10032.0","23.0","33528.6","77.0","","",""
"","2009","44794.1","10183.5","22.7","34610.6","77.3","","",""
"","2010","46033.1","10331.1","22.4","35702.0","77.6","","",""
"","2011","36430.9","8566.1","23.5","27864.8","76.5","","",""
"","2012","37195.3","8760.7","23.6","28434.6","76.4","","",""
"Suriname","1990","406.8","","","","","15","",""
"","1991","412.9","","","","","","",""
"","1992","418.7","","","","","","",""
"","1993","424.3","","","","","","",""
"","1994","430.0","344.1","80.0","85.9","20.0","","",""
"","1995","435.8","349.3","80.2","86.5","19.8","","",""
"","1996","441.7","354.6","80.3","87.1","19.7","","",""
"","1997","447.8","360.0","80.4","87.7","19.6","","",""
"","1998","453.9","365.5","80.5","88.4","19.5","","",""
"","1999","460.2","370.6","80.5","89.7","19.5","","",""
"","2000","466.7","375.7","80.5","91.0","19.5","","",""
"","2001","473.3","381.0","80.5","92.3","19.5","","",""
"","2002","480.1","386.4","80.5","93.7","19.5","","",""
"","2003","486.9","391.8","80.5","95.1","19.5","","",""
"","2004","493.4","397.0","80.5","96.4","19.5","","",""
"","2005","499.5","401.9","80.5","97.7","19.5","","",""
"","2006","505.2","406.4","80.4","98.8","19.6","","",""
"","2007","510.4","410.5","80.4","99.9","19.6","","",""
"","2008","515.4","414.4","80.4","101.0","19.6","","",""
"","2009","520.2","418.2","80.4","102.0","19.6","","",""
"","2010","525.0","421.9","80.4","103.1","19.6","","",""
"","2011","529.8","425.7","80.3","104.1","19.7","","",""
"","2012","534.5","429.4","80.3","105.2","19.7","","",""
"Swaziland","1990","862.7","418.4","48.5","444.3","51.5","19","",""
"","1991","887.2","430.4","48.5","456.9","51.5","","",""
"","1992","907.9","440.5","48.5","467.5","51.5","","",""
"","1993","926.2","449.4","48.5","476.8","51.5","","",""
"","1994","944.2","462.7","49.0","481.5","51.0","","",""
"","1995","963.4","476.7","49.5","486.7","50.5","","",""
"","1996","984.5","491.9","50.0","492.6","50.0","","",""
"","1997","1006.8","507.8","50.4","498.9","49.6","","",""
"","1998","1028.7","523.6","50.9","505.1","49.1","","",""
"","1999","1048.2","538.2","51.4","509.9","48.6","","",""
"","2000","1063.7","551.1","51.8","512.6","48.2","","",""
"","2001","1074.8","561.8","52.3","513.0","47.7","","",""
"","2002","1082.2","570.6","52.7","511.5","47.3","","",""
"","2003","1087.9","578.7","53.2","509.2","46.8","","",""
"","2004","1094.8","587.4","53.7","507.3","46.3","","",""
"","2005","1104.6","597.9","54.1","506.8","45.9","","",""
"","2006","1118.3","610.5","54.6","507.8","45.4","","",""
"","2007","1135.0","625.0","55.1","510.0","44.9","","",""
"","2008","1153.9","640.9","55.5","513.1","44.5","","",""
"","2009","1173.7","657.4","56.0","516.3","44.0","","",""
"","2010","1193.1","674.1","56.5","519.1","43.5","","",""
"","2011","1212.2","690.6","57.0","521.5","43.0","","",""
"","2012","1231.0","707.3","57.5","523.7","42.5","","",""
"Sweden","1990","8559.1","8559.1","100.0","0.0","0.0","7","",""
"","1991","8616.5","8616.5","100.0","0.0","0.0","","",""
"","1992","8677.8","8677.8","100.0","0.0","0.0","","",""
"","1993","8737.5","8737.5","100.0","0.0","0.0","","",""
"","1994","8788.7","8788.7","100.0","0.0","0.0","","",""
"","1995","8826.7","8826.7","100.0","0.0","0.0","","",""
"","1996","8849.4","8849.4","100.0","0.0","0.0","","",""
"","1997","8859.1","8859.1","100.0","0.0","0.0","","",""
"","1998","8861.2","8861.2","100.0","0.0","0.0","","",""
"","1999","8863.6","8863.6","100.0","0.0","0.0","","",""
"","2000","8872.3","8872.3","100.0","0.0","0.0","","",""
"","2001","8888.4","8888.4","100.0","0.0","0.0","","",""
"","2002","8911.2","8911.2","100.0","0.0","0.0","","",""
"","2003","8941.8","8941.8","100.0","0.0","0.0","","",""
"","2004","8981.3","8981.3","100.0","0.0","0.0","","",""
"","2005","9030.2","9030.2","100.0","0.0","0.0","","",""
"","2006","9089.7","9089.7","100.0","0.0","0.0","","",""
"","2007","9159.2","9159.2","100.0","0.0","0.0","","",""
"","2008","9234.6","9234.6","100.0","0.0","0.0","","",""
"","2009","9310.3","9310.3","100.0","0.0","0.0","","",""
"","2010","9382.3","9382.3","100.0","0.0","0.0","","",""
"","2011","9449.0","9449.0","100.0","0.0","0.0","","",""
"","2012","9511.3","9511.3","100.0","0.0","0.0","","",""
"Switzerland","1990","6673.9","6673.9","100.0","0.0","0.0","12","",""
"","1991","6740.0","6740.0","100.0","0.0","0.0","","",""
"","1992","6814.2","6814.2","100.0","0.0","0.0","","",""
"","1993","6890.3","6890.3","100.0","0.0","0.0","","",""
"","1994","6959.9","6959.9","100.0","0.0","0.0","","",""
"","1995","7017.0","7017.0","100.0","0.0","0.0","","",""
"","1996","7059.6","7059.6","100.0","0.0","0.0","","",""
"","1997","7090.2","7090.2","100.0","0.0","0.0","","",""
"","1998","7113.5","7113.5","100.0","0.0","0.0","","",""
"","1999","7136.8","7136.8","100.0","0.0","0.0","","",""
"","2000","7165.6","7165.6","100.0","0.0","0.0","","",""
"","2001","7200.8","7200.8","100.0","0.0","0.0","","",""
"","2002","7241.5","7241.5","100.0","0.0","0.0","","",""
"","2003","7289.1","7289.1","100.0","0.0","0.0","","",""
"","2004","7344.6","7344.6","100.0","0.0","0.0","","",""
"","2005","7408.6","7408.6","100.0","0.0","0.0","","",""
"","2006","7482.2","7482.2","100.0","0.0","0.0","","",""
"","2007","7564.7","7564.7","100.0","0.0","0.0","","",""
"","2008","7653.1","7653.1","100.0","0.0","0.0","","",""
"","2009","7742.8","7742.8","100.0","0.0","0.0","","",""
"","2010","7830.5","7830.5","100.0","0.0","0.0","","",""
"","2011","7915.2","7915.2","100.0","0.0","0.0","","",""
"","2012","7997.4","7997.4","100.0","0.0","0.0","","",""
"Syrian Arab Republic","1990","12451.5","10526.2","84.5","1925.3","15.5","40","",""
"","1991","12818.3","10841.6","84.6","1976.7","15.4","","",""
"","1992","13188.0","11159.8","84.6","2028.2","15.4","","",""
"","1993","13562.7","11482.6","84.7","2080.1","15.3","","",""
"","1994","13945.6","11812.7","84.7","2133.0","15.3","","",""
"","1995","14338.2","12241.5","85.4","2096.7","14.6","","",""
"","1996","14746.3","12688.7","86.0","2057.6","14.0","","",""
"","1997","15168.5","13152.4","86.7","2016.2","13.3","","",""
"","1998","15591.3","13620.9","87.4","1970.4","12.6","","",""
"","1999","15995.8","14077.6","88.0","1918.2","12.0","","",""
"","2000","16371.2","14512.5","88.6","1858.7","11.4","","",""
"","2001","16701.0","14910.1","89.3","1790.9","10.7","","",""
"","2002","16994.7","15278.1","89.9","1716.5","10.1","","",""
"","2003","17298.5","15657.6","90.5","1640.9","9.5","","",""
"","2004","17676.0","16106.6","91.1","1569.4","8.9","","",""
"","2005","18167.4","16663.2","91.7","1504.2","8.3","","",""
"","2006","18804.9","17359.2","92.3","1445.7","7.7","","",""
"","2007","19561.5","18171.8","92.9","1389.7","7.1","","",""
"","2008","20346.1","19017.9","93.5","1328.2","6.5","","",""
"","2009","21031.5","19778.2","94.0","1253.4","6.0","","",""
"","2010","21532.6","20370.1","94.6","1162.6","5.4","","",""
"","2011","21804.4","20747.6","95.2","1056.8","4.8","","",""
"","2012","21889.7","20947.8","95.7","941.8","4.3","","",""
"Tajikistan","1990","5297.3","","","","","30","",""
"","1991","5417.6","","","","","","",""
"","1992","5523.2","","","","","","",""
"","1993","5616.8","5029.2","89.5","587.6","10.5","","",""
"","1994","5702.6","5104.9","89.5","597.7","10.5","","",""
"","1995","5784.3","5176.9","89.5","607.5","10.5","","",""
"","1996","5862.3","5245.5","89.5","616.8","10.5","","",""
"","1997","5937.2","5311.3","89.5","625.9","10.5","","",""
"","1998","6012.9","5397.7","89.8","615.3","10.2","","",""
"","1999","6094.7","5490.1","90.1","604.6","9.9","","",""
"","2000","6186.2","5592.4","90.4","593.7","9.6","","",""
"","2001","6289.3","5706.5","90.7","582.9","9.3","","",""
"","2002","6404.1","5831.7","91.1","572.4","8.9","","",""
"","2003","6529.6","5967.6","91.4","562.0","8.6","","",""
"","2004","6663.9","6112.4","91.7","551.5","8.3","","",""
"","2005","6805.7","6265.0","92.1","540.7","7.9","","",""
"","2006","6954.5","6425.0","92.4","529.5","7.6","","",""
"","2007","7111.0","6593.2","92.7","517.9","7.3","","",""
"","2008","7275.3","6769.5","93.0","505.8","7.0","","",""
"","2009","7447.4","6954.3","93.4","493.1","6.6","","",""
"","2010","7627.3","7147.5","93.7","479.8","6.3","","",""
"","2011","7814.9","7349.1","94.0","465.7","6.0","","",""
"","2012","8009.0","7558.1","94.4","450.9","5.6","","",""
"TFYR Macedonia","1990","2009.7","","","","","","",""
"","1991","2004.8","","","","","","",""
"","1992","1993.1","","","","","","",""
"","1993","1979.0","","","","","","",""
"","1994","1968.9","","","","","","",""
"","1995","1967.0","","","","","","",""
"","1996","1975.2","","","","","","",""
"","1997","1991.7","","","","","","",""
"","1998","2013.1","","","","","","",""
"","1999","2034.5","","","","","","",""
"","2000","2052.1","1845.2","89.9","206.9","10.1","","",""
"","2001","2065.1","1856.7","89.9","208.4","10.1","","",""
"","2002","2074.4","1865.0","89.9","209.4","10.1","","",""
"","2003","2080.9","1870.7","89.9","210.2","10.1","","",""
"","2004","2085.7","1874.9","89.9","210.8","10.1","","",""
"","2005","2090.0","1883.0","90.1","207.1","9.9","","",""
"","2006","2093.8","1890.5","90.3","203.3","9.7","","",""
"","2007","2096.6","1897.3","90.5","199.3","9.5","","",""
"","2008","2098.8","1903.5","90.7","195.2","9.3","","",""
"","2009","2100.6","1909.5","90.9","191.0","9.1","","",""
"","2010","2102.2","1915.4","91.1","186.8","8.9","","",""
"","2011","2103.9","1921.5","91.3","182.4","8.7","","",""
"","2012","2105.6","1923.5","91.4","182.1","8.6","","",""
"Thailand","1990","56582.7","46254.6","81.7","10328.1","18.3","17","",""
"","1991","57184.3","47303.3","82.7","9881.1","17.3","","",""
"","1992","57661.0","48256.7","83.7","9404.3","16.3","","",""
"","1993","58069.6","49159.3","84.7","8910.3","15.3","","",""
"","1994","58491.1","50078.5","85.6","8412.6","14.4","","",""
"","1995","58984.0","51065.0","86.6","7919.0","13.4","","",""
"","1996","59562.1","52133.2","87.5","7429.0","12.5","","",""
"","1997","60206.9","53268.7","88.5","6938.2","11.5","","",""
"","1998","60903.0","54459.8","89.4","6443.2","10.6","","",""
"","1999","61623.1","55683.1","90.4","5940.0","9.6","","",""
"","2000","62343.4","56917.4","91.3","5425.9","8.7","","",""
"","2001","63069.1","58167.0","92.2","4902.1","7.8","","",""
"","2002","63797.8","59429.3","93.2","4368.5","6.8","","",""
"","2003","64488.3","60320.9","93.5","4167.4","6.5","","",""
"","2004","65087.4","60890.2","93.6","4197.2","6.4","","",""
"","2005","65559.5","61340.3","93.6","4219.2","6.4","","",""
"","2006","65884.0","61636.7","93.6","4247.2","6.4","","",""
"","2007","66076.9","61803.9","93.5","4273.0","6.5","","",""
"","2008","66185.3","61891.1","93.5","4294.2","6.5","","",""
"","2009","66277.3","61962.2","93.5","4315.2","6.5","","",""
"","2010","66402.3","62063.3","93.5","4339.0","6.5","","",""
"","2011","66576.3","62209.4","93.4","4367.0","6.6","","",""
"","2012","66785.0","62386.9","93.4","4398.1","6.6","","",""
"Timor-Leste","1990","751.5","","","","","10","",""
"","1991","776.8","","","","","","",""
"","1992","804.8","","","","","","",""
"","1993","832.1","","","","","","",""
"","1994","853.7","","","","","","",""
"","1995","866.7","321.3","37.1","545.4","62.9","","",""
"","1996","869.0","322.7","37.1","546.3","62.9","","",""
"","1997","862.6","320.9","37.2","541.7","62.8","","",""
"","1998","853.1","317.9","37.3","535.2","62.7","","",""
"","1999","848.2","316.6","37.3","531.6","62.7","","",""
"","2000","853.6","318.9","37.4","534.6","62.6","","",""
"","2001","871.4","326.0","37.4","545.3","62.6","","",""
"","2002","899.4","337.1","37.5","562.3","62.5","","",""
"","2003","933.4","350.6","37.6","582.8","62.4","","",""
"","2004","967.0","364.1","37.7","602.9","62.3","","",""
"","2005","995.6","376.0","37.8","619.6","62.2","","",""
"","2006","1018.0","385.7","37.9","632.3","62.1","","",""
"","2007","1035.7","393.8","38.0","641.9","62.0","","",""
"","2008","1050.2","400.9","38.2","649.3","61.8","","",""
"","2009","1064.2","408.0","38.3","656.2","61.7","","",""
"","2010","1079.5","415.8","38.5","663.6","61.5","","",""
"","2011","1096.3","424.4","38.7","671.8","61.3","","",""
"","2012","1114.1","433.7","38.9","680.4","61.1","","",""
"Togo","1990","3787.6","498.4","13.2","3289.2","86.8","3","",""
"","1991","3887.7","507.3","13.0","3380.4","87.0","","",""
"","1992","3985.4","515.9","12.9","3469.5","87.1","","",""
"","1993","4082.4","524.2","12.8","3558.2","87.2","","",""
"","1994","4181.5","532.7","12.7","3648.8","87.3","","",""
"","1995","4284.5","541.6","12.6","3742.9","87.4","","",""
"","1996","4392.2","551.0","12.5","3841.2","87.5","","",""
"","1997","4504.3","560.8","12.5","3943.5","87.5","","",""
"","1998","4620.7","571.1","12.4","4049.6","87.6","","",""
"","1999","4741.0","581.7","12.3","4159.2","87.7","","",""
"","2000","4864.8","592.7","12.2","4272.0","87.8","","",""
"","2001","4992.2","604.1","12.1","4388.2","87.9","","",""
"","2002","5123.7","615.8","12.0","4507.9","88.0","","",""
"","2003","5259.0","627.9","11.9","4631.0","88.1","","",""
"","2004","5397.9","640.4","11.9","4757.5","88.1","","",""
"","2005","5540.2","653.2","11.8","4887.0","88.2","","",""
"","2006","5685.8","666.3","11.7","5019.5","88.3","","",""
"","2007","5834.8","679.8","11.7","5155.0","88.3","","",""
"","2008","5987.5","693.6","11.6","5293.9","88.4","","",""
"","2009","6144.5","707.9","11.5","5436.6","88.5","","",""
"","2010","6306.0","722.6","11.5","5583.4","88.5","","",""
"","2011","6472.3","737.9","11.4","5734.4","88.6","","",""
"","2012","6642.9","753.7","11.3","5889.2","88.7","","",""
"Tokelau","1990","1.6","0.7","41.4","0.9","58.6","33","",""
"","1991","1.6","0.7","41.4","0.9","58.6","","",""
"","1992","1.6","0.6","41.4","0.9","58.6","","",""
"","1993","1.5","0.6","41.4","0.9","58.6","","",""
"","1994","1.5","0.6","41.3","0.9","58.7","","",""
"","1995","1.5","0.7","45.1","0.8","54.9","","",""
"","1996","1.5","0.7","48.7","0.8","51.3","","",""
"","1997","1.5","0.8","52.4","0.7","47.6","","",""
"","1998","1.6","0.9","56.1","0.7","43.9","","",""
"","1999","1.6","0.9","59.8","0.6","40.2","","",""
"","2000","1.6","1.0","63.5","0.6","36.5","","",""
"","2001","1.5","1.0","67.2","0.5","32.8","","",""
"","2002","1.4","1.0","70.8","0.4","29.2","","",""
"","2003","1.3","1.0","74.5","0.3","25.5","","",""
"","2004","1.3","1.0","78.2","0.3","21.8","","",""
"","2005","1.2","1.0","81.9","0.2","18.1","","",""
"","2006","1.2","1.0","85.6","0.2","14.4","","",""
"","2007","1.1","1.0","89.2","0.1","10.8","","",""
"","2008","1.1","1.1","92.9","0.1","7.1","","",""
"","2009","1.1","1.1","92.9","0.1","7.1","","",""
"","2010","1.1","1.1","93.0","0.1","7.0","","",""
"","2011","1.1","1.1","92.9","0.1","7.1","","",""
"","2012","1.1","1.1","92.9","0.1","7.1","","",""
"Tonga","1990","95.2","90.8","95.4","4.3","4.6","5","",""
"","1991","95.3","90.8","95.2","4.5","4.8","","",""
"","1992","95.4","90.7","95.1","4.7","4.9","","",""
"","1993","95.6","90.7","94.9","4.9","5.1","","",""
"","1994","95.7","90.6","94.7","5.1","5.3","","",""
"","1995","95.9","90.6","94.5","5.3","5.5","","",""
"","1996","96.2","90.7","94.3","5.5","5.7","","",""
"","1997","96.6","90.9","94.1","5.7","5.9","","",""
"","1998","97.0","91.1","93.9","5.9","6.1","","",""
"","1999","97.5","91.4","93.7","6.1","6.3","","",""
"","2000","98.0","91.6","93.5","6.3","6.5","","",""
"","2001","98.5","92.0","93.4","6.5","6.6","","",""
"","2002","99.1","92.3","93.2","6.8","6.8","","",""
"","2003","99.7","92.7","93.0","7.0","7.0","","",""
"","2004","100.3","93.1","92.8","7.2","7.2","","",""
"","2005","101.0","93.5","92.6","7.5","7.4","","",""
"","2006","101.6","93.9","92.4","7.7","7.6","","",""
"","2007","102.3","94.3","92.2","7.9","7.8","","",""
"","2008","102.9","94.8","92.1","8.2","7.9","","",""
"","2009","103.6","95.1","91.9","8.4","8.1","","",""
"","2010","104.1","95.4","91.7","8.7","8.3","","",""
"","2011","104.6","95.7","91.5","8.9","8.5","","",""
"","2012","104.9","95.8","91.3","9.1","8.7","","",""
"Trinidad and Tobago","1990","1221.9","1133.1","92.7","88.8","7.3","5","",""
"","1991","1229.9","1140.1","92.7","89.8","7.3","","",""
"","1992","1237.5","1146.7","92.7","90.8","7.3","","",""
"","1993","1244.4","1152.6","92.6","91.8","7.4","","",""
"","1994","1250.3","1157.7","92.6","92.7","7.4","","",""
"","1995","1255.0","1161.5","92.6","93.5","7.4","","",""
"","1996","1258.4","1164.2","92.5","94.2","7.5","","",""
"","1997","1260.7","1165.9","92.5","94.8","7.5","","",""
"","1998","1262.5","1167.2","92.4","95.4","7.6","","",""
"","1999","1264.8","1168.8","92.4","96.0","7.6","","",""
"","2000","1268.0","1171.3","92.4","96.7","7.6","","",""
"","2001","1272.3","1174.9","92.3","97.5","7.7","","",""
"","2002","1277.7","1179.4","92.3","98.3","7.7","","",""
"","2003","1283.9","1184.6","92.3","99.3","7.7","","",""
"","2004","1290.4","1190.1","92.2","100.2","7.8","","",""
"","2005","1296.9","1195.7","92.2","101.2","7.8","","",""
"","2006","1303.5","1201.3","92.2","102.2","7.8","","",""
"","2007","1310.0","1206.9","92.1","103.2","7.9","","",""
"","2008","1316.4","1212.8","92.1","103.7","7.9","","",""
"","2009","1322.5","1218.4","92.1","104.1","7.9","","",""
"","2010","1328.1","1223.5","92.1","104.6","7.9","","",""
"","2011","1333.1","1228.1","92.1","105.0","7.9","","",""
"","2012","1337.4","1232.1","92.1","105.3","7.9","","",""
"Tunisia","1990","8135.3","5905.2","72.6","2230.1","27.4","26","",""
"","1991","8319.3","6133.1","73.7","2186.2","26.3","","",""
"","1992","8499.3","6360.2","74.8","2139.1","25.2","","",""
"","1993","8672.2","6583.6","75.9","2088.6","24.1","","",""
"","1994","8834.1","6797.0","76.9","2037.1","23.1","","",""
"","1995","8982.6","6988.8","77.8","1993.8","22.2","","",""
"","1996","9116.6","7170.7","78.7","1945.9","21.3","","",""
"","1997","9237.2","7343.1","79.5","1894.2","20.5","","",""
"","1998","9347.5","7508.1","80.3","1839.4","19.7","","",""
"","1999","9451.5","7668.8","81.1","1782.7","18.9","","",""
"","2000","9552.8","7827.9","81.9","1724.8","18.1","","",""
"","2001","9652.1","7986.0","82.7","1666.2","17.3","","",""
"","2002","9749.6","8142.9","83.5","1606.7","16.5","","",""
"","2003","9847.3","8300.5","84.3","1546.9","15.7","","",""
"","2004","9947.4","8459.4","85.0","1488.0","15.0","","",""
"","2005","10051.4","8617.5","85.7","1433.9","14.3","","",""
"","2006","10160.2","8780.7","86.4","1379.5","13.6","","",""
"","2007","10273.9","8949.0","87.1","1324.9","12.9","","",""
"","2008","10391.5","9121.7","87.8","1269.7","12.2","","",""
"","2009","10511.2","9297.4","88.5","1213.8","11.5","","",""
"","2010","10631.8","9475.0","89.1","1156.8","10.9","","",""
"","2011","10753.1","9654.4","89.8","1098.7","10.2","","",""
"","2012","10874.9","9835.4","90.4","1039.5","9.6","","",""
"Turkey","1990","53994.6","45102.3","83.5","8892.3","16.5","24","",""
