rgn_type,rgn_id,rgn_name,area_km2
land,1,Denmark_AB,1894.38499529
land,2,Denmark_BHB,578.074359719
land,3,Denmark_CK,3560.01507532
land,4,Denmark_FB,5185.91477958
land,5,Denmark_NK,703.392694472
land,6,Denmark_ÖS,611.799297241
land,7,Denmark_OT,17899.242919
land,8,Denmark_SB,11243.5515019
land,9,Denmark_SK,2715.51532703
land,10,Estonia_BP,4496.53415359
land,11,Estonia_GoF,11298.7401694
land,12,Estonia_GoR,11883.3925691
land,13,Finland_BB,28069.8762737
land,14,Finland_BP,3708.01599587
land,15,Finland_BS,24850.6762299
land,16,Finland_GoF,12426.2780559
land,17,Germany_AB,4067.44381738
land,18,Germany_BHB,6277.19272473
land,19,Germany_FB,14591.4828378
land,20,Germany_OT,24183.6489862
land,21,Latvia_BP,7677.25902932
land,22,Latvia_GoR,15382.2108342
land,23,Lithuania_BP,5333.01810922
land,24,Poland_BHB,13661.0217811
land,25,Poland_BP,11723.9363285
land,26,Russia_BP,10151.0497357
land,27,Russia_GoF,21217.006752
land,28,Sweden_AB,1790.79365384
land,29,Sweden_BB,3809.94718176
land,30,Sweden_BHB,696.033209458
land,31,Sweden_BP,686.923548984
land,32,Sweden_BS,2406.11096765
land,33,Sweden_CK,1201.68442138
land,34,Sweden_NK,683.279690723
land,35,Sweden_ÖS,2517.86150371
land,36,Sweden_OT,3377.28867362
land,37,Sweden_SK,2176.18200243
