"rgn_id","year","gapfill","method"
1,2014,1,"UN georgn & WGI"
2,2014,1,"UN georgn & WGI"
3,2014,1,"UN georgn & WGI"
4,2014,1,"UN georgn & WGI"
5,2014,1,"UN georgn & WGI"
6,2014,1,"UN georgn & WGI"
7,2014,1,"UN georgn & WGI"
8,2014,1,"UN georgn & WGI"
9,2014,1,"UN georgn & WGI"
10,2014,1,"UN georgn & WGI"
11,2014,1,"UN georgn & WGI"
12,2014,1,"UN georgn & WGI"
13,2014,1,"UN georgn & WGI"
14,2014,1,"UN georgn & WGI"
15,2014,1,"NA"
16,2014,1,"NA"
17,2014,1,"bhn_3, op_1, fw_0"
18,2014,1,"UN georgn & WGI"
19,2014,1,"UN georgn & WGI"
20,2014,1,"NA"
21,2014,1,"UN georgn & WGI"
24,2014,1,"NA"
25,2014,1,"NA"
26,2014,1,"UN georgn & WGI"
28,2014,1,"bhn_2, op_0, fw_0"
29,2014,1,"UN georgn & WGI"
30,2014,1,"UN georgn & WGI"
31,2014,1,"UN georgn & WGI"
32,2014,1,"UN georgn & WGI"
33,2014,1,"UN georgn & WGI"
34,2014,1,"UN georgn & WGI"
35,2014,1,"UN georgn & WGI"
36,2014,1,"UN georgn & WGI"
37,2014,1,"NA"
38,2014,1,"UN georgn & WGI"
39,2014,1,"UN georgn & WGI"
40,2014,1,"NA"
41,2014,1,"NA"
42,2014,1,"NA"
43,2014,1,"NA"
44,2014,1,"UN georgn & WGI"
45,2014,1,"UN georgn & WGI"
46,2014,1,"NA"
47,2014,1,"NA"
48,2014,1,"bhn_0, op_2, fw_0"
49,2014,1,"bhn_0, op_1, fw_0"
50,2014,1,"NA"
51,2014,1,"NA"
52,2014,1,"bhn_2, op_0, fw_0"
53,2014,1,"NA"
54,2014,1,"bhn_0, op_0, fw_1"
55,2014,1,"UN georgn & WGI"
56,2014,1,"bhn_0, op_2, fw_0"
57,2014,1,"UN georgn & WGI"
58,2014,1,"UN georgn & WGI"
59,2014,1,"NA"
60,2014,1,"UN georgn & WGI"
61,2014,1,"NA"
62,2014,1,"NA"
63,2014,1,"UN georgn & WGI"
64,2014,1,"NA"
65,2014,1,"bhn_0, op_1, fw_0"
66,2014,1,"NA"
67,2014,1,"UN georgn & WGI"
68,2014,1,"NA"
69,2014,1,"NA"
70,2014,1,"NA"
71,2014,1,"NA"
72,2014,1,"NA"
73,2014,1,"NA"
74,2014,1,"NA"
75,2014,1,"NA"
76,2014,1,"NA"
77,2014,1,"UN georgn & WGI"
78,2014,1,"NA"
79,2014,1,"NA"
80,2014,1,"NA"
81,2014,1,"NA"
82,2014,1,"NA"
84,2014,1,"NA"
85,2014,1,"UN georgn & WGI"
86,2014,1,"UN georgn & WGI"
88,2014,1,"UN georgn & WGI"
89,2014,1,"UN georgn & WGI"
90,2014,1,"UN georgn & WGI"
91,2014,1,"UN georgn & WGI"
92,2014,1,"UN georgn & WGI"
93,2014,1,"UN georgn & WGI"
94,2014,1,"UN georgn & WGI"
95,2014,1,"UN georgn & WGI"
96,2014,1,"NA"
97,2014,1,"NA"
98,2014,1,"NA"
99,2014,1,"NA"
100,2014,1,"NA"
101,2014,1,"NA"
102,2014,1,"NA"
103,2014,1,"UN georgn & WGI"
104,2014,1,"UN georgn & WGI"
105,2014,1,"UN georgn & WGI"
106,2014,1,"NA"
107,2014,1,"UN georgn & WGI"
108,2014,1,"UN georgn & WGI"
110,2014,1,"UN georgn & WGI"
111,2014,1,"UN georgn & WGI"
112,2014,1,"bhn_1, op_1, fw_0"
113,2014,1,"UN georgn & WGI"
114,2014,1,"bhn_0, op_0, fw_1"
115,2014,1,"NA"
116,2014,1,"UN georgn & WGI"
117,2014,1,"UN georgn & WGI"
118,2014,1,"UN georgn & WGI"
119,2014,1,"UN georgn & WGI"
120,2014,1,"UN georgn & WGI"
121,2014,1,"UN georgn & WGI"
122,2014,1,"UN georgn & WGI"
123,2014,1,"UN georgn & WGI"
124,2014,1,"bhn_0, op_2, fw_0"
125,2014,1,"UN georgn & WGI"
126,2014,1,"NA"
127,2014,1,"UN georgn & WGI"
129,2014,1,"NA"
130,2014,1,"NA"
131,2014,1,"NA"
132,2014,1,"NA"
133,2014,1,"NA"
134,2014,1,"NA"
135,2014,1,"NA"
136,2014,1,"NA"
137,2014,1,"NA"
138,2014,1,"NA"
139,2014,1,"UN georgn & WGI"
140,2014,1,"UN georgn & WGI"
141,2014,1,"UN georgn & WGI"
143,2014,1,"NA"
144,2014,1,"UN georgn & WGI"
145,2014,1,"UN georgn & WGI"
146,2014,1,"UN georgn & WGI"
147,2014,1,"UN georgn & WGI"
148,2014,1,"UN georgn & WGI"
149,2014,1,"UN georgn & WGI"
150,2014,1,"UN georgn & WGI"
151,2014,1,"UN georgn & WGI"
152,2014,1,"UN georgn & WGI"
153,2014,1,"UN georgn & WGI"
154,2014,1,"UN georgn & WGI"
155,2014,1,"UN georgn & WGI"
156,2014,1,"UN georgn & WGI"
157,2014,1,"UN georgn & WGI"
158,2014,1,"UN georgn & WGI"
159,2014,1,"UN georgn & WGI"
161,2014,1,"UN georgn & WGI"
162,2014,1,"NA"
163,2014,1,"NA"
164,2014,1,"bhn_0, op_2, fw_0"
166,2014,1,"NA"
167,2014,1,"bhn_0, op_2, fw_0"
168,2014,1,"NA"
169,2014,1,"UN georgn & WGI"
171,2014,1,"NA"
172,2014,1,"NA"
173,2014,1,"NA"
174,2014,1,"NA"
175,2014,1,"NA"
176,2014,1,"NA"
177,2014,1,"NA"
178,2014,1,"NA"
179,2014,1,"NA"
180,2014,1,"NA"
181,2014,1,"NA"
182,2014,1,"NA"
183,2014,1,"NA"
184,2014,1,"NA"
185,2014,1,"UN georgn & WGI"
186,2014,1,"NA"
187,2014,1,"NA"
188,2014,1,"NA"
189,2014,1,"NA"
190,2014,1,"bhn_2, op_0, fw_0"
191,2014,1,"NA"
192,2014,1,"bhn_0, op_1, fw_0"
193,2014,1,"bhn_1, op_1, fw_1"
194,2014,1,"NA"
195,2014,1,"NA"
196,2014,1,"NA"
197,2014,1,"NA"
198,2014,1,"bhn_0, op_0, fw_1"
199,2014,1,"bhn_2, op_0, fw_0"
200,2014,1,"NA"
202,2014,1,"NA"
203,2014,1,"NA"
204,2014,1,"NA"
205,2014,1,"NA"
206,2014,1,"NA"
207,2014,1,"bhn_0, op_0, fw_1"
208,2014,1,"bhn_2, op_0, fw_0"
209,2014,1,"NA bhn_4, op_4, fw_4"
210,2014,1,"NA"
212,2014,1,"UN georgn & WGI"
214,2014,1,"NA"
215,2014,1,"NA"
216,2014,1,"NA"
218,2014,1,"NA"
219,2014,1,"UN georgn & WGI"
220,2014,1,"UN georgn & WGI"
221,2014,1,"UN georgn & WGI"
222,2014,1,"NA"
223,2014,1,"NA"
224,2014,1,"NA"
227,2014,1,"UN georgn & WGI"
228,2014,1,"UN georgn & WGI"
231,2014,1,"bhn_0, op_1, fw_1"
232,2014,1,"bhn_0, op_0, fw_1"
237,2014,1,"UN georgn & WGI"
244,2014,1,"UN georgn & WGI"
245,2014,1,"UN georgn & WGI"
247,2014,1,"UN georgn & WGI"
248,2014,1,"UN georgn & WGI"
249,2014,1,"UN georgn & WGI"
250,2014,1,"UN georgn & WGI"
1,2015,1,"UN georgn & WGI"
2,2015,1,"UN georgn & WGI"
3,2015,1,"UN georgn & WGI"
4,2015,1,"UN georgn & WGI"
5,2015,1,"UN georgn & WGI"
6,2015,1,"UN georgn & WGI"
7,2015,1,"UN georgn & WGI"
8,2015,1,"UN georgn & WGI"
9,2015,1,"UN georgn & WGI"
10,2015,1,"UN georgn & WGI"
11,2015,1,"UN georgn & WGI"
12,2015,1,"UN georgn & WGI"
13,2015,1,"UN georgn & WGI"
14,2015,1,"UN georgn & WGI"
15,2015,1,"NA"
16,2015,1,"NA"
17,2015,1,"bhn_3, op_1, fw_0"
18,2015,1,"bhn_1, op_3, fw_2"
19,2015,1,"UN georgn & WGI"
20,2015,1,"NA"
21,2015,1,"UN georgn & WGI"
24,2015,1,"NA"
25,2015,1,"NA"
26,2015,1,"UN georgn & WGI"
28,2015,1,"bhn_2, op_0, fw_0"
29,2015,1,"UN georgn & WGI"
30,2015,1,"UN georgn & WGI"
31,2015,1,"UN georgn & WGI"
32,2015,1,"UN georgn & WGI"
33,2015,1,"UN georgn & WGI"
34,2015,1,"UN georgn & WGI"
35,2015,1,"UN georgn & WGI"
36,2015,1,"UN georgn & WGI"
37,2015,1,"NA"
38,2015,1,"UN georgn & WGI"
39,2015,1,"bhn_1, op_3, fw_2"
40,2015,1,"NA"
41,2015,1,"NA"
42,2015,1,"NA"
43,2015,1,"NA"
44,2015,1,"bhn_3, op_3, fw_2"
45,2015,1,"UN georgn & WGI"
46,2015,1,"NA"
47,2015,1,"NA"
48,2015,1,"bhn_0, op_2, fw_0"
49,2015,1,"bhn_0, op_1, fw_0"
50,2015,1,"NA"
51,2015,1,"NA"
52,2015,1,"bhn_2, op_0, fw_0"
53,2015,1,"NA"
54,2015,1,"bhn_0, op_0, fw_1"
55,2015,1,"UN georgn & WGI"
56,2015,1,"bhn_0, op_2, fw_0"
57,2015,1,"UN georgn & WGI"
58,2015,1,"UN georgn & WGI"
59,2015,1,"NA"
60,2015,1,"UN georgn & WGI"
61,2015,1,"NA"
62,2015,1,"NA"
63,2015,1,"UN georgn & WGI"
64,2015,1,"NA"
65,2015,1,"bhn_0, op_1, fw_0"
66,2015,1,"NA"
67,2015,1,"bhn_3, op_0, fw_0"
68,2015,1,"NA"
69,2015,1,"NA"
70,2015,1,"NA"
71,2015,1,"NA"
72,2015,1,"NA"
73,2015,1,"NA"
74,2015,1,"NA"
75,2015,1,"NA"
76,2015,1,"NA"
77,2015,1,"UN georgn & WGI"
78,2015,1,"NA"
79,2015,1,"NA"
80,2015,1,"NA"
81,2015,1,"NA"
82,2015,1,"NA"
84,2015,1,"NA"
85,2015,1,"UN georgn & WGI"
86,2015,1,"UN georgn & WGI"
88,2015,1,"UN georgn & WGI"
89,2015,1,"UN georgn & WGI"
90,2015,1,"UN georgn & WGI"
91,2015,1,"UN georgn & WGI"
92,2015,1,"UN georgn & WGI"
93,2015,1,"UN georgn & WGI"
