"rgn_id","year","usd"
1,"1960",12047440779.3431
1,"1961",12679919529.5115
1,"1962",13000669961.6337
1,"1963",14090551629.5864
1,"1964",15538740895.3105
1,"1965",15816368314.4488
1,"1966",16584571285.6639
1,"1967",18200778483.4321
1,"1968",18944873790.7216
1,"1969",21221594022.4643
1,"1970",41330496136.1855
1,"1971",26545757059.9756
1,"1972",30780124875.7889
1,"1973",38278665268.4147
1,"1974",51410081337.433
1,"1975",55028453753.6613
1,"1976",59270589212.5129
1,"1977",62819936135.5147
1,"1978",68420259172.9425
1,"1979",77704645532.9676
1,"1980",86498660338.3426
1,"1981",100533140399.111
1,"1982",108965871281.314
1,"1983",100646592223.355
1,"1984",107514358659.235
1,"1985",102484345933.763
1,"1986",106404747780.467
1,"1987",114861903720.35
1,"1988",140847272096.506
1,"1989",172200451840.706
1,"1990",178218506057.642
1,"1991",183942914014.879
1,"1992",183299769738.764
1,"1993",179123812157.545
1,"1994",188798071341.924
1,"1995",215782153955.807
1,"1996",235512421501.405
1,"1997",250635985686.27
1,"1998",227565043818.253
1,"1999",223504499188.308
1,"2000",233594787653.561
1,"2001",215957991063.139
1,"2002",230220936391.227
1,"2003",277040816916.943
1,"2004",358072496057.337
1,"2005",403748513880.276
1,"2006",428883870892.279
1,"2007",494573406033.003
1,"2008",593089209554.783
1,"2009",522642019322.207
1,"2010",642520178212.089
1,"2011",774761896423.301
1,"2012",849877469733.929
2,"1960",12047440779.3431
2,"1961",12679919529.5115
2,"1962",13000669961.6337
2,"1963",14090551629.5864
2,"1964",15538740895.3105
2,"1965",15816368314.4488
2,"1966",16584571285.6639
2,"1967",18200778483.4321
2,"1968",18944873790.7216
2,"1969",21221594022.4643
2,"1970",41330496136.1855
2,"1971",26545757059.9756
2,"1972",30780124875.7889
2,"1973",38278665268.4147
2,"1974",51410081337.433
2,"1975",55028453753.6613
2,"1976",59270589212.5129
2,"1977",62819936135.5147
2,"1978",68420259172.9425
2,"1979",77704645532.9676
2,"1980",86498660338.3426
2,"1981",100533140399.111
2,"1982",108965871281.314
2,"1983",100646592223.355
2,"1984",107514358659.235
2,"1985",102484345933.763
2,"1986",106404747780.467
2,"1987",114861903720.35
2,"1988",140847272096.506
2,"1989",172200451840.706
2,"1990",178218506057.642
2,"1991",183942914014.879
2,"1992",183299769738.764
2,"1993",179123812157.545
2,"1994",188798071341.924
2,"1995",215782153955.807
2,"1996",235512421501.405
2,"1997",250635985686.27
2,"1998",227565043818.253
2,"1999",223504499188.308
2,"2000",233594787653.561
2,"2001",215957991063.139
2,"2002",230220936391.227
2,"2003",277040816916.943
2,"2004",358072496057.337
2,"2005",403748513880.276
2,"2006",428883870892.279
2,"2007",494573406033.003
2,"2008",593089209554.783
2,"2009",522642019322.207
2,"2010",642520178212.089
2,"2011",774761896423.301
2,"2012",849877469733.929
3,"1960",12047440779.3431
3,"1961",12679919529.5115
3,"1962",13000669961.6337
3,"1963",14090551629.5864
3,"1964",15538740895.3105
