"rgn_id","year","intl_dollar"
1,1990,16118.5225336186
1,1991,16171.4131717497
1,1992,16580.9470408371
1,1993,17562.6563567842
1,1994,18504.0938456392
1,1995,19397.0367206835
1,1996,20155.4350366616
1,1997,20889.8501674083
1,1998,21710.7614229119
1,1999,22827.4277804474
1,2000,23828.3043944107
1,2001,24892.6721370573
1,2002,25898.5404080103
1,2003,26755.7678685618
1,2004,28068.3102375853
1,2005,29027.9822473282
1,2006,30818.8840988701
1,2007,32734.4528507292
1,2008,33339.1030371061
1,2009,35231.6073781192
1,2010,34701.5304687875
1,2011,36691.0938292001
1,2012,37505.4892563843
1,2013,38888.5998223666
2,1990,16118.5225336186
2,1991,16171.4131717497
2,1992,16580.9470408371
2,1993,17562.6563567842
2,1994,18504.0938456392
2,1995,19397.0367206835
2,1996,20155.4350366616
2,1997,20889.8501674083
2,1998,21710.7614229119
2,1999,22827.4277804474
2,2000,23828.3043944107
2,2001,24892.6721370573
2,2002,25898.5404080103
2,2003,26755.7678685618
2,2004,28068.3102375853
2,2005,29027.9822473282
2,2006,30818.8840988701
2,2007,32734.4528507292
2,2008,33339.1030371061
2,2009,35231.6073781192
2,2010,34701.5304687875
2,2011,36691.0938292001
2,2012,37505.4892563843
2,2013,38888.5998223666
3,1990,16118.5225336186
3,1991,16171.4131717497
3,1992,16580.9470408371
3,1993,17562.6563567842
3,1994,18504.0938456392
3,1995,19397.0367206835
3,1996,20155.4350366616
3,1997,20889.8501674083
3,1998,21710.7614229119
3,1999,22827.4277804474
3,2000,23828.3043944107
3,2001,24892.6721370573
3,2002,25898.5404080103
3,2003,26755.7678685618
3,2004,28068.3102375853
3,2005,29027.9822473282
3,2006,30818.8840988701
3,2007,32734.4528507292
3,2008,33339.1030371061
3,2009,35231.6073781192
3,2010,34701.5304687875
3,2011,36691.0938292001
3,2012,37505.4892563843
3,2013,38888.5998223666
4,1990,16118.5225336186
4,1991,16171.4131717497
4,1992,16580.9470408371
4,1993,17562.6563567842
4,1994,18504.0938456392
4,1995,19397.0367206835
4,1996,20155.4350366616
4,1997,20889.8501674083
4,1998,21710.7614229119
4,1999,22827.4277804474
4,2000,23828.3043944107
4,2001,24892.6721370573
4,2002,25898.5404080103
4,2003,26755.7678685618
4,2004,28068.3102375853
4,2005,29027.9822473282
4,2006,30818.8840988701
4,2007,32734.4528507292
4,2008,33339.1030371061
4,2009,35231.6073781192
4,2010,34701.5304687875
4,2011,36691.0938292001
4,2012,37505.4892563843
4,2013,38888.5998223666
5,1990,1940.92278699641
5,1991,1997.72714243931
5,1992,2152.22995505533
5,1993,2256.39125394117
5,1994,2406.85555936978
5,1995,2460.69144146814
5,1996,2564.53484818519
5,1997,2537.13281550433
5,1998,2552.39514229676
5,1999,2665.4435663111
5,2000,2627.60945240414
5,2001,2632.05828228923
5,2002,2648.69245093103
5,2003,2733.68977175384
5,2004,2903.49141390121
5,2005,3030.2913921883
5,2006,3194.94368335389
5,2007,3303.72103038509
5,2008,3433.33742372666
5,2009,3408.48054055643
5,2010,3479.52743062668
5,2011,3630.45834192363
5,2012,3762.73370801913
5,2013,3886.5515716164
6,1990,1638.30361734178
6,1991,1697.92968335838
6,1992,1730.44349759014
6,1993,1733.86117628624
6,1994,1879.45304294255
6,1995,1891.67966102324
6,1996,1930.16723195564
6,1997,2021.96310736274
6,1998,2095.06148820496
6,1999,2093.62660065855
6,2000,2222.50801500147
6,2001,2145.12199559009
6,2002,2017.0474250984
6,2003,2091.74067842581
6,2004,2177.97617563732
6,2005,2307.79231810967
6,2006,2516.59631932823
6,2007,2651.054024505
6,2008,2808.29579599228
6,2009,2854.66851924276
6,2010,2868.47178542585
6,2011,2892.84232836972
6,2012,2929.94512067417
6,2013,2991.02572297791
7,1990,1150.56477039191
7,1991,1225.18868366073
7,1992,1372.69907227715
7,1993,1420.33408174645
7,1994,1539.66884882441
7,1995,1653.75809979339
7,1996,1663.73879790224
7,1997,1622.08295182882
7,1998,1623.48819649458
7,1999,1594.50445687963
7,2000,1360.72932046048
7,2001,1247.0010225961
7,2002,1198.58715979145
7,2003,1268.58923632432
7,2004,1332.88930355625
7,2005,1414.74484404818
7,2006,1522.42639160033
7,2007,1638.36778275024
7,2008,1748.40281030989
7,2009,1641.32744223496
7,2010,1752.01338730246
7,2011,1935.17911095525
7,2012,2021.09628266425
7,2013,2068.45521267054
8,1990,1541.16609159841
8,1991,10790.259113267
8,1992,10055.0775962889
8,1993,8779.05057003666
8,1994,9357.11280991487
8,1995,10317.2301518469
8,1996,11309.8487193789
8,1997,11490.0164137878
8,1998,11590.4905892267
8,1999,10912.6475232924
8,2000,11180.7399652796
8,2001,11534.5183870948
8,2002,12171.2520558411
8,2003,12353.9363706953
8,2004,13645.4372640551
8,2005,14117.4049555575
8,2006,14256.5117472897
8,2007,14826.97761296
8,2008,14203.3324904418
8,2009,12701.0269879755
8,2010,13197.2434124665
8,2011,14079.9613032357
8,2012,15034.4129199929
8,2013,15092.3039206849
9,1990,1789.73974866675
9,1991,1936.97498971458
9,1992,2007.47871244763
9,1993,2168.56958506882
9,1994,2158.86141257798
9,1995,2327.12760579482
9,1996,2279.24093558826
9,1997,2174.32790366519
9,1998,2268.52370598182
9,1999,2342.02066987054
9,2000,2513.34877115577
9,2001,2622.19798641356
9,2002,2683.14647544191
9,2003,2791.09238368996
9,2004,2781.21790179462
9,2005,2942.84967140178
9,2006,3043.03123747599
9,2007,3076.59556434242
9,2008,3073.92856084077
9,2009,3142.87472831103
9,2010,3272.87025998669
9,2011,3411.99893414236
9,2012,3487.6836831377
9,2013,3558.08914749464
10,1990,1541.16609159841
10,1991,3887.63363702938
10,1992,3766.73582962055
10,1993,3535.19779905845
10,1994,3730.1794618447
10,1995,4067.53462791077
10,1996,4260.52822799297
10,1997,4263.76890825213
10,1998,4330.78154751475
10,1999,4172.31077048536
10,2000,4358.28169531058
10,2001,4522.85519907224
10,2002,4724.674296704
10,2003,4827.24429887125
10,2004,5181.62374071605
10,2005,5385.55638002345
10,2006,5468.53800916563
10,2007,5695.79951269613
