"rgn_id","year","score","whencev01","whence_choice"
1,1996,0.808069316806572,"SCG","Australia"
1,1998,0.799761967043117,"SCG","Australia"
1,2000,0.826357115358618,"SCG","Australia"
1,2002,0.806159895195988,"SCG","Australia"
1,2003,0.81554587376702,"SCG","Australia"
1,2004,0.837541648041969,"SCG","Australia"
1,2005,0.815084293769155,"SCG","Australia"
1,2006,0.815065876577701,"SCG","Australia"
1,2007,0.820042164695387,"SCG","Australia"
1,2008,0.823897552514208,"SCG","Australia"
1,2009,0.818542118997958,"SCG","Australia"
1,2010,0.819467821494136,"SCG","Australia"
1,2011,0.825888949442996,"SCG","Australia"
1,2012,0.82075335646303,"SCG","Australia"
2,1996,0.808069316806572,"SCG","Australia"
2,1998,0.799761967043117,"SCG","Australia"
2,2000,0.826357115358618,"SCG","Australia"
2,2002,0.806159895195988,"SCG","Australia"
2,2003,0.81554587376702,"SCG","Australia"
2,2004,0.837541648041969,"SCG","Australia"
2,2005,0.815084293769155,"SCG","Australia"
2,2006,0.815065876577701,"SCG","Australia"
2,2007,0.820042164695387,"SCG","Australia"
2,2008,0.823897552514208,"SCG","Australia"
2,2009,0.818542118997958,"SCG","Australia"
2,2010,0.819467821494136,"SCG","Australia"
2,2011,0.825888949442996,"SCG","Australia"
2,2012,0.82075335646303,"SCG","Australia"
3,1996,0.808069316806572,"SCG","Australia"
3,1998,0.799761967043117,"SCG","Australia"
3,2000,0.826357115358618,"SCG","Australia"
3,2002,0.806159895195988,"SCG","Australia"
3,2003,0.81554587376702,"SCG","Australia"
3,2004,0.837541648041969,"SCG","Australia"
3,2005,0.815084293769155,"SCG","Australia"
3,2006,0.815065876577701,"SCG","Australia"
3,2007,0.820042164695387,"SCG","Australia"
3,2008,0.823897552514208,"SCG","Australia"
3,2009,0.818542118997958,"SCG","Australia"
3,2010,0.819467821494136,"SCG","Australia"
3,2011,0.825888949442996,"SCG","Australia"
3,2012,0.82075335646303,"SCG","Australia"
4,1996,0.808069316806572,"SCG","Australia"
4,1998,0.799761967043117,"SCG","Australia"
4,2000,0.826357115358618,"SCG","Australia"
4,2002,0.806159895195988,"SCG","Australia"
4,2003,0.81554587376702,"SCG","Australia"
4,2004,0.837541648041969,"SCG","Australia"
4,2005,0.815084293769155,"SCG","Australia"
4,2006,0.815065876577701,"SCG","Australia"
4,2007,0.820042164695387,"SCG","Australia"
4,2008,0.823897552514208,"SCG","Australia"
4,2009,0.818542118997958,"SCG","Australia"
4,2010,0.819467821494136,"SCG","Australia"
4,2011,0.825888949442996,"SCG","Australia"
4,2012,0.82075335646303,"SCG","Australia"
5,2005,0.465555231833039,"OD","OD"
5,2006,0.462634546749434,"OD","OD"
5,2007,0.459700501445424,"OD","OD"
5,2008,0.466694975427164,"OD","OD"
5,2009,0.463263501023898,"OD","OD"
5,2010,0.461206124894926,"OD","OD"
