"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18795.2982985754","19622.510830647","20398.7050229865","20795.9165100585","22336.4299475706","23379.1181058367","24476.6561509781","25702.1797221745","26622.069642475","27544.0065605429","29566.1862400184","30239.8737151692","31597.6898560098","31265.7916382586","33152.6479238749","34079.9597620429","37189.6598813732","38674.4095784538","40838.1887464738","39624.811163851","41806.9299938892","43314.0563639927","43560.0603456731","43782.165053723","",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3418.20822350604","3493.86066810594","3871.70874503924","4168.57034338078","4273.91184516074","4519.99262008331","4845.18717956853","5234.13594909587","5570.05864277255","5933.51097259189","6311.7280168541","6470.78085934733","6844.58689556479","6858.8847330929","7034.2720800548","7817.64935890905","8789.92667209242","9650.86686087025","10005.6399329434","10040.8035889782","10862.0837033926","11263.691090319","11623.3968461827","12186.388560558","",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6542.60681193943","6516.00744189146","6626.5221156288","6495.12735678417","6437.31817841409","6690.51528719462","6965.87989918658","7045.59487222624","7369.88580810439","7602.16025727568","7835.48256580733","8271.25256935972","8753.34223311708","9445.78469483032","9984.10733317338","10752.7846215075","11093.2174770792","11578.3178953413","11826.016347966","11890.944079474","12241.4405437418","12605.771553359","13008.4776364606","13320.2321901285","",
"East Asia & Pacific (developing only)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1380.75403914696","1520.31404892037","1694.49192927409","1895.43511780937","2113.25275936599","2337.86521843542","2559.42621057337","2750.50592592468","2766.98510132758","2937.90372937265","3192.31830067869","3439.53225568122","3722.51214623452","4083.67945994233","4523.04446525865","5065.42527516687","5719.34711016704","6511.92356721549","7133.25936450427","7650.50739862706","8419.62402855725","9225.40293112271","10010.1694419824","10794.7965413505","",
"East Asia & Pacific (all income levels)","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3137.94485938404","3378.5123163407","3596.54897524423","3842.75044065173","4120.69294865205","4418.36797237925","4719.32183026521","4975.83323155881","4951.97977985721","5180.3892391738","5558.96177328272","5845.98480844518","6200.82297701903","6602.0363426042","7165.74348584847","7782.51848138783","8541.18925133728","9446.70250961421","10046.3532353275","10412.2645859169","11311.5637886578","12147.7486798702","12962.1998407343","13745.6943660847","",
"Europe & Central Asia (developing only)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5194.10709436035","4969.18800938423","4696.41869368727","4565.84172483841","4197.43468681351","4237.23961153325","4372.43562355319","4568.87889264603","5262.54133218408","5252.08415238643","5792.07259245627","6053.97656611645","6393.61451875138","6813.633952536","7699.05999253225","8497.13009123371","9643.44614130317","10633.6247935189","11599.0875523974","11306.6523853287","12085.5160238588","13047.0925907966","13430.8670384451","13966.4720348646","",
"Europe & Central Asia (all income levels)","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11457.8417520867","11733.1632107081","11736.0407176674","11793.551701286","12013.549972696","12449.9045715239","12891.2764159707","13465.7568278325","14115.9656028516","14639.3034767617","15789.4627909551","16604.9023631847","17312.596927187","17994.9125522489","19115.0350525232","20324.4644566641","22507.3042055131","24078.8940184374","25654.9017424685","24955.3016991926","25824.9104409451","27166.1002549795","27765.1606579003","28288.912905564","",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4879.24888630778","5137.05849037835","5245.05783808288","5355.64757697465","5579.18776903704","5700.2780365425","5781.36732451133","6009.46157217634","6146.40678712632","5820.72506408339","5900.22825251571","6155.23954283557","6381.30276698276","6559.96782600173","7159.24731035828","7640.49152345963","8077.65011398692","8329.19577096262","8877.78642706083","8849.6419243429","9122.69376235025","9881.89586674044","10416.9297861606","10889.9891270309","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3897.15518106465","3995.26389491606","4195.61697997739","4350.35573301408","4548.40789715196","4784.55101213098","5036.14190184457","5320.98043901837","5509.32099280598","5837.07617779049","6191.79608086989","6452.53108914018","6598.94493940742","6832.41695105944","7187.4463315279","7622.31239294708","8254.75285098581","8924.07231827972","9584.21071881947","9942.22466280154","10405.8496179216","10628.7473175029","10878.7091637413","11089.2111773151","",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16876.3552309309","17819.3142507653","18352.3002702559","18572.8207300843","19373.1730651469","20215.7369458498","20875.626293769","21726.1623631428","22741.3453121454","23607.200918015","25047.9506715124","26309.6499991308","27147.6629414827","27643.0844353386","28705.0154580107","29996.0470855755","32473.9987748017","34397.8547723446","35791.6461867889","34859.3592295955","35857.0617672301","37267.4293900341","37625.2499717375","37796.6904297769","",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710.904632936254","822.63598422229","1011.94549642001","1049.54552317649","1145.57192714442","1226.73316529289","1224.86580272893","1200.97838006392","1146.27886134787","1224.59144463659","1226.91490744503","1166.13016205291","1165.2815359128","1185.81299723249","1166.90584160119","1174.34136567301","1045.3212120025","1059.79920264922","1061.33421046338","1139.22199062014","1201.00359878795","1195.67675726337","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13707.9363704834","14491.7854931386","14910.5848332036","15060.9813115394","15705.7546671918","16436.9427483467","17212.4290423052","18180.282325008","19390.712378135","20316.2328865735","21875.3907179869","23213.2763516814","24659.0987041919","25334.6166965645","26444.9607151609","27868.9519489624","30879.856395603","32806.7075470748","33729.5167903525","32807.206172261","32350.5162163131","32673.9604674027","32769.7173999104","33093.9513715373","",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6343.04489009608","6953.52638744224","7998.66054447807","8469.85835974608","8758.47278185841","9709.1694081397","10526.4377669136","11783.7681930676","13220.269549157","14666.453679531","16557.3702021268","19305.6985822034","21831.4917169567","22500.4248379723","20201.665744239","21082.8900631053","23575.6440314733","24735.5447136331","25823.3887479939","",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","422.173836862345","391.187322158456","352.773836526213","394.616639540859","401.976439683108","421.587686371121","467.911747748716","476.545317651383","451.857163762042","468.425791417499","493.842411911616","531.461429058856","532.193063638374","516.009893115287","585.265686729801","656.857061350261","730.047889678716","813.050453290531","893.914184571701","954.652484925251","1059.45111082613","1171.28625140892","1262.48699227551","1380.00026448913","",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15005.8181732532","15627.7270960171","16060.4971315317","16365.386850884","17149.8283201456","17940.9425083842","18668.3553454447","19492.908177812","20358.7418070962","21113.0384819526","22536.5857792638","23714.4077037465","24624.3625645181","25264.0129526859","26471.6405582164","27685.9681415372","30013.9035614391","31783.8239933084","33097.0505331012","32322.8711472976","33178.5499210737","34483.1579641345","34940.8693703875","35319.6725800908","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1860.77820149947","1368.50909697525","1453.10608131338","1549.56261332965","1585.98792238246","1632.91723569912","1750.2218480481","1931.32137815064","2196.07943591314","2364.65382852918","2405.47333674889","2452.18805636598","2388.46024520032","2207.8879038897","2566.53963964503","2739.07624773965","2945.0367318171","3088.52707566102","3203.12645394121","3297.28147431021","3417.59221536008","3174.72554933375","3472.957879329","3494.12715818162","",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17927.2098514189","17333.4352638563","17043.1071820888","17236.8227658934","18218.3998777274","19307.0106357293","19837.9417467455","21589.1129774827","23279.1062223323","24501.7799104739","26472.8317600208","27535.2944725082","28421.2398938674","28813.2921540656","31092.6111149113","32065.1707160028","34523.7075112213","37508.9190666751","39729.648543659","37546.5134875183","38296.5063062292","40251.3735098925","40063.6088088013","39740.2145860155","",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3683.54841356222","3668.31597118136","3932.01690463753","4053.81969535544","4290.02243107835","4431.65330027104","4674.41004267183","4600.68877524124","4666.81101125223","5110.34114252182","5107.64800676618","5308.48348274762","5551.93173603828","5712.31020090176","6166.95911511305","6382.7217633054","6655.63472202883","6715.50787453772","6846.44141668759","6735.88893807188","6954.02257644232","7227.69870408921","7434.00251793406","7750.43065903864","",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17556.9654959251","18283.6011150404","18905.2000374374","19153.1472783691","19945.0434625915","20710.5627838643","21310.1939767138","22237.4257445383","23333.1664640479","24250.2107246386","25979.7322447537","27421.7214638407","28504.5066595955","28091.7363647701","29037.2529379003","30377.0559848493","32288.8040271545","34039.7982460242","35143.9621362143","34810.807857436","35868.9492787345","37324.8405120858","37323.9732278874","37532.3941095928","",
"Faeroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1787.59481332648","1934.45132413944","2004.86904967323","2165.8135413578","2156.0174494728","2324.10769134213","2276.19562662408","2171.63301213137","2265.70967439958","2339.19513681733","2510.49253451859","2618.86788096018","2679.67486973892","2787.33898428841","2777.64591937827","2939.34603936321","3039.38473784662","3073.28181955085","3069.88930136199","3139.32035097686","3269.67108494293","3411.99872222358","3489.43453810815","3394.64727547184","",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12387.597217009","13219.8075500069","12758.6687361894","13224.2250979849","13644.4714701002","14247.2576297408","14650.141966002","15359.5899905925","15665.2027162621","14114.4587118407","13822.1525667436","14095.8649678343","13940.5222460396","14232.5599865488","14476.0254534868","15032.3335004048","15306.2773880078","16191.9166664488","16270.7558443837","15542.8112728964","16387.647199519","17488.4512547111","18356.3156539665","19264.3359398216","",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17549.2821442437","17853.9665259681","18293.0277726765","19177.679454419","20322.3255184991","21072.5686211205","22408.6969668695","23720.4104851061","24458.5747318435","25149.5353007794","27339.9928390392","28686.0959699857","29981.0944406676","31189.3107588555","33093.5120278534","34525.4057954257","36832.9404054756","37423.1819168528","37752.9572617588","36285.807969491","35920.0219352981","36549.4227989837","37385.9234744073","38259.1728772493","",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5187.54370166232","4199.02423777808","2348.17315351989","1686.70294432882","1559.10078111027","1677.054375006","1947.37024959868","2230.07263454465","2347.200043243","2468.25472593291","2590.82564239505","2797.36349105066","3015.96872614076","3438.41441690802","3748.99572982394","4199.16121855366","4694.9445312302","5426.96974852992","5665.61770410464","5460.90652047312","5818.24706524756","6322.49929816971","6822.9750525254","7159.97068795563","",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1223.7795218722","1294.46675355106","1337.24905638499","1396.20761807493","1433.9729763188","1485.77484843587","1544.85469611594","1600.16588405421","1655.81778132849","1713.79462598062","1775.1582411222","1842.37259555936","1906.11942814541","1993.28599697493","2107.32961387121","2244.37080269072","2398.177000991","2553.91909409774","2751.27006137192","2812.87404489172","3002.97079806347","3445.73920980295","3733.79799797875","3992.09003884754","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","729.669639560997","733.171852819681","730.437567596524","741.325638083459","747.537097079157","765.395239569005","788.209763818032","822.812832865232","845.662611746182","875.590468925069","902.723287810168","941.003928914955","988.080346432332","1002.75049596259","1034.7336626633","1077.43734692695","1112.4163297549","1133.4640192841","1180.90383113631","1155.66518639505","1161.47868338106","1200.27704892608","1237.93080169685","1253.08489968023","",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","981.416969163837","1009.48785789281","1034.50654770369","1060.13610827943","1054.68161774952","1056.4724227491","1069.35904034893","1109.61688027992","1128.57977012124","1183.42150036063","1239.8498910268","1301.56970660654","1239.4718695283","1309.06776389629","1394.97882206405","1382.00104318054","1396.00392094325","1439.54358559781","1503.70082662927","1563.41772935039","1633.37316208517","1544.97767048679","1612.68325079487","1661.42355399369","",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1012.0023465168","1074.24090646484","1085.81466646708","1109.45662369731","1143.02926418033","1191.06859187306","1323.49787585253","1402.24883483351","996.848299006187","999.185725123255","1053.91489139481","1077.44988450071","1059.51701892215","1063.04705353634","1098.01700308983","1156.14256350152","1193.06052632412","1237.14618661602","1273.47476853093","1296.99483831696","1340.2171954243","1456.84776915635","1415.66048190477","1407.02677224558","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","679.671099433853","672.422746814575","896.096089106391","984.75957072346","1134.56847394075","1316.6713867592","2162.03560652138","5323.71010127009","6452.03740102032","7968.03697374351","9336.36235544999","15122.1480097267","17783.4200838974","20045.483729064","27577.0523786959","32259.1360159405","30740.7215976319","34695.6110875095","38593.5199807574","34763.331398404","33765.4797715513","35182.5451652273","35949.4245955517","33768.289851408","",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13367.7019617315","14102.8487935871","14366.2154032148","14340.4030939492","14814.6307407105","15323.0405985862","15977.2979852932","16907.8753972653","17513.3430907145","18120.4543650066","19158.7948955471","20696.0736385331","22385.8639049678","23565.1302487649","25109.5794784514","25143.1988081536","28012.8524509004","29025.0644246208","30872.4817018344","30429.3349616029","28900.8565903742","26675.4700717067","25462.398399235","25666.6735448007","",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4845.00444840174","5111.63492289781","5172.71294616557","5098.42111383295","5290.81752717663","5489.59242625156","5785.09819221787","6135.83471355683","6596.59683918179","7354.89301647127","7649.93119544605","7648.56514687495","8013.18250257998","8922.78444420027","9083.19882078217","10589.2837876424","10447.5793297824","11347.1326869336","11636.8568137183","10914.6654027985","10951.9837313769","11220.9351559067","11247.0924611087","11645.340600932","",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3438.65043895835","3598.31604563044","3769.66525245987","3918.63815460823","4067.77529001271","4258.91539885588","4363.93135110525","4528.55775681999","4697.7178594916","4834.84958994486","5003.58320916961","5111.53705590702","5259.25677771499","5364.38326773287","5545.3065954731","5765.27696162903","6109.65262660167","6506.49653639911","6683.82599129317","6607.03165232903","6710.79500054619","6957.28203533093","7110.89402459742","7296.59257319642","",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2090.12237408385","2294.29472427398","2531.27411652302","2800.56078963058","3096.01236997649","3307.78911854831","3620.02517616263","3894.59430140452","3851.38412893958","4003.43064771705","4019.7335269083","4185.87091058625","4277.75613779431","4302.06361845044","4545.79220401271","4576.66491241678","4438.83377563895","4845.21047545559","5001.69375025606","5172.96156529804","5430.00319809455","5808.25156464683","6162.58530940389","6545.93223037864","",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16907.3138775676","17530.6506730573","18060.3287285791","18558.1943847167","19337.047743924","20117.3883457652","20972.8350060199","21968.4791778376","22649.0700015746","23632.8470820044","25196.38727027","26111.652373261","26984.49203417","28017.243450024","29656.5846706365","31344.0864446412","33679.6880803698","35481.9208228946","36679.6357343031","35723.7378619435","37047.8922084437","38573.4789722455","39737.786321252","40647.6965652087","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17456.1957828534","18905.8272427766","20370.8797867541","21772.3832124441","23051.9113867952","23619.4764100149","23985.4827789149","25429.8831782158","23992.4062497469","24708.7562530369","26969.8406154237","27535.1031897872","28295.1616610179","29799.926121996","33023.9569778179","36445.1542543233","39949.6705585573","43292.6453171804","44798.0991925143","43946.1030923733","47147.9143792445","50086.0370043796","51176.1925745446","53215.9373734741","",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2073.562083957","2151.39329650913","2261.81740841789","2395.7249607935","2353.95103928288","2440.4796621661","2515.06062959553","2626.85480210841","2674.16929649333","2605.7590338395","2760.41864403162","2841.17333586011","2932.81674621433","3064.83288903166","3278.88075737122","3518.1878609639","3788.34239580676","4048.90759217417","4217.11823832129","4065.11922725341","4183.72378949456","4345.20623104739","4502.12171840517","4592.59339927457","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","965.725522792415","974.824747014723","956.7330328063","959.553494508722","955.378409880238","992.667615331671","1034.58356946241","1071.51469585906","1090.66613189101","1111.35883928409","1138.08106770282","1182.88471420536","1209.66368010064","1254.10234259756","1322.21875645992","1409.58313150159","1502.08606530461","1602.10180811824","1674.66170958642","1716.02578045718","1789.3387757362","1864.76582180349","1931.89529329464","1997.1101897684","",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8118.5667804187","9136.57615771839","9720.29174313244","10212.9124592622","10102.1702329411","11057.3604167856","11790.2858697842","12740.16501599","13643.3333526681","14647.1504967617","15535.4919979509","17019.7205878726","18923.516525342","20464.4454789284","19399.3903637497","18968.8863410239","20571.2488803836","21113.705246982","21350.5210754599","",
"Haiti","HTI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1323.70551819226","1354.71935566266","1374.11711541977","1368.10859842874","1363.66871582765","1374.69548894203","1342.90958579256","1390.99652784435","1446.09823973003","1514.12160511465","1536.24819736636","1575.35476424072","1487.011106368","1579.74866781248","1631.65476312865","1703.02934940234","",
"Hungary","HUN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8256.30360441719","8188.95262074258","8344.99516342462","8785.77854388932","9115.30162394748","9400.63050617287","10042.3557400544","10761.2798825283","11222.2957284799","12073.3639513757","13611.9481552861","14885.2025893982","15591.9098004612","16389.4211925704","17215.8741312626","18583.6234627436","19269.6446438263","20742.4380939969","20800.6309951172","21477.6000817606","22523.830711473","22493.99770989","23334.3194270361","",
"Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2778.87270185549","3073.07522830733","3313.06197622916","3578.03308192088","3866.49005370901","4211.92598289529","4546.53841947967","4770.6680403743","4128.70272871851","4160.35629134113","4400.61593502552","4598.10614957627","4809.11302282355","5066.23505336666","5389.52653209048","5796.10844961163","6213.50726697499","6688.10247454114","7126.18968488436","7412.18636366365","7864.41546505992","8437.73357493112","9014.34459160291","9561.12635183094","",
"Isle of Man","IMN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1149.40430324153","1176.4237828731","1244.78418122048","1309.83321169351","1400.35840399392","1509.96354952589","1624.08513959923","1688.8907892912","1781.69490788754","1933.92290017681","2019.99102197978","2130.42072070348","2209.51103719126","2392.72957250886","2613.02283100378","2904.31235036374","3224.70242006195","3585.60487883336","3746.66951495018","4043.14611396582","4454.66021890949","4786.74371447508","5056.18144405282","5417.74894832947","",
"Not classified","INX","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13371.6151524307","14002.586583485","14699.9512068462","15377.8777126685","16543.7530500148","18421.2461711469","19953.969899589","22065.264511295","24443.7878127231","26491.0581295897","29466.8468776335","31585.0418507919","34246.1901471278","35787.6451884342","37982.4164633863","40250.6639319249","43714.3838270199","46668.1001902719","43743.6283123849","41554.1628804249","42900.0661892372","44912.6670385336","45242.0074440567","45684.4484693966","",
"Iran, Islamic Rep.","IRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5615.04525692979","6405.62497278103","6732.40529890379","6706.5708687242","6747.1473634749","6976.58500567353","7487.71907183503","7735.67147412647","7886.24123678881","8009.83595278251","8476.23869512819","8860.170498671","9548.02188844138","10307.0157666026","11000.3837813219","11742.0246746749","12667.4067515036","13860.1922569102","14042.9878626858","14534.8779558408","15387.3189339549","15969.7019530489","16525.6277786495","15590.1519646088","",
"Iraq","IRQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7253.54336447755","2620.6620075981","3451.10765468442","4464.70892548723","4589.43154614649","4636.22990840222","5077.90478538902","6067.00295569278","8014.29855281826","9266.79155158551","9324.71585621436","9472.12033207281","8697.88283403656","5769.89686729005","8894.48447321995","9338.33503017565","10343.5139231852","10512.1825291723","11155.6244104013","11607.5189690734","12080.4454609409","13247.8358676898","14500.6519857019","14951.0776794266","",
"Iceland","ISL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21903.2454811431","22321.512467937","21784.5737301281","22367.2156668203","23463.3235716135","23850.8899276166","24821.8890017523","26751.30025773","28449.3645216604","29294.6476895713","29684.9551951673","31336.3383851524","32057.0641684378","31800.6122436883","35041.4770751957","35986.3893968247","36880.2981780975","38986.0939785678","41528.5387512961","39827.4608243984","38659.0986451424","39559.1220305698","40464.0958143672","41859.1857860484","",
"Israel","ISR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13433.3097101571","13863.6028824006","14660.8573876632","15177.3138136131","16173.7293809926","19606.6676535196","20575.6807645886","21201.9107174387","21854.6461253633","22423.9567953884","24712.3663121619","24714.0675541525","24965.0751368189","23541.3661426691","24965.7722191776","24603.7606819971","25379.7364417556","27200.6640062775","27155.744013576","27365.7348500319","28762.6222506766","30182.5011733852","31628.4958399724","32490.6207427851","",
"Italy","ITA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18301.0175580944","19187.8619154444","19775.5256548147","20061.0983275937","20924.4669665015","21977.1939013028","22676.31700242","23460.8963195797","24681.8178273925","25168.3721861054","26657.9214653596","28251.2854250027","27910.1989514803","28471.5814791499","28791.6647893877","29666.3620738901","31988.0866632388","33731.1770722526","35187.7512426399","34170.1568290991","34716.0919873882","35901.252448938","35808.0364440693","35280.7377429301","",
"Jamaica","JAM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4781.69326764211","5144.70996095886","5327.30345104371","5923.91452631177","6086.11522937514","6307.92119851057","6339.08939752902","6313.89209287194","6178.00825427915","6289.03423498962","6451.06795013208","6645.23586682595","","","","","8217.37038110808","8524.25551948582","8596.1523696312","8252.52672661444","8201.19890146172","8484.58569882361","8674.21582204305","8892.76280395972","",
"Jordan","JOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4565.91712802061","4295.22122006712","4950.93755879871","5068.8195538016","5227.06237388019","5485.00546481624","5530.06822645767","5654.64388785573","5732.44401386036","5863.66313601677","6099.1168305877","6406.58525498822","6716.38485044339","6961.37846445528","7580.14730412138","8273.49903206004","9009.81490319123","9785.35577103472","10464.453024645","10881.9265112446","11028.4996045064","11292.2002859495","11544.3213376966","11782.7074590147","",
"Japan","JPN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19229.6427316935","20466.6666500313","21052.3219180675","21536.8446820402","22109.6671721078","22921.5338006118","23888.6061391758","24626.3790487805","24328.8067524184","24606.920710743","25938.1952140236","26559.5418541338","27241.1030286307","27941.1739449145","29377.3434421017","30441.3480837946","31790.6501612767","33313.8603477128","33495.1780721489","31857.3650550917","33740.527185891","34315.7984145976","35598.0856094825","36223.3406743794","",
