"rgn_id","avg3yr_2006","avg3yr_2007","avg3yr_2008","avg3yr_2009","avg3yr_2010","avg3yr_2011","avg3yr_2012","avg3yr_2013","avg3yr_2014","avg3yr_2015","avg3yr_2016","Reference_avg1979to2000monthlypixels","pctdevR_2006","pctdevR_2007","pctdevR_2008","pctdevR_2009","pctdevR_2010","pctdevR_2011","pctdevR_2012","pctdevR_2013","pctdevR_2014","pctdevR_2015","pctdevR_2016","Trend_2006to2010_pctdevRperyr","Trend_2007to2011_pctdevRperyr","Trend_2008to2012_pctdevRperyr","Trend_2009to2013_pctdevRperyr","Trend_2010to2014_pctdevRperyr","Trend_2011to2015_pctdevRperyr","Trend_2012to2016_pctdevRperyr","pole","rgn_typ","rgn_nam"
0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s",NA,NA
4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s","eez","Macquarie Island"
89,1966.66666666667,1858.33333333333,1803.66666666667,1588.33333333333,1511.33333333333,1355.66666666667,1503,1561,1784.66666666667,1898,2275.33333333333,1965.22727272727,1.00073243128638,0.94560733973247,0.917790370456035,0.808218650013492,0.769037431093636,0.689826914922324,0.764797039435642,0.794310165375275,0.908122277475811,0.965791604024517,1.15779653829845,-0.0600338983050858,-0.0698295964125651,-0.0462391424875258,-0.00396642182581295,0.0497573886193132,0.100786820752399,0.125194056331799,"s","eez","South Georgia and the South Sandwich Islands"
90,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s","eez","Prince Edward Islands"
91,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s","eez","Crozet Islands"
93,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s","eez","Kerguelen Islands"
94,5.33333333333333,6,6,0.666666666666667,0,0,0,0,12,12,12,3.36363636363636,1.58558558558559,1.78378378378378,1.78378378378378,0.198198198198198,0,0,0,0,3.56756756756757,3.56756756756757,3.56756756756757,-0.300000000000007,-0.300000000000037,-0.211111111111112,-0.2,Inf,Inf,Inf,"s","eez","Heard and McDonald Islands"
95,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s","eez","Falkland Islands"
105,902.333333333333,895.666666666667,783,776,630.333333333333,534.333333333333,514.666666666667,537.333333333333,623.666666666667,601.666666666667,840,624.590909090909,1.44467894136768,1.43400528830992,1.2536205516338,1.24241321592315,1.00919389661112,0.855493292579385,0.824006016058996,0.860296436455377,0.998520243553356,0.963297188462751,1.34488028527764,-0.0735500554118965,-0.0977298101972577,-0.0994040017028542,-0.0764175257731965,-0.00163934426229901,0.0456019962570191,0.138924870466341,"s","eez","Bouvet Island"
162,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s","eez","New Zealand"
172,0,0,0,0,0,0,0,0,0,0,0,0.136363636363636,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"s","eez","Argentina"
