"rgn_id","avg3yr_2006","avg3yr_2007","avg3yr_2008","avg3yr_2009","avg3yr_2010","avg3yr_2011","avg3yr_2012","avg3yr_2013","avg3yr_2014","avg3yr_2015","avg3yr_2016","Reference_avg1979to2000monthlypixels","pctdevR_2006","pctdevR_2007","pctdevR_2008","pctdevR_2009","pctdevR_2010","pctdevR_2011","pctdevR_2012","pctdevR_2013","pctdevR_2014","pctdevR_2015","pctdevR_2016","Trend_2006to2010_pctdevRperyr","Trend_2007to2011_pctdevRperyr","Trend_2008to2012_pctdevRperyr","Trend_2009to2013_pctdevRperyr","Trend_2010to2014_pctdevRperyr","Trend_2011to2015_pctdevRperyr","Trend_2012to2016_pctdevRperyr","pole","rgn_typ","rgn_nam"
0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",NA,NA
20,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","South Korea"
21,86,92.6666666666667,102,103,110.666666666667,104.666666666667,110.333333333333,113.333333333333,115.333333333333,114.666666666667,116,101.772727272727,0.845020098258151,0.910525532231651,1.00223313979455,1.01205895489058,1.0873902039601,1.02843531338395,1.08411493226143,1.1135923775495,1.13324400774155,1.1266934643442,1.1397945511389,0.0693798449612414,0.035251798561153,0.0179738562091505,0.0197411003236247,0.0162650602409612,0.0238853503184715,0.0114803625377653,"n","eez","North Korea"
55,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Azores"
59,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,3.95454545454545,0.0842911877394636,0.0842911877394636,0,0,0,0,0,0,0.0842911877394636,0.0842911877394636,0.0842911877394636,-0.300000000000005,-0.2,NA,NA,Inf,Inf,Inf,"n","eez","Belgium"
62,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Morocco"
69,43.3333333333333,45,42.6666666666667,39,42,51.3333333333333,51,49,44,42.3333333333333,42.3333333333333,61.0909090909091,0.709325396825397,0.736607142857143,0.698412698412698,0.638392857142857,0.6875,0.840277777777778,0.834821428571428,0.802083333333333,0.720238095238095,0.692956349206349,0.692956349206349,-0.0200000000000005,0.0266666666666743,0.0679687500000018,0.0743589743589752,0.00396825396825877,-0.0487012987012997,-0.0470588235294168,"n","eez","Latvia"
70,110.666666666667,102,85.6666666666667,74.6666666666667,91,115,119,112.333333333333,100.666666666667,91,75.6666666666667,108.090909090909,1.02382954864031,0.943650126156434,0.792542753013737,0.690776562938043,0.84188393608074,1.06391925988225,1.10092514718251,1.03924866834875,0.931314830389683,0.84188393608074,0.700028034763106,-0.0602409638554224,0.0307189542483781,0.124902723735412,0.138392857142859,0.018315018315023,-0.0576811594202913,-0.0907563025210202,"n","eez","Estonia"
73,14385.6666666667,14749,14465.6666666667,14502.6666666667,14629.3333333333,14770.3333333333,15059.6666666667,14730,14892,13994.6666666667,14357,13281.9545454545,1.08309862207666,1.11045403366837,1.08912183196841,1.09190756654335,1.10144431553863,1.11206022297284,1.13384416541468,1.10902352131908,1.12122052134988,1.05366018373072,1.08094030519878,0.0016752786338252,0.00139896490157606,0.0100629075742566,0.00610232600900985,0.00331525701786366,-0.0116381936765141,-0.0142145687155553,"n","eez","Russia"
141,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"n","eez","Faeroe Islands"
143,244.666666666667,262,183,133.666666666667,130.666666666667,132,146,111,82.3333333333333,79.6666666666667,67,332.863636363636,0.735035732168055,0.787109108288953,0.549774682507169,0.401565842778461,0.392553143065228,0.39655878738222,0.438618052710638,0.333469889389594,0.247348536574264,0.239337247940279,0.201283626928854,-0.14564032697548,-0.11921119592876,-0.0413479052823312,-0.0224438902743146,-0.0900510204081513,-0.127525252525255,-0.129680365296815,"n","eez","Iceland"
144,63.6666666666667,3.33333333333333,0,3.33333333333333,5,5,4,17,17,14.6666666666667,0,355.681818181818,0.178998935037274,0.0093716719914803,0,0.0093716719914803,0.0140575079872204,0.0140575079872204,0.0112460063897764,0.0477955271565495,0.0477955271565495,0.0412353567625133,0,-0.184293193717277,0.250000000000059,Inf,0.790000000000017,0.719999999999917,0.646666666666678,-0.258333333333491,"n","eez","Jan Mayen"
145,3742.33333333333,3856.66666666667,4004.33333333333,3844.33333333333,3696.33333333333,3624.33333333333,3801,3808.33333333333,3758,3660,3575.66666666667,4642.95454545455,0.806024116044186,0.830649240458825,0.862453701437499,0.827992885930132,0.796116631585818,0.780609264607502,0.818659748396887,0.820239202440975,0.809398404229282,0.78829115473102,0.770127433224012,-0.00278792197381337,-0.0200345721694076,-0.0156497128111214,0.000849735541489918,0.00831454594643245,0.000781752966062509,-0.0157590107866375,"n","eez","Greenland"
163,3466.33333333333,3678.66666666667,3698.33333333333,3537.66666666667,3335.66666666667,3263.66666666667,3246.33333333333,3199.66666666667,3087,3104.66666666667,3026.33333333333,3400.36363636364,1.01940077710049,1.08184507895769,1.08762877410616,1.0403789256051,0.980973514419135,0.959799308451859,0.9547018144227,0.940977792036502,0.907844080846968,0.913039603607457,0.890002851744911,-0.0116068852774311,-0.03242116708953,-0.0318521856692207,-0.0216338452840858,-0.0168282202458264,-0.0146256766418141,-0.0164801314303335,"n","eez","United States"
174,282.333333333333,259,223.333333333333,202.333333333333,235.666666666667,264.666666666667,281,268,245,211.666666666667,184.333333333333,265.090909090909,1.06504343850023,0.977023319615912,0.842478280749886,0.763260173754001,0.889003200731596,0.998399634202104,1.06001371742112,1.01097393689986,0.924211248285322,0.798468221307728,0.6953589391861,-0.0531286894923263,0.00913770913771646,0.0795522388059721,0.0873146622734771,0.00933521923621189,-0.0536523929471048,-0.0888493475682207,"n","eez","Finland"
175,87.6666666666667,63.3333333333333,63.6666666666667,63,95.3333333333333,97.6666666666667,105.666666666667,101,106.333333333333,105,103.333333333333,124.818181818182,0.702354940519544,0.507404709881039,0.510075260985676,0.504734158776402,0.763777615926196,0.782471473658655,0.846564700169944,0.809176984705026,0.851905802379218,0.84122359796067,0.827870842437485,0.0171102661596976,0.158421052631604,0.186387434554977,0.137037037037038,0.0265734265734247,0.0156996587030717,-0.000630914826497785,"n","eez","Denmark"
176,26.3333333333333,20.3333333333333,20,21,33.6666666666667,34.3333333333333,34,27.3333333333333,29.6666666666667,29,29.6666666666667,54.4545454545455,0.483583750695604,0.373400111296605,0.367278797996661,0.385642737896494,0.618252643294379,0.630495269894268,0.624373956594324,0.501947690595437,0.544796883695047,0.532554257095159,0.544796883695047,0.0582278481012685,0.204918032786918,0.20666666666667,0.0619047619047603,-0.0445544554455392,-0.0436893203883502,-0.0205882352941155,"n","eez","Germany"
177,4.33333333333333,4.33333333333333,3.33333333333333,2,2.66666666666667,1.33333333333333,2.33333333333333,1.66666666666667,2.66666666666667,2,2.33333333333333,12.9545454545455,0.334502923976608,0.334502923976608,0.257309941520468,0.154385964912281,0.205847953216374,0.102923976608187,0.180116959064327,0.128654970760234,0.205847953216374,0.154385964912281,0.180116959064327,-0.130769230769233,-0.153846153846168,-0.0800000000000001,-0.0500000000000016,0.0124999999999894,0.125,0.0142857142857211,"n","eez","Netherlands"
178,1.33333333333333,0.666666666666667,0.666666666666667,0,0.666666666666667,2.66666666666667,2.66666666666667,2,0,0,0,40.0454545454545,0.0332954975406735,0.0166477487703367,0.0166477487703367,0,0.0166477487703367,0.0665909950813469,0.0665909950813469,0.0499432463110102,0,0,0,-0.150000000000001,0.600000000000118,1.00000000000003,Inf,-0.299999999999889,-0.300000000000006,-0.275000000000027,"n","eez","Poland"
179,4,4,4.66666666666667,6.66666666666667,9,8,8.33333333333333,7.33333333333333,9,9.66666666666667,13.3333333333333,17.6818181818182,0.226221079691517,0.226221079691517,0.263924592973436,0.377035132819195,0.508997429305913,0.452442159383033,0.471293916023993,0.414738646101114,0.508997429305913,0.546700942587832,0.754070265638389,0.316666666666674,0.30833333333337,0.185714285714287,0.00999999999999879,-0.00740740740740937,0.0500000000000011,0.148000000000026,"n","eez","France"
180,29,29,51.3333333333333,62.3333333333333,78,60,76.6666666666667,81.6666666666667,113.333333333333,118.666666666667,139.333333333333,119.863636363636,0.241941600303375,0.241941600303375,0.428264441916319,0.52003539375553,0.650739476678043,0.500568828213879,0.639615724939957,0.68132979395778,0.945518897737328,0.990013904689673,1.16243205663001,0.4528735632184,0.305747126436799,0.0941558441558451,0.059893048128343,0.11837606837605,0.256666666666671,0.21173913043481,"n","eez","United Kingdom"
181,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Ireland"
182,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Spain"
183,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Portugal"
189,23,17.6666666666667,14,9.66666666666667,13.3333333333333,16.3333333333333,14.3333333333333,12.3333333333333,9,8.66666666666667,7.33333333333333,21.2727272727273,1.08119658119658,0.830484330484331,0.658119658119658,0.454415954415954,0.626780626780627,0.767806267806268,0.673789173789174,0.57977207977208,0.423076923076923,0.407407407407407,0.344729344729345,-0.118840579710146,-0.0188679245282948,0.0523809523809544,0.0655172413793094,-0.0949999999999847,-0.1265306122449,-0.123255813953501,"n","eez","Lithuania"
209,168,175.333333333333,178,176.333333333333,197.333333333333,200.333333333333,205.666666666667,200.666666666667,196.333333333333,191.666666666667,186.333333333333,169.545454545455,0.99088471849866,1.03413762287757,1.04986595174263,1.04003574620197,1.1638963360143,1.18159070598749,1.21304736371761,1.18355674709562,1.1579982126899,1.13047363717605,1.09901697944593,0.0355158730158737,0.0395437262357473,0.044569288389514,0.0323251417769377,-0.000844594594593812,-0.0133111480865228,-0.0231766612641843,"n","eez","China"
