"sp_id","sp_type","rgn_id","rgn_name","chemical_pollution_2007_scaled","chemical_pollution_2008_scaled","chemical_pollution_2009_scaled","chemical_pollution_2010_scaled","chemical_pollution_2011_scaled","chemical_pollution_2012_scaled"
0,"eez",16,"Australia",0.157342184353726,0.157223707472792,0.15725164917781,0.157303107968955,0.157176510669562,0.157356080225834
1,"eez",1,"Cocos Islands",0.0892364762911824,0.0892364762911824,0.0892364762911824,0.0892364762911824,0.0892364762911824,0.0892364762911824
2,"eez",2,"Christmas Island",0.109041595991209,0.109041595991209,0.109041595991209,0.109041595991209,0.109041595991209,0.109041595991209
3,"eez",3,"Norfolk Island",0.146176979614035,0.146176979614035,0.146176979614035,0.146176979614035,0.146176979614035,0.146176979614035
4,"eez",4,"Macquarie Island",0.00995646518672926,0.00995372280071185,0.0099558016272971,0.00995439831318056,0.00995394178064472,0.00995877639504439
5,"eez",5,"New Caledonia",0.115630837862095,0.115632953815974,0.115607814861143,0.115609167349579,0.115606810028138,0.115607049046008
6,"eez",6,"Vanuatu",0.0692658284360774,0.0692610313782745,0.0692616939479266,0.0692907742451436,0.0692924797401473,0.0692868392512751
7,"eez",7,"Solomon Islands",0.0507195771431055,0.0507195771431055,0.0507196244631645,0.0507196469873458,0.0507195865363778,0.0507195890518929
8,"eez",8,"Palau",0.0995222299775884,0.0995216720747463,0.0995215985583368,0.0995234096322484,0.0995227024577031,0.099522262385299
9,"eez",9,"Micronesia",0.0896082606214951,0.0896075552286198,0.0896075183939621,0.0896105562433477,0.089611240144272,0.0896060369130482
10,"eez",10,"Nauru",0.0309221647127973,0.0309221647127973,0.0309221647127973,0.0309221647127973,0.0309221647127973,0.0309221647127973
11,"eez",11,"Marshall Islands",0.0535929301172784,0.0535929301172784,0.0535929301172784,0.0535929301172784,0.0535929301172784,0.0535929301172784
12,"eez",12,"Wake Island",0.138798915953477,0.138798915953477,0.138798915953477,0.138798915953477,0.138798915953477,0.138798915953477
13,"eez",13,"Northern Mariana Islands and Guam",0.168989692239165,0.168989692239165,0.168989692239165,0.168989692239165,0.168989692239165,0.168989692239165
14,"eez",14,"Taiwan",0.362461606270124,0.363048642463635,0.363194675828325,0.362305801626526,0.362509210875155,0.363182506560354
15,"eez",15,"Philippines",0.174008101864818,0.17346290248332,0.173668387595986,0.173939463892636,0.173530784570301,0.173670384085628
17,"eez",17,"Papua New Guinea",0.108650818229897,0.108674131582659,0.108694113752008,0.108694264336766,0.108672402352632,0.108666915898747
18,"eez",18,"Fiji",0.0780861025040572,0.078462699651367,0.0785482838433489,0.0785636245725479,0.0785746941919453,0.0786253309270799
19,"eez",19,"Tuvalu",0.0232092576210097,0.0232092576210097,0.0232092576210097,0.0232092576210097,0.0232092576210097,0.0232092576210097
20,"eez",20,"South Korea",0.390773796146523,0.390953256638314,0.390510876322165,0.390275154029616,0.389969563193299,0.389537963010672
21,"eez",21,"North Korea",0.218936657193573,0.219067424051543,0.219137610623294,0.218904371127301,0.218969326284797,0.219060127241516
24,"eez",24,"Cambodia",0.267565624644538,0.267571301595616,0.267676230585688,0.267690519767459,0.267714429218112,0.267724564867543
25,"eez",25,"Thailand",0.233493292500891,0.232950452635346,0.233190406285105,0.233574627024678,0.234788084765422,0.232938319713033
26,"eez",26,"Andaman and Nicobar",0.0672612146046346,0.0672563187516276,0.0672613368981997,0.0672684294212664,0.0673224371072473,0.0673749137331335
28,"eez",28,"Comoro Islands",0.10873834671067,0.108737797684558,0.108737190321313,0.108987552717237,0.108952408604155,0.108908966115643
29,"eez",29,"Mayotte",0.0889380714142053,0.0889380714142053,0.0889380714142053,0.0889380714142053,0.0889380714142053,0.0889380714142053
30,"eez",30,"Glorioso Islands",0.0819875179046774,0.0819875179046774,0.0819875179046774,0.0819875179046774,0.0819875179046774,0.0819875179046774
31,"eez",31,"Seychelles",0.0654294529524544,0.0654299902493207,0.0654297855857749,0.0654294111919062,0.0654301311229082,0.0654298567577693
32,"eez",32,"Reunion",0.182963364224875,0.182963364224875,0.182963364224875,0.182963364224875,0.182963364224875,0.182963364224875
33,"eez",33,"Juan de Nova Island",0.127218704641387,0.127218704641387,0.127218704641387,0.127218704641387,0.127218704641387,0.127218704641387
34,"eez",34,"Bassas da India",0.122993503111024,0.122993503111024,0.122993503111024,0.122993503111024,0.122993503111024,0.122993503111024
35,"eez",35,"Ile Europa",0.0601242932425751,0.0601242932425751,0.0601242932425751,0.0601242932425751,0.0601242932425751,0.0601242932425751
36,"eez",36,"Ile Tromelin",0.0660228089396886,0.0660228089396886,0.0660228089396886,0.0660228089396886,0.0660228089396886,0.0660228089396886
37,"eez",37,"Mauritius",0.0944788435161481,0.094525306953216,0.094535659510589,0.0945409321744514,0.0945214580150999,0.0945004517602548
38,"eez",38,"British Indian Ocean Territory",0.0860367682704734,0.0860367682704734,0.0860367682704734,0.0860367682704734,0.0860367682704734,0.0860367682704734
39,"eez",39,"Maldives",0.0977111159877084,0.0977111159877084,0.0977111159877084,0.0977111159877084,0.0977111159877084,0.0977111159877084
40,"eez",40,"Sri Lanka",0.145782326577369,0.145626054463965,0.145635546563009,0.145809531185284,0.145709523306338,0.14560493221121
41,"eez",41,"Mozambique",0.127713595908622,0.127835516581973,0.127359109904416,0.1281055069535,0.127871329905623,0.128168467857514
42,"eez",42,"Madagascar",0.0686691753165228,0.0686736416897812,0.068675738072874,0.0687053978222443,0.0687218563351184,0.0687380428722786
43,"eez",43,"Kenya",0.0606287700191926,0.0602195571952888,0.0605825991085836,0.0605247390861651,0.0613422763749702,0.0606871227757904
44,"eez",44,"Somalia",0.0783810109776491,0.0784003086146601,0.0784136187884997,0.0784025477273631,0.0784243553619759,0.078431642127339
45,"eez",45,"Eritrea",0.219384672238644,0.219374648642332,0.219387614895952,0.219364790755415,0.21937616892883,0.219372857500489
46,"eez",46,"Djibouti",0.22438836855444,0.22401778995882,0.22401778995882,0.22401778995882,0.22401778995882,0.22401778995882
47,"eez",47,"Yemen",0.267794096571041,0.267715737026461,0.267723927767545,0.267752454355832,0.267735059055761,0.26789609493094
48,"eez",48,"Oman",0.253592858756644,0.25383997776503,0.253808295706214,0.253512014720965,0.25362011835113,0.25357574363517
49,"eez",49,"Sudan",0.245524537126751,0.245483497735398,0.245548051139741,0.24548045373718,0.245605349530226,0.245600471660513
50,"eez",50,"Saudi Arabia",0.271543244710186,0.27161748928691,0.270779722241183,0.271166428808596,0.271687051217207,0.270978916100974
51,"eez",51,"Kuwait",0.433589003513436,0.444599965714573,0.434371284512358,0.438443175006493,0.438573149046133,0.435462332900716
52,"eez",52,"Bahrain",0.325894908518946,0.325943546230485,0.326667374406705,0.329986063557942,0.328170480680735,0.328755410830239
53,"eez",53,"Pakistan",0.355901781958998,0.355889953129648,0.356375135011585,0.356322746189197,0.356177502739592,0.356536186476287
54,"eez",54,"United Arab Emirates",0.410827640984059,0.409305233913808,0.411602813885314,0.409678949383788,0.409453028786699,0.40850364756224
55,"eez",55,"Azores",0.292961299725142,0.292976143140075,0.292947657949722,0.292997029375562,0.293007190994497,0.292759167927303
56,"eez",56,"Cape Verde",0.188371108570799,0.188365146856698,0.188366293343632,0.188382452442609,0.188377414344244,0.188370297104222
57,"eez",57,"Madeira",0.294393602171953,0.294392265312011,0.294360945920805,0.294394515074126,0.294379153161428,0.29427480884737
58,"eez",58,"Canary Islands",0.285639585445192,0.285573255373215,0.285499088509888,0.285514841589424,0.285532594037974,0.285498554428938
59,"eez",59,"Belgium",0.745874547422793,0.745865180040077,0.745760478814662,0.745790147814287,0.745563452223722,0.74568909470825
60,"eez",60,"Gibraltar",0.911783084820342,0.912059167298024,0.911796438549607,0.911815575151357,0.911674866522729,0.911069008867959
61,"eez",61,"Tunisia",0.412462921681149,0.413161630196631,0.412796340369985,0.413488026339348,0.413899791111075,0.413859772596525
62,"eez",62,"Morocco",0.373359903155263,0.372809749493993,0.372499970985283,0.372350750851774,0.372475537960445,0.371390115409678
63,"eez",63,"Western Sahara",0.34415990261633,0.344159846134448,0.344159854531532,0.344160012646562,0.344159844563151,0.344159849863273
64,"eez",64,"Mauritania",0.301868015694175,0.301888019143243,0.301938211475671,0.301949503410453,0.301934203506728,0.301910727704087
65,"eez",65,"Gambia",0.260696150183502,0.259107564140009,0.259268247982667,0.259305910531277,0.259529808202722,0.259149069738778
66,"eez",66,"Senegal",0.246769643713884,0.246872267311198,0.247250788341502,0.247486226065461,0.247349641499257,0.247342948338886
67,"eez",67,"Libya",0.284768817968161,0.285245305623583,0.286581305178586,0.285024343236404,0.283738023285087,0.283340659860878
68,"eez",68,"Malta",0.378721193572374,0.378496785186926,0.378386395965383,0.37837070366645,0.37840541322392,0.378540279250737
69,"eez",69,"Latvia",0.482412405163208,0.482346625909361,0.482274080893512,0.482127023070782,0.482193452568859,0.483187574525259
70,"eez",70,"Estonia",0.48413446231037,0.484747939192122,0.483596307268978,0.484602760525206,0.484234715472759,0.484981990104209
71,"eez",71,"Bulgaria",0.48120865078959,0.480933731593033,0.48053797546428,0.480697976568318,0.48094696938308,0.480969165993564
72,"eez",72,"Romania",0.463726573962787,0.464074704651778,0.463602975998995,0.463979202831734,0.463762342546751,0.463600850778668
73,"eez",73,"Russia",0.0826557961147417,0.0826677142557481,0.082678333163129,0.0826696309946816,0.082654324032409,0.0826843322405964
74,"eez",74,"Georgia",0.374944550430953,0.374937034673013,0.374601602234668,0.374327401832263,0.373423984042459,0.374038171581064
75,"eez",75,"Ukraine",0.400620024566851,0.403748791514215,0.401049084947955,0.405219763454964,0.407737241422841,0.409129601355559
76,"eez",76,"Turkey",0.469597193460817,0.468079218503756,0.467094913579357,0.467410886191543,0.465429223229228,0.464797122768023
77,"eez",77,"Syria",0.49592179591403,0.495680614503078,0.496525637262881,0.486422102202231,0.489007271249949,0.481653390487615
78,"eez",78,"Lebanon",0.472640195964819,0.471717187199498,0.471725884530412,0.47260109736636,0.474412504145544,0.473059774981525
79,"eez",79,"Israel",0.459480887618552,0.465127340022866,0.461020894190101,0.460783038207458,0.453074300063541,0.453320708441076
80,"eez",80,"Greece",0.463073444770277,0.462118699484392,0.460896170144253,0.461103479060408,0.460625724888506,0.460492371592058
81,"eez",81,"Cyprus",0.38930210647388,0.38927633500815,0.390067164940575,0.389906916547731,0.389737134397484,0.390206070626988
82,"eez",82,"Albania",0.487745700127615,0.487198628901822,0.487781045629145,0.487612310974862,0.488375388887474,0.485352656800369
84,"eez",84,"Algeria",0.510777706258772,0.512944525182781,0.510114861263016,0.508252815119055,0.514772220293829,0.516342778277052
85,"eez",85,"Ascension",0.037949468029831,0.037949468029831,0.037949468029831,0.037949468029831,0.037949468029831,0.037949468029831
86,"eez",86,"Saint Helena",0.0362731374248386,0.0362731374248386,0.0362731374248386,0.0362731374248386,0.0362731374248386,0.0362731374248386
88,"eez",88,"Tristan da Cunha",0.0298770087794923,0.0298770087794923,0.0298770087794923,0.0298770087794923,0.0298770087794923,0.0298770087794923
89,"eez",89,"South Georgia and the South Sandwich Islands",0.0173495770901022,0.0173495770901022,0.0173495770901022,0.0173495770901022,0.0173495770901022,0.0173495770901022
90,"eez",90,"Prince Edward Islands",0.0191509873733034,0.0191296835246383,0.019046895196425,0.019138234787519,0.0191468125883989,0.0191581788005314
91,"eez",91,"Crozet Islands",0.0131132059268434,0.0131132059268434,0.0131132059268434,0.0131132059268434,0.0131132059268434,0.0131132059268434
92,"eez",92,"Amsterdam Island and Saint Paul Island",0.0236053959872626,0.0236053959872626,0.0236053959872626,0.0236053959872626,0.0236053959872626,0.0236053959872626
93,"eez",93,"Kerguelen Islands",0.0158035170780773,0.0158035170780773,0.0158035170780773,0.0158035170780773,0.0158035170780773,0.0158035170780773
94,"eez",94,"Heard and McDonald Islands",0.00747125428241358,0.00747125428241358,0.00747125428241358,0.00747125428241358,0.00747125428241358,0.00747125428241358
95,"eez",95,"Falkland Islands",0.0334328073449473,0.0334328073449473,0.0334328073449473,0.0334328073449473,0.0334328073449473,0.0334328073449473
96,"eez",96,"Sierra Leone",0.223470819926883,0.223416237687354,0.22352483008354,0.223834473732247,0.22381499754792,0.223979288881388
97,"eez",97,"Liberia",0.197777603707286,0.197742142798895,0.197807668118765,0.197891996355793,0.197892188852367,0.197851674999241
98,"eez",98,"Togo",0.29483512783651,0.294857331138828,0.294773405948374,0.29459868186648,0.294348341328325,0.294939137145907
99,"eez",99,"Benin",0.291863290890607,0.291934294885287,0.292828013161006,0.293374983537571,0.292303004596804,0.294007874546451
100,"eez",100,"Republique du Congo",0.166948826007514,0.167032674640406,0.167235927505269,0.166932142724708,0.167255296048043,0.167263826514901
101,"eez",101,"Namibia",0.149645992968859,0.149677707290271,0.14937288370688,0.149670213049904,0.149662137023391,0.149669728991091
102,"eez",102,"South Africa",0.19138213032755,0.191219207578061,0.189953411804703,0.191296855972328,0.191191754582805,0.191467078472279
103,"eez",103,"Sao Tome and Principe",0.130264277277206,0.130260912508242,0.130263744064075,0.130294885362291,0.130294474958022,0.130247007923105
