TaxonKey,TaxonName,CommonName,TargetGrpNum,Description
626097,Scardinius graecus,Scardinius graecus,14,Medium Benthopelagics (30 - 90 cm)
626150,Prochilodus magdalenae,Prochilodus magdalenae,14,Medium Benthopelagics (30 - 90 cm)
626270,Leuciscus keadicus,Leuciscus keadicus,13,Small Benthopelagics (<30 cm)
626365,Stromateus stellatus,Stromateus stellatus,13,Small Benthopelagics (<30 cm)
626371,Schedophilus velaini,African barrelfish,9,Large Bathypelagics (>=90 cm)
626386,Anostomus ternetzi,Anostomus ternetzi,13,Small Benthopelagics (<30 cm)
626390,Charax condei,Charax condei,13,Small Benthopelagics (<30 cm)
626391,Mogurnda aurifodinae,Northern mogurnda,13,Small Benthopelagics (<30 cm)
626394,Mogurnda cingulata,Banded mogurnda,13,Small Benthopelagics (<30 cm)
626396,Mogurnda kutubuensis,Lake Kutubu mogurnda,13,Small Benthopelagics (<30 cm)
626397,Mogurnda nesolepis,Yellowbelly gudgeon,13,Small Benthopelagics (<30 cm)
626402,Mogurnda pulchra,Moresby mogurnda,13,Small Benthopelagics (<30 cm)
626432,Aphyosemion cauveti,Kindia killi,13,Small Benthopelagics (<30 cm)
626437,Pachychilon macedonicum,Pachychilon macedonicum,13,Small Benthopelagics (<30 cm)
626439,Axelrodia riesei,Ruby tetra,13,Small Benthopelagics (<30 cm)
626444,Hemigrammus elegans,Hemigrammus elegans,13,Small Benthopelagics (<30 cm)
626445,Hemigrammus marginatus,Hemigrammus marginatus,13,Small Benthopelagics (<30 cm)
626446,Hemigrammus levis,Hemigrammus levis,13,Small Benthopelagics (<30 cm)
626447,Hemigrammus rodwayi,Hemigrammus rodwayi,13,Small Benthopelagics (<30 cm)
626457,Hemigrammus ulreyi,Hemigrammus ulreyi,13,Small Benthopelagics (<30 cm)
626458,Aphyocharax paraguayensis,Aphyocharax paraguayensis,13,Small Benthopelagics (<30 cm)
626459,Hyphessobrycon inconstans,Hyphessobrycon inconstans,13,Small Benthopelagics (<30 cm)
626461,Hyphessobrycon robustulus,Hyphessobrycon robustulus,13,Small Benthopelagics (<30 cm)
626463,Hyphessobrycon minor,Hyphessobrycon minor,13,Small Benthopelagics (<30 cm)
626464,Hyphessobrycon vilmae,Hyphessobrycon vilmae,13,Small Benthopelagics (<30 cm)
626466,Iguanodectes spilurus,Iguanodectes spilurus,13,Small Benthopelagics (<30 cm)
626473,Moenkhausia collettii,Moenkhausia collettii,13,Small Benthopelagics (<30 cm)
626474,Moenkhausia intermedia,Moenkhausia intermedia,13,Small Benthopelagics (<30 cm)
626480,Acanthobrama telavivensis,Acanthobrama telavivensis,13,Small Benthopelagics (<30 cm)
626481,Pseudophoxinus drusensis,Pseudophoxinus drusensis,13,Small Benthopelagics (<30 cm)
626482,Pseudophoxinus kervillei,Pseudophoxinus kervillei,13,Small Benthopelagics (<30 cm)
626483,Garra rufa,Garra rufa,13,Small Benthopelagics (<30 cm)
626487,Capoeta damascina,Capoeta damascina,14,Medium Benthopelagics (30 - 90 cm)
626488,Barbus longiceps,Barbus longiceps,14,Medium Benthopelagics (30 - 90 cm)
626489,Barbus canis,Barbus canis,14,Medium Benthopelagics (30 - 90 cm)
626494,Hemigrammocapoeta nana,Hemigrammocapoeta nana,13,Small Benthopelagics (<30 cm)
626495,Nemacheilus insignis,Nemacheilus insignis,13,Small Benthopelagics (<30 cm)
626500,Aphanius mento,Aphanius mento,13,Small Benthopelagics (<30 cm)
626501,Cichlasoma ellioti,Cichlasoma ellioti,13,Small Benthopelagics (<30 cm)
626507,Aphanius dispar richardsoni,Aphanius dispar richardsoni,13,Small Benthopelagics (<30 cm)
626518,Cyphocharax multilineatus,Cyphocharax multilineatus,13,Small Benthopelagics (<30 cm)
626521,Copella metae,Copella metae,13,Small Benthopelagics (<30 cm)
626523,Copella nigrofasciata,Copella nigrofasciata,13,Small Benthopelagics (<30 cm)
626525,Pyrrhulina filamentosa,Pyrrhulina filamentosa,13,Small Benthopelagics (<30 cm)
626526,Acnodon normani,Sheep-pacu,13,Small Benthopelagics (<30 cm)
626587,Stiphodon semoni,Stiphodon semoni,13,Small Benthopelagics (<30 cm)
626614,Chondrostoma genei,Chondrostoma genei,14,Medium Benthopelagics (30 - 90 cm)
626615,Chondrostoma knerii,Chondrostoma knerii,13,Small Benthopelagics (<30 cm)
626616,Chondrostoma soetta,Chondrostoma soetta,14,Medium Benthopelagics (30 - 90 cm)
626617,Cobitis conspersa,Cobitis conspersa,13,Small Benthopelagics (<30 cm)
626618,Cobitis elongata,Cobitis elongata,13,Small Benthopelagics (<30 cm)
626620,Sabanejewia romanica,Sabanejewia romanica,13,Small Benthopelagics (<30 cm)
626623,Leuciscus illyricus,Leuciscus illyricus,13,Small Benthopelagics (<30 cm)
626624,Leuciscus svallize,Leuciscus svallize,13,Small Benthopelagics (<30 cm)
626625,Leuciscus turskyi,Leuciscus turskyi,13,Small Benthopelagics (<30 cm)
626626,Leuciscus ukliva,Leuciscus ukliva,13,Small Benthopelagics (<30 cm)
626627,Pachychilon pictum,Pachychilon pictum,13,Small Benthopelagics (<30 cm)
626628,Phoxinellus adspersus,Phoxinellus adspersus,13,Small Benthopelagics (<30 cm)
626629,Phoxinellus ghetaldii,Phoxinellus ghetaldii,13,Small Benthopelagics (<30 cm)
626631,Phoxinellus pstrossii,Phoxinellus pstrossii,13,Small Benthopelagics (<30 cm)
626642,Nematabramis borneensis,Nematabramis borneensis,13,Small Benthopelagics (<30 cm)
626647,Epiplatys olbrechtsi dauresi,Epiplatys olbrechtsi dauresi,13,Small Benthopelagics (<30 cm)
626648,Aethiomastacembelus sexdecimspinus,Aethiomastacembelus sexdecimspinus,13,Small Benthopelagics (<30 cm)
626654,Bathyphylax bombifrons,Bathyphylax bombifrons,10,Small Bathydemersals (<30 cm)
626678,Crenicichla cyanonotus,Crenicichla cyanonotus,13,Small Benthopelagics (<30 cm)
626681,Crenicichla sedentaria,Crenicichla sedentaria,13,Small Benthopelagics (<30 cm)
626682,Crenicichla johanna,Crenicichla johanna,14,Medium Benthopelagics (30 - 90 cm)
626683,Crenicichla semicincta,Crenicichla semicincta,13,Small Benthopelagics (<30 cm)
626685,Crenicichla proteus,Crenicichla proteus,13,Small Benthopelagics (<30 cm)
626687,Crenicichla lucius,Crenicichla lucius,13,Small Benthopelagics (<30 cm)
626688,Crenicichla anthurus,Crenicichla anthurus,13,Small Benthopelagics (<30 cm)
626690,Apistogramma eunotus,Apistogramma eunotus,13,Small Benthopelagics (<30 cm)
626692,Apistogramma cruzi,Apistogramma cruzi,13,Small Benthopelagics (<30 cm)
626694,Apistogramma urteagai,Apistogramma urteagai,13,Small Benthopelagics (<30 cm)
626697,Apistogramma moae,Apistogramma moae,13,Small Benthopelagics (<30 cm)
626698,Apistogramma luelingi,Apistogramma luelingi,13,Small Benthopelagics (<30 cm)
626699,Apistogramma juruensis,Apistogramma juruensis,13,Small Benthopelagics (<30 cm)
626701,Apistogramma payaminonis,Apistogramma payaminonis,13,Small Benthopelagics (<30 cm)
626702,Apistogramma nijsseni,Apistogramma nijsseni,13,Small Benthopelagics (<30 cm)
626703,Apistogramma agassizii,Agassizs dwarf cichlid,13,Small Benthopelagics (<30 cm)
626707,Bujurquina cordemadi,Bujurquina cordemadi,13,Small Benthopelagics (<30 cm)
626708,Bujurquina tambopatae,Bujurquina tambopatae,13,Small Benthopelagics (<30 cm)
626709,Bujurquina eurhinus,Bujurquina eurhinus,13,Small Benthopelagics (<30 cm)
626710,Bujurquina robusta,Bujurquina robusta,13,Small Benthopelagics (<30 cm)
626712,Bujurquina labiosa,Bujurquina labiosa,13,Small Benthopelagics (<30 cm)
626713,Bujurquina apoparuana,Bujurquina apoparuana,13,Small Benthopelagics (<30 cm)
626716,Bujurquina hophrys,Bujurquina hophrys,13,Small Benthopelagics (<30 cm)
626718,Bujurquina huallagae,Bujurquina huallagae,13,Small Benthopelagics (<30 cm)
626720,Bujurquina ortegai,Bujurquina ortegai,13,Small Benthopelagics (<30 cm)
626721,Bujurquina syspilus,Bujurquina syspilus,13,Small Benthopelagics (<30 cm)
626723,Bujurquina peregrinabunda,Bujurquina peregrinabunda,13,Small Benthopelagics (<30 cm)
626726,Bujurquina moriorum,Bujurquina moriorum,13,Small Benthopelagics (<30 cm)
626728,Laetacara thayeri,Laetacara thayeri,13,Small Benthopelagics (<30 cm)
626730,Laetacara flavilabris,Laetacara flavilabris,13,Small Benthopelagics (<30 cm)
626731,Plectranthias foresti,Plectranthias foresti,10,Small Bathydemersals (<30 cm)
626732,Cichlasoma boliviense,Cichlasoma boliviense,13,Small Benthopelagics (<30 cm)
626733,Aequidens patricki,Aequidens patricki,13,Small Benthopelagics (<30 cm)
626737,Cichlasoma lyonsi,Cichlasoma lyonsi,13,Small Benthopelagics (<30 cm)
626740,Plectranthias intermedius,Plectranthias intermedius,10,Small Bathydemersals (<30 cm)
626741,Plectranthias maugei,Plectranthias maugei,10,Small Bathydemersals (<30 cm)
626742,Cichlasoma altifrons,Cichlasoma altifrons,13,Small Benthopelagics (<30 cm)
626744,Cichlasoma calobrense,Cichlasoma calobrense,13,Small Benthopelagics (<30 cm)
626745,Cichlasoma diquis,Cichlasoma diquis,13,Small Benthopelagics (<30 cm)
626747,Akysis maculipinnis,Akysis maculipinnis,13,Small Benthopelagics (<30 cm)
626749,Cichlasoma macracanthum,Cichlasoma macracanthum,13,Small Benthopelagics (<30 cm)
626752,Cichlasoma margaritiferum,Cichlasoma margaritiferum,13,Small Benthopelagics (<30 cm)
626753,Cichlasoma rhytisma,Cichlasoma rhytisma,13,Small Benthopelagics (<30 cm)
626754,Glyptothorax fuscus,Glyptothorax fuscus,13,Small Benthopelagics (<30 cm)
626756,Cichlasoma robertsoni,False firemouth cichlid,13,Small Benthopelagics (<30 cm)
626757,Glyptothorax lampris,Glyptothorax lampris,13,Small Benthopelagics (<30 cm)
626760,Glyptothorax laosensis,Glyptothorax laosensis,13,Small Benthopelagics (<30 cm)
626763,Cichlasoma tuyrense,Cichlasoma tuyrense,13,Small Benthopelagics (<30 cm)
626768,Cichlasoma septemfasciatum,Cichlasoma septemfasciatum,13,Small Benthopelagics (<30 cm)
626770,Cichlasoma spinosissimus,Cichlasoma spinosissimus,13,Small Benthopelagics (<30 cm)
626771,Cichlasoma bocourti,Chisel-tooth cichlid,13,Small Benthopelagics (<30 cm)
626772,Cichlasoma carpinte,Cichlasoma carpinte,13,Small Benthopelagics (<30 cm)
626774,Cichlasoma pearsei,Cichlasoma pearsei,13,Small Benthopelagics (<30 cm)
626776,Cichlasoma grammodes,Cichlasoma grammodes,13,Small Benthopelagics (<30 cm)
626777,Cichlasoma istlanum,Cichlasoma istlanum,13,Small Benthopelagics (<30 cm)
626778,Cichlasoma loisellei,Cichlasoma loisellei,13,Small Benthopelagics (<30 cm)
626780,Cichlasoma ramsdeni,Joturo,13,Small Benthopelagics (<30 cm)
626781,Caquetaia umbriferum,Turquoise cichlid,14,Medium Benthopelagics (30 - 90 cm)
626782,Cichlasoma bifasciatum,Cichlasoma bifasciatum,14,Medium Benthopelagics (30 - 90 cm)
626783,Cichlasoma breidohri,Cichlasoma breidohri,13,Small Benthopelagics (<30 cm)
626784,Cichlasoma fenestratum,Cichlasoma fenestratum,13,Small Benthopelagics (<30 cm)
626786,Cichlasoma hartwegi,Cichlasoma hartwegi,13,Small Benthopelagics (<30 cm)
626787,Cichlasoma heterospilus,Cichlasoma heterospilus,13,Small Benthopelagics (<30 cm)
626788,Cichlasoma melanurum,Cichlasoma melanurum,13,Small Benthopelagics (<30 cm)
626789,Cichlasoma regani,Cichlasoma regani,13,Small Benthopelagics (<30 cm)
626790,Phenacostethus smithi,Smiths priapium fish,13,Small Benthopelagics (<30 cm)
626792,Cichlasoma zonatum,Cichlasoma zonatum,13,Small Benthopelagics (<30 cm)
626793,Cichlasoma coeruleus,Cichlasoma coeruleus,13,Small Benthopelagics (<30 cm)
626794,Oryzias mekongensis,Oryzias mekongensis,13,Small Benthopelagics (<30 cm)
626795,Cichlasoma gibbiceps,Cichlasoma gibbiceps,13,Small Benthopelagics (<30 cm)
626796,Cichlasoma godmanni,Southern checkmark cichlid,13,Small Benthopelagics (<30 cm)
626797,Cichlasoma intermedium,Northern checkmark cichlid,13,Small Benthopelagics (<30 cm)
626798,Macrognathus taeniagaster,Macrognathus taeniagaster,13,Small Benthopelagics (<30 cm)
626800,Cichlasoma irregulare,Cichlasoma irregulare,13,Small Benthopelagics (<30 cm)
626801,Cichlasoma lentiginosum,Cichlasoma lentiginosum,13,Small Benthopelagics (<30 cm)
626802,Cichlasoma nebuliferum,Cichlasoma nebuliferum,13,Small Benthopelagics (<30 cm)
626803,Cichlasoma panamense,Cichlasoma panamense,13,Small Benthopelagics (<30 cm)
626807,Cichlasoma sieboldii,Cichlasoma sieboldii,13,Small Benthopelagics (<30 cm)
626808,Cichlasoma tuba,Cichlasoma tuba,13,Small Benthopelagics (<30 cm)
626809,Cichlasoma affine,Yellow meeki,13,Small Benthopelagics (<30 cm)
626811,Cichlasoma callolepis,Cichlasoma callolepis,13,Small Benthopelagics (<30 cm)
626812,Cichlasoma helleri,Cichlasoma helleri,13,Small Benthopelagics (<30 cm)
626814,Cichlasoma pasionis,Cichlasoma pasionis,13,Small Benthopelagics (<30 cm)
626815,Cichlasoma socolofi,Cichlasoma socolofi,13,Small Benthopelagics (<30 cm)
626818,Cichlasoma bulleri,Cichlasoma bulleri,13,Small Benthopelagics (<30 cm)
626833,Nemacheilus longistriatus,Nemacheilus longistriatus,13,Small Benthopelagics (<30 cm)
626834,Nemacheilus pallidus,Nemacheilus pallidus,13,Small Benthopelagics (<30 cm)
626838,Nemacheilus platiceps,Nemacheilus platiceps,13,Small Benthopelagics (<30 cm)
626839,Schistura daubentoni,Schistura daubentoni,13,Small Benthopelagics (<30 cm)
626842,Schistura kengtungensis,Schistura kengtungensis,13,Small Benthopelagics (<30 cm)
626843,Schistura kohchangensis,Schistura kohchangensis,13,Small Benthopelagics (<30 cm)
626844,Schistura laterimaculata,Schistura laterimaculata,13,Small Benthopelagics (<30 cm)
626846,Schistura magnifluvis,Schistura magnifluvis,13,Small Benthopelagics (<30 cm)
626848,Schistura nicholsi,Schistura nicholsi,13,Small Benthopelagics (<30 cm)
626849,Holanthias cyprinoides,Holanthias cyprinoides,10,Small Bathydemersals (<30 cm)
626851,Schistura pellegrini,Schistura pellegrini,13,Small Benthopelagics (<30 cm)
626852,Anthias helenensis,Anthias helenensis,10,Small Bathydemersals (<30 cm)
626861,Rhinogobius mekongianus,Rhinogobius mekongianus,13,Small Benthopelagics (<30 cm)
626867,Rhinogobius ocellatus,Rhinogobius ocellatus,13,Small Benthopelagics (<30 cm)
626879,Nemacheilus binotatus,Nemacheilus binotatus,13,Small Benthopelagics (<30 cm)
626902,Schistura spilota,Schistura spilota,13,Small Benthopelagics (<30 cm)
626914,Arius magatensis,Arius magatensis,13,Small Benthopelagics (<30 cm)
626918,Gulaphallus eximius,Gulaphallus eximius,13,Small Benthopelagics (<30 cm)
626919,Gulaphallus mirabilis,Gulaphallus mirabilis,13,Small Benthopelagics (<30 cm)
626939,Gulaphallus bikolanus,Gulaphallus bikolanus,13,Small Benthopelagics (<30 cm)
626941,Gulaphallus falcifer,Gulaphallus falcifer,13,Small Benthopelagics (<30 cm)
626945,Neostethus ctenophorus,Neostethus ctenophorus,13,Small Benthopelagics (<30 cm)
626951,Melanotaenia kamaka,Kamaka rainbowfish,13,Small Benthopelagics (<30 cm)
626952,Melanotaenia lakamora,Lakamora rainbowfish,13,Small Benthopelagics (<30 cm)
626953,Melanotaenia pierucciae,Pieruccis rainbowfish,13,Small Benthopelagics (<30 cm)
626954,Neostethus villadolidi,Neostethus villadolidi,13,Small Benthopelagics (<30 cm)
626955,Neostethus zamboangae,Neostethus zamboangae,13,Small Benthopelagics (<30 cm)
626956,Neostethus palawanensis,Neostethus palawanensis,13,Small Benthopelagics (<30 cm)
626957,Neostethus robertsi,Neostethus robertsi,13,Small Benthopelagics (<30 cm)
626960,Gulaphallus panayensis,Gulaphallus panayensis,13,Small Benthopelagics (<30 cm)
626975,Akysis leucorhynchus,Akysis leucorhynchus,13,Small Benthopelagics (<30 cm)
626983,Oryzias minutillus,Dwarf medaka,13,Small Benthopelagics (<30 cm)
626989,Gymnochanda flamea,Gymnochanda flamea,13,Small Benthopelagics (<30 cm)
627007,Betta miniopinna,Betta miniopinna,13,Small Benthopelagics (<30 cm)
627008,Betta albimarginata,Betta albimarginata,13,Small Benthopelagics (<30 cm)
627009,Betta burdigala,Betta burdigala,13,Small Benthopelagics (<30 cm)
627010,Betta channoides,Betta channoides,13,Small Benthopelagics (<30 cm)
627011,Betta chloropharynx,Betta chloropharynx,13,Small Benthopelagics (<30 cm)
627012,Betta schalleri,Betta schalleri,13,Small Benthopelagics (<30 cm)
627013,Osteochilus partilineatus,Osteochilus partilineatus,13,Small Benthopelagics (<30 cm)
627020,Rasbora tuberculata,Rasbora tuberculata,13,Small Benthopelagics (<30 cm)
627021,Betta enisae,Betta enisae,13,Small Benthopelagics (<30 cm)
627022,Coius campbelli,Coius campbelli,14,Medium Benthopelagics (30 - 90 cm)
627025,Paralaubuca typus,Paralaubuca typus,13,Small Benthopelagics (<30 cm)
627026,Opsarius koratensis,Opsarius koratensis,13,Small Benthopelagics (<30 cm)
627033,Paraliparis mandibularis,Paraliparis mandibularis,10,Small Bathydemersals (<30 cm)
627040,Paralaubuca harmandi,Paralaubuca harmandi,13,Small Benthopelagics (<30 cm)
627044,Parachela williaminae,Parachela williaminae,13,Small Benthopelagics (<30 cm)
627046,Barilius pulchellus,Barilius pulchellus,13,Small Benthopelagics (<30 cm)
627055,Coryphaenoides grahami,Coryphaenoides grahami,8,Medium Bathypelagics (30 - 90 cm)
627058,Amblypharyngodon chulabhornae,Amblypharyngodon chulabhornae,13,Small Benthopelagics (<30 cm)
627059,Danio laoensis,Danio laoensis,13,Small Benthopelagics (<30 cm)
627062,Esomus longimanus,Esomus longimanus,13,Small Benthopelagics (<30 cm)
627064,Rasbora aurotaenia,Pale rasbora,13,Small Benthopelagics (<30 cm)
627072,Rhinogobius nantaiensis,Rhinogobius nantaiensis,13,Small Benthopelagics (<30 cm)
627073,Rasbora espei,Lambchop rasbora,13,Small Benthopelagics (<30 cm)
627074,Rhinogobius gigas,Rhinogobius gigas,13,Small Benthopelagics (<30 cm)
627075,Rasbora myersi,Myers silver rasbora,13,Small Benthopelagics (<30 cm)
627079,Rasbora paviei,Sidestripe rasbora,13,Small Benthopelagics (<30 cm)
627081,Rasbora spilocerca,Dwarf scissortail rasbora,13,Small Benthopelagics (<30 cm)
627083,Neolissochilus blanci,Neolissochilus blanci,14,Medium Benthopelagics (30 - 90 cm)
627086,Neolissochilus soroides,Neolissochilus soroides,14,Medium Benthopelagics (30 - 90 cm)
627087,Gambusia marshi,Gambusia marshi,13,Small Benthopelagics (<30 cm)
627101,Cosmochilus harmandi,Cosmochilus harmandi,15,Large Benthopelagics (>=90 cm)
627103,Cyclocheilichthys furcatus,Cyclocheilichthys furcatus,14,Medium Benthopelagics (30 - 90 cm)
627105,Caelorinchus simorhynchus,Caelorinchus simorhynchus,11,Medium Bathydemersals (30 - 90 cm)
627106,Cyclocheilichthys lagleri,Cyclocheilichthys lagleri,13,Small Benthopelagics (<30 cm)
627108,Discherodontus ashmeadi,Discherodontus ashmeadi,13,Small Benthopelagics (<30 cm)
627109,Mystacoleucus atridorsalis,Mystacoleucus atridorsalis,13,Small Benthopelagics (<30 cm)
627114,Caelorinchus trunovi,Caelorinchus trunovi,8,Medium Bathypelagics (30 - 90 cm)
627115,Sikukia stejnegeri,Sikukia stejnegeri,13,Small Benthopelagics (<30 cm)
627117,Hypsibarbus lagleri,Hypsibarbus lagleri,14,Medium Benthopelagics (30 - 90 cm)
627118,Coryphaenoides mcmillani,Coryphaenoides mcmillani,8,Medium Bathypelagics (30 - 90 cm)
627119,Haplomacrourus nudirostris,Naked snout rattail,8,Medium Bathypelagics (30 - 90 cm)
627120,Kuronezumia bubonis,Bulbous rattail,14,Medium Benthopelagics (30 - 90 cm)
627121,Hypsibarbus wetmorei,Hypsibarbus wetmorei,13,Small Benthopelagics (<30 cm)
627122,Poropuntius deauratus,Poropuntius deauratus,13,Small Benthopelagics (<30 cm)
627123,Poropuntius kontumensis,Poropuntius kontumensis,13,Small Benthopelagics (<30 cm)
627124,Poropuntius laoensis,Poropuntius laoensis,13,Small Benthopelagics (<30 cm)
627126,Scaphognathops bandanensis,Scaphognathops bandanensis,14,Medium Benthopelagics (30 - 90 cm)
627127,Scaphognathops stejnegeri,Scaphognathops stejnegeri,13,Small Benthopelagics (<30 cm)
627128,Puntius masyai,Puntius masyai,13,Small Benthopelagics (<30 cm)
627129,Puntius aurotaeniatus,Puntius aurotaeniatus,13,Small Benthopelagics (<30 cm)
627130,Puntius partipentazona,Puntius partipentazona,13,Small Benthopelagics (<30 cm)
627131,Nezumia umbracincta,Nezumia umbracincta,14,Medium Benthopelagics (30 - 90 cm)
627133,Sphagemacrurus richardi,Sphagemacrurus richardi,7,Small Bathypelagics (<30 cm)
627135,Ventrifossa mystax,Ventrifossa mystax,14,Medium Benthopelagics (30 - 90 cm)
627146,Barbichthys nitidus,Barbichthys nitidus,13,Small Benthopelagics (<30 cm)
627148,Cirrhinus jullieni,Cirrhinus jullieni,13,Small Benthopelagics (<30 cm)
627149,Cirrhinus microlepis,Cirrhinus microlepis,14,Medium Benthopelagics (30 - 90 cm)
627152,Cirrhinus caudimaculatus,Cirrhinus caudimaculatus,13,Small Benthopelagics (<30 cm)
627153,Henicorhynchus cryptopogon,Henicorhynchus cryptopogon,13,Small Benthopelagics (<30 cm)
627154,Lobocheilos davisi,Lobocheilos davisi,13,Small Benthopelagics (<30 cm)
627155,Lobocheilos delacouri,Lobocheilos delacouri,13,Small Benthopelagics (<30 cm)
627156,Lobocheilos gracilis,Lobocheilos gracilis,13,Small Benthopelagics (<30 cm)
627157,Lobocheilos melanotaenia,Lobocheilos melanotaenia,13,Small Benthopelagics (<30 cm)
627158,Lobocheilos quadrilineatus,Lobocheilos quadrilineatus,13,Small Benthopelagics (<30 cm)
627159,Lobocheilos rhabdoura,Lobocheilos rhabdoura,13,Small Benthopelagics (<30 cm)
627160,Osteochilus brachynotopteroides,Osteochilus brachynotopteroides,13,Small Benthopelagics (<30 cm)
627161,Osteochilus lini,Osteochilus lini,13,Small Benthopelagics (<30 cm)
627162,Crossocheilus reticulatus,Crossocheilus reticulatus,13,Small Benthopelagics (<30 cm)
627163,Epalzeorhynchos munense,Epalzeorhynchos munense,13,Small Benthopelagics (<30 cm)
627164,Garra cambodgiensis,Stonelapping minnow,13,Small Benthopelagics (<30 cm)
627165,Garra fasciacauda,Garra fasciacauda,13,Small Benthopelagics (<30 cm)
627166,Garra fisheri,Garra fisheri,13,Small Benthopelagics (<30 cm)
627167,Garra fuliginosa,Garra fuliginosa,13,Small Benthopelagics (<30 cm)
627168,Kumba calvifrons,Kumba calvifrons,8,Medium Bathypelagics (30 - 90 cm)
627169,Kumba dentoni,Kumba dentoni,13,Small Benthopelagics (<30 cm)
627170,Kumba gymnorhynchus,Kumba gymnorhynchus,8,Medium Bathypelagics (30 - 90 cm)
627171,Kumba maculisquama,Kumba maculisquama,7,Small Bathypelagics (<30 cm)
627172,Kumba punctulata,Kumba punctulata,7,Small Bathypelagics (<30 cm)
627182,Puntioplites falcifer,Puntioplites falcifer,14,Medium Benthopelagics (30 - 90 cm)
627188,Magosternarchus raptor,Magosternarchus raptor,13,Small Benthopelagics (<30 cm)
627189,Magosternarchus duccis,Magosternarchus duccis,13,Small Benthopelagics (<30 cm)
627190,Chaetostoma yurubiense,Chaetostoma yurubiense,14,Medium Benthopelagics (30 - 90 cm)
627192,Labiobarbus siamensis,Labiobarbus siamensis,13,Small Benthopelagics (<30 cm)
627197,Betta hipposideros,Betta hipposideros,13,Small Benthopelagics (<30 cm)
627198,Betta tomi,Betta tomi,13,Small Benthopelagics (<30 cm)
627199,Betta spilotogena,Betta spilotogena,13,Small Benthopelagics (<30 cm)
627200,Chiloglanis reticulatus,Chiloglanis reticulatus,13,Small Benthopelagics (<30 cm)
627201,Chiloglanis sanagaensis,Chiloglanis sanagaensis,13,Small Benthopelagics (<30 cm)
627202,Chiloglanis harbinger,Chiloglanis harbinger,13,Small Benthopelagics (<30 cm)
627205,Bathylutichthys taranetzi,Bathylutichthys taranetzi,10,Small Bathydemersals (<30 cm)
627214,Rhinogobius rubromaculatus,Rhinogobius rubromaculatus,13,Small Benthopelagics (<30 cm)
627215,Rhinogobius candidianus,Rhinogobius candidianus,13,Small Benthopelagics (<30 cm)
627217,Rhinogobius delicatus,Rhinogobius delicatus,13,Small Benthopelagics (<30 cm)
627218,Rhinogobius henchuenensis,Rhinogobius henchuenensis,13,Small Benthopelagics (<30 cm)
627219,Rhinogobius maculafasciatus,Rhinogobius maculafasciatus,13,Small Benthopelagics (<30 cm)
627252,Betta livida,Betta livida,13,Small Benthopelagics (<30 cm)
627254,Rasbora johannae,Rasbora johannae,13,Small Benthopelagics (<30 cm)
627256,Rasbora kottelati,Rasbora kottelati,13,Small Benthopelagics (<30 cm)
627258,Gymnochanda limi,Gymnochanda limi,13,Small Benthopelagics (<30 cm)
627259,Betta pulchra,Betta pulchra,13,Small Benthopelagics (<30 cm)
627261,Acestrorhynchus heterolepis,Acestrorhynchus heterolepis,14,Medium Benthopelagics (30 - 90 cm)
627262,Copella eigenmanni,Copella eigenmanni,13,Small Benthopelagics (<30 cm)
627264,Opsariichthys bidens,Opsariichthys bidens,13,Small Benthopelagics (<30 cm)
627332,Rhinogobius nagoyae formosanus,Rhinogobius nagoyae formosanus,13,Small Benthopelagics (<30 cm)
627339,Osteochilus ingeri,Osteochilus ingeri,13,Small Benthopelagics (<30 cm)
627340,Osteochilus chini,Osteochilus chini,13,Small Benthopelagics (<30 cm)
627345,Gnatholebias zonatus,Gnatholebias zonatus,13,Small Benthopelagics (<30 cm)
627346,Gnatholebias hoignei,Gnatholebias hoignei,13,Small Benthopelagics (<30 cm)
627376,Gibberichthys pumilus,Gibberfish,7,Small Bathypelagics (<30 cm)
627422,Myctophum lychnobium,Myctophum lychnobium,7,Small Bathypelagics (<30 cm)
627431,Ventrifossa johnboborum,Ventrifossa johnboborum,14,Medium Benthopelagics (30 - 90 cm)
627464,Nemacheilus elegantissimus,Nemacheilus elegantissimus,13,Small Benthopelagics (<30 cm)
627510,Leuciscus lepidus,Leuciscus lepidus,13,Small Benthopelagics (<30 cm)
627511,Leuciscus kurui,Leuciscus kurui,14,Medium Benthopelagics (30 - 90 cm)
627513,Danio maetaengensis,Danio maetaengensis,13,Small Benthopelagics (<30 cm)
627525,Poropuntius malcolmi,Goldfin tinfoil barb,14,Medium Benthopelagics (30 - 90 cm)
627540,Melanostigma inexpectatum,Melanostigma inexpectatum,7,Small Bathypelagics (<30 cm)
627620,Polyipnus unispinus,Polyipnus unispinus,13,Small Benthopelagics (<30 cm)
627633,Arius dispar,Arius dispar,13,Small Benthopelagics (<30 cm)
627634,Arius manillensis,Arius manillensis,14,Medium Benthopelagics (30 - 90 cm)
627641,Gambusia beebei,Miragoane gambusia,13,Small Benthopelagics (<30 cm)
627642,Gambusia hispaniolae,Hispaniolan gambusia,13,Small Benthopelagics (<30 cm)
627644,Gambusia melapleura,Striped gambusia,13,Small Benthopelagics (<30 cm)
627647,Rhinogobius bucculentus,Rhinogobius bucculentus,13,Small Benthopelagics (<30 cm)
627648,Gambusia pseudopunctata,Tiburon Peninsula gambusia,13,Small Benthopelagics (<30 cm)
627649,Gambusia punctata,Cuban gambusia,13,Small Benthopelagics (<30 cm)
