"","rgn_id","year","value"
"1",1,2013,0.706
"2",2,2013,0.706
"3",3,2013,0.706
"4",4,2013,0.706
"5",94,2013,0.706
"6",5,2013,0.558
"7",6,2013,0.41
"8",7,2013,0.41
"9",8,2013,0.41
"10",9,2013,0.41
"11",10,2013,0.41
"12",11,2013,0.484
"13",14,2013,0.558
"14",15,2013,0.558
"15",16,2013,0.706
"16",17,2013,0.484
"17",18,2013,0.41
"18",19,2013,0.41
"19",20,2013,0.706
"20",21,2013,0.41
"21",24,2013,0.632
"22",25,2013,0.632
"23",28,2013,0.41
"24",29,2013,0.41
"25",32,2013,0.41
"26",33,2013,0.41
"27",30,2013,0.41
"28",35,2013,0.41
"29",36,2013,0.41
"30",34,2013,0.41
"31",31,2013,0.41
"32",37,2013,0.41
"33",38,2013,0.41
"34",39,2013,0.41
"35",40,2013,0.41
"36",41,2013,0.41
"37",42,2013,0.41
"38",43,2013,0.558
"39",44,2013,0.41
"40",45,2013,0.558
"41",46,2013,0.49528064302477
"42",47,2013,0.558
"43",48,2013,0.41
"44",49,2013,0.484
"45",50,2013,0.41
"46",51,2013,0.632
"47",52,2013,0.491921243882296
"48",53,2013,0.558
"49",54,2013,0.484
"50",56,2013,0.41
"51",59,2013,0.558
"52",60,2013,0.552232838602334
"53",61,2013,0.632
"54",62,2013,0.558
"55",63,2013,0.41
"56",64,2013,0.484
"57",65,2013,0.558
"58",66,2013,0.484
"59",67,2013,0.41
"60",68,2013,0.558
"61",69,2013,0.558
"62",70,2013,0.632
"63",71,2013,0.558
"64",72,2013,0.558
"65",73,2013,0.632
"66",74,2013,0.632
"67",75,2013,0.558
"68",76,2013,0.632
"69",77,2013,0.632
"70",78,2013,0.558
"71",79,2013,0.632
"72",80,2013,0.558
"73",81,2013,0.632
"74",82,2013,0.632
"75",84,2013,0.632
"76",93,2013,0.706
"77",91,2013,0.706
"78",92,2013,0.706
"79",95,2013,0.706
"80",85,2013,0.706
"81",86,2013,0.706
"82",88,2013,0.706
"83",89,2013,0.706
"84",96,2013,0.558
"85",97,2013,0.41
"86",98,2013,0.41
"87",99,2013,0.41
"88",100,2013,0.476034005437632
"89",101,2013,0.78
"90",90,2013,0.632020315255228
"91",102,2013,0.632020315255228
"92",103,2013,0.41
"93",104,2013,0.41
"94",106,2013,0.41
"95",107,2013,0.754190182130853
"96",110,2013,0.632
"97",112,2013,0.706
"98",114,2013,0.484
"99",115,2013,0.558
"100",116,2013,0.633419329343412
"101",111,2013,0.594653877535531
"102",108,2013,0.594653877535531
"103",118,2013,0.594653877535531
"104",117,2013,0.594653877535531
"105",113,2013,0.594653877535531
"106",121,2013,0.594653877535531
"107",119,2013,0.632
"108",120,2013,0.558
"109",122,2013,0.632
"110",123,2013,0.632
"111",124,2013,0.484
"112",125,2013,0.484
"113",126,2013,0.558
"114",127,2013,0.484
"115",250,2013,0.494622084309628
"116",244,2013,0.494622084309628
"117",249,2013,0.494622084309628
"118",245,2013,0.494622084309628
"119",220,2013,0.494622084309628
"120",248,2013,0.494622084309628
"121",129,2013,0.484
"122",130,2013,0.484
"123",131,2013,0.484
"124",132,2013,0.521
"125",133,2013,0.484
"126",134,2013,0.632
"127",135,2013,0.484
"128",136,2013,0.484
"129",137,2013,0.555771907253878
"130",138,2013,0.632
"131",139,2013,0.632
"132",140,2013,0.634392772230147
"133",221,2013,0.634392772230147
"134",143,2013,0.558
"135",146,2013,0.621142670855314
"136",161,2013,0.558
"137",147,2013,0.558
"138",149,2013,0.854
"139",151,2013,0.766195596301105
"140",13,2013,0.766195596301105
"141",158,2013,0.766195596301105
"142",152,2013,0.65
"143",155,2013,0.632
"144",12,2013,0.854
"145",150,2013,0.854
"146",159,2013,0.854
"147",153,2013,0.705884936257682
"148",156,2013,0.705884936257682
"149",154,2013,0.705884936257682
"150",162,2013,0.705884936257682
