"rgn_id","rgn_nam","year","units","layer","value"
5,"New Caledonia","1960","usd","gdp",
5,"New Caledonia","1961","usd","gdp",
5,"New Caledonia","1962","usd","gdp",
5,"New Caledonia","1963","usd","gdp",
5,"New Caledonia","1964","usd","gdp",
5,"New Caledonia","1965","usd","gdp",159594493.548808
5,"New Caledonia","1966","usd","gdp",164206537.561675
5,"New Caledonia","1967","usd","gdp",180036768.87301
5,"New Caledonia","1968","usd","gdp",215507164.034258
5,"New Caledonia","1969","usd","gdp",263108834.536684
5,"New Caledonia","1970","usd","gdp",358815681.903216
5,"New Caledonia","1971","usd","gdp",413634335.270098
5,"New Caledonia","1972","usd","gdp",505892512.861927
5,"New Caledonia","1973","usd","gdp",542294864.812429
5,"New Caledonia","1974","usd","gdp",637400199.110489
5,"New Caledonia","1975","usd","gdp",816647865.83143
5,"New Caledonia","1976","usd","gdp",798310509.647433
5,"New Caledonia","1977","usd","gdp",837616756.533736
5,"New Caledonia","1978","usd","gdp",846007597.720396
5,"New Caledonia","1979","usd","gdp",1047225130.24333
5,"New Caledonia","1980","usd","gdp",1182457142.60648
5,"New Caledonia","1981","usd","gdp",972563810.230325
5,"New Caledonia","1982","usd","gdp",904619629.797272
5,"New Caledonia","1983","usd","gdp",823832940.450511
5,"New Caledonia","1984","usd","gdp",796018978.471302
5,"New Caledonia","1985","usd","gdp",854823821.723175
5,"New Caledonia","1986","usd","gdp",1201262517.87644
5,"New Caledonia","1987","usd","gdp",1488113532.28584
5,"New Caledonia","1988","usd","gdp",2072735787.31779
5,"New Caledonia","1989","usd","gdp",2185072798.33184
5,"New Caledonia","1990","usd","gdp",2529310103.83608
5,"New Caledonia","1991","usd","gdp",2653781596.46008
5,"New Caledonia","1992","usd","gdp",2923764926.39718
5,"New Caledonia","1993","usd","gdp",3070161471.04451
5,"New Caledonia","1994","usd","gdp",3038727617.03902
5,"New Caledonia","1995","usd","gdp",3628440274.67001
5,"New Caledonia","1996","usd","gdp",3606968433.92682
5,"New Caledonia","1997","usd","gdp",3291489840.57143
5,"New Caledonia","1998","usd","gdp",3158806480.26107
5,"New Caledonia","1999","usd","gdp",3056999988.09146
5,"New Caledonia","2000","usd","gdp",2682347064.36419
5,"New Caledonia","2001","usd","gdp",
5,"New Caledonia","2002","usd","gdp",
5,"New Caledonia","2003","usd","gdp",
5,"New Caledonia","2004","usd","gdp",
5,"New Caledonia","2005","usd","gdp",
5,"New Caledonia","2006","usd","gdp",
5,"New Caledonia","2007","usd","gdp",
5,"New Caledonia","2008","usd","gdp",
5,"New Caledonia","2009","usd","gdp",
5,"New Caledonia","2010","usd","gdp",
5,"New Caledonia","2011","usd","gdp",
5,"New Caledonia","2012","usd","gdp",
5,"New Caledonia","1960","count","tlf",
5,"New Caledonia","1961","count","tlf",
5,"New Caledonia","1962","count","tlf",
5,"New Caledonia","1963","count","tlf",
5,"New Caledonia","1964","count","tlf",
5,"New Caledonia","1965","count","tlf",
5,"New Caledonia","1966","count","tlf",
5,"New Caledonia","1967","count","tlf",
5,"New Caledonia","1968","count","tlf",
5,"New Caledonia","1969","count","tlf",
5,"New Caledonia","1970","count","tlf",
5,"New Caledonia","1971","count","tlf",
5,"New Caledonia","1972","count","tlf",
5,"New Caledonia","1973","count","tlf",
5,"New Caledonia","1974","count","tlf",
5,"New Caledonia","1975","count","tlf",
5,"New Caledonia","1976","count","tlf",
5,"New Caledonia","1977","count","tlf",
5,"New Caledonia","1978","count","tlf",
5,"New Caledonia","1979","count","tlf",
5,"New Caledonia","1980","count","tlf",
5,"New Caledonia","1981","count","tlf",
5,"New Caledonia","1982","count","tlf",
5,"New Caledonia","1983","count","tlf",
5,"New Caledonia","1984","count","tlf",
5,"New Caledonia","1985","count","tlf",
5,"New Caledonia","1986","count","tlf",
5,"New Caledonia","1987","count","tlf",
5,"New Caledonia","1988","count","tlf",
5,"New Caledonia","1989","count","tlf",
5,"New Caledonia","1990","count","tlf",67866.5841158585
5,"New Caledonia","1991","count","tlf",70168.5303985288
5,"New Caledonia","1992","count","tlf",72818.0103939165
5,"New Caledonia","1993","count","tlf",75614.212949707
5,"New Caledonia","1994","count","tlf",78343.5064368066
5,"New Caledonia","1995","count","tlf",81284.1493902188
5,"New Caledonia","1996","count","tlf",83307.4860895884
5,"New Caledonia","1997","count","tlf",85321.5967614613
5,"New Caledonia","1998","count","tlf",86936.1321122094
5,"New Caledonia","1999","count","tlf",88768.7490366547
5,"New Caledonia","2000","count","tlf",90521.7768683534
5,"New Caledonia","2001","count","tlf",92460.1470891509
5,"New Caledonia","2002","count","tlf",94597.8867119608
5,"New Caledonia","2003","count","tlf",96675.3994464341
5,"New Caledonia","2004","count","tlf",98748.2524737837
5,"New Caledonia","2005","count","tlf",100794.512084214
5,"New Caledonia","2006","count","tlf",102723.601718402
5,"New Caledonia","2007","count","tlf",104540.042964168
5,"New Caledonia","2008","count","tlf",105362.075815101
5,"New Caledonia","2009","count","tlf",106270.729864803
5,"New Caledonia","2010","count","tlf",108403.672511096
5,"New Caledonia","2011","count","tlf",110561.830928374
5,"New Caledonia","2012","count","tlf",112790.146818016
5,"New Caledonia","1960","perc","uem",
5,"New Caledonia","1961","perc","uem",
5,"New Caledonia","1962","perc","uem",
5,"New Caledonia","1963","perc","uem",
5,"New Caledonia","1964","perc","uem",
5,"New Caledonia","1965","perc","uem",
5,"New Caledonia","1966","perc","uem",
5,"New Caledonia","1967","perc","uem",
5,"New Caledonia","1968","perc","uem",
5,"New Caledonia","1969","perc","uem",
5,"New Caledonia","1970","perc","uem",
5,"New Caledonia","1971","perc","uem",
5,"New Caledonia","1972","perc","uem",
5,"New Caledonia","1973","perc","uem",
5,"New Caledonia","1974","perc","uem",
5,"New Caledonia","1975","perc","uem",
5,"New Caledonia","1976","perc","uem",
5,"New Caledonia","1977","perc","uem",
5,"New Caledonia","1978","perc","uem",
5,"New Caledonia","1979","perc","uem",
5,"New Caledonia","1980","perc","uem",
5,"New Caledonia","1981","perc","uem",
5,"New Caledonia","1982","perc","uem",
5,"New Caledonia","1983","perc","uem",
5,"New Caledonia","1984","perc","uem",
5,"New Caledonia","1985","perc","uem",
5,"New Caledonia","1986","perc","uem",
5,"New Caledonia","1987","perc","uem",
5,"New Caledonia","1988","perc","uem",
5,"New Caledonia","1989","perc","uem",
5,"New Caledonia","1990","perc","uem",
5,"New Caledonia","1991","perc","uem",
5,"New Caledonia","1992","perc","uem",
5,"New Caledonia","1993","perc","uem",
5,"New Caledonia","1994","perc","uem",
5,"New Caledonia","1995","perc","uem",
5,"New Caledonia","1996","perc","uem",18.6000003814697
5,"New Caledonia","1997","perc","uem",
5,"New Caledonia","1998","perc","uem",
5,"New Caledonia","1999","perc","uem",
5,"New Caledonia","2000","perc","uem",
5,"New Caledonia","2001","perc","uem",
5,"New Caledonia","2002","perc","uem",
5,"New Caledonia","2003","perc","uem",
5,"New Caledonia","2004","perc","uem",
5,"New Caledonia","2005","perc","uem",
5,"New Caledonia","2006","perc","uem",
5,"New Caledonia","2007","perc","uem",
5,"New Caledonia","2008","perc","uem",
5,"New Caledonia","2009","perc","uem",
5,"New Caledonia","2010","perc","uem",
5,"New Caledonia","2011","perc","uem",
5,"New Caledonia","2012","perc","uem",
6,"Vanuatu","1960","usd","gdp",
6,"Vanuatu","1961","usd","gdp",
6,"Vanuatu","1962","usd","gdp",
6,"Vanuatu","1963","usd","gdp",
6,"Vanuatu","1964","usd","gdp",
6,"Vanuatu","1965","usd","gdp",
6,"Vanuatu","1966","usd","gdp",
6,"Vanuatu","1967","usd","gdp",
6,"Vanuatu","1968","usd","gdp",
6,"Vanuatu","1969","usd","gdp",
6,"Vanuatu","1970","usd","gdp",
6,"Vanuatu","1971","usd","gdp",
6,"Vanuatu","1972","usd","gdp",
6,"Vanuatu","1973","usd","gdp",
6,"Vanuatu","1974","usd","gdp",
6,"Vanuatu","1975","usd","gdp",
6,"Vanuatu","1976","usd","gdp",
6,"Vanuatu","1977","usd","gdp",
6,"Vanuatu","1978","usd","gdp",
6,"Vanuatu","1979","usd","gdp",119258829.375694
6,"Vanuatu","1980","usd","gdp",113423182.170216
6,"Vanuatu","1981","usd","gdp",98746408.9858714
6,"Vanuatu","1982","usd","gdp",98144643.7513427
6,"Vanuatu","1983","usd","gdp",110123776.769005
6,"Vanuatu","1984","usd","gdp",135553759.396906
6,"Vanuatu","1985","usd","gdp",123698508.817134
6,"Vanuatu","1986","usd","gdp",118691400.756626
6,"Vanuatu","1987","usd","gdp",130834146.216785
6,"Vanuatu","1988","usd","gdp",148545377.858713
6,"Vanuatu","1989","usd","gdp",144482170.476684
6,"Vanuatu","1990","usd","gdp",158397406.344715
6,"Vanuatu","1991","usd","gdp",188869985.157248
6,"Vanuatu","1992","usd","gdp",196142587.970973
6,"Vanuatu","1993","usd","gdp",188080372.417814
6,"Vanuatu","1994","usd","gdp",219260343.349957
6,"Vanuatu","1995","usd","gdp",233902114.74096
6,"Vanuatu","1996","usd","gdp",245177629.284461
6,"Vanuatu","1997","usd","gdp",255890215.734673
6,"Vanuatu","1998","usd","gdp",262301249.00278
6,"Vanuatu","1999","usd","gdp",267999225.256634
6,"Vanuatu","2000","usd","gdp",272014693.050806
6,"Vanuatu","2001","usd","gdp",257926881.72043
6,"Vanuatu","2002","usd","gdp",262603781.799059
6,"Vanuatu","2003","usd","gdp",314463144.04219
6,"Vanuatu","2004","usd","gdp",364996869.129618
6,"Vanuatu","2005","usd","gdp",394962552.336108
6,"Vanuatu","2006","usd","gdp",437072933.899158
6,"Vanuatu","2007","usd","gdp",526425740.447881
6,"Vanuatu","2008","usd","gdp",607983815.257081
6,"Vanuatu","2009","usd","gdp",610075806.66568
6,"Vanuatu","2010","usd","gdp",700804045.16412
6,"Vanuatu","2011","usd","gdp",786294694.25164
6,"Vanuatu","2012","usd","gdp",787073459.020375
6,"Vanuatu","1960","count","tlf",
6,"Vanuatu","1961","count","tlf",
6,"Vanuatu","1962","count","tlf",
6,"Vanuatu","1963","count","tlf",
6,"Vanuatu","1964","count","tlf",
6,"Vanuatu","1965","count","tlf",
6,"Vanuatu","1966","count","tlf",
6,"Vanuatu","1967","count","tlf",
6,"Vanuatu","1968","count","tlf",
6,"Vanuatu","1969","count","tlf",
6,"Vanuatu","1970","count","tlf",
6,"Vanuatu","1971","count","tlf",
6,"Vanuatu","1972","count","tlf",
6,"Vanuatu","1973","count","tlf",
6,"Vanuatu","1974","count","tlf",
6,"Vanuatu","1975","count","tlf",
6,"Vanuatu","1976","count","tlf",
6,"Vanuatu","1977","count","tlf",
6,"Vanuatu","1978","count","tlf",
6,"Vanuatu","1979","count","tlf",
6,"Vanuatu","1980","count","tlf",
6,"Vanuatu","1981","count","tlf",
6,"Vanuatu","1982","count","tlf",
6,"Vanuatu","1983","count","tlf",
6,"Vanuatu","1984","count","tlf",
6,"Vanuatu","1985","count","tlf",
6,"Vanuatu","1986","count","tlf",
6,"Vanuatu","1987","count","tlf",
6,"Vanuatu","1988","count","tlf",
6,"Vanuatu","1989","count","tlf",
6,"Vanuatu","1990","count","tlf",68767.2585231186
6,"Vanuatu","1991","count","tlf",70434.3301343548
6,"Vanuatu","1992","count","tlf",72274.2180145885
6,"Vanuatu","1993","count","tlf",74172.9738131649
6,"Vanuatu","1994","count","tlf",75969.6143176909
6,"Vanuatu","1995","count","tlf",77571.4116785855
6,"Vanuatu","1996","count","tlf",78829.6359698732
6,"Vanuatu","1997","count","tlf",79898.907336152
6,"Vanuatu","1998","count","tlf",80909.5845834809
6,"Vanuatu","1999","count","tlf",82027.8867776664
6,"Vanuatu","2000","count","tlf",83387.1483143436
6,"Vanuatu","2001","count","tlf",85018.0396388024
6,"Vanuatu","2002","count","tlf",86870.4486768788
6,"Vanuatu","2003","count","tlf",88865.1064858716
6,"Vanuatu","2004","count","tlf",91010.0755299111
6,"Vanuatu","2005","count","tlf",92986.9734237614
6,"Vanuatu","2006","count","tlf",94890.2885094548
6,"Vanuatu","2007","count","tlf",96879.1092692361
6,"Vanuatu","2008","count","tlf",98722.7932581376
6,"Vanuatu","2009","count","tlf",100731.249062726
6,"Vanuatu","2010","count","tlf",103682.717939568
6,"Vanuatu","2011","count","tlf",106609.49669347
6,"Vanuatu","2012","count","tlf",109790.06960652
6,"Vanuatu","1960","perc","uem",
6,"Vanuatu","1961","perc","uem",
6,"Vanuatu","1962","perc","uem",
6,"Vanuatu","1963","perc","uem",
6,"Vanuatu","1964","perc","uem",
6,"Vanuatu","1965","perc","uem",
6,"Vanuatu","1966","perc","uem",
6,"Vanuatu","1967","perc","uem",
6,"Vanuatu","1968","perc","uem",
6,"Vanuatu","1969","perc","uem",
6,"Vanuatu","1970","perc","uem",
6,"Vanuatu","1971","perc","uem",
6,"Vanuatu","1972","perc","uem",
6,"Vanuatu","1973","perc","uem",
6,"Vanuatu","1974","perc","uem",
6,"Vanuatu","1975","perc","uem",
6,"Vanuatu","1976","perc","uem",
6,"Vanuatu","1977","perc","uem",
6,"Vanuatu","1978","perc","uem",
6,"Vanuatu","1979","perc","uem",
6,"Vanuatu","1980","perc","uem",
6,"Vanuatu","1981","perc","uem",
6,"Vanuatu","1982","perc","uem",
6,"Vanuatu","1983","perc","uem",
6,"Vanuatu","1984","perc","uem",
6,"Vanuatu","1985","perc","uem",
6,"Vanuatu","1986","perc","uem",
6,"Vanuatu","1987","perc","uem",
6,"Vanuatu","1988","perc","uem",
6,"Vanuatu","1989","perc","uem",
6,"Vanuatu","1990","perc","uem",
6,"Vanuatu","1991","perc","uem",
6,"Vanuatu","1992","perc","uem",
6,"Vanuatu","1993","perc","uem",
6,"Vanuatu","1994","perc","uem",
6,"Vanuatu","1995","perc","uem",
6,"Vanuatu","1996","perc","uem",
6,"Vanuatu","1997","perc","uem",
6,"Vanuatu","1998","perc","uem",
6,"Vanuatu","1999","perc","uem",
6,"Vanuatu","2000","perc","uem",
6,"Vanuatu","2001","perc","uem",
6,"Vanuatu","2002","perc","uem",
6,"Vanuatu","2003","perc","uem",
6,"Vanuatu","2004","perc","uem",
6,"Vanuatu","2005","perc","uem",
6,"Vanuatu","2006","perc","uem",
6,"Vanuatu","2007","perc","uem",
6,"Vanuatu","2008","perc","uem",
6,"Vanuatu","2009","perc","uem",4.59999990463257
6,"Vanuatu","2010","perc","uem",
6,"Vanuatu","2011","perc","uem",
6,"Vanuatu","2012","perc","uem",
7,"Solomon Islands","1960","usd","gdp",
7,"Solomon Islands","1961","usd","gdp",
7,"Solomon Islands","1962","usd","gdp",
7,"Solomon Islands","1963","usd","gdp",
7,"Solomon Islands","1964","usd","gdp",
7,"Solomon Islands","1965","usd","gdp",
7,"Solomon Islands","1966","usd","gdp",
7,"Solomon Islands","1967","usd","gdp",25203524.0325638
7,"Solomon Islands","1968","usd","gdp",28084252.7582748
7,"Solomon Islands","1969","usd","gdp",28606411.398041
7,"Solomon Islands","1970","usd","gdp",
7,"Solomon Islands","1971","usd","gdp",50056882.8213879
7,"Solomon Islands","1972","usd","gdp",40606712.050639
7,"Solomon Islands","1973","usd","gdp",55272108.8435374
7,"Solomon Islands","1974","usd","gdp",84539332.282562
7,"Solomon Islands","1975","usd","gdp",74617096.4785967
7,"Solomon Islands","1976","usd","gdp",83099107.9066357
7,"Solomon Islands","1977","usd","gdp",93147039.2548237
7,"Solomon Islands","1978","usd","gdp",111022089.96223
7,"Solomon Islands","1979","usd","gdp",151270207.852194
7,"Solomon Islands","1980","usd","gdp",168715353.097132
7,"Solomon Islands","1981","usd","gdp",187313261.319237
7,"Solomon Islands","1982","usd","gdp",188446092.06055
7,"Solomon Islands","1983","usd","gdp",180219397.527425
7,"Solomon Islands","1984","usd","gdp",252806783.386983
7,"Solomon Islands","1985","usd","gdp",232306861.156132
7,"Solomon Islands","1986","usd","gdp",210737869.652598
7,"Solomon Islands","1987","usd","gdp",238606299.605651
7,"Solomon Islands","1988","usd","gdp",310684273.709484
7,"Solomon Islands","1989","usd","gdp",332286760.858189
7,"Solomon Islands","1990","usd","gdp",302515026.890225
7,"Solomon Islands","1991","usd","gdp",320355090.61441
7,"Solomon Islands","1992","usd","gdp",378778047.197842
7,"Solomon Islands","1993","usd","gdp",410923236.189102
7,"Solomon Islands","1994","usd","gdp",464756638.512487
7,"Solomon Islands","1995","usd","gdp",519334096.714525
7,"Solomon Islands","1996","usd","gdp",565163750.56079
7,"Solomon Islands","1997","usd","gdp",567919502.811483
7,"Solomon Islands","1998","usd","gdp",471177008.057148
7,"Solomon Islands","1999","usd","gdp",482214092.308964
7,"Solomon Islands","2000","usd","gdp",435101217.233417
7,"Solomon Islands","2001","usd","gdp",400464593.02552
7,"Solomon Islands","2002","usd","gdp",341663053.747468
7,"Solomon Islands","2003","usd","gdp",332736306.539249
7,"Solomon Islands","2004","usd","gdp",375109694.525921
7,"Solomon Islands","2005","usd","gdp",413909879.281265
7,"Solomon Islands","2006","usd","gdp",456735444.86792
7,"Solomon Islands","2007","usd","gdp",586218381.044736
7,"Solomon Islands","2008","usd","gdp",645796657.499394
7,"Solomon Islands","2009","usd","gdp",601299089.753921
7,"Solomon Islands","2010","usd","gdp",678625481.686751
7,"Solomon Islands","2011","usd","gdp",866672433.270049
7,"Solomon Islands","2012","usd","gdp",1008424232.18251
7,"Solomon Islands","1960","count","tlf",
7,"Solomon Islands","1961","count","tlf",
7,"Solomon Islands","1962","count","tlf",
7,"Solomon Islands","1963","count","tlf",
7,"Solomon Islands","1964","count","tlf",
7,"Solomon Islands","1965","count","tlf",
7,"Solomon Islands","1966","count","tlf",
7,"Solomon Islands","1967","count","tlf",
7,"Solomon Islands","1968","count","tlf",
7,"Solomon Islands","1969","count","tlf",
7,"Solomon Islands","1970","count","tlf",
7,"Solomon Islands","1971","count","tlf",
7,"Solomon Islands","1972","count","tlf",
7,"Solomon Islands","1973","count","tlf",
7,"Solomon Islands","1974","count","tlf",
7,"Solomon Islands","1975","count","tlf",
7,"Solomon Islands","1976","count","tlf",
7,"Solomon Islands","1977","count","tlf",
7,"Solomon Islands","1978","count","tlf",
7,"Solomon Islands","1979","count","tlf",
7,"Solomon Islands","1980","count","tlf",
7,"Solomon Islands","1981","count","tlf",
7,"Solomon Islands","1982","count","tlf",
7,"Solomon Islands","1983","count","tlf",
7,"Solomon Islands","1984","count","tlf",
7,"Solomon Islands","1985","count","tlf",
7,"Solomon Islands","1986","count","tlf",
7,"Solomon Islands","1987","count","tlf",
7,"Solomon Islands","1988","count","tlf",
7,"Solomon Islands","1989","count","tlf",
7,"Solomon Islands","1990","count","tlf",110905.191024488
7,"Solomon Islands","1991","count","tlf",114877.411701849
7,"Solomon Islands","1992","count","tlf",119153.8304246
7,"Solomon Islands","1993","count","tlf",123536.358680509
7,"Solomon Islands","1994","count","tlf",128211.88494528
7,"Solomon Islands","1995","count","tlf",132966.479400561
7,"Solomon Islands","1996","count","tlf",137794.53013931
7,"Solomon Islands","1997","count","tlf",142905.656303463
7,"Solomon Islands","1998","count","tlf",148075.668976882
7,"Solomon Islands","1999","count","tlf",153288.963969974
7,"Solomon Islands","2000","count","tlf",158294.954083139
7,"Solomon Islands","2001","count","tlf",163312.744596457
7,"Solomon Islands","2002","count","tlf",168339.690952564
7,"Solomon Islands","2003","count","tlf",173375.713910237
7,"Solomon Islands","2004","count","tlf",178413.518462395
7,"Solomon Islands","2005","count","tlf",183180.240034925
7,"Solomon Islands","2006","count","tlf",187933.659383513
7,"Solomon Islands","2007","count","tlf",192693.058532768
7,"Solomon Islands","2008","count","tlf",197489.041550531
7,"Solomon Islands","2009","count","tlf",202080.433147713
7,"Solomon Islands","2010","count","tlf",207100.283694361
7,"Solomon Islands","2011","count","tlf",212272.833313491
7,"Solomon Islands","2012","count","tlf",217269.082635144
7,"Solomon Islands","1960","perc","uem",
7,"Solomon Islands","1961","perc","uem",
7,"Solomon Islands","1962","perc","uem",
7,"Solomon Islands","1963","perc","uem",
7,"Solomon Islands","1964","perc","uem",
7,"Solomon Islands","1965","perc","uem",
7,"Solomon Islands","1966","perc","uem",
7,"Solomon Islands","1967","perc","uem",
7,"Solomon Islands","1968","perc","uem",
7,"Solomon Islands","1969","perc","uem",
7,"Solomon Islands","1970","perc","uem",
7,"Solomon Islands","1971","perc","uem",
7,"Solomon Islands","1972","perc","uem",
7,"Solomon Islands","1973","perc","uem",
7,"Solomon Islands","1974","perc","uem",
7,"Solomon Islands","1975","perc","uem",
7,"Solomon Islands","1976","perc","uem",
7,"Solomon Islands","1977","perc","uem",
7,"Solomon Islands","1978","perc","uem",
7,"Solomon Islands","1979","perc","uem",
7,"Solomon Islands","1980","perc","uem",
7,"Solomon Islands","1981","perc","uem",
7,"Solomon Islands","1982","perc","uem",
7,"Solomon Islands","1983","perc","uem",
7,"Solomon Islands","1984","perc","uem",
7,"Solomon Islands","1985","perc","uem",
7,"Solomon Islands","1986","perc","uem",
7,"Solomon Islands","1987","perc","uem",
7,"Solomon Islands","1988","perc","uem",
7,"Solomon Islands","1989","perc","uem",
7,"Solomon Islands","1990","perc","uem",
7,"Solomon Islands","1991","perc","uem",
7,"Solomon Islands","1992","perc","uem",
7,"Solomon Islands","1993","perc","uem",
7,"Solomon Islands","1994","perc","uem",
7,"Solomon Islands","1995","perc","uem",
7,"Solomon Islands","1996","perc","uem",
7,"Solomon Islands","1997","perc","uem",
7,"Solomon Islands","1998","perc","uem",
7,"Solomon Islands","1999","perc","uem",31.8999996185303
7,"Solomon Islands","2000","perc","uem",
7,"Solomon Islands","2001","perc","uem",
7,"Solomon Islands","2002","perc","uem",
