"rgn_id","rgn_nam","value","units","layer","year"
5,"New Caledonia",78343.5064368066,"count","tlf","1994"
5,"New Caledonia",81284.1493902188,"count","tlf","1995"
5,"New Caledonia",83307.4860895884,"count","tlf","1996"
5,"New Caledonia",85321.5967614613,"count","tlf","1997"
5,"New Caledonia",86936.1321122094,"count","tlf","1998"
5,"New Caledonia",88768.7490366547,"count","tlf","1999"
5,"New Caledonia",90521.7768683534,"count","tlf","2000"
5,"New Caledonia",92460.1470891509,"count","tlf","2001"
5,"New Caledonia",94597.8867119608,"count","tlf","2002"
5,"New Caledonia",96675.3994464341,"count","tlf","2003"
5,"New Caledonia",98748.2524737837,"count","tlf","2004"
5,"New Caledonia",100794.512084214,"count","tlf","2005"
5,"New Caledonia",102723.601718402,"count","tlf","2006"
5,"New Caledonia",104540.042964168,"count","tlf","2007"
5,"New Caledonia",105362.075815101,"count","tlf","2008"
5,"New Caledonia",106270.729864803,"count","tlf","2009"
5,"New Caledonia",108403.672511096,"count","tlf","2010"
5,"New Caledonia",110561.830928374,"count","tlf","2011"
5,"New Caledonia",112790.146818016,"count","tlf","2012"
5,"New Caledonia",,"perc","uem","1960"
5,"New Caledonia",,"perc","uem","1961"
5,"New Caledonia",,"perc","uem","1962"
5,"New Caledonia",,"perc","uem","1963"
5,"New Caledonia",,"perc","uem","1964"
5,"New Caledonia",,"perc","uem","1965"
5,"New Caledonia",,"perc","uem","1966"
5,"New Caledonia",,"perc","uem","1967"
5,"New Caledonia",,"perc","uem","1968"
5,"New Caledonia",,"perc","uem","1969"
5,"New Caledonia",,"perc","uem","1970"
5,"New Caledonia",,"perc","uem","1971"
5,"New Caledonia",,"perc","uem","1972"
5,"New Caledonia",,"perc","uem","1973"
5,"New Caledonia",,"perc","uem","1974"
5,"New Caledonia",,"perc","uem","1975"
5,"New Caledonia",,"perc","uem","1976"
5,"New Caledonia",,"perc","uem","1977"
5,"New Caledonia",,"perc","uem","1978"
5,"New Caledonia",,"perc","uem","1979"
5,"New Caledonia",,"perc","uem","1980"
5,"New Caledonia",,"perc","uem","1981"
5,"New Caledonia",,"perc","uem","1982"
5,"New Caledonia",,"perc","uem","1983"
5,"New Caledonia",,"perc","uem","1984"
5,"New Caledonia",,"perc","uem","1985"
5,"New Caledonia",,"perc","uem","1986"
5,"New Caledonia",,"perc","uem","1987"
5,"New Caledonia",,"perc","uem","1988"
5,"New Caledonia",,"perc","uem","1989"
5,"New Caledonia",,"perc","uem","1990"
5,"New Caledonia",,"perc","uem","1991"
5,"New Caledonia",,"perc","uem","1992"
5,"New Caledonia",,"perc","uem","1993"
5,"New Caledonia",,"perc","uem","1994"
5,"New Caledonia",,"perc","uem","1995"
5,"New Caledonia",18.6000003814697,"perc","uem","1996"
5,"New Caledonia",,"perc","uem","1997"
5,"New Caledonia",,"perc","uem","1998"
5,"New Caledonia",,"perc","uem","1999"
5,"New Caledonia",,"perc","uem","2000"
5,"New Caledonia",,"perc","uem","2001"
5,"New Caledonia",,"perc","uem","2002"
5,"New Caledonia",,"perc","uem","2003"
5,"New Caledonia",,"perc","uem","2004"
5,"New Caledonia",,"perc","uem","2005"
5,"New Caledonia",,"perc","uem","2006"
5,"New Caledonia",,"perc","uem","2007"
5,"New Caledonia",,"perc","uem","2008"
5,"New Caledonia",,"perc","uem","2009"
5,"New Caledonia",,"perc","uem","2010"
5,"New Caledonia",,"perc","uem","2011"
5,"New Caledonia",,"perc","uem","2012"
6,"Vanuatu",,"usd","gdp","1960"
6,"Vanuatu",,"usd","gdp","1961"
6,"Vanuatu",,"usd","gdp","1962"
6,"Vanuatu",,"usd","gdp","1963"
6,"Vanuatu",,"usd","gdp","1964"
6,"Vanuatu",,"usd","gdp","1965"
6,"Vanuatu",,"usd","gdp","1966"
6,"Vanuatu",,"usd","gdp","1967"
6,"Vanuatu",,"usd","gdp","1968"
6,"Vanuatu",,"usd","gdp","1969"
6,"Vanuatu",,"usd","gdp","1970"
6,"Vanuatu",,"usd","gdp","1971"
6,"Vanuatu",,"usd","gdp","1972"
6,"Vanuatu",,"usd","gdp","1973"
6,"Vanuatu",,"usd","gdp","1974"
6,"Vanuatu",,"usd","gdp","1975"
6,"Vanuatu",,"usd","gdp","1976"
6,"Vanuatu",,"usd","gdp","1977"
6,"Vanuatu",,"usd","gdp","1978"
6,"Vanuatu",119258829.375694,"usd","gdp","1979"
6,"Vanuatu",113423182.170216,"usd","gdp","1980"
6,"Vanuatu",98746408.9858714,"usd","gdp","1981"
6,"Vanuatu",98144643.7513427,"usd","gdp","1982"
6,"Vanuatu",110123776.769005,"usd","gdp","1983"
6,"Vanuatu",135553759.396906,"usd","gdp","1984"
6,"Vanuatu",123698508.817134,"usd","gdp","1985"
6,"Vanuatu",118691400.756626,"usd","gdp","1986"
6,"Vanuatu",130834146.216785,"usd","gdp","1987"
6,"Vanuatu",148545377.858713,"usd","gdp","1988"
6,"Vanuatu",144482170.476684,"usd","gdp","1989"
6,"Vanuatu",158397406.344715,"usd","gdp","1990"
6,"Vanuatu",188869985.157248,"usd","gdp","1991"
6,"Vanuatu",196142587.970973,"usd","gdp","1992"
6,"Vanuatu",188080372.417814,"usd","gdp","1993"
6,"Vanuatu",219260343.349957,"usd","gdp","1994"
6,"Vanuatu",233902114.74096,"usd","gdp","1995"
6,"Vanuatu",245177629.284461,"usd","gdp","1996"
6,"Vanuatu",255890215.734673,"usd","gdp","1997"
6,"Vanuatu",262301249.00278,"usd","gdp","1998"
6,"Vanuatu",267999225.256634,"usd","gdp","1999"
6,"Vanuatu",272014693.050806,"usd","gdp","2000"
6,"Vanuatu",257926881.72043,"usd","gdp","2001"
6,"Vanuatu",262603781.799059,"usd","gdp","2002"
6,"Vanuatu",314463144.04219,"usd","gdp","2003"
6,"Vanuatu",364996869.129618,"usd","gdp","2004"
6,"Vanuatu",394962552.336108,"usd","gdp","2005"
6,"Vanuatu",437072933.899158,"usd","gdp","2006"
6,"Vanuatu",526425740.447881,"usd","gdp","2007"
6,"Vanuatu",607983815.257081,"usd","gdp","2008"
6,"Vanuatu",610075806.66568,"usd","gdp","2009"
6,"Vanuatu",700804045.16412,"usd","gdp","2010"
6,"Vanuatu",786294694.25164,"usd","gdp","2011"
6,"Vanuatu",787073459.020375,"usd","gdp","2012"
6,"Vanuatu",,"count","tlf","1960"
6,"Vanuatu",,"count","tlf","1961"
6,"Vanuatu",,"count","tlf","1962"
6,"Vanuatu",,"count","tlf","1963"
6,"Vanuatu",,"count","tlf","1964"
6,"Vanuatu",,"count","tlf","1965"
6,"Vanuatu",,"count","tlf","1966"
6,"Vanuatu",,"count","tlf","1967"
6,"Vanuatu",,"count","tlf","1968"
6,"Vanuatu",,"count","tlf","1969"
6,"Vanuatu",,"count","tlf","1970"
6,"Vanuatu",,"count","tlf","1971"
6,"Vanuatu",,"count","tlf","1972"
6,"Vanuatu",,"count","tlf","1973"
6,"Vanuatu",,"count","tlf","1974"
6,"Vanuatu",,"count","tlf","1975"
6,"Vanuatu",,"count","tlf","1976"
6,"Vanuatu",,"count","tlf","1977"
6,"Vanuatu",,"count","tlf","1978"
6,"Vanuatu",,"count","tlf","1979"
6,"Vanuatu",,"count","tlf","1980"
6,"Vanuatu",,"count","tlf","1981"
6,"Vanuatu",,"count","tlf","1982"
6,"Vanuatu",,"count","tlf","1983"
6,"Vanuatu",,"count","tlf","1984"
6,"Vanuatu",,"count","tlf","1985"
6,"Vanuatu",,"count","tlf","1986"
6,"Vanuatu",,"count","tlf","1987"
6,"Vanuatu",,"count","tlf","1988"
6,"Vanuatu",,"count","tlf","1989"
6,"Vanuatu",68767.2585231186,"count","tlf","1990"
6,"Vanuatu",70434.3301343548,"count","tlf","1991"
6,"Vanuatu",72274.2180145885,"count","tlf","1992"
6,"Vanuatu",74172.9738131649,"count","tlf","1993"
6,"Vanuatu",75969.6143176909,"count","tlf","1994"
6,"Vanuatu",77571.4116785855,"count","tlf","1995"
6,"Vanuatu",78829.6359698732,"count","tlf","1996"
6,"Vanuatu",79898.907336152,"count","tlf","1997"
6,"Vanuatu",80909.5845834809,"count","tlf","1998"
6,"Vanuatu",82027.8867776664,"count","tlf","1999"
6,"Vanuatu",83387.1483143436,"count","tlf","2000"
6,"Vanuatu",85018.0396388024,"count","tlf","2001"
6,"Vanuatu",86870.4486768788,"count","tlf","2002"
6,"Vanuatu",88865.1064858716,"count","tlf","2003"
6,"Vanuatu",91010.0755299111,"count","tlf","2004"
6,"Vanuatu",92986.9734237614,"count","tlf","2005"
6,"Vanuatu",94890.2885094548,"count","tlf","2006"
6,"Vanuatu",96879.1092692361,"count","tlf","2007"
6,"Vanuatu",98722.7932581376,"count","tlf","2008"
6,"Vanuatu",100731.249062726,"count","tlf","2009"
6,"Vanuatu",103682.717939568,"count","tlf","2010"
6,"Vanuatu",106609.49669347,"count","tlf","2011"
6,"Vanuatu",109790.06960652,"count","tlf","2012"
6,"Vanuatu",,"perc","uem","1960"
6,"Vanuatu",,"perc","uem","1961"
6,"Vanuatu",,"perc","uem","1962"
6,"Vanuatu",,"perc","uem","1963"
6,"Vanuatu",,"perc","uem","1964"
6,"Vanuatu",,"perc","uem","1965"
6,"Vanuatu",,"perc","uem","1966"
6,"Vanuatu",,"perc","uem","1967"
6,"Vanuatu",,"perc","uem","1968"
6,"Vanuatu",,"perc","uem","1969"
6,"Vanuatu",,"perc","uem","1970"
6,"Vanuatu",,"perc","uem","1971"
6,"Vanuatu",,"perc","uem","1972"
6,"Vanuatu",,"perc","uem","1973"
6,"Vanuatu",,"perc","uem","1974"
6,"Vanuatu",,"perc","uem","1975"
6,"Vanuatu",,"perc","uem","1976"
6,"Vanuatu",,"perc","uem","1977"
6,"Vanuatu",,"perc","uem","1978"
6,"Vanuatu",,"perc","uem","1979"
6,"Vanuatu",,"perc","uem","1980"
6,"Vanuatu",,"perc","uem","1981"
6,"Vanuatu",,"perc","uem","1982"
6,"Vanuatu",,"perc","uem","1983"
6,"Vanuatu",,"perc","uem","1984"
6,"Vanuatu",,"perc","uem","1985"
6,"Vanuatu",,"perc","uem","1986"
6,"Vanuatu",,"perc","uem","1987"
6,"Vanuatu",,"perc","uem","1988"
6,"Vanuatu",,"perc","uem","1989"
6,"Vanuatu",,"perc","uem","1990"
6,"Vanuatu",,"perc","uem","1991"
6,"Vanuatu",,"perc","uem","1992"
6,"Vanuatu",,"perc","uem","1993"
6,"Vanuatu",,"perc","uem","1994"
6,"Vanuatu",,"perc","uem","1995"
6,"Vanuatu",,"perc","uem","1996"
6,"Vanuatu",,"perc","uem","1997"
6,"Vanuatu",,"perc","uem","1998"
6,"Vanuatu",,"perc","uem","1999"
6,"Vanuatu",,"perc","uem","2000"
6,"Vanuatu",,"perc","uem","2001"
6,"Vanuatu",,"perc","uem","2002"
6,"Vanuatu",,"perc","uem","2003"
6,"Vanuatu",,"perc","uem","2004"
6,"Vanuatu",,"perc","uem","2005"
6,"Vanuatu",,"perc","uem","2006"
6,"Vanuatu",,"perc","uem","2007"
6,"Vanuatu",,"perc","uem","2008"
6,"Vanuatu",4.59999990463257,"perc","uem","2009"
6,"Vanuatu",,"perc","uem","2010"
6,"Vanuatu",,"perc","uem","2011"
6,"Vanuatu",,"perc","uem","2012"
7,"Solomon Islands",,"usd","gdp","1960"
7,"Solomon Islands",,"usd","gdp","1961"
7,"Solomon Islands",,"usd","gdp","1962"
7,"Solomon Islands",,"usd","gdp","1963"
7,"Solomon Islands",,"usd","gdp","1964"
7,"Solomon Islands",,"usd","gdp","1965"
7,"Solomon Islands",,"usd","gdp","1966"
7,"Solomon Islands",25203524.0325638,"usd","gdp","1967"
7,"Solomon Islands",28084252.7582748,"usd","gdp","1968"
7,"Solomon Islands",28606411.398041,"usd","gdp","1969"
7,"Solomon Islands",,"usd","gdp","1970"
7,"Solomon Islands",50056882.8213879,"usd","gdp","1971"
7,"Solomon Islands",40606712.050639,"usd","gdp","1972"
7,"Solomon Islands",55272108.8435374,"usd","gdp","1973"
7,"Solomon Islands",84539332.282562,"usd","gdp","1974"
7,"Solomon Islands",74617096.4785967,"usd","gdp","1975"
7,"Solomon Islands",83099107.9066357,"usd","gdp","1976"
7,"Solomon Islands",93147039.2548237,"usd","gdp","1977"
7,"Solomon Islands",111022089.96223,"usd","gdp","1978"
7,"Solomon Islands",151270207.852194,"usd","gdp","1979"
7,"Solomon Islands",168715353.097132,"usd","gdp","1980"
7,"Solomon Islands",187313261.319237,"usd","gdp","1981"
7,"Solomon Islands",188446092.06055,"usd","gdp","1982"
7,"Solomon Islands",180219397.527425,"usd","gdp","1983"
7,"Solomon Islands",252806783.386983,"usd","gdp","1984"
7,"Solomon Islands",232306861.156132,"usd","gdp","1985"
7,"Solomon Islands",210737869.652598,"usd","gdp","1986"
7,"Solomon Islands",238606299.605651,"usd","gdp","1987"
7,"Solomon Islands",310684273.709484,"usd","gdp","1988"
7,"Solomon Islands",332286760.858189,"usd","gdp","1989"
7,"Solomon Islands",302515026.890225,"usd","gdp","1990"
7,"Solomon Islands",320355090.61441,"usd","gdp","1991"
7,"Solomon Islands",378778047.197842,"usd","gdp","1992"
7,"Solomon Islands",410923236.189102,"usd","gdp","1993"
7,"Solomon Islands",464756638.512487,"usd","gdp","1994"
7,"Solomon Islands",519334096.714525,"usd","gdp","1995"
7,"Solomon Islands",565163750.56079,"usd","gdp","1996"
7,"Solomon Islands",567919502.811483,"usd","gdp","1997"
7,"Solomon Islands",471177008.057148,"usd","gdp","1998"
7,"Solomon Islands",482214092.308964,"usd","gdp","1999"
7,"Solomon Islands",435101217.233417,"usd","gdp","2000"
7,"Solomon Islands",400464593.02552,"usd","gdp","2001"
7,"Solomon Islands",341663053.747468,"usd","gdp","2002"
7,"Solomon Islands",332736306.539249,"usd","gdp","2003"
7,"Solomon Islands",375109694.525921,"usd","gdp","2004"
7,"Solomon Islands",413909879.281265,"usd","gdp","2005"
7,"Solomon Islands",456735444.86792,"usd","gdp","2006"
7,"Solomon Islands",586218381.044736,"usd","gdp","2007"
7,"Solomon Islands",645796657.499394,"usd","gdp","2008"
7,"Solomon Islands",601299089.753921,"usd","gdp","2009"
7,"Solomon Islands",678625481.686751,"usd","gdp","2010"
7,"Solomon Islands",866672433.270049,"usd","gdp","2011"
7,"Solomon Islands",1008424232.18251,"usd","gdp","2012"
7,"Solomon Islands",,"count","tlf","1960"
7,"Solomon Islands",,"count","tlf","1961"
7,"Solomon Islands",,"count","tlf","1962"
7,"Solomon Islands",,"count","tlf","1963"
7,"Solomon Islands",,"count","tlf","1964"
7,"Solomon Islands",,"count","tlf","1965"
7,"Solomon Islands",,"count","tlf","1966"
7,"Solomon Islands",,"count","tlf","1967"
7,"Solomon Islands",,"count","tlf","1968"
7,"Solomon Islands",,"count","tlf","1969"
7,"Solomon Islands",,"count","tlf","1970"
7,"Solomon Islands",,"count","tlf","1971"
7,"Solomon Islands",,"count","tlf","1972"
7,"Solomon Islands",,"count","tlf","1973"
7,"Solomon Islands",,"count","tlf","1974"
7,"Solomon Islands",,"count","tlf","1975"
7,"Solomon Islands",,"count","tlf","1976"
7,"Solomon Islands",,"count","tlf","1977"
7,"Solomon Islands",,"count","tlf","1978"
7,"Solomon Islands",,"count","tlf","1979"
7,"Solomon Islands",,"count","tlf","1980"
7,"Solomon Islands",,"count","tlf","1981"
7,"Solomon Islands",,"count","tlf","1982"
7,"Solomon Islands",,"count","tlf","1983"
7,"Solomon Islands",,"count","tlf","1984"
7,"Solomon Islands",,"count","tlf","1985"
7,"Solomon Islands",,"count","tlf","1986"
7,"Solomon Islands",,"count","tlf","1987"
7,"Solomon Islands",,"count","tlf","1988"
7,"Solomon Islands",,"count","tlf","1989"
7,"Solomon Islands",110905.191024488,"count","tlf","1990"
7,"Solomon Islands",114877.411701849,"count","tlf","1991"
7,"Solomon Islands",119153.8304246,"count","tlf","1992"
7,"Solomon Islands",123536.358680509,"count","tlf","1993"
7,"Solomon Islands",128211.88494528,"count","tlf","1994"
7,"Solomon Islands",132966.479400561,"count","tlf","1995"
7,"Solomon Islands",137794.53013931,"count","tlf","1996"
7,"Solomon Islands",142905.656303463,"count","tlf","1997"
7,"Solomon Islands",148075.668976882,"count","tlf","1998"
7,"Solomon Islands",153288.963969974,"count","tlf","1999"
7,"Solomon Islands",158294.954083139,"count","tlf","2000"
7,"Solomon Islands",163312.744596457,"count","tlf","2001"
7,"Solomon Islands",168339.690952564,"count","tlf","2002"
7,"Solomon Islands",173375.713910237,"count","tlf","2003"
7,"Solomon Islands",178413.518462395,"count","tlf","2004"
7,"Solomon Islands",183180.240034925,"count","tlf","2005"
7,"Solomon Islands",187933.659383513,"count","tlf","2006"
7,"Solomon Islands",192693.058532768,"count","tlf","2007"
7,"Solomon Islands",197489.041550531,"count","tlf","2008"
7,"Solomon Islands",202080.433147713,"count","tlf","2009"
7,"Solomon Islands",207100.283694361,"count","tlf","2010"
7,"Solomon Islands",212272.833313491,"count","tlf","2011"
7,"Solomon Islands",217269.082635144,"count","tlf","2012"
7,"Solomon Islands",,"perc","uem","1960"
7,"Solomon Islands",,"perc","uem","1961"
7,"Solomon Islands",,"perc","uem","1962"
7,"Solomon Islands",,"perc","uem","1963"
7,"Solomon Islands",,"perc","uem","1964"
7,"Solomon Islands",,"perc","uem","1965"
7,"Solomon Islands",,"perc","uem","1966"
7,"Solomon Islands",,"perc","uem","1967"
7,"Solomon Islands",,"perc","uem","1968"
7,"Solomon Islands",,"perc","uem","1969"
7,"Solomon Islands",,"perc","uem","1970"
7,"Solomon Islands",,"perc","uem","1971"
7,"Solomon Islands",,"perc","uem","1972"
7,"Solomon Islands",,"perc","uem","1973"
7,"Solomon Islands",,"perc","uem","1974"
7,"Solomon Islands",,"perc","uem","1975"
7,"Solomon Islands",,"perc","uem","1976"
7,"Solomon Islands",,"perc","uem","1977"
7,"Solomon Islands",,"perc","uem","1978"
7,"Solomon Islands",,"perc","uem","1979"
7,"Solomon Islands",,"perc","uem","1980"
7,"Solomon Islands",,"perc","uem","1981"
7,"Solomon Islands",,"perc","uem","1982"
7,"Solomon Islands",,"perc","uem","1983"
7,"Solomon Islands",,"perc","uem","1984"
7,"Solomon Islands",,"perc","uem","1985"
7,"Solomon Islands",,"perc","uem","1986"
7,"Solomon Islands",,"perc","uem","1987"
7,"Solomon Islands",,"perc","uem","1988"
7,"Solomon Islands",,"perc","uem","1989"
7,"Solomon Islands",,"perc","uem","1990"
7,"Solomon Islands",,"perc","uem","1991"
7,"Solomon Islands",,"perc","uem","1992"
7,"Solomon Islands",,"perc","uem","1993"
7,"Solomon Islands",,"perc","uem","1994"
7,"Solomon Islands",,"perc","uem","1995"
7,"Solomon Islands",,"perc","uem","1996"
7,"Solomon Islands",,"perc","uem","1997"
7,"Solomon Islands",,"perc","uem","1998"
7,"Solomon Islands",31.8999996185303,"perc","uem","1999"
7,"Solomon Islands",,"perc","uem","2000"
7,"Solomon Islands",,"perc","uem","2001"
7,"Solomon Islands",,"perc","uem","2002"
7,"Solomon Islands",,"perc","uem","2003"
7,"Solomon Islands",,"perc","uem","2004"
7,"Solomon Islands",,"perc","uem","2005"
7,"Solomon Islands",,"perc","uem","2006"
7,"Solomon Islands",,"perc","uem","2007"
7,"Solomon Islands",,"perc","uem","2008"
7,"Solomon Islands",,"perc","uem","2009"
7,"Solomon Islands",,"perc","uem","2010"
7,"Solomon Islands",,"perc","uem","2011"
7,"Solomon Islands",,"perc","uem","2012"
8,"Palau",,"usd","gdp","1960"
8,"Palau",,"usd","gdp","1961"
8,"Palau",,"usd","gdp","1962"
8,"Palau",,"usd","gdp","1963"
8,"Palau",,"usd","gdp","1964"
8,"Palau",,"usd","gdp","1965"
8,"Palau",,"usd","gdp","1966"
8,"Palau",,"usd","gdp","1967"
8,"Palau",,"usd","gdp","1968"
8,"Palau",,"usd","gdp","1969"
8,"Palau",,"usd","gdp","1970"
8,"Palau",,"usd","gdp","1971"
8,"Palau",,"usd","gdp","1972"
8,"Palau",,"usd","gdp","1973"
8,"Palau",,"usd","gdp","1974"
8,"Palau",,"usd","gdp","1975"
8,"Palau",,"usd","gdp","1976"
8,"Palau",,"usd","gdp","1977"
8,"Palau",,"usd","gdp","1978"
8,"Palau",,"usd","gdp","1979"
8,"Palau",,"usd","gdp","1980"
8,"Palau",,"usd","gdp","1981"
8,"Palau",,"usd","gdp","1982"
8,"Palau",,"usd","gdp","1983"
8,"Palau",,"usd","gdp","1984"
8,"Palau",,"usd","gdp","1985"
8,"Palau",,"usd","gdp","1986"
8,"Palau",,"usd","gdp","1987"
8,"Palau",,"usd","gdp","1988"
8,"Palau",,"usd","gdp","1989"
8,"Palau",76888000,"usd","gdp","1990"
8,"Palau",83855000,"usd","gdp","1991"
8,"Palau",82451000,"usd","gdp","1992"
8,"Palau",75907000,"usd","gdp","1993"
8,"Palau",83527000,"usd","gdp","1994"
8,"Palau",95237000,"usd","gdp","1995"
8,"Palau",108203000,"usd","gdp","1996"
8,"Palau",113213000,"usd","gdp","1997"
8,"Palau",117320000,"usd","gdp","1998"
8,"Palau",113485000,"usd","gdp","1999"
8,"Palau",158408810.423418,"usd","gdp","2000"
8,"Palau",167182520.656761,"usd","gdp","2001"
8,"Palau",168926089.456712,"usd","gdp","2002"
8,"Palau",173320433.977028,"usd","gdp","2003"
8,"Palau",190829015.31499,"usd","gdp","2004"
8,"Palau",206328827.379497,"usd","gdp","2005"
8,"Palau",210111650.861356,"usd","gdp","2006"
8,"Palau",211831321.628491,"usd","gdp","2007"
8,"Palau",212734858.063924,"usd","gdp","2008"
8,"Palau",197525348.180376,"usd","gdp","2009"
8,"Palau",196543326.079735,"usd","gdp","2010"
8,"Palau",212903319.801064,"usd","gdp","2011"
8,"Palau",228415735.257751,"usd","gdp","2012"
8,"Palau",,"count","tlf","1960"
8,"Palau",,"count","tlf","1961"
8,"Palau",,"count","tlf","1962"
8,"Palau",,"count","tlf","1963"
8,"Palau",,"count","tlf","1964"
8,"Palau",,"count","tlf","1965"
8,"Palau",,"count","tlf","1966"
8,"Palau",,"count","tlf","1967"
8,"Palau",,"count","tlf","1968"
8,"Palau",,"count","tlf","1969"
8,"Palau",,"count","tlf","1970"
8,"Palau",,"count","tlf","1971"
8,"Palau",,"count","tlf","1972"
8,"Palau",,"count","tlf","1973"
8,"Palau",,"count","tlf","1974"
8,"Palau",,"count","tlf","1975"
8,"Palau",,"count","tlf","1976"
8,"Palau",,"count","tlf","1977"
8,"Palau",,"count","tlf","1978"
8,"Palau",,"count","tlf","1979"
8,"Palau",,"count","tlf","1980"
8,"Palau",,"count","tlf","1981"
8,"Palau",,"count","tlf","1982"
8,"Palau",,"count","tlf","1983"
8,"Palau",,"count","tlf","1984"
8,"Palau",,"count","tlf","1985"
8,"Palau",,"count","tlf","1986"
8,"Palau",,"count","tlf","1987"
8,"Palau",,"count","tlf","1988"
8,"Palau",,"count","tlf","1989"
8,"Palau",,"count","tlf","1990"
8,"Palau",,"count","tlf","1991"
8,"Palau",,"count","tlf","1992"
8,"Palau",,"count","tlf","1993"
8,"Palau",,"count","tlf","1994"
8,"Palau",,"count","tlf","1995"
8,"Palau",,"count","tlf","1996"
8,"Palau",,"count","tlf","1997"
8,"Palau",,"count","tlf","1998"
8,"Palau",,"count","tlf","1999"
8,"Palau",,"count","tlf","2000"
