"rgn_name","rgn_id","product","year","tonnes_orig","tonnes","usd_orig","usd","n_years"
"New Caledonia",5,"fish_oil",1977,0,0,,,35
"New Caledonia",5,"fish_oil",1978,0,0,,,35
"New Caledonia",5,"fish_oil",1979,0,0,,,35
"New Caledonia",5,"fish_oil",1980,0,0,,,35
"New Caledonia",5,"fish_oil",1981,0,0,,,35
"New Caledonia",5,"fish_oil",1982,0,0,,,35
"New Caledonia",5,"fish_oil",1983,0,0,,,35
"New Caledonia",5,"fish_oil",1984,0,0,,,35
"New Caledonia",5,"fish_oil",1985,0,0,,,35
"New Caledonia",5,"fish_oil",1986,0,0,,,35
"New Caledonia",5,"fish_oil",1987,0,0,,,35
"New Caledonia",5,"fish_oil",1988,0,0,,,35
"New Caledonia",5,"fish_oil",1989,0,0,,,35
"New Caledonia",5,"fish_oil",1990,0,0,,,35
"New Caledonia",5,"fish_oil",1991,0,0,,,35
"New Caledonia",5,"fish_oil",1992,0,0,,,35
"New Caledonia",5,"fish_oil",1993,0,0,,,35
"New Caledonia",5,"fish_oil",1994,0,0,,,35
"New Caledonia",5,"fish_oil",1995,0,0,,,35
"New Caledonia",5,"fish_oil",1996,0,0,,,35
"New Caledonia",5,"fish_oil",1997,0,0,,,35
"New Caledonia",5,"fish_oil",1998,0,0,,,35
"New Caledonia",5,"fish_oil",1999,0,0,,,35
"New Caledonia",5,"fish_oil",2000,0,0,,,35
"New Caledonia",5,"fish_oil",2001,0,0,,,35
"New Caledonia",5,"fish_oil",2002,0,0,,,35
"New Caledonia",5,"fish_oil",2003,0,0,,,35
"New Caledonia",5,"fish_oil",2004,0,0,,,35
"New Caledonia",5,"fish_oil",2005,0,0,,,35
"New Caledonia",5,"fish_oil",2006,0,0,,,35
"New Caledonia",5,"fish_oil",2007,0,0,,,35
"New Caledonia",5,"fish_oil",2008,0,0,,,35
"New Caledonia",5,"fish_oil",2009,0,0,,,35
"New Caledonia",5,"fish_oil",2010,0,0,,,35
"New Caledonia",5,"fish_oil",2011,0,0,1,1,35
"New Caledonia",5,"ornamentals",1984,3,3,23,23,28
"New Caledonia",5,"ornamentals",1985,0,0,0,0,28
"New Caledonia",5,"ornamentals",1986,3,3,45,45,28
"New Caledonia",5,"ornamentals",1987,5,5,62,62,28
"New Caledonia",5,"ornamentals",1988,0,0,0,0,28
"New Caledonia",5,"ornamentals",1989,0,0,0,0,28
"New Caledonia",5,"ornamentals",1990,0,0,0,0,28
"New Caledonia",5,"ornamentals",1991,0,0,0,0,28
"New Caledonia",5,"ornamentals",1992,0,0,0,0,28
"New Caledonia",5,"ornamentals",1993,0,0,0,0,28
"New Caledonia",5,"ornamentals",1994,0,0,0,0,28
"New Caledonia",5,"ornamentals",1995,0,0,0,0,28
"New Caledonia",5,"ornamentals",1996,0,0,0,0,28
"New Caledonia",5,"ornamentals",1997,4,4,131,131,28
"New Caledonia",5,"ornamentals",1998,5,5,111,111,28
"New Caledonia",5,"ornamentals",1999,1,1,20,20,28
"New Caledonia",5,"ornamentals",2000,7,7,96,96,28
"New Caledonia",5,"ornamentals",2001,7,7,112,112,28
"New Caledonia",5,"ornamentals",2002,4,4,87,87,28
"New Caledonia",5,"ornamentals",2003,5,5,105,105,28
"New Caledonia",5,"ornamentals",2004,5,5,120,120,28
"New Caledonia",5,"ornamentals",2005,4,4,106,106,28
"New Caledonia",5,"ornamentals",2006,3,3,101,101,28
"New Caledonia",5,"ornamentals",2007,4,4,113,113,28
"New Caledonia",5,"ornamentals",2008,4,4,141,141,28
"New Caledonia",5,"ornamentals",2009,3,3,132,132,28
"New Caledonia",5,"ornamentals",2010,6,6,182,182,28
"New Caledonia",5,"ornamentals",2011,6,6,124,124,28
"New Caledonia",5,"seaweeds",2006,0,0,0,0,6
"New Caledonia",5,"seaweeds",2007,0,0,0,0,6
"New Caledonia",5,"seaweeds",2008,0,0,0,0,6
"New Caledonia",5,"seaweeds",2009,0,0,0,0,6
"New Caledonia",5,"seaweeds",2010,0,0,0,0,6
"New Caledonia",5,"seaweeds",2011,0,0,0,0,6
"New Caledonia",5,"shells",1999,98,98,351,351,13
"New Caledonia",5,"shells",2000,96,96,333,333,13
"New Caledonia",5,"shells",2001,343,343,542,542,13
"New Caledonia",5,"shells",2002,78,78,238,238,13
"New Caledonia",5,"shells",2003,100,100,365,365,13
"New Caledonia",5,"shells",2004,120,120,484,484,13
"New Caledonia",5,"shells",2005,153,153,699,699,13
"New Caledonia",5,"shells",2006,187,187,1129,1129,13
"New Caledonia",5,"shells",2007,198,198,1097,1097,13
"New Caledonia",5,"shells",2008,199,199,1124,1124,13
"New Caledonia",5,"shells",2009,277,277,1496,1496,13
"New Caledonia",5,"shells",2010,228,228,1205,1205,13
"New Caledonia",5,"shells",2011,145,145,712,712,13
"New Caledonia",5,"sponges",2002,0,0,0,0,10
"New Caledonia",5,"sponges",2003,0,0,0,0,10
"New Caledonia",5,"sponges",2004,0,0,0,0,10
"New Caledonia",5,"sponges",2005,0,0,0,0,10
"New Caledonia",5,"sponges",2006,0,0,0,0,10
"New Caledonia",5,"sponges",2007,0,0,0,0,10
"New Caledonia",5,"sponges",2008,0,0,0,0,10
"New Caledonia",5,"sponges",2009,0,0,0,0,10
"New Caledonia",5,"sponges",2010,0,0,0,0,10
"New Caledonia",5,"sponges",2011,0,0,0,0,10
"Vanuatu",6,"corals",1998,25,25,34,34,14
"Vanuatu",6,"corals",1999,48,48,54,54,14
"Vanuatu",6,"corals",2000,0,0,0,0,14
"Vanuatu",6,"corals",2001,29,29,99,99,14
"Vanuatu",6,"corals",2002,59,59,57,57,14
"Vanuatu",6,"corals",2003,63,63,219,219,14
"Vanuatu",6,"corals",2004,36,36,41,41,14
"Vanuatu",6,"corals",2005,32,32,15,15,14
"Vanuatu",6,"corals",2006,0,0,0,0,14
"Vanuatu",6,"corals",2007,0,0,0,0,14
"Vanuatu",6,"corals",2008,0,0,0,0,14
"Vanuatu",6,"corals",2009,0,0,0,0,14
"Vanuatu",6,"corals",2010,0,0,0,0,14
"Vanuatu",6,"corals",2011,0,0,0,0,14
"Vanuatu",6,"ornamentals",2003,,,366,366,9
"Vanuatu",6,"ornamentals",2004,,,475,475,9
"Vanuatu",6,"ornamentals",2005,,,662,662,9
"Vanuatu",6,"ornamentals",2006,0,0,0,0,9
"Vanuatu",6,"ornamentals",2007,0,0,0,0,9
"Vanuatu",6,"ornamentals",2008,0,0,0,0,9
"Vanuatu",6,"ornamentals",2009,0,0,0,0,9
"Vanuatu",6,"ornamentals",2010,0,0,0,0,9
"Vanuatu",6,"ornamentals",2011,0,0,0,0,9
"Vanuatu",6,"shells",2001,12,12,15,15,11
"Vanuatu",6,"shells",2002,0,0,0,0,11
"Vanuatu",6,"shells",2003,0,0,0,0,11
"Vanuatu",6,"shells",2004,0,0,0,0,11
"Vanuatu",6,"shells",2005,12,12,13,13,11
"Vanuatu",6,"shells",2006,11,11,55,55,11
"Vanuatu",6,"shells",2007,2,2,7,7,11
"Vanuatu",6,"shells",2008,10,10,25,25,11
"Vanuatu",6,"shells",2009,26,26,147,147,11
"Vanuatu",6,"shells",2010,17,17,108,108,11
"Vanuatu",6,"shells",2011,6,6,28,28,11
"Solomon Islands",7,"corals",1998,391,391,1007,1007,14
"Solomon Islands",7,"corals",1999,238,238,810,810,14
"Solomon Islands",7,"corals",2000,169,169,642,642,14
"Solomon Islands",7,"corals",2001,143,143,813,813,14
"Solomon Islands",7,"corals",2002,266,266,624,624,14
"Solomon Islands",7,"corals",2003,131,131,526,526,14
"Solomon Islands",7,"corals",2004,194,194,886,886,14
"Solomon Islands",7,"corals",2005,282,282,946,946,14
"Solomon Islands",7,"corals",2006,378,378,799,799,14
"Solomon Islands",7,"corals",2007,397,397,696,696,14
"Solomon Islands",7,"corals",2008,420,420,800,800,14
"Solomon Islands",7,"corals",2009,280,280,850,850,14
"Solomon Islands",7,"corals",2010,238,238,734,734,14
"Solomon Islands",7,"corals",2011,358,358,195,195,14
"Solomon Islands",7,"ornamentals",1996,,,50,50,16
"Solomon Islands",7,"ornamentals",1997,,,22,22,16
"Solomon Islands",7,"ornamentals",1998,,,36,36,16
"Solomon Islands",7,"ornamentals",1999,,,49,49,16
"Solomon Islands",7,"ornamentals",2000,,,3,3,16
"Solomon Islands",7,"ornamentals",2001,,,194,194,16
"Solomon Islands",7,"ornamentals",2002,41,41,43,43,16
"Solomon Islands",7,"ornamentals",2003,54,54,55,55,16
"Solomon Islands",7,"ornamentals",2004,80,80,66,66,16
"Solomon Islands",7,"ornamentals",2005,102,102,73,73,16
"Solomon Islands",7,"ornamentals",2006,143,143,96,96,16
"Solomon Islands",7,"ornamentals",2007,100,100,106,106,16
"Solomon Islands",7,"ornamentals",2008,69,69,68,68,16
"Solomon Islands",7,"ornamentals",2009,0,0,126,126,16
"Solomon Islands",7,"ornamentals",2010,0,0,0,0,16
"Solomon Islands",7,"ornamentals",2011,0,0,0,0,16
"Solomon Islands",7,"seaweeds",2004,168,168,148,148,8
"Solomon Islands",7,"seaweeds",2005,362,362,282,282,8
"Solomon Islands",7,"seaweeds",2006,147,147,106,106,8
"Solomon Islands",7,"seaweeds",2007,105,105,94,94,8
"Solomon Islands",7,"seaweeds",2008,50,50,60,60,8
"Solomon Islands",7,"seaweeds",2009,150,150,170,170,8
"Solomon Islands",7,"seaweeds",2010,344,344,560,560,8
"Solomon Islands",7,"seaweeds",2011,702,702,116,116,8
"Palau",8,"corals",1998,50,50,195,195,14
"Palau",8,"corals",1999,38,38,4,4,14
"Palau",8,"corals",2000,20,20,3,3,14
"Palau",8,"corals",2001,0,0,0,0,14
"Palau",8,"corals",2002,0,0,0,0,14
"Palau",8,"corals",2003,0,0,3,3,14
"Palau",8,"corals",2004,0,0,0,0,14
"Palau",8,"corals",2005,55,55,241,241,14
"Palau",8,"corals",2006,14,14,8,8,14
"Palau",8,"corals",2007,1,1,13,13,14
"Palau",8,"corals",2008,96,96,54,54,14
"Palau",8,"corals",2009,0,0,0,0,14
"Palau",8,"corals",2010,0,0,4,4,14
"Palau",8,"corals",2011,32,32,42,42,14
"Palau",8,"ornamentals",1995,,,19,19,17
"Palau",8,"ornamentals",1996,,,1,1,17
"Palau",8,"ornamentals",1997,,,0,0,17
"Palau",8,"ornamentals",1998,,,3,3,17
"Palau",8,"ornamentals",1999,,,0,0,17
"Palau",8,"ornamentals",2000,,,0,0,17
"Palau",8,"ornamentals",2001,,,0,0,17
"Palau",8,"ornamentals",2002,,,57,57,17
