"rgn_name","rgn_id","product","year","tonnes_orig","tonnes","usd_orig","usd","n_years","usd_ix0","usd_coef","tonnes_mdl","tonnes_ix0","tonnes_coef","usd_mdl","tonnes_rollmean","usd_rollmean","tonnes_peak","usd_peak","usd_peak_product_weight","usd_rel","tonnes_rel_orig","tonnes_rel"
"New Caledonia",5,"ornamentals",1984,3,2,23,22.6666666666667,28,0.47470982556258,0.036282785689811,1.30921389642823,6.0966267682263,20.7632208922742,68.3862894450489,2,22.6666666666667,3.9,99.45,0.110589085652331,0.227920227920228,0.512820512820513,0.512820512820513
"New Caledonia",5,"ornamentals",1985,0,2.75,0,32.5,28,0.47470982556258,0.036282785689811,0.47470982556258,6.0966267682263,20.7632208922742,6.0966267682263,2.75,32.5,3.9,99.45,0.110589085652331,0.326797385620915,0.705128205128205,0.705128205128205
"New Caledonia",5,"ornamentals",1986,3,2,45,26.75,28,0.47470982556258,0.036282785689811,2.10743518160408,6.0966267682263,20.7632208922742,68.3862894450489,2,26.75,3.9,99.45,0.110589085652331,0.268979386626445,0.512820512820513,0.512820512820513
"New Caledonia",5,"ornamentals",1987,5,2,62,26.75,28,0.47470982556258,0.036282785689811,2.72424253833086,6.0966267682263,20.7632208922742,109.912731229597,2,26.75,3.9,99.45,0.110589085652331,0.268979386626445,0.512820512820513,0.512820512820513
"New Caledonia",5,"ornamentals",1988,0,1.25,0,15.5,28,0.47470982556258,0.036282785689811,0.47470982556258,6.0966267682263,20.7632208922742,6.0966267682263,1.25,15.5,3.9,99.45,0.110589085652331,0.155857214680744,0.32051282051282,0.32051282051282
"New Caledonia",5,"ornamentals",1989,0,0,0,0,28,0.47470982556258,0.036282785689811,0.47470982556258,6.0966267682263,20.7632208922742,6.0966267682263,0,0,3.9,99.45,0.110589085652331,0,0,0
"New Caledonia",5,"ornamentals",1990,0,0,0,0,28,0.47470982556258,0.036282785689811,0.47470982556258,6.0966267682263,20.7632208922742,6.0966267682263,0,0,3.9,99.45,0.110589085652331,0,0,0
"New Caledonia",5,"ornamentals",1991,0,0,0,0,28,0.47470982556258,0.036282785689811,0.47470982556258,6.0966267682263,20.7632208922742,6.0966267682263,0,0,3.9,99.45,0.110589085652331,0,0,0
"New Caledonia",5,"ornamentals",1992,0,0,0,0,28,0.47470982556258,0.036282785689811,0.47470982556258,6.0966267682263,20.7632208922742,6.0966267682263,0,0,3.9,99.45,0.110589085652331,0,0,0
"New Caledonia",5,"ornamentals",1993,0,0,0,0,28,0.47470982556258,0.036282785689811,0.47470982556258,6.0966267682263,20.7632208922742,6.0966267682263,0,0,3.9,99.45,0.110589085652331,0,0,0
"New Caledonia",5,"ornamentals",1994,0,0,0,0,28,0.47470982556258,0.036282785689811,0.47470982556258,6.0966267682263,20.7632208922742,6.0966267682263,0,0,3.9,99.45,0.110589085652331,0,0,0
"New Caledonia",5,"ornamentals",1995,0,1,0,32.75,28,0.47470982556258,0.036282785689811,0.47470982556258,6.0966267682263,20.7632208922742,6.0966267682263,1,32.75,3.9,99.45,0.110589085652331,0.329311211664153,0.256410256410256,0.256410256410256
"New Caledonia",5,"ornamentals",1996,0,2.25,0,60.5,28,0.47470982556258,0.036282785689811,0.47470982556258,6.0966267682263,20.7632208922742,6.0966267682263,2.25,60.5,3.9,99.45,0.110589085652331,0.608345902463549,0.576923076923077,0.576923076923077
"New Caledonia",5,"ornamentals",1997,4,2.5,131,65.5,28,0.47470982556258,0.036282785689811,5.22775475092782,6.0966267682263,20.7632208922742,89.1495103373232,2.5,65.5,3.9,99.45,0.110589085652331,0.658622423328306,0.641025641025641,0.641025641025641
"New Caledonia",5,"ornamentals",1998,5,4.25,111,89.5,28,0.47470982556258,0.036282785689811,4.5020990371316,6.0966267682263,20.7632208922742,109.912731229597,4.25,89.5,3.9,99.45,0.110589085652331,0.899949723479135,1,1
"New Caledonia",5,"ornamentals",1999,1,5,20,84.75,28,0.47470982556258,0.036282785689811,1.2003655393588,6.0966267682263,20.7632208922742,26.8598476605005,5,84.75,3.9,99.45,0.110589085652331,0.852187028657617,1,1
"New Caledonia",5,"ornamentals",2000,7,4.75,96,78.75,28,0.47470982556258,0.036282785689811,3.95785725178444,6.0966267682263,20.7632208922742,151.439173014146,4.75,78.75,3.9,99.45,0.110589085652331,0.791855203619909,1,1
"New Caledonia",5,"ornamentals",2001,7,5.75,112,100,28,0.47470982556258,0.036282785689811,4.53838182282142,6.0966267682263,20.7632208922742,151.439173014146,5.75,100,3.9,99.45,0.110589085652331,1,1,1
"New Caledonia",5,"ornamentals",2002,4,5.25,87,106,28,0.47470982556258,0.036282785689811,3.63131218057614,6.0966267682263,20.7632208922742,89.1495103373232,5.25,106,3.9,99.45,0.110589085652331,1,1,1
"New Caledonia",5,"ornamentals",2003,5,4.5,105,104.5,28,0.47470982556258,0.036282785689811,4.28440232299274,6.0966267682263,20.7632208922742,109.912731229597,4.5,104.5,3.9,99.45,0.110589085652331,1,1,1
"New Caledonia",5,"ornamentals",2004,5,4.25,120,108,28,0.47470982556258,0.036282785689811,4.8286441083399,6.0966267682263,20.7632208922742,109.912731229597,4.25,108,3.9,99.45,0.110589085652331,1,1,1
"New Caledonia",5,"ornamentals",2005,4,4,106,110,28,0.47470982556258,0.036282785689811,4.32068510868255,6.0966267682263,20.7632208922742,89.1495103373232,4,110,3.9,99.45,0.110589085652331,1,1,1
"New Caledonia",5,"ornamentals",2006,3,3.75,101,115.25,28,0.47470982556258,0.036282785689811,4.13927118023349,6.0966267682263,20.7632208922742,68.3862894450489,3.75,115.25,3.9,99.45,0.110589085652331,1,0.961538461538461,0.961538461538461
"New Caledonia",5,"ornamentals",2007,4,3.5,113,121.75,28,0.47470982556258,0.036282785689811,4.57466460851123,6.0966267682263,20.7632208922742,89.1495103373232,3.5,121.75,3.9,99.45,0.110589085652331,1,0.897435897435897,0.897435897435897
"New Caledonia",5,"ornamentals",2008,4,4.25,141,142,28,0.47470982556258,0.036282785689811,5.59058260782594,6.0966267682263,20.7632208922742,89.1495103373232,4.25,142,3.9,99.45,0.110589085652331,1,1,1
"New Caledonia",5,"ornamentals",2009,3,4.75,132,144.75,28,0.47470982556258,0.036282785689811,5.26403753661764,6.0966267682263,20.7632208922742,68.3862894450489,4.75,144.75,3.9,99.45,0.110589085652331,1,1,1
"New Caledonia",5,"ornamentals",2010,6,5,182,146,28,0.47470982556258,0.036282785689811,7.07817682110819,6.0966267682263,20.7632208922742,130.675952121872,5,146,3.9,99.45,0.110589085652331,1,1,1
"New Caledonia",5,"ornamentals",2011,6,6,124,153,28,0.47470982556258,0.036282785689811,4.97377525109915,6.0966267682263,20.7632208922742,130.675952121872,6,153,3.9,99.45,0.110589085652331,1,1,1
