"rgn_name","rgn_id","product","commodity","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Albania",82,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,391,137,156,316,57,21,33,54,126,29,29,0,136,120,0,160
"Albania",82,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,391,137,156,316,57,21,33,54,126,29,29,0,136,120,0,160
"Albania",82,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,4,1,6,0,16,5,0,0
"Albania",82,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,4,1,6,0,16,5,0,0
"Albania",82,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Albania",82,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Algeria",84,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"Algeria",84,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"Algeria",84,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,3,2,12,8,5,0,4,0,0,0,0
"Algeria",84,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,3,2,12,8,5,0,4,0,0,0,0
"Algeria",84,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Algeria",84,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angola",200,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,565,438,228,0,0,417,204,446,100,0,0,0,0,430
"Angola",200,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,227,100,1,0,0,0,0,0,0,0,0,445,76,80,15
"Angola",200,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,227,665,439,228,0,0,417,204,446,100,0,445,76,80,445
"Angola",200,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
"Angola",200,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
"Antigua and Barbuda",120,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0
"Antigua and Barbuda",120,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0
"Argentina",172,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,21,50,34,79,93,9,61,119,178,224,263,47,26,297,476,495,588,454,496,922,1859,1326,1812,1972
"Argentina",172,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,4,8,0,5,1,5,5,1071,229,0,1,3,0,0,0,0,26,55,29,12,1,0,0,0,0
"Argentina",172,"fish_oil","Hake liver oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,203,0,0,0,0,0
"Argentina",172,"fish_oil","Z_TOTAL",,,,,,,,,,,,4,29,50,39,80,98,14,1132,348,178,225,266,47,26,297,476,521,643,483,711,923,1859,1326,1812,1972
"Argentina",172,"ornamentals","Ornamental fish nei",3,9,9,9,32,8,5,3,0,0,5,9,2,3,3,24,8,22,2,32,30,8,10,0,17,25,23,38,30,50,60,61,61,56,52,39
"Argentina",172,"ornamentals","Z_TOTAL",3,9,9,9,32,8,5,3,0,0,5,9,2,3,3,24,8,22,2,32,30,8,10,0,17,25,23,38,30,50,60,61,61,56,52,39
"Argentina",172,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,1014,1134,519,52,20,30,29,14,19,36,56,29,37,47,25,15,41,9
"Argentina",172,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,369,96,397,1302,475,102,61,162,58,9,2,0,101,104,624,884,436,400,201,496,268
"Argentina",172,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,369,96,397,2316,1609,621,113,182,88,38,16,19,137,160,653,921,483,425,216,537,277
"Argentina",172,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0
"Argentina",172,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0
"Argentina",172,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"Argentina",172,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"Aruba",250,"seaweeds","Other seaweeds and aquatic plants and products thereof",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aruba",250,"seaweeds","Z_TOTAL",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Australia",16,"corals","Coral and the like",328,363,522,776,1366,729,780,1127,1183,1029,0,0,0,0,7301,4307,4339,3429,3832,3205,2304,2162,2934,1534,957,802,1863,676,921,1053,1846,1902,1814,1929,2668,2865
"Australia",16,"corals","Z_TOTAL",328,363,522,776,1366,729,780,1127,1183,1029,0,0,0,0,7301,4307,4339,3429,3832,3205,2304,2162,2934,1534,957,802,1863,676,921,1053,1846,1902,1814,1929,2668,2865
"Australia",16,"fish_oil","Fish body oils, nei",101,48,78,5,4,19,12,26,1216,8,76,1,118,183,6,2,217,66,212,483,96,7,110,99,768,459,261,555,537,1368,3114,7775,1628,3119,2369,3529
"Australia",16,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,43,74,158,538,716,733,663,1530,1768,2120,696,828,775,325,1071,1052,1045,1039,1714,1607,1123,1822,1671
"Australia",16,"fish_oil","Z_TOTAL",101,48,78,5,4,19,12,26,1216,8,76,1,118,226,80,160,755,782,945,1146,1626,1775,2230,795,1596,1234,586,1626,1589,2413,4153,9489,3235,4242,4191,5200
"Australia",16,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,357,304,469,567,893,1142,1480,3477,2087,782,1077,912,1194,955,876,1278,833,753,1442,2135,2172,2149,2226
"Australia",16,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,,,,,,,,,,,,,,178,0,164,147,287,160,112,268,276,116,82
"Australia",16,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,357,304,469,567,893,1142,1480,3477,2087,782,1077,912,1372,955,1040,1425,1120,913,1554,2403,2448,2265,2308
"Australia",16,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,60,39,36,18,6,1,2,5,15,7,80,196,633,462,40,28,13
"Australia",16,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,679,1486,1290,1494,1631,1847,1812,1803,1462,1430,1085,1355,1920,682,2448,3023,3471,2008,1957,1671,2721,2914
"Australia",16,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,679,1486,1290,1494,1631,1907,1851,1839,1480,1436,1086,1357,1925,697,2455,3103,3667,2641,2419,1711,2749,2927
"Australia",16,"shells","Mother of pearl shells",,,,,,,,,,,,,,,,,,,,,876,0,0,0,764,649,0,750,577,1575,896,1539,2040,1010,2082,1299
"Australia",16,"shells","Shells nei",353,377,726,583,1368,1159,911,720,535,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Australia",16,"shells","Z_TOTAL",353,377,726,583,1368,1159,911,720,535,426,0,0,0,0,0,0,0,0,0,0,876,0,0,0,764,649,0,750,577,1575,896,1539,2040,1010,2082,1299
"Australia",16,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,,23,71,155,60,113,0,0,16,37,73,44,108,13,43,125,211,124
"Australia",16,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,23,71,155,60,113,0,0,16,37,73,44,108,13,43,125,211,124
"Azerbaijan",255,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,55,17,7,5,0,0,0,0,0,0,0,0,0
"Azerbaijan",255,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,55,17,7,5,0,0,0,0,0,0,0,0,0
"Bahamas",110,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,177,46,0,0,0,20,414,148,694,800,255,925
"Bahamas",110,"shells","Shells nei",,,,,,,,,,,,,,,,,,,,,,,,,34,107,0,0,0,0,0,0,0,0,0,0
"Bahamas",110,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,211,153,0,0,0,20,414,148,694,800,255,925
"Bahamas",110,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,2038,1797,1104,1555,2780,1579,1496,52,8,16,569,1053,717,368,0,0,0
"Bahamas",110,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,2038,1797,1104,1555,2780,1579,1496,52,8,16,569,1053,717,368,0,0,0
"Bahrain",52,"fish_oil","Fish body oils, nei",,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bahrain",52,"fish_oil","Z_TOTAL",,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bahrain",52,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,5,56,37,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0
"Bahrain",52,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,5,56,37,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0
"Bangladesh",204,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,7,7
