"rgn_name","rgn_id","product","commodity","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Bangladesh",204,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,7,7
"Bangladesh",204,"ornamentals","Ornamental fish nei",,,,,,,,,43,18,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,86,45,7,0,0,4,0
"Bangladesh",204,"ornamentals","Z_TOTAL",,,,,,,,,43,18,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,86,45,7,0,0,4,0
"Bangladesh",204,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,24,0,0,0,0
"Bangladesh",204,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0
"Bangladesh",204,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,24,0,0,3,0
"Bangladesh",204,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,66,112,120,286,662,1349
"Bangladesh",204,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,66,112,120,286,662,1349
"Barbados",124,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,1,1,0,5,0,2,4
"Barbados",124,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,1,1,0,5,0,2,4
"Barbados",124,"ornamentals","Ornamental fish nei",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,89,26,22,24,20,9,0,0,0,5,0,2
"Barbados",124,"ornamentals","Z_TOTAL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,89,26,22,24,20,9,0,0,0,5,0,2
"Barbados",124,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,4,8,2,0,0,0,1,0,0,0,0,0
"Barbados",124,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,4,8,2,0,0,0,1,0,0,0,0,0
"Barbados",124,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0
"Barbados",124,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0
"Belgium",59,"fish_oil","Fish body oils, nei",149,130,140,181,244,75,52,98,230,74,101,576,109,159,173,79,91,274,311,1132,1268,831,643,362,259,88,529,1946,11355,18470,21656,20529,14290,25706,17334,21060
"Belgium",59,"fish_oil","Fish liver oils, nei",138,30,24,60,118,38,23,12,33,67,155,406,749,393,173,149,123,209,146,355,141,124,223,220,162,206,279,308,372,184,139,358,487,224,189,119
"Belgium",59,"fish_oil","Halibuts, liver oils",,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,96,38,0,3
"Belgium",59,"fish_oil","Z_TOTAL",287,160,164,241,362,113,75,110,263,141,256,982,858,552,346,228,214,483,457,1487,1409,958,866,582,421,294,808,2254,11727,18654,21795,20887,14873,25968,17523,21182
"Belgium",59,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,174,82,117,71,129,197,283,285,194,121,20,33,18,415,617,241,123,97,30,51,40,45,68,90
"Belgium",59,"ornamentals","Z_TOTAL",,,,,,,,,,,,,174,82,117,71,129,197,283,285,194,121,20,33,18,415,617,241,123,97,30,51,40,45,68,90
"Belgium",59,"seaweeds","Agar agar nei",,,1,1,1,44,29,101,128,170,104,136,70,31,0,0,0,0,133,241,229,181,213,702,611,404,452,420,541,805,781,1358,1503,1478,1617,1611
"Belgium",59,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,336,247,155,141,180,371,886,383,303,340,490,456,384,732,990,1713,1478,1682,1067,1583,1553,1508,1893,1487
"Belgium",59,"seaweeds","Z_TOTAL",,,1,1,1,44,29,101,128,170,104,136,406,278,155,141,180,371,1019,624,532,521,703,1158,995,1136,1442,2133,2019,2487,1848,2941,3056,2986,3510,3098
"Belgium",59,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,186,196,300,506,540,280,196,219,195,64,144,281,358,353,518,14137,17631,16430,16279,1572,1100,1273
"Belgium",59,"shells","Shells nei",3,4,4,4,4,119,87,185,137,151,217,245,212,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belgium",59,"shells","Z_TOTAL",3,4,4,4,4,119,87,185,137,151,217,245,212,158,186,196,300,506,540,280,196,219,195,64,144,281,358,353,518,14137,17631,16430,16279,1572,1100,1273
"Belgium",59,"sponges","Natural sponges other than raw",,,,,,,,,,,,,,,,,,,238,289,323,307,336,236,215,213,140,169,235,304,128,129,149,99,70,40
"Belgium",59,"sponges","Natural sponges raw",2,2,2,1,2,44,29,32,17,25,24,44,66,84,78,223,268,252,238,7,8,1,0,0,1,115,88,68,26,0,1,1,0,0,0,1
"Belgium",59,"sponges","Z_TOTAL",2,2,2,1,2,44,29,32,17,25,24,44,66,84,78,223,268,252,476,296,331,308,336,236,216,328,228,237,261,304,129,130,149,99,70,41
"Belize",164,"fish_oil","Fish body oils, nei",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belize",164,"fish_oil","Z_TOTAL",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belize",164,"ornamentals","Ornamental fish nei",,6,0,39,65,0,9,7,8,18,20,7,17,42,16,28,30,27,36,32,36,47,0,0,43,20,23,44,90,95,51,116,125,119,84,120
"Belize",164,"ornamentals","Z_TOTAL",,6,0,39,65,0,9,7,8,18,20,7,17,42,16,28,30,27,36,32,36,47,0,0,43,20,23,44,90,95,51,116,125,119,84,120
"Belize",164,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belize",164,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belize",164,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,119,0,0,0,0,0,0
"Belize",164,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,119,0,0,0,0,0,0
"Benin",99,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benin",99,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bermuda",108,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0,0,0,0,0,0,0
"Bermuda",108,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,59,0,0,0,0,0,0,0,0
"Bermuda",108,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
"Bermuda",108,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0
"Bermuda",108,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
"Bermuda",108,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
"Bermuda",108,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
"Bermuda",108,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0
"Bonaire",245,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,1.75,1.25,0,0,0,0,0,0,0,0
"Bonaire",245,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,0.25,1,1.75,1.25,0,0,0,0,0,0,0,0
"Bonaire",245,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,85.5,0,0,0,0,0,0,0,0
"Bonaire",245,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,0,0,0,0,0,0,0
"Bonaire",245,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,85.5,210,0,0,0,0,0,0,0
"Bonaire",245,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,12,18.25,13.75,14,12.5,9.5,9.5,10.5,1.75,10.5,18,17.25,14.5,15,0.25,0
"Bonaire",245,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,0,0,0,0.25,0,0,0
"Bonaire",245,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,12,18.25,13.75,14,12.5,9.5,9.5,10.5,18.5,10.5,18,17.25,14.75,15,0.25,0
"Bonaire",245,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0,0,0,0,0,0,0,0
"Bonaire",245,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0,0,0,0,0,0,0,0
"Bonaire",245,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
"Bonaire",245,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
"Bonaire",245,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
"Bonaire",245,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
"Bosnia and Herzegovina",232,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,,,,,,33,59,0,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",232,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,33,59,0,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",232,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0
"Bosnia and Herzegovina",232,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0
"Bosnia and Herzegovina",232,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6,0,0,0,0,0,0
"Bosnia and Herzegovina",232,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0
"Bosnia and Herzegovina",232,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,6,0,0,0,0,0,0
"Bosnia and Herzegovina",232,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,404,448,267,515,377,29,310
"Bosnia and Herzegovina",232,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,404,448,267,515,377,29,310
"Brazil",171,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,12,7,14,12,6,1,1,2,3,34,94,55,64,54,47,29,3,8
"Brazil",171,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,12,7,14,12,6,1,1,2,3,34,94,55,64,54,47,29,3,8
"Brazil",171,"fish_oil","Cod liver oil",,,,,,,,,,,,,,,,,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brazil",171,"fish_oil","Fish body oils, nei",33,10,4,0,0,0,0,0,0,0,0,0,17,15,0,0,4,3,18,11,0,26,7,0,3,0,0,0,1,12,3,3,2,4,4,4
"Brazil",171,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,17,1,1,0,0,0,0,40,14,4,4,0,0,1,2
"Brazil",171,"fish_oil","Z_TOTAL",33,10,4,0,0,0,0,0,0,0,0,0,17,15,0,0,5,20,18,11,0,43,8,1,3,0,0,0,41,26,7,7,2,4,5,6
"Brazil",171,"ornamentals","Ornamental fish nei",625,665,884,1035,843,743,622,515,711,833,859,1023,1078,1110,1393,1848,2396,3277,3833,4252,4249,3921,3345,3371,3235,3226,3250,2379,2664,4350,4136,5052,5629,7107,6792,7320
"Brazil",171,"ornamentals","Z_TOTAL",625,665,884,1035,843,743,622,515,711,833,859,1023,1078,1110,1393,1848,2396,3277,3833,4252,4249,3921,3345,3371,3235,3226,3250,2379,2664,4350,4136,5052,5629,7107,6792,7320
"Brazil",171,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,341,130,152,5,6,92,28,18,27,29,39,0,2,2,8,8,56,129
"Brazil",171,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,2,266,183,118,196,128,285,253,170,301,474,175,122,110,77,145,72,195,213,159,221,220
"Brazil",171,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,2,266,183,118,537,258,437,258,176,393,502,193,149,139,116,145,74,197,221,167,277,349
"Brazil",171,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,3,0,35,0,0,8,0,6,4,2,4,13,11,0,0,0,0,0
"Brazil",171,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,3,0,35,0,0,8,0,6,4,2,4,13,11,0,0,0,0,0
"Brunei",247,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,4,14,0,0,3,0,19,8,35,159,0,88,0,0,0,0,0
"Brunei",247,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,4,14,0,0,3,0,19,8,35,159,0,88,0,0,0,0,0
"Brunei",247,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
"Brunei",247,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0
"Brunei",247,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0
"Brunei",247,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,0,0,0,0
"Brunei",247,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6,0,0,0,0
"Bulgaria",71,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,,,,123,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria",71,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,123,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria",71,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria",71,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria",71,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,1,20,13,0,0,0,0,0,0
"Bulgaria",71,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0
"Bulgaria",71,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,1,20,13,0,0,18,0,0,0
"Bulgaria",71,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,0,0,0,0,0,0,0
"Bulgaria",71,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,86,0,30,0,0,0,1,0,0,0,1,0,199,580,445
"Bulgaria",71,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,86,0,30,0,0,0,1,6,0,0,1,0,199,580,445
"Bulgaria",71,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,829,439,561,439,122,162,47,77,290,220,824
"Bulgaria",71,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,829,439,561,439,122,162,47,77,290,220,824
"Bulgaria",71,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,7,0,0,0,0,0,0
"Bulgaria",71,"sponges","Natural sponges other than raw",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,0,0,0,0
"Bulgaria",71,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,7,6,11,3,7
"Bulgaria",71,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,2,3,7,26,7,6,11,3,7
