"fao_id","Status"
18,1.29
21,55.95
27,56.62
31,9.78
34,73.12
41,42.89
47,30.52
48,26.47
51,76.27
57,6.98
58,24.96
61,6.38
67,44.61
71,27.55
77,44.24
81,40.22
87,66.98
88,96.14
