"rgn_name","rgn_id","product","year","tonnes_orig","tonnes","usd_orig","usd","n_years","usd_ix0","usd_coef","tonnes_mdl","tonnes_ix0","tonnes_coef","usd_mdl","tonnes_rollmean","usd_rollmean","tonnes_peak","usd_peak","usd_peak_product_weight"
"Spain",182,"sponges",1984,,0,3,6,30,-276.595098685756,2.06894000281115,-270.388278677322,,,,0,6,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1985,,0,9,8.5,30,-276.595098685756,2.06894000281115,-257.974638660456,,,,0,8.5,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1986,,0,11,20.75,30,-276.595098685756,2.06894000281115,-253.836758654833,,,,0,20.75,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1987,,0,11,44,30,-276.595098685756,2.06894000281115,-253.836758654833,,,,0,44,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1988,,1,52,62.25,30,-276.595098685756,2.06894000281115,-169.010218539576,,,,1,62.25,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1989,,2.5,102,84.5,30,-276.595098685756,2.06894000281115,-65.563218399019,,,,2.5,84.5,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1990,4,4,84,88.25,30,-276.595098685756,2.06894000281115,-102.80413844962,,,,4,88.25,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1991,6,4.25,100,69.25,30,-276.595098685756,2.06894000281115,-69.7010984046413,,,,4.25,69.25,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1992,6,7,67,110.75,30,-276.595098685756,2.06894000281115,-137.976118497409,,,,7,110.75,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1993,1,8.75,26,134.75,30,-276.595098685756,2.06894000281115,-222.802658612666,,,,8.75,134.75,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1994,15,8.25,250,186.25,30,-276.595098685756,2.06894000281115,240.639902017031,,,,8.25,186.25,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1995,13,13.75,196,281.25,30,-276.595098685756,2.06894000281115,128.917141865229,,,,13.75,281.25,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1996,4,10.5,273,258,30,-276.595098685756,2.06894000281115,288.225522081687,,,,10.5,258,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1997,23,7.5,406,254,30,-276.595098685756,2.06894000281115,563.39454245557,,,,7.5,254,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1998,2,8,157,222.5,30,-276.595098685756,2.06894000281115,48.228481755594,,,,8,222.5,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",1999,1,4,180,157,30,-276.595098685756,2.06894000281115,95.8141018202504,,,,4,157,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2000,6,3.5,147,142.25,30,-276.595098685756,2.06894000281115,27.5390817274826,,,,3.5,142.25,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2001,7,3.25,144,112.25,30,-276.595098685756,2.06894000281115,21.3322617190491,,,,3.25,112.25,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2002,0,1.75,98,105.75,30,-276.595098685756,2.06894000281115,-73.8389784102636,,,,1.75,105.75,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2003,0,0,60,88.75,30,-276.595098685756,2.06894000281115,-152.458698517087,,,,0,88.75,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2004,0,0.5,121,89.25,30,-276.595098685756,2.06894000281115,-26.2533583456072,,,,0.5,89.25,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2005,0,4463,76,2086.5,30,-276.595098685756,2.06894000281115,-119.355658472109,,,,4463,2086.5,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2006,2,9285.25,100,4536.75,30,-276.595098685756,2.06894000281115,-69.7010984046413,,,,9285.25,4536.75,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2007,17850,14643.25,8049,7177.75,30,-276.595098685756,2.06894000281115,16376.3029839412,,,,14643.25,7177.75,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2008,19289,19206.5,9922,9374.75,30,-276.595098685756,2.06894000281115,20251.4276092064,,,,19206.5,9374.75,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2009,21432,19658.6666666667,10640,9816.66666666667,30,-276.595098685756,2.06894000281115,21736.9265312248,,,,19658.6666666667,9816.66666666667,12898.275,6380.83333333333,0.102883174321478
"Spain",182,"sponges",2010,18255,19843.5,8888,9764,30,-276.595098685756,2.06894000281115,18112.1436462997,,,,19843.5,9764,12898.275,6380.83333333333,0.102883174321478
"Portugal",183,"fish_oil",1976,6060,5146,1648,1786.66666666667,35,,,,,,,5146,1786.66666666667,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1977,5599,4948,1991,1829.25,35,,,,,,,4948,1829.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1978,3779,4469.75,1721,2042,35,,,,,,,4469.75,2042,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1979,4354,4322.5,1957,2276,35,,,,,,,4322.5,2276,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1980,4147,4194.5,2499,2223.5,35,,,,,,,4194.5,2223.5,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1981,5010,3905.75,2927,2076,35,,,,,,,3905.75,2076,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1982,3267,3391.75,1511,1819.75,35,,,,,,,3391.75,1819.75,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1983,3199,2910.5,1367,2666.25,35,,,,,,,2910.5,2666.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1984,2091,2581,1474,3037.75,35,,,,,,,2581,3037.75,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1985,3085,2374.5,6313,3058.75,35,,,,,,,2374.5,3058.75,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1986,1949,2601,2997,3272.25,35,,,,,,,2601,3272.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1987,2373,2297,1451,2305,35,,,,,,,2297,2305,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1988,2997,2162.25,2328,3166.5,35,,,,,,,2162.25,3166.5,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1989,1869,2404,2444,4819.5,35,,,,,,,2404,4819.5,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1990,1410,2438.25,6443,8313,35,,,,,,,2438.25,8313,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1991,3340,2526.75,8063,9662.75,35,,,,,,,2526.75,9662.75,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1992,3134,2559.5,16302,9303.25,35,,,,,,,2559.5,9303.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1993,2223,2332,7843,8864.25,35,,,,,,,2332,8864.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1994,1541,2109,5005,6455.25,35,,,,,,,2109,6455.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1995,2430,2081.75,6307,5854.25,35,,,,,,,2081.75,5854.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1996,2242,2137.25,6666,5566,35,,,,,,,2137.25,5566,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1997,2114,1834,5439,4547.25,35,,,,,,,1834,4547.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1998,1763,1681.5,3852,3412.25,35,,,,,,,1681.5,3412.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",1999,1217,1498.25,2232,2594,35,,,,,,,1498.25,2594,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2000,1632,1358.25,2126,1964.25,35,,,,,,,1358.25,1964.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2001,1381,1410.75,2166,1755.25,35,,,,,,,1410.75,1755.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2002,1203,1263,1333,1535.25,35,,,,,,,1263,1535.25,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2003,1427,1265,1396,1401.5,35,,,,,,,1265,1401.5,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2004,1041,1210.5,1246,1600,35,,,,,,,1210.5,1600,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2005,1389,1126.25,1631,2227.5,35,,,,,,,1126.25,2227.5,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2006,985,1253,2127,3913.75,35,,,,,,,1253,3913.75,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2007,1090,1086.5,3906,4857,35,,,,,,,1086.5,4857,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2008,1548,1037.25,7991,5498,35,,,,,,,1037.25,5498,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2009,723,1019.66666666667,5404,6028.66666666667,35,,,,,,,1019.66666666667,6028.66666666667,3344.9,6280.7875,0.581104445747448
"Portugal",183,"fish_oil",2010,788,755.5,4691,5047.5,35,,,,,,,755.5,5047.5,3344.9,6280.7875,0.581104445747448
"Portugal",183,"ornamentals",1988,1,0.333333333333333,11,3.66666666666667,23,,,,,,,0.333333333333333,3.66666666666667,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1989,0,0.25,0,2.75,23,,,,,,,0.25,2.75,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1990,0,0,0,0,23,,,,,,,0,0,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1991,0,0,0,0.25,23,,,,,,,0,0.25,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1992,0,0,0,0.25,23,,,,,,,0,0.25,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1993,0,0,1,0.25,23,,,,,,,0,0.25,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1994,0,0,0,0.25,23,,,,,,,0,0.25,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1995,0,0,0,0,23,,,,,,,0,0,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1996,0,0,0,0,23,,,,,,,0,0,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1997,0,0,0,0,23,,,,,,,0,0,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1998,0,0,0,0,23,,,,,,,0,0,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",1999,0,0,0,0,23,,,,,,,0,0,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2000,0,0,0,0,23,,,,,,,0,0,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2001,0,0,0,0.25,23,,,,,,,0,0.25,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2002,0,0,0,0.25,23,,,,,,,0,0.25,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2003,0,10.25,1,62,23,,,,,,,10.25,62,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2004,0,20,0,147.5,23,,,,,,,20,147.5,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2005,41,22.5,247,227.75,23,,,,,,,22.5,227.75,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2006,39,40.25,342,290,23,,,,,,,40.25,290,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2007,10,36.5,322,647.5,23,,,,,,,36.5,647.5,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2008,71,27.75,249,675.5,23,,,,,,,27.75,675.5,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2009,26,33.6666666666667,1677,793.333333333333,23,,,,,,,33.6666666666667,793.333333333333,26.1625,692.575,0.0640776990964172
"Portugal",183,"ornamentals",2010,4,15,454,1065.5,23,,,,,,,15,1065.5,26.1625,692.575,0.0640776990964172
"Portugal",183,"seaweeds",1976,1152,997,4492,4367.66666666667,35,,,,,,,997,4367.66666666667,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1977,942,1029.75,3868,4537.5,35,,,,,,,1029.75,4537.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1978,897,972.75,4743,5048.75,35,,,,,,,972.75,5048.75,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1979,1128,856,5047,5402.5,35,,,,,,,856,5402.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1980,924,877.75,6537,5259.75,35,,,,,,,877.75,5259.75,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1981,475,676,5283,4907,35,,,,,,,676,4907,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1982,984,521.25,4172,4232.5,35,,,,,,,521.25,4232.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1983,321,484.5,3636,4041.75,35,,,,,,,484.5,4041.75,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1984,305,321.25,3839,4218.25,35,,,,,,,321.25,4218.25,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1985,328,327.75,4520,4582.5,35,,,,,,,327.75,4582.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1986,331,427.75,4878,5049.25,35,,,,,,,427.75,5049.25,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1987,347,518,5093,5537.5,35,,,,,,,518,5537.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1988,705,501.75,5706,4426.25,35,,,,,,,501.75,4426.25,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1989,689,719.5,6473,3902,35,,,,,,,719.5,3902,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1990,266,927.5,433,3170.25,35,,,,,,,927.5,3170.25,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1991,1218,892.25,2996,1831.5,35,,,,,,,892.25,1831.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1992,1537,975,2779,2537.75,35,,,,,,,975,2537.75,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1993,548,914.25,1118,2778.5,35,,,,,,,914.25,2778.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1994,597,695.25,3258,2955.5,35,,,,,,,695.25,2955.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1995,975,656.75,3959,3506.75,35,,,,,,,656.75,3506.75,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1996,661,624,3487,3513,35,,,,,,,624,3513,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1997,394,502,3323,3756,35,,,,,,,502,3756,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1998,466,461.5,3283,4072.25,35,,,,,,,461.5,4072.25,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",1999,487,476,4931,4412,35,,,,,,,476,4412,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2000,499,460.25,4752,4616.25,35,,,,,,,460.25,4616.25,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2001,452,427.75,4682,4446,35,,,,,,,427.75,4446,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2002,403,375.5,4100,4132.75,35,,,,,,,375.5,4132.75,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2003,357,349.5,4250,4446.5,35,,,,,,,349.5,4446.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2004,290,335,3499,5126.5,35,,,,,,,335,5126.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2005,348,367.25,5937,5265.5,35,,,,,,,367.25,5265.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2006,345,353.5,6820,5744.75,35,,,,,,,353.5,5744.75,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2007,486,312.25,4806,5401,35,,,,,,,312.25,5401,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2008,235,286.75,5416,5349.75,35,,,,,,,286.75,5349.75,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2009,183,220.333333333333,4562,5531,35,,,,,,,220.333333333333,5531,669.3375,3734.0875,0.345481334475967
"Portugal",183,"seaweeds",2010,243,213,6615,5588.5,35,,,,,,,213,5588.5,669.3375,3734.0875,0.345481334475967
"Portugal",183,"shells",1976,17,47.6666666666667,16,46.3333333333333,35,,,,,,,47.6666666666667,46.3333333333333,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1977,62,68.5,42,75,35,,,,,,,68.5,75,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1978,64,89,81,105.25,35,,,,,,,89,105.25,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1979,131,79,161,108.25,35,,,,,,,79,108.25,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1980,99,63,137,88,35,,,,,,,63,88,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1981,22,37,54,62.5,35,,,,,,,37,62.5,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1982,0,19.5,0,57.25,35,,,,,,,19.5,57.25,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1983,27,19.25,59,55.75,35,,,,,,,19.25,55.75,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1984,29,26.5,116,79,35,,,,,,,26.5,79,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1985,21,35.5,48,104,35,,,,,,,35.5,104,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1986,29,34,93,89,35,,,,,,,34,89,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1987,63,36.5,159,85.5,35,,,,,,,36.5,85.5,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1988,23,29.25,56,62.25,35,,,,,,,29.25,62.25,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1989,31,13.5,34,22.5,35,,,,,,,13.5,22.5,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1990,0,7.75,0,8.5,35,,,,,,,7.75,8.5,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1991,0,0,0,0,35,,,,,,,0,0,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1992,0,0,0,0,35,,,,,,,0,0,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1993,0,0.25,0,0,35,,,,,,,0.25,0,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1994,0,1,0,0.25,35,,,,,,,1,0.25,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1995,1,1,0,0.25,35,,,,,,,1,0.25,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1996,3,12.5,1,0.75,35,,,,,,,12.5,0.75,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1997,0,13.25,0,1.25,35,,,,,,,13.25,1.25,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1998,46,14.25,2,1.5,35,,,,,,,14.25,1.5,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",1999,4,14.25,2,1.5,35,,,,,,,14.25,1.5,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2000,7,2.75,2,1,35,,,,,,,2.75,1,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2001,0,2,0,1,35,,,,,,,2,1,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2002,0,0.5,0,0.75,35,,,,,,,0.5,0.75,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2003,1,0.5,2,0.75,35,,,,,,,0.5,0.75,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2004,1,3.25,1,2,35,,,,,,,3.25,2,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2005,0,3,0,1.5,35,,,,,,,3,1.5,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2006,11,2.75,5,2.75,35,,,,,,,2.75,2.75,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2007,0,2.75,0,3.5,35,,,,,,,2.75,3.5,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2008,0,0,6,4,35,,,,,,,0,4,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2009,0,0,3,5.33333333333333,35,,,,,,,0,5.33333333333333,57.85,70.3625,0.0065100055628223
"Portugal",183,"shells",2010,0,0,7,5,35,,,,,,,0,5,57.85,70.3625,0.0065100055628223
"Portugal",183,"sponges",1985,,0.0427651698052475,1,0.333333333333333,26,0.0293819410912607,0.0401496861419604,0.0695316272332211,,,,0.0427651698052475,0.333333333333333,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1986,,0.0896064703042013,0,1.5,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0.0896064703042013,1.5,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1987,,0.0795690487687112,0,1.25,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0.0795690487687112,1.25,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1988,,0.0795690487687112,5,1.25,26,0.0293819410912607,0.0401496861419604,0.230130371801063,,,,0.0795690487687112,1.25,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1989,,0.0795690487687112,0,1.25,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0.0795690487687112,1.25,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1990,,0.0293819410912607,0,0,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0.0293819410912607,0,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1991,,0.0293819410912607,0,0,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0.0293819410912607,0,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1992,,1.27203645581845,0,9.5,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,1.27203645581845,9.5,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1993,,1.26469097054563,0,9.5,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,1.26469097054563,9.5,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1994,5,1.25734548527282,38,9.5,26,0.0293819410912607,0.0401496861419604,1.55507001448576,,,,1.25734548527282,9.5,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1995,0,1.25,0,9.5,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,1.25,9.5,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1996,0,0,0,0,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,0,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1997,0,0,0,0,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,0,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1998,0,0,0,0,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,0,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",1999,0,0,0,0.25,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,0.25,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2000,0,0,0,0.25,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,0.25,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2001,0,0,1,0.25,26,0.0293819410912607,0.0401496861419604,0.0695316272332211,,,,0,0.25,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2002,0,0,0,0.25,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,0.25,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2003,0,0,0,0,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,0,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2004,0,0,0,0,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,0,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2005,0,0,0,0,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,0,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2006,0,0,0,1,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,1,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2007,0,0,0,11,26,0.0293819410912607,0.0401496861419604,0.0293819410912607,,,,0,11,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2008,0,0.25,4,24.5,26,0.0293819410912607,0.0401496861419604,0.189980685659102,,,,0.25,24.5,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2009,0,0.333333333333333,40,32.6666666666667,26,0.0293819410912607,0.0401496861419604,1.63536938676968,,,,0.333333333333333,32.6666666666667,0.82682369628199,30.55,0.00282651511734548
"Portugal",183,"sponges",2010,1,0.5,54,47,26,0.0293819410912607,0.0401496861419604,2.19746499275712,,,,0.5,47,0.82682369628199,30.55,0.00282651511734548
"Italy",184,"fish_oil",1976,25,136.666666666667,34,68,35,,,,,,,136.666666666667,68,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1977,10,290.5,15,129.75,35,,,,,,,290.5,129.75,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1978,375,289.75,155,126.75,35,,,,,,,289.75,126.75,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1979,752,289.5,315,126,35,,,,,,,289.5,126,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1980,22,202.75,22,90,35,,,,,,,202.75,90,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1981,9,29.5,12,16.25,35,,,,,,,29.5,16.25,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1982,28,37.25,11,17.75,35,,,,,,,37.25,17.75,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1983,59,41.5,20,18.5,35,,,,,,,41.5,18.5,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1984,53,45.5,28,19,35,,,,,,,45.5,19,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1985,26,32.5,15,26.25,35,,,,,,,32.5,26.25,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1986,44,124.25,13,72.75,35,,,,,,,124.25,72.75,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1987,7,250.75,49,108.25,35,,,,,,,250.75,108.25,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1988,420,330.75,214,151.75,35,,,,,,,330.75,151.75,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1989,532,492.75,157,225.5,35,,,,,,,492.75,225.5,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1990,364,467,187,267.5,35,,,,,,,467,267.5,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1991,655,409.5,344,431.75,35,,,,,,,409.5,431.75,320.2875,380.9,0.0354240865653446
"Italy",184,"fish_oil",1992,317,335.75,382,434.5,35,,,,,,,335.75,434.5,320.2875,380.9,0.0354240865653446
