"rgn_name","rgn_id","product","year","tonnes_eez2013","tonnes_2013a","tonnes_dif"
"Philippines",15,"corals",2004,4724,0,4724
"Philippines",15,"corals",2005,3740,0,3740
"Philippines",15,"corals",2006,2702,0,2702
"Philippines",15,"corals",2008,0,65,-65
"Philippines",15,"fish_oil",2002,113,0,113
"Philippines",15,"fish_oil",2003,51,51.2,-0.200000000000003
"Philippines",15,"fish_oil",2004,33,0,33
"Philippines",15,"ornamentals",2002,5632,0,5632
"Philippines",15,"ornamentals",2003,5911,0,5911
"Philippines",15,"ornamentals",2004,6941,0,6941
"Philippines",15,"ornamentals",2005,6698,0,6698
"Philippines",15,"ornamentals",2006,6660,0,6660
"Philippines",15,"seaweeds",2002,31064,0,31064
"Philippines",15,"seaweeds",2003,31100,0,31100
"Philippines",15,"seaweeds",2004,32181,0,32181
"Philippines",15,"seaweeds",2005,21402,0,21402
"Philippines",15,"seaweeds",2006,18948,0,18948
"Philippines",15,"seaweeds",2007,12032,12032.1,-0.100000000000364
"Australia",16,"ornamentals",2003,52,0,52
"Australia",16,"ornamentals",2004,56,0,56
"Australia",16,"ornamentals",2005,8,0,8
"Australia",16,"ornamentals",2006,20,0,20
"Australia",16,"ornamentals",2007,5,0,5
"Australia",16,"ornamentals",2008,1,0,1
"Australia",16,"ornamentals",2009,8,0,8
"Australia",16,"seaweeds",2002,4430,5000.1,-570.1
"Australia",16,"seaweeds",2003,1350,1800.1,-450.1
"Australia",16,"seaweeds",2004,4150,6500.1,-2350.1
"Australia",16,"seaweeds",2005,5404,7504,-2100
"Australia",16,"seaweeds",2006,5475,8655,-3180
"Australia",16,"seaweeds",2007,3540,5400,-1860
"Australia",16,"seaweeds",2008,2812,5122,-2310
"Australia",16,"seaweeds",2009,1981,4201,-2220
"Papua New Guinea",17,"corals",2003,0,143,-143
"Papua New Guinea",17,"corals",2004,4,147,-143
"Papua New Guinea",17,"corals",2005,34,0,34
"Papua New Guinea",17,"corals",2006,15,0,15
"Papua New Guinea",17,"corals",2008,5,0,5
"Papua New Guinea",17,"ornamentals",2002,0,0.1,-0.1
"Papua New Guinea",17,"ornamentals",2007,4,0.1,3.9
"Papua New Guinea",17,"ornamentals",2008,5,0.1,4.9
"Papua New Guinea",17,"ornamentals",2009,0,0.1,-0.1
"Papua New Guinea",17,"shells",2002,350,0,350
"Papua New Guinea",17,"shells",2003,327,0,327
"Papua New Guinea",17,"shells",2004,165,0,165
"Papua New Guinea",17,"shells",2009,113,113.1,-0.0999999999999943
"Fiji",18,"seaweeds",2003,0,0.1,-0.1
"Fiji",18,"sponges",2002,100,0,100
"Fiji",18,"sponges",2004,0,0.1,-0.1
"South Korea",20,"fish_oil",2007,4132,4132.1,-0.100000000000364
"South Korea",20,"ornamentals",2002,3,0,3
"South Korea",20,"ornamentals",2003,2,0,2
"South Korea",20,"ornamentals",2004,1,0,1
"South Korea",20,"ornamentals",2005,1,0,1
"South Korea",20,"ornamentals",2007,1,0,1
"South Korea",20,"ornamentals",2008,1,0,1
"South Korea",20,"ornamentals",2009,14,0,14
"South Korea",20,"seaweeds",2002,19439,19439.1,-0.0999999999985448
"South Korea",20,"seaweeds",2009,14940,14940.1,-0.100000000000364
"South Korea",20,"sponges",2003,0,0.1,-0.1
"South Korea",20,"sponges",2004,0,0.1,-0.1
"North Korea",21,"corals",2002,103,42,61
"North Korea",21,"corals",2003,194,114,80
"North Korea",21,"corals",2004,333,20,313
"North Korea",21,"corals",2005,1426,47,1379
"North Korea",21,"corals",2006,623,0,623
"North Korea",21,"corals",2007,443,77,366
"North Korea",21,"corals",2008,239,0,239
"North Korea",21,"corals",2009,421,0.1,420.9
"North Korea",21,"fish_oil",2008,0,0.1,-0.1
"North Korea",21,"seaweeds",2003,618,618.1,-0.100000000000023
"Thailand",25,"corals",2002,0,2,-2
"Thailand",25,"corals",2003,0,0.1,-0.1
"Thailand",25,"corals",2005,21,0,21
"Thailand",25,"corals",2006,58,0,58
"Thailand",25,"corals",2007,162,0,162
"Thailand",25,"corals",2008,1,0,1
"Thailand",25,"corals",2009,0,0.1,-0.1
"Thailand",25,"fish_oil",2005,1736,1736.1,-0.0999999999999091
"Thailand",25,"ornamentals",2002,1567,0,1567
"Thailand",25,"ornamentals",2003,1625,0,1625
"Thailand",25,"ornamentals",2004,1839,0,1839
"Thailand",25,"ornamentals",2005,1739,0,1739
"Thailand",25,"ornamentals",2006,1517,0,1517
"Thailand",25,"seaweeds",2002,215,0,215
"Thailand",25,"seaweeds",2003,256,0,256
"Thailand",25,"seaweeds",2004,182,0,182
"Thailand",25,"seaweeds",2005,520,0,520
"Thailand",25,"seaweeds",2006,1583,0,1583
"Thailand",25,"seaweeds",2007,591,0,591
"Thailand",25,"shells",2008,1042,1042.1,-0.0999999999999091
"Mayotte",29,"ornamentals",2006,34,0,34
"Mayotte",29,"ornamentals",2007,14,0,14
"Mayotte",29,"ornamentals",2008,8,0,8
"Seychelles",31,"fish_oil",2002,75,120,-45
"Seychelles",31,"seaweeds",2008,0,0.1,-0.1
"Seychelles",31,"shells",2008,0,0.1,-0.1
"Mauritius",37,"corals",2003,0,452,-452
"Mauritius",37,"corals",2004,5,676,-671
"Mauritius",37,"corals",2005,0,370,-370
"Mauritius",37,"corals",2006,0,410,-410
"Mauritius",37,"corals",2007,0,530,-530
"Mauritius",37,"corals",2008,0,661,-661
"Mauritius",37,"corals",2009,0,712,-712
"Mauritius",37,"fish_oil",2009,422,352,70
"Mauritius",37,"ornamentals",2002,15,0,15
"Mauritius",37,"ornamentals",2003,4,0,4
"Mauritius",37,"ornamentals",2004,3,0,3
"Mauritius",37,"ornamentals",2005,3,0,3
"Mauritius",37,"ornamentals",2006,3,0,3
"Mauritius",37,"ornamentals",2007,2,0,2
"Mauritius",37,"ornamentals",2008,2,0,2
"Mauritius",37,"ornamentals",2009,3,14,-11
"Mauritius",37,"seaweeds",2004,0,0.2,-0.2
"Mauritius",37,"seaweeds",2005,0,0.1,-0.1
"Mauritius",37,"seaweeds",2009,0,0.1,-0.1
"Maldives",39,"corals",2002,37,0,37
"Maldives",39,"corals",2003,29,0,29
"Maldives",39,"corals",2004,14,0.1,13.9
"Maldives",39,"corals",2006,0,10,-10
"Maldives",39,"corals",2007,0,21,-21
"Maldives",39,"corals",2008,0,4,-4
"Maldives",39,"corals",2009,1,0,1
"Maldives",39,"fish_oil",2007,0,0.1,-0.1
"Maldives",39,"shells",2002,11,0,11
"Maldives",39,"shells",2003,6,0,6
"Maldives",39,"shells",2004,9,0,9
"Sri Lanka",40,"corals",2002,324,24,300
"Sri Lanka",40,"corals",2003,683,0.1,682.9
"Sri Lanka",40,"corals",2004,591,6,585
"Sri Lanka",40,"corals",2005,557,10,547
"Sri Lanka",40,"corals",2006,474,14,460
"Sri Lanka",40,"corals",2007,574,18,556
"Sri Lanka",40,"corals",2008,497,28,469
"Sri Lanka",40,"corals",2009,17,28,-11
"Sri Lanka",40,"fish_oil",2002,20,0,20
"Sri Lanka",40,"fish_oil",2003,17,0,17
"Sri Lanka",40,"fish_oil",2004,31,0,31
"Sri Lanka",40,"fish_oil",2005,5,0,5
"Sri Lanka",40,"fish_oil",2006,9,0,9
"Sri Lanka",40,"fish_oil",2007,23,0,23
"Sri Lanka",40,"ornamentals",2002,637,0,637
"Sri Lanka",40,"ornamentals",2003,684,0,684
"Sri Lanka",40,"ornamentals",2004,774,0,774
"Sri Lanka",40,"ornamentals",2005,838,0,838
"Sri Lanka",40,"ornamentals",2006,875,0,875
"Sri Lanka",40,"ornamentals",2007,736,0,736
"Sri Lanka",40,"ornamentals",2008,713,0,713
"Sri Lanka",40,"ornamentals",2009,854,854.1,-0.100000000000023
"Sri Lanka",40,"seaweeds",2002,4,4.1,-0.0999999999999996
"Sri Lanka",40,"seaweeds",2003,45,45.1,-0.100000000000001
"Sri Lanka",40,"seaweeds",2004,9,9.1,-0.0999999999999996
"Sri Lanka",40,"seaweeds",2005,21,21.1,-0.100000000000001
"Sri Lanka",40,"seaweeds",2006,40,40.1,-0.100000000000001
"Sri Lanka",40,"seaweeds",2007,16,16.1,-0.100000000000001
"Sri Lanka",40,"seaweeds",2008,184,184.1,-0.0999999999999943
"Sri Lanka",40,"seaweeds",2009,90,90.1,-0.0999999999999943
"Sri Lanka",40,"shells",2006,0,474,-474
"Sri Lanka",40,"shells",2007,0,574,-574
"Mozambique",41,"fish_oil",2008,1000,0,1000
"Mozambique",41,"fish_oil",2009,172,0,172
"Mozambique",41,"ornamentals",2007,0,0.1,-0.1
"Mozambique",41,"ornamentals",2008,0,0.1,-0.1
"Mozambique",41,"seaweeds",2002,130,130.1,-0.0999999999999943
"Madagascar",42,"corals",2003,124,0,124
"Madagascar",42,"corals",2004,181,0,181
"Madagascar",42,"corals",2005,228,1,227
"Madagascar",42,"corals",2006,524,0,524
"Madagascar",42,"corals",2007,191,0,191
"Madagascar",42,"corals",2008,147,0,147
"Madagascar",42,"corals",2009,157,0,157
"Madagascar",42,"fish_oil",2002,11,0,11
"Madagascar",42,"fish_oil",2003,6,0,6
"Madagascar",42,"ornamentals",2003,0,38,-38
"Madagascar",42,"ornamentals",2004,0,17,-17
"Madagascar",42,"ornamentals",2005,0,3,-3
"Madagascar",42,"ornamentals",2007,0,1,-1
"Madagascar",42,"sponges",2006,0,0.1,-0.1
"Kenya",43,"corals",2002,204,0,204
"Kenya",43,"fish_oil",2003,5,0,5
"Kenya",43,"fish_oil",2009,21,21.1,-0.100000000000001
"Kenya",43,"ornamentals",2003,69,204,-135
"Kenya",43,"ornamentals",2004,79,185,-106
"Kenya",43,"ornamentals",2005,36,234,-198
"Kenya",43,"ornamentals",2006,44,206,-162
"Kenya",43,"ornamentals",2007,15,194,-179
"Kenya",43,"ornamentals",2008,100,233,-133
"Kenya",43,"ornamentals",2009,100,0,100
"Kenya",43,"sponges",2006,0,0.1,-0.1
"Somalia",44,"corals",2003,1,0,1
"Somalia",44,"corals",2004,0,62,-62
"Somalia",44,"corals",2005,0,255,-255
"Somalia",44,"corals",2006,0,0.1,-0.1
"Somalia",44,"corals",2007,52,0,52
"Somalia",44,"corals",2008,13,0,13
"Somalia",44,"corals",2009,0,0.1,-0.1
"Somalia",44,"shells",2003,2,0,2
"Somalia",44,"shells",2005,5,0,5
"Eritrea",45,"seaweeds",2004,0,0.1,-0.1
"Djibouti",46,"shells",2008,0,0.1,-0.1
"Djibouti",46,"shells",2009,0,182,-182
"Yemen",47,"fish_oil",2004,3,0,3
"Yemen",47,"fish_oil",2005,20,0,20
"Yemen",47,"fish_oil",2007,20,0,20
"Yemen",47,"seaweeds",2004,2,0,2
"Yemen",47,"seaweeds",2007,0,0.1,-0.1
"Yemen",47,"seaweeds",2008,0,0.1,-0.1
"Oman",48,"corals",2002,0,0.1,-0.1
"Oman",48,"corals",2003,15,0,15
"Oman",48,"corals",2005,0,32,-32
"Oman",48,"corals",2006,30,0,30
"Oman",48,"corals",2007,56,0,56
"Sudan",49,"corals",2002,345,0,345
"Sudan",49,"corals",2003,364,0,364
"Sudan",49,"corals",2004,365,0,365
"Sudan",49,"corals",2005,350,0.1,349.9
"Sudan",49,"corals",2006,322,0.1,321.9
"Sudan",49,"corals",2007,14,2,12
"Sudan",49,"corals",2008,364,0.1,363.9
"Sudan",49,"corals",2009,182,0.1,181.9
"Saudi Arabia",50,"fish_oil",2008,26,263,-237
"Saudi Arabia",50,"fish_oil",2009,16,1,15
"Saudi Arabia",50,"seaweeds",2005,20,0,20
"Saudi Arabia",50,"seaweeds",2009,1,1.1,-0.1
"Kuwait",51,"corals",2002,0,320,-320
"Kuwait",51,"corals",2003,0,266,-266
"Kuwait",51,"corals",2004,0,215,-215
"Kuwait",51,"corals",2005,0,145,-145
"Kuwait",51,"corals",2006,0,158,-158
"Kuwait",51,"corals",2007,0,113,-113
"Kuwait",51,"corals",2008,0,78,-78
"Kuwait",51,"corals",2009,0,40,-40
"Kuwait",51,"fish_oil",2006,0,0.1,-0.1
"Kuwait",51,"seaweeds",2007,1,0,1
"Kuwait",51,"shells",2006,45,0,45
"Kuwait",51,"sponges",2005,0,0.1,-0.1
"Pakistan",53,"corals",2002,49,0,49
"Pakistan",53,"corals",2007,134,3545,-3411
"Pakistan",53,"corals",2008,0,2188,-2188
"Pakistan",53,"corals",2009,18,1552,-1534
"Pakistan",53,"fish_oil",2007,0,0.1,-0.1
"Pakistan",53,"seaweeds",2004,0,0.1,-0.1
"Pakistan",53,"shells",2005,0,0.1,-0.1
"Pakistan",53,"shells",2007,6,140,-134
"Pakistan",53,"shells",2009,0,18,-18
"United Arab Emirates",54,"corals",2004,2,0,2
"United Arab Emirates",54,"corals",2006,1,0.1,0.9
"United Arab Emirates",54,"ornamentals",2004,0,1.1,-1.1
"United Arab Emirates",54,"ornamentals",2006,0,3.1,-3.1
"United Arab Emirates",54,"seaweeds",2008,1,0,1
"United Arab Emirates",54,"shells",2004,5,0,5
"Belgium",59,"fish_oil",2003,3859,3859.1,-0.0999999999999091
"Belgium",59,"ornamentals",2008,0,0.1,-0.1
"Belgium",59,"sponges",2005,13,13.1,-0.0999999999999996
"Belgium",59,"sponges",2006,3,3.1,-0.1
"Belgium",59,"sponges",2007,2,2.1,-0.1
"Belgium",59,"sponges",2009,6,6.1,-0.0999999999999996
"Tunisia",61,"corals",2002,0,43,-43
"Tunisia",61,"corals",2003,0,95,-95
"Tunisia",61,"corals",2004,0,52,-52
"Tunisia",61,"corals",2005,0,60,-60
"Tunisia",61,"corals",2006,0,41,-41
"Tunisia",61,"corals",2007,0,70,-70
"Tunisia",61,"corals",2008,0,33,-33
"Tunisia",61,"corals",2009,0,24,-24
"Tunisia",61,"ornamentals",2008,0,0.1,-0.1
"Morocco",62,"corals",2002,22,0,22
"Morocco",62,"corals",2003,5,0,5
"Morocco",62,"corals",2004,0,0.1,-0.1
"Morocco",62,"fish_oil",2002,11749,0,11749
"Morocco",62,"fish_oil",2003,19661,0,19661
"Morocco",62,"fish_oil",2004,32351,0,32351
"Morocco",62,"fish_oil",2005,24125,0,24125
"Morocco",62,"sponges",2007,0,0.1,-0.1
"Gambia",65,"ornamentals",2008,17,0,17
"Gambia",65,"ornamentals",2009,6,0,6
"Senegal",66,"corals",2003,0,2,-2
"Senegal",66,"corals",2005,0,5,-5
"Senegal",66,"corals",2006,0,12,-12
"Senegal",66,"corals",2007,0,14,-14
"Senegal",66,"corals",2008,0,31,-31
"Senegal",66,"corals",2009,22,0,22
"Senegal",66,"seaweeds",2002,37,66,-29
"Senegal",66,"seaweeds",2007,0,0.1,-0.1
"Libya",67,"fish_oil",2007,0,41,-41
"Libya",67,"fish_oil",2008,110,26,84
"Libya",67,"fish_oil",2009,34,0,34
"Libya",67,"ornamentals",2002,2,0,2
"Libya",67,"sponges",2002,13,134.1,-121.1
"Libya",67,"sponges",2003,1,32.1,-31.1
"Libya",67,"sponges",2004,2,35.1,-33.1
"Libya",67,"sponges",2005,2,28.1,-26.1
"Libya",67,"sponges",2006,0,31.1,-31.1
"Libya",67,"sponges",2007,0,40,-40
"Libya",67,"sponges",2008,0,31,-31
"Libya",67,"sponges",2009,0,101,-101
"Latvia",69,"fish_oil",2002,690,0,690
"Latvia",69,"fish_oil",2003,725,0,725
"Latvia",69,"fish_oil",2004,445,0,445
"Latvia",69,"fish_oil",2005,372,372.1,-0.100000000000023
"Latvia",69,"fish_oil",2006,337,0,337
"Latvia",69,"fish_oil",2007,420,420.1,-0.100000000000023
"Latvia",69,"ornamentals",2004,0,16,-16
"Latvia",69,"ornamentals",2005,0,0.1,-0.1
"Latvia",69,"seaweeds",2002,83,83.1,-0.0999999999999943
"Latvia",69,"seaweeds",2004,9,9.1,-0.0999999999999996
"Latvia",69,"seaweeds",2005,2,2.1,-0.1
"Latvia",69,"seaweeds",2006,1,1.1,-0.1
"Latvia",69,"seaweeds",2007,1,1.1,-0.1
"Latvia",69,"seaweeds",2009,7,7.1,-0.0999999999999996
"Latvia",69,"shells",2007,0,0.1,-0.1
"Latvia",69,"shells",2008,0,0.1,-0.1
"Latvia",69,"sponges",2004,1,0,1
"Latvia",69,"sponges",2005,2,0,2
"Latvia",69,"sponges",2006,1,0,1
"Latvia",69,"sponges",2009,0,19,-19
"Estonia",70,"fish_oil",2002,18,0,18
"Estonia",70,"fish_oil",2003,16,16.1,-0.100000000000001
"Estonia",70,"fish_oil",2004,0,0.2,-0.2
"Estonia",70,"fish_oil",2005,0,0.1,-0.1
"Estonia",70,"fish_oil",2006,0,0.1,-0.1
"Estonia",70,"fish_oil",2009,3,3.1,-0.1
"Estonia",70,"ornamentals",2006,0,0.1,-0.1
"Estonia",70,"ornamentals",2009,0,0.1,-0.1
"Estonia",70,"shells",2008,0,0.1,-0.1
"Estonia",70,"shells",2009,0,0.1,-0.1
"Estonia",70,"sponges",2008,0,0.1,-0.1
"Bulgaria",71,"ornamentals",2004,11,0,11
"Bulgaria",71,"ornamentals",2005,6,0,6
"Bulgaria",71,"ornamentals",2006,0,0.1,-0.1
"Bulgaria",71,"ornamentals",2007,0,0.1,-0.1
"Bulgaria",71,"seaweeds",2003,0,0.2,-0.2
"Bulgaria",71,"seaweeds",2004,0,0.1,-0.1
"Bulgaria",71,"seaweeds",2007,0,0.2,-0.2
"Bulgaria",71,"sponges",2007,0,0.1,-0.1
"Bulgaria",71,"sponges",2008,0,0.1,-0.1
"Bulgaria",71,"sponges",2009,0,0.1,-0.1
"Romania",72,"corals",2002,106,0.1,105.9
"Romania",72,"corals",2003,75,0,75
"Romania",72,"corals",2004,100,0.1,99.9
"Romania",72,"corals",2005,96,0.1,95.9
"Romania",72,"corals",2006,94,0.1,93.9
"Romania",72,"corals",2007,89,0.1,88.9
"Romania",72,"corals",2008,93,0.1,92.9
"Romania",72,"corals",2009,96,0.1,95.9
"Romania",72,"ornamentals",2003,0,0.1,-0.1
"Romania",72,"ornamentals",2005,0,0.1,-0.1
"Romania",72,"ornamentals",2006,0,0.1,-0.1
"Romania",72,"seaweeds",2002,4,4.1,-0.0999999999999996
"Romania",72,"seaweeds",2003,0,0.2,-0.2
"Romania",72,"seaweeds",2006,0,0.2,-0.2
"Russia",73,"corals",2002,6,0.1,5.9
"Russia",73,"corals",2003,2614,0,2614
"Russia",73,"corals",2004,2815,5,2810
"Russia",73,"corals",2005,1790,0,1790
"Russia",73,"corals",2006,2241,5,2236
"Russia",73,"corals",2007,1588,17,1571
"Russia",73,"corals",2008,683,37,646
"Russia",73,"corals",2009,1636,54,1582
"Russia",73,"fish_oil",2008,152,152.1,-0.0999999999999943
"Russia",73,"sponges",2007,0,0.1,-0.1
"Georgia",74,"fish_oil",2009,0,0.1,-0.1
"Georgia",74,"ornamentals",2009,6,0,6
"Georgia",74,"seaweeds",2009,1,1.1,-0.1
"Ukraine",75,"corals",2002,0,28,-28
"Ukraine",75,"fish_oil",2002,11,0,11
"Ukraine",75,"fish_oil",2005,1,0,1
"Ukraine",75,"fish_oil",2006,1,0,1
"Ukraine",75,"fish_oil",2007,0,0.1,-0.1
"Ukraine",75,"seaweeds",2002,2,2.1,-0.1
"Ukraine",75,"seaweeds",2003,5,5.1,-0.0999999999999996
"Turkey",76,"corals",2002,404,9,395
"Turkey",76,"corals",2003,417,513,-96
"Turkey",76,"corals",2004,351,510,-159
"Turkey",76,"corals",2005,973,35,938
"Turkey",76,"corals",2006,756,16,740
"Turkey",76,"corals",2007,5889,11,5878
"Turkey",76,"corals",2008,1017,3,1014
"Turkey",76,"corals",2009,3723,1,3722
"Turkey",76,"fish_oil",2002,6558,0,6558
"Turkey",76,"fish_oil",2003,11415,0,11415
"Turkey",76,"fish_oil",2004,914,0,914
"Turkey",76,"ornamentals",2005,0,0.1,-0.1
"Turkey",76,"ornamentals",2006,0,0.1,-0.1
"Turkey",76,"seaweeds",2002,38,38.1,-0.100000000000001
"Turkey",76,"seaweeds",2004,10,10.1,-0.0999999999999996
"Turkey",76,"seaweeds",2007,12,12.1,-0.0999999999999996
"Turkey",76,"sponges",2002,3,0,3
"Turkey",76,"sponges",2003,3,0,3
"Turkey",76,"sponges",2004,4,0,4
"Turkey",76,"sponges",2005,3,0,3
"Turkey",76,"sponges",2006,1,0,1
"Turkey",76,"sponges",2007,4,4.1,-0.0999999999999996
"Turkey",76,"sponges",2009,0,0.1,-0.1
"Syria",77,"corals",2002,40,0.1,39.9
"Syria",77,"corals",2003,0,2,-2
"Syria",77,"corals",2004,23,2,21
"Syria",77,"corals",2005,0,1,-1
"Syria",77,"corals",2006,0,0.1,-0.1
"Syria",77,"ornamentals",2008,32,9,23
"Syria",77,"ornamentals",2009,51,7,44
"Syria",77,"seaweeds",2003,1,0,1
"Syria",77,"seaweeds",2007,0,0.1,-0.1
"Syria",77,"shells",2007,0,0.1,-0.1
"Syria",77,"sponges",2009,0,1,-1
"Lebanon",78,"fish_oil",2007,0,0.1,-0.1
"Lebanon",78,"ornamentals",2002,0,1612,-1612
"Lebanon",78,"ornamentals",2003,0,2158,-2158
"Lebanon",78,"ornamentals",2004,0,2313,-2313
"Lebanon",78,"ornamentals",2005,0,4,-4
"Lebanon",78,"ornamentals",2006,0,13,-13
"Lebanon",78,"ornamentals",2007,0,2,-2
"Lebanon",78,"ornamentals",2009,0,2146,-2146
"Lebanon",78,"seaweeds",2005,0,0.1,-0.1
"Lebanon",78,"seaweeds",2006,0,0.1,-0.1
"Lebanon",78,"seaweeds",2007,0,0.1,-0.1
"Lebanon",78,"sponges",2003,0,0.1,-0.1
"Israel",79,"fish_oil",2003,0,0.1,-0.1
"Israel",79,"fish_oil",2006,25,0.1,24.9
"Israel",79,"fish_oil",2009,6,0.1,5.9
"Israel",79,"ornamentals",2003,0,10,-10
"Israel",79,"seaweeds",2002,750,750.1,-0.100000000000023
"Israel",79,"seaweeds",2003,1790,1790.1,-0.0999999999999091
"Israel",79,"seaweeds",2004,2370,2370.1,-0.0999999999999091
"Israel",79,"seaweeds",2007,1500,1500.1,-0.0999999999999091
"Israel",79,"seaweeds",2009,2300,2300.1,-0.0999999999999091
"Greece",80,"fish_oil",2003,21,0,21
"Greece",80,"fish_oil",2004,41,0,41
"Greece",80,"fish_oil",2006,1,0,1
"Greece",80,"fish_oil",2007,1,0,1
"Greece",80,"fish_oil",2008,1,1.1,-0.1
"Greece",80,"fish_oil",2009,0,0.1,-0.1
"Greece",80,"ornamentals",2002,297,1,296
"Greece",80,"ornamentals",2003,13,0,13
"Greece",80,"ornamentals",2004,0,2,-2
"Greece",80,"ornamentals",2005,31,0,31
"Greece",80,"ornamentals",2006,303,0,303
"Greece",80,"ornamentals",2008,184,0,184
"Greece",80,"seaweeds",2002,0,0.2,-0.2
"Greece",80,"seaweeds",2003,0,0.2,-0.2
"Greece",80,"seaweeds",2007,0,0.2,-0.2
"Greece",80,"seaweeds",2009,0,0.2,-0.2
"Cyprus",81,"sponges",2002,0,0.1,-0.1
"Cyprus",81,"sponges",2004,0,0.1,-0.1
"Algeria",84,"ornamentals",2006,0,0.1,-0.1
"Algeria",84,"ornamentals",2007,0,0.1,-0.1
"Saint Helena",86,"ornamentals",2007,0,0.1,-0.1
"Sierra Leone",96,"corals",2002,24,147,-123
"Sierra Leone",96,"corals",2003,0,96,-96
"Sierra Leone",96,"corals",2004,0,13,-13
"Sierra Leone",96,"corals",2005,0,544,-544
"Sierra Leone",96,"corals",2006,0,80,-80
"Sierra Leone",96,"corals",2007,0,250,-250
"Sierra Leone",96,"corals",2008,0,358,-358
"Sierra Leone",96,"corals",2009,0,190,-190
"Sierra Leone",96,"ornamentals",2006,0,0.1,-0.1
"Sierra Leone",96,"ornamentals",2008,0,0.1,-0.1
"Sierra Leone",96,"ornamentals",2009,0,0.1,-0.1
"Liberia",97,"ornamentals",2004,1,0,1
"Liberia",97,"ornamentals",2006,1,0,1
"Togo",98,"shells",2009,211,0,211
"Namibia",101,"fish_oil",2004,1827,1827.1,-0.0999999999999091
"Namibia",101,"fish_oil",2009,726,340,386
