"rgn_name","rgn_id","product","commodity","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Maldives",39,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,8,24,8,13,27,29,37,29,14,0,0,0,0,1,0,0
"Maldives",39,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,0,0,6,0,1,7,0,0
"Maldives",39,"fish_oil","Shark liver oil",,,,,9,25,79,59,74,50,31,36,24,18,22,34,24,4,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maldives",39,"fish_oil","Z_TOTAL",,,,,9,25,79,59,74,50,31,36,24,18,22,34,24,4,2,0,3,2,0,0,0,2,3,3,0,0,6,0,1,7,0,0
"Maldives",39,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,320
"Maldives",39,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,320
"Maldives",39,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
"Maldives",39,"shells","Shells nei",,,,,,,,,,,,,,,,,,,,,42,47,2,8,0,5,11,6,9,8,5,2,0,0,0,0
"Maldives",39,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,42,47,2,8,0,5,11,6,9,9,5,2,0,0,0,0
"Malta",68,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
"Malta",68,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0
"Marshall Islands",11,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,7,12,18,34,42,12,7,16,0,2
"Marshall Islands",11,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,33,0,0,0,7,12,18,34,42,12,7,16,0,2
"Marshall Islands",11,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0
"Marshall Islands",11,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,0,0
"Marshall Islands",11,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
"Marshall Islands",11,"ornamentals","Ornamental saltwater fish",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marshall Islands",11,"ornamentals","Z_TOTAL",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Marshall Islands",11,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,21,4,0,0,0
"Marshall Islands",11,"shells","Shells nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0
"Marshall Islands",11,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,21,4,1,5,0
"Mauritania",64,"fish_oil","Cod liver oil",,,,,,,,,,,,,,,,,,,,,,,,,628,519,238,127,49,241,143,257,577,200,2226,0
"Mauritania",64,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,1652
"Mauritania",64,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,2663
"Mauritania",64,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,628,519,238,127,49,241,143,257,577,200,4180,4315
"Mauritania",64,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0
"Mauritania",64,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0
"Mauritania",64,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritania",64,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",37,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Mauritius",37,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,23,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Mauritius",37,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,320,707,922
"Mauritius",37,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,102,34,25
"Mauritius",37,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,20,422,741,947
"Mauritius",37,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,7,7,7,4,7,6,7,10,8,10,15,4,3,3,3,2,2,3,2,3
"Mauritius",37,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,7,7,7,4,7,6,7,10,8,10,15,4,3,3,3,2,2,3,2,3
"Mauritius",37,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",37,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"Mauritius",37,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
"Mauritius",37,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0
"Mauritius",37,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0
"Mayotte",29,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,14,8,0,0,0
"Mayotte",29,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,14,8,0,0,0
"Mayotte",29,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
"Mayotte",29,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,,,,,,,44,19,0,28,10,36,1,0,0,0
"Mexico",135,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,44,19,0,28,10,36,1,0,0,0
"Mexico",135,"fish_oil","Cod liver oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,2,1,3
"Mexico",135,"fish_oil","Fish body oils, nei",,,,,,,351,92,0,199,499,851,0,479,405,44,0,16,27,53,1922,1587,3102,795,1902,3374,9852,2178,2174,717,12765,5807,26668,29399,12133,27010
"Mexico",135,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,1,0,22,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1
"Mexico",135,"fish_oil","Z_TOTAL",,,,,,,351,92,0,199,499,851,0,479,405,44,1,16,49,53,1922,1587,3102,795,1902,3374,9853,2178,2176,717,12767,5807,26669,29401,12135,27014
"Mexico",135,"ornamentals","Ornamental fish nei",,1,0,0,0,0,6,1,0,1,3,2,1,4,0,9,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"ornamentals","Z_TOTAL",,1,0,0,0,0,6,1,0,1,3,2,1,4,0,9,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,17,51,0,73,66,77,101,96,79,60,68,76,72,65,75,53,74,79
"Mexico",135,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,25194,28976,42644,37261,26453,39362,35000,32665,5671,34755,15080,28325,22409,18539,17406,145,364,199,139,257,283,443
"Mexico",135,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,25194,28976,42644,37261,26470,39413,35000,32738,5737,34832,15181,28421,22488,18599,17474,221,436,264,214,310,357,522
"Mexico",135,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,447,781,644,616,798,636,650,691,676,751,1116,2539,957,1119,1062,1492,1417,839,824,633,965,627
"Mexico",135,"shells","Z_TOTAL",,,,,,,,,,,,,,,447,781,644,616,798,636,650,691,676,751,1116,2539,957,1119,1062,1492,1417,839,824,633,965,627
"Mexico",135,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Mexico",135,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mexico",135,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micronesia",9,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,,,26,44,16,0,12,3,0,40,151,24,15,2,160,99
"Micronesia",9,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,26,44,16,0,12,3,0,40,151,24,15,2,160,99
"Micronesia",9,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,,,,,,,,,,,1,8,5,2,0,0,0,0,0,0,0,0,0,4
"Micronesia",9,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,1,8,5,2,0,0,0,0,0,0,0,0,0,4
"Micronesia",9,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,20,16,0,0,25,0,0,0,0,0,0
"Micronesia",9,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,20,16,0,0,25,0,0,0,0,0,0
"Montenegro",186,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,145,223,21,128,0,118,0,15,0,0,0,0,0,0,0,0
"Montenegro",186,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,145,223,21,128,0,118,0,15,0,0,0,0,0,0,0,0
"Montenegro",186,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"Montenegro",186,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
"Montenegro",186,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
"Montenegro",186,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,123,0,164,0,161,128,0,0,0,0,0,0
"Montenegro",186,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,123,0,164,0,161,128,0,0,0,0,0,0
"Montenegro",186,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
"Montenegro",186,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"Montenegro",186,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,5,4,3,68,418,358,276,158,22,5,0,0,0,0,0,0,0,0
"Morocco",62,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,5,4,3,68,418,358,276,158,22,5,0,0,0,0,0,0,0,0
"Morocco",62,"fish_oil","Fish body oils, nei",4098,5937,6441,6848,3511,9519,828,7919,4965,5,3828,3147,645,1150,4776,3684,1933,515,705,9871,3410,6927,3670,4478,4867,18462,11749,19661,32351,24125,21865,25750,25178,40217,39804,16663
"Morocco",62,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,255,715,2279,349,74
"Morocco",62,"fish_oil","Z_TOTAL",4098,5937,6441,6848,3511,9519,828,7919,4965,5,3828,3147,645,1150,4776,3684,1933,515,705,9871,3410,6927,3670,4478,4867,18462,11749,19661,32351,24125,22150,26005,25893,42496,40153,16737
"Morocco",62,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,,,,,,,,,,,,,,,243,1725,1696,2099,2050,2109,315,0,0,0
"Morocco",62,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,243,1725,1696,2099,2050,2109,315,0,0,0
"Morocco",62,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,962,1007,992,979,975,1178,1314,1172,1216,1177,1238,1136,1095,1081,917,868,1000,896
"Morocco",62,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,4,926,789,1807,1773,2698,4019,4767,4935,4650,5275,5611,8461,6973,5290,4359,4753,4768,2333
"Morocco",62,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,4,1888,1796,2799,2752,3673,5197,6081,6107,5866,6452,6849,9597,8068,6371,5276,5621,5768,3229
"Morocco",62,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,2,2,4,3,4,4
"Morocco",62,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,2,2,4,3,4,4
"Morocco",62,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Morocco",62,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Mozambique",41,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,148,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,80,0,0
"Mozambique",41,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,39
"Mozambique",41,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,148,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,172,0,39
"Mozambique",41,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"Mozambique",41,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"Mozambique",41,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
"Mozambique",41,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,130,171,0,0,0,0,0,0,0,0
"Mozambique",41,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,130,171,0,0,0,0,0,0,0,0
"Mozambique",41,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,104,0,231,215,220,353,230,23,762,75,45,270,32,60,120,150,85,359
"Mozambique",41,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,104,0,231,215,220,353,230,23,762,75,45,270,32,60,120,150,85,359
"Myanmar",205,"ornamentals","Ornamental fish nei",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myanmar",205,"ornamentals","Z_TOTAL",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myanmar",205,"shells","Trochus shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,49,0,57,87,40
"Myanmar",205,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,49,0,57,87,40
"Namibia",101,"fish_oil","Fish body oils, nei",,,,,,,,,,,,,,,,,,,2306,3246,0,2076,7662,3540,3889,1619,1187,201,1827,802,1813,22,941,102,136,1391
"Namibia",101,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,,0,28,340,3170,2130,0,752,28,2373,710,624,740,1047
"Namibia",101,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,2306,3246,0,2076,7662,3540,3917,1959,4357,2331,1827,1554,1841,2395,1651,726,876,2438
"Namibia",101,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,,,,,,,,1,0,22,4,80,72,0,0,0,0,0,0
"Namibia",101,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,1,0,22,4,80,72,0,0,0,0,0,0
"Namibia",101,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,7,0,0,0,0,0,0,0
"Namibia",101,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,865,3711,869,508,482,266,53,60,241,74,74,139,152,134,76
"Namibia",101,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,865,3711,870,508,482,266,53,67,241,74,74,139,152,134,76
"Namibia",101,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,1,10,3,0,3,0,0,0,0,0,0,0,0,0,0
"Namibia",101,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,1,10,3,0,3,0,0,0,0,0,0,0,0,0,0
"Namibia",101,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,1,0,0,0,0,0,0
"Namibia",101,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,1,0,0,0,0,0,0
"Netherlands",177,"fish_oil","Fish body oils, nei",11776,9158,7666,6874,10449,10311,11641,11630,16172,13301,15215,15973,15724,14441,12533,10680,10411,23045,28541,25004,20316,19234,11927,10365,10745,11034,14979,12357,22165,13776,17025,10327,13809,11326,13360,13057
"Netherlands",177,"fish_oil","Fish liver oils, nei",,647,801,1116,1325,1173,1804,1603,3598,2502,2788,5922,4137,4828,4012,3095,2657,1330,750,1814,3097,2762,2621,2585,3124,3110,4177,3980,3830,3511,2937,7953,3246,2635,1449,868
"Netherlands",177,"fish_oil","Halibuts, liver oils",,,,,,,,,,,,,,,,,,,,1,21,22,6,115,8,7,49,60,19,14,12,5,5,11,0,28
"Netherlands",177,"fish_oil","Z_TOTAL",11776,9805,8467,7990,11774,11484,13445,13233,19770,15803,18003,21895,19861,19269,16545,13775,13068,24375,29291,26819,23434,22018,14554,13065,13877,14151,19205,16397,26014,17301,19974,18285,17060,13972,14809,13953
"Netherlands",177,"ornamentals","Ornamental fish nei",,14,12,23,28,32,50,59,68,62,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands",177,"ornamentals","Ornamental saltwater fish",,,,,,,,,,,,,42,31,53,70,107,22,8,0,9,28,14,8,4,6,6,46,73,107,148,259,327,321,357,362
"Netherlands",177,"ornamentals","Z_TOTAL",,14,12,23,28,32,50,59,68,62,52,55,42,31,53,70,107,22,8,0,9,28,14,8,4,6,6,46,73,107,148,259,327,321,357,362
"Netherlands",177,"seaweeds","Agar agar nei",1,1,1,1,3,2,1,2,5,0,6,1,8,5,0,0,0,0,22,13,18,12,17,29,45,29,32,69,81,92,110,97,115,112,101,121
"Netherlands",177,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,320,40,8,24,29,158,38,107,106,108,458,252,368,268,379,650,679,806,758,974,904,534,687,899
"Netherlands",177,"seaweeds","Z_TOTAL",1,1,1,1,3,2,1,2,5,0,6,1,328,45,8,24,29,158,60,120,124,120,475,281,413,297,411,719,760,898,868,1071,1019,646,788,1020
"Netherlands",177,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,16280,15765,15963,2407,4758,8130,7095,7795,3403,13844,3888,2047,3588,10108,6586,3624,5783,6827,3193,11164,28972,16257
"Netherlands",177,"shells","Shells nei",19953,19186,16590,17235,14555,11647,12130,11873,13001,17752,16146,16578,18188,17033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands",177,"shells","Z_TOTAL",19953,19186,16590,17235,14555,11647,12130,11873,13001,17752,16146,16578,18188,17033,16280,15765,15963,2407,4758,8130,7095,7795,3403,13844,3888,2047,3588,10108,6586,3624,5783,6827,3193,11164,28972,16257
"Netherlands",177,"sponges","Natural sponges other than raw",,,,,,,,,,,,,,,6,5,4,3,62,2,0,0,2,8,21,143,18,10,28,11,8,0,0,0,0,0
"Netherlands",177,"sponges","Natural sponges raw",5,0,1,0,1,1,10,5,23,3,13,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,6,0,0,0,0
"Netherlands",177,"sponges","Z_TOTAL",5,0,1,0,1,1,10,5,23,3,13,4,5,4,6,5,4,3,62,2,0,0,2,8,21,143,42,10,28,11,8,6,0,0,0,0
"New Caledonia",5,"fish_oil","Fish body oils, nei",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Caledonia",5,"fish_oil","Z_TOTAL",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Caledonia",5,"ornamentals","Ornamental fish nei",,,,,,,,,3,0,3,5,0,0,0,0,0,0,0,0,0,4,5,1,7,7,4,5,5,4,3,4,4,3,6,6
"New Caledonia",5,"ornamentals","Z_TOTAL",,,,,,,,,3,0,3,5,0,0,0,0,0,0,0,0,0,4,5,1,7,7,4,5,5,4,3,4,4,3,6,6
"New Caledonia",5,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"New Caledonia",5,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
"New Caledonia",5,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
"New Caledonia",5,"shells","Miscellaneous corals and shells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
"New Caledonia",5,"shells","Trochus shells",,,,,,,,,,,,,,,,,,,,,,,,98,96,343,78,100,120,153,187,198,199,277,228,144
"New Caledonia",5,"shells","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,98,96,343,78,100,120,153,187,198,199,277,228,145
"New Caledonia",5,"sponges","Natural sponges nei",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"New Caledonia",5,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"New Zealand",162,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,,,,206,254,0,0,0,0,0,0,0,0,0,294,258
"New Zealand",162,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,206,254,0,0,0,0,0,0,0,0,0,294,258
"New Zealand",162,"fish_oil","Cod liver oil",,,,,,,,,,,,,,,22,22,33,61,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Zealand",162,"fish_oil","Fish body oils, nei",,,,,,,,,1081,1865,779,520,690,1376,1320,837,965,577,1102,1698,2015,2073,2121,3549,3114,3167,2740,2665,2941,2299,2587,2227,2860,2645,3303,2795
"New Zealand",162,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,134,63,54,35,45,17,0,0,0,50,113,41,63,31,60,171,56,48,89,149,110,70,115,190,216
"New Zealand",162,"fish_oil","Z_TOTAL",,,,,,,,,1081,1865,779,654,753,1430,1377,904,1015,638,1116,1756,2065,2186,2162,3612,3145,3227,2911,2721,2989,2388,2736,2337,2930,2760,3493,3011
"New Zealand",162,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,69,4,19,15,7,0,0,0
"New Zealand",162,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,69,4,19,15,7,0,0,0
"New Zealand",162,"seaweeds","Agar agar nei",,,,,,,,,,,,,,,,,,,24,19,6,6,10,6,5,46,8,8,12,3,8,3,9,6,16,12
"New Zealand",162,"seaweeds","Hizikia fusiforme (brown algae)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
"New Zealand",162,"seaweeds","Other seaweeds and aquatic plants and products thereof",,,,,,,,,,,,,,,,,,,,,,,,10,1,0,0,0,0,0,0,0,0,0,43,63
"New Zealand",162,"seaweeds","Z_TOTAL",,,,,,,,,,,,,,,,,,,24,19,6,6,10,16,6,46,8,8,12,3,8,3,9,6,59,75
"New Zealand",162,"sponges","Natural sponges raw",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Zealand",162,"sponges","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicaragua",131,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,18,70,45,0,2,22,17
"Nicaragua",131,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,18,70,45,0,2,22,17
"Nicaragua",131,"fish_oil","Fish liver oils, nei",,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicaragua",131,"fish_oil","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicaragua",131,"ornamentals","Ornamental fish nei",,,,,,,,,,,,,,,,,,84,6,2,2,5,8,0,2,1,0,0,4,0,6,13,12,0,2,4
"Nicaragua",131,"ornamentals","Z_TOTAL",,,,,,,,,,,,,,,,,,84,6,2,2,5,8,0,2,1,0,0,4,0,6,13,12,0,2,4
"Nicaragua",131,"seaweeds","Other seaweeds and aquatic plants and products thereof",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicaragua",131,"seaweeds","Z_TOTAL",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nigeria",196,"corals","Coral and the like",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
"Nigeria",196,"corals","Z_TOTAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0
