"zone","oa_1km_2005","oa_1km_2006","oa_1km_2007","oa_1km_2008","oa_1km_2009","oa_1km_2010","oa_1km_2011","oa_1km_2012","oa_1km_2013","oa_1km_2014"
0,0.505700835950159,0.516874179530855,0.53956386560746,0.558163094849629,0.527810228094144,0.561692905505769,0.595010689023552,0.591123927119804,0.598442158236149,0.629043260894255
2,0.483379338531449,0.446179071285883,0.499479556278506,0.522027523807518,0.474118380848739,0.567639745376609,0.609894637764249,0.560009023171654,0.56966576135896,0.613479446240652
3,0.546659036036829,0.542320793244748,0.565896092240314,0.578935822518225,0.541671534677117,0.56785448033746,0.598360282962572,0.60294784888509,0.63764473499436,0.661086781369027
4,0.349612041390329,0.314011519314876,0.312196637457189,0.319312802795027,0.369772180449422,0.37301299380147,0.35401947145455,0.3700553946259,0.365356661365777,0.379385171653028
5,0.573765184236296,0.566354844452616,0.616255585794042,0.618380051263454,0.571774234304503,0.590795855702029,0.632789612895182,0.658952245491683,0.661164072905154,0.678249723949054
6,0.568755289766915,0.575621725321889,0.588985773497061,0.591783440879797,0.621582894892356,0.61281498510485,0.63973446261772,0.652568524920577,0.636295501453775,0.643973009583599
7,0.52900760598189,0.551900543438343,0.544010707211407,0.604455457327749,0.643289851265808,0.610942600202559,0.62800596631212,0.643797846812031,0.606736937762517,0.564976765993078
8,0.513990149095968,0.541391582352796,0.591661151430595,0.6208931100856,0.623456055896273,0.606394613647438,0.677499884363647,0.700373631720841,0.615068351563798,0.636912738184856
9,0.472660538795934,0.490898995643495,0.513601261112078,0.595305464531387,0.605046198572091,0.595277237228989,0.650122648699881,0.673451134717872,0.602230664773558,0.583328870653729
10,0.317479183702342,0.365115710427972,0.38233414179032,0.415841284848927,0.535118058536544,0.434458162569872,0.426795259825603,0.519797997512216,0.581266077022639,0.444931384768189
11,0.458910617185174,0.474493656266695,0.494692396192649,0.537202615458272,0.572175576325224,0.574540607242017,0.595208809078474,0.627146163687253,0.602980387172506,0.585303471913195
12,0.50204938068824,0.501262181841695,0.490323064836732,0.517199023048615,0.53586152276885,0.569794061569232,0.61290110583206,0.591190942554908,0.589875947943293,0.581447358995764
13,0.521395592478758,0.499789243400985,0.493052239207342,0.552373118618484,0.583064553565648,0.620129009742651,0.653620380539111,0.625052005301231,0.608780411453745,0.603322628816449
14,0.560314931035318,0.561327892645367,0.568158075242532,0.539745380954611,0.585231296243788,0.665184138818413,0.631756882345574,0.618562614484351,0.682070652316552,0.718354713481801
15,0.555996304914515,0.518087234475076,0.572455897992182,0.597828153213729,0.56467371397436,0.637382252334593,0.659415943466224,0.616098120721273,0.606676041266069,0.692826074092481
17,0.51849980979897,0.520204278391398,0.540857863697939,0.615658413708343,0.59246574347095,0.574400376218897,0.636448756868229,0.6373458257573,0.58419603436242,0.579296889581568
18,0.574425871654659,0.564781848901957,0.583031839321705,0.592189647929072,0.626555950445904,0.603496821576955,0.621444977160762,0.644204820547649,0.637848558191078,0.664844106050934
19,0.464788071734719,0.485253254593926,0.497931774651257,0.534713381770783,0.598835340472262,0.585942161242511,0.555874779580583,0.579250460457795,0.63310495547088,0.584229482158833
20,0.513835414649215,0.511059922274043,0.456422589766994,0.498674943980677,0.543702295985866,0.538853518671003,0.485511725920074,0.481973066247866,0.522453834373901,0.579770962100998
21,0.450923310302481,0.503271154261109,0.446651625821948,0.461247957265828,0.499659019571717,0.468333182185113,0.448454221239417,0.43634032416114,0.4996904501006,0.506806105380931
24,0.571679833940675,0.54546141891396,0.544661620189435,0.571573590673009,0.616178369136658,0.692303992445208,0.599765413232752,0.568670665392184,0.590606583846335,0.754842081220077
25,0.556158820137679,0.519162311503996,0.494993058241886,0.535722278331369,0.555864423750267,0.594643227630255,0.582530058273006,0.532773084570367,0.541095327281287,0.647051657125165
