id,ecoregion_id,n_allocated,n_allocated_harmful
1,119,0.001733434999358,0.000866717499679
1,120,1.863812768386,0
1,212,0,0
1,213,0,0
1,214,0.0523698493596,0.0523698493596
2,151,0.508514790408,0.508514790408
2,197,0.014000916044928,0.007875515275272
3,148,0.425742042051,0.283828028034
3,149,4.723055292435,2.833833175461
3,150,0.1463875808104,0.0548953428039
3,151,0.0031188673369,0.0031188673369
4,148,1.26021847806,0.84014565204
4,149,0.0125126793428,0.00750760760568
5,135,0.55130258025,0.55130258025
5,136,0.006116935309,0.006116935309
5,148,0.887324331486,0.591549554324
5,149,0.0103575055624,0.00621450333744
6,125,1.131857830652,1.131857830652
6,127,0.03559786564156,0.01779893282078
6,129,0.0987294639256,0.0493647319628
6,130,0.00898099034342,0.00449049517171
7,123,0.20081793646,0.10040896823
7,124,2.900215672104,2.900215672104
7,125,0.837915814196,0.837915814196
7,135,0.0308095828692,0.0308095828692
8,154,0.137103183158,0.137103183158
9,124,0.0975739596636,0.0975739596636
9,153,0.814964999357,0.814964999357
9,154,0.00922745788171,0.00922745788171
10,52,0.8066614129277,0.3666642786035
10,113,3.474879757392,1.158293252464
10,114,0.225287430716,0
10,121,0.7424726123903,0.2699900408692
11,114,0.372582497044,0
11,121,2.190382610339,0.796502767396
11,126,2.105277983865,1.40351865591
11,127,3.650752697824,1.825376348912
11,128,0.36691360119,0.183456800595
12,132,0.447858684822,0.2687152108932
12,136,0.0149025060481,0.0149025060481
12,137,0.5575502176181,0.2389500932649
12,138,0.1685507342244,0.1685507342244
12,139,0.01656694976116,0.00828347488058
12,140,3.88270706162,2.912030296215
12,141,4.05563300738,2.433379804428
12,142,10.774226867492,4.89737584886
12,143,11.998705180776,4.99946049199
12,144,7.898427434112,3.949213717056
12,145,6.999709342556,2.999875432524
12,149,0.1803890208395,0.1082334125037
12,150,7.854042376008,2.945265891003
12,151,0.472441917054,0.472441917054
12,202,9.99991493643,3.999965974572
12,203,13,7
12,204,41.99692270746,21.99838808486
12,205,42,22
12,206,31.999949348736,15.999974674368
12,207,22.997085407386,13.998225900148
12,208,8.998006134996,2.999335378332
12,209,17.997974565012,8.998987282506
12,210,6.999694438807,3.999825393604
12,211,25,10
13,130,0.0536173657684,0.0268086828842
13,134,0.999971023693,0.999971023693
13,135,0.408688354263,0.408688354263
13,136,1,1
13,137,6.436430143878,2.758470061662
13,138,2.82910665735,2.82910665735
13,139,0.3024639831244,0.1512319915622
13,140,0.0002739631778704,0.0002054723834028
