"rgn_id","rgn_mean_cat","rgn_mean_trend","status"
1,0.131531,-0.246308,0.824626
2,0.124728,-0.232605,0.833696
3,0.118113,-0.236669,0.842517
4,0.138071,0.0776595,0.815905
5,0.0992386,-0.247903,0.867682
6,0.0941446,-0.257183,0.874474
7,0.0998923,-0.247643,0.86681
8,0.107157,-0.235575,0.857124
9,0.113677,-0.23601,0.84843
10,0.122212,-0.22934,0.837051
11,0.111851,-0.253707,0.850865
12,0.13298,-0.227033,0.822693
13,0.116734,-0.233374,0.844355
14,0.0902898,-0.252208,0.879614
15,0.0990542,-0.265292,0.867928
16,0.104898,-0.234662,0.860136
17,0.0968052,NaN,0.870926
18,0.105408,-0.24235,0.859456
19,0.105368,-0.236579,0.859509
20,0.0944283,-0.236227,0.874096
21,0.110484,-0.179206,0.852688
24,0.0840439,-0.300748,0.887942
25,0.0845733,-0.29622,0.887236
26,0.100593,-0.250556,0.865875
28,0.094246,-0.269958,0.874339
29,0.0881245,-0.285841,0.882501
30,0.080981,-0.298032,0.892025
31,0.107535,-0.266784,0.85662
32,0.121345,-0.251698,0.838207
33,0.0931811,-0.272047,0.875759
34,0.112911,-0.220139,0.849452
35,0.109553,-0.248826,0.85393
36,0.128391,-0.268363,0.828812
37,0.122181,-0.256872,0.837092
38,0.119623,-0.25461,0.840503
39,0.0979948,-0.240226,0.86934
40,0.101955,-0.239571,0.86406
41,0.0910614,-0.245775,0.878585
42,0.10772,-0.259435,0.856373
43,0.0979468,-0.256614,0.869404
44,0.0956037,-0.251076,0.872528
45,0.0856642,-0.318914,0.885781
46,0.0817364,-0.288154,0.891018
47,0.0933454,-0.257162,0.87554
48,0.0998458,-0.239579,0.866872
49,0.0816622,-0.315261,0.891117
50,0.0796589,-0.314594,0.893788
51,0.0821357,-0.299246,0.890486
52,0.0741088,-0.298168,0.901188
53,0.102854,-0.231038,0.862862
54,0.0801373,-0.294136,0.89315
55,0.151898,-0.247551,0.797469
56,0.132871,-0.213805,0.822839
57,0.154746,-0.233571,0.793672
58,0.130995,-0.212898,0.82534
59,0.1062,-0.134262,0.8584
60,0.113764,-0.19801,0.848315
61,0.113266,-0.194942,0.848979
62,0.13013,-0.209742,0.826493
63,0.131142,-0.21492,0.825145
64,0.116748,-0.165085,0.844336
65,0.124881,-0.189516,0.833492
66,0.120386,-0.182232,0.839485
67,0.117938,-0.215554,0.84275
68,0.117715,-0.212668,0.843047
69,0.0749241,-0.0991988,0.900101
