"rgn_id","rgn_mean_cat","rgn_mean_trend","status"
1,0.13566,-0.25573,0.81912
2,0.125852,-0.237386,0.832197
3,0.112324,-0.190784,0.850235
4,0.127709,0.0707512,0.829721
5,0.101313,-0.230687,0.864916
6,0.100004,-0.24902,0.866662
7,0.102159,-0.252538,0.863788
8,0.108292,-0.241685,0.855611
9,0.110237,-0.237911,0.853018
10,0.116189,-0.236013,0.845081
11,0.113568,-0.259547,0.848576
12,0.126022,-0.224619,0.831971
13,0.115961,-0.233687,0.845386
14,0.0979966,-0.250297,0.869338
15,0.110473,-0.279468,0.852703
16,0.103483,-0.204786,0.862022
17,0.10096,NaN,0.865386
18,0.105708,-0.232059,0.859055
19,0.101975,-0.257622,0.864033
20,0.115,-0.23636,0.846666
21,0.127801,-0.19016,0.829599
24,0.0946092,-0.31809,0.873854
25,0.0937883,-0.301573,0.874949
26,0.107412,-0.25956,0.856785
28,0.113544,-0.269077,0.848607
29,0.110357,-0.29499,0.852858
30,0.0986473,-0.296437,0.86847
31,0.114111,-0.258394,0.847852
32,0.126277,-0.232481,0.831631
33,0.105752,-0.265551,0.858997
34,0.12372,-0.226709,0.83504
35,0.12055,-0.247904,0.839267
36,0.133479,-0.245331,0.822028
37,0.122677,-0.240154,0.836431
38,0.118633,-0.255357,0.841822
39,0.106424,-0.249302,0.858101
40,0.110691,-0.238668,0.852412
41,0.101048,-0.243695,0.865269
42,0.112498,-0.245823,0.850002
43,0.106791,-0.247289,0.857611
44,0.105781,-0.23898,0.858959
45,0.0742107,-0.267259,0.901052
46,0.0776977,-0.259843,0.896403
47,0.103863,-0.248927,0.861516
48,0.110844,-0.232901,0.852208
49,0.0795317,-0.272269,0.893958
50,0.079555,-0.270045,0.893927
51,0.0724301,-0.271914,0.903426
52,0.0763799,-0.261884,0.89816
53,0.104617,-0.226803,0.860511
54,0.0735452,-0.260428,0.90194
55,0.145522,-0.246449,0.80597
56,0.146273,-0.243961,0.80497
57,0.150913,-0.239827,0.798783
58,0.134497,-0.230264,0.820671
59,0.0982814,-0.139741,0.868958
60,0.121293,-0.208286,0.838276
61,0.122055,-0.209243,0.837261
62,0.136715,-0.234866,0.817713
63,0.138873,-0.235992,0.814837
64,0.137449,-0.227479,0.816735
65,0.140346,-0.226885,0.812871
66,0.139575,-0.223533,0.8139
67,0.139244,-0.250234,0.814341
68,0.13766,-0.249259,0.816453
69,0.0699497,-0.0857733,0.906734
70,0.0772543,-0.155966,0.896994
71,0.105378,-0.275488,0.859496
72,0.113054,-0.274234,0.849261
73,0.106954,NaN,0.857394
74,0.120742,-0.314975,0.83901
75,0.10252,-0.295988,0.863307
76,0.115649,-0.282486,0.845801
77,0.118955,-0.218806,0.841393
78,0.123857,-0.226511,0.834858
79,0.127272,-0.226634,0.830304
80,0.128601,-0.220802,0.828532
81,0.13522,-0.226622,0.819707
82,0.113816,-0.18481,0.848246
84,0.134336,-0.236018,0.820886
85,0.134183,-0.229576,0.82109
86,0.124039,-0.194533,0.834614
88,0.129772,-0.156679,0.826971
89,0.119019,0.267664,0.841308
90,0.132281,-0.0301592,0.823626
91,0.13274,-0.0141009,0.823013
92,0.131791,-0.170749,0.824279
93,0.116902,-0.0133256,0.844131
94,0.114319,0.154971,0.847575
95,0.151886,-0.148779,0.797485
96,0.122472,-0.20493,0.836703
97,0.125688,-0.205731,0.832415
98,0.130457,-0.231869,0.826058
99,0.125033,-0.22893,0.833289
100,0.125567,-0.229132,0.832577
101,0.130448,-0.20466,0.826069
102,0.124674,-0.19446,0.833768
103,0.126433,-0.221643,0.831423
104,0.135687,-0.233633,0.819084
105,0.124398,0.358999,0.834136
106,0.129485,-0.221642,0.827353
107,0.135199,-0.249871,0.819734
108,0.145359,-0.235607,0.806188
110,0.0995896,-0.187128,0.867214
111,0.110357,-0.182252,0.852858
112,0.0874535,-0.181795,0.883395
113,0.103331,-0.193687,0.862225
114,0.0957471,-0.193951,0.872337
115,0.10745,-0.200299,0.856734
116,0.113627,-0.205524,0.848497
117,0.125694,-0.204639,0.832408
118,0.12953,-0.217654,0.827294
119,0.0814638,-0.195464,0.891382
120,0.134489,-0.228452,0.820681
121,0.0899268,-0.206241,0.880098
122,0.0908961,-0.204245,0.878805
123,0.11545,-0.214181,0.846067
124,0.131872,-0.230841,0.824171
125,0.0915957,-0.219387,0.877872
126,0.10124,-0.219889,0.865013
127,0.0925723,-0.213454,0.87657
129,0.0920915,-0.201246,0.877211
130,0.113697,-0.230246,0.848404
131,0.0852239,-0.186741,0.886368
132,0.109323,-0.219473,0.854236
133,0.0892856,-0.186104,0.880952
134,0.0987151,-0.215173,0.86838
135,0.108918,NaN,0.854776
136,0.103244,-0.223273,0.862341
137,0.111463,-0.229689,0.851383
138,0.120988,-0.218478,0.838682
139,0.105073,-0.207034,0.859903
140,0.125552,-0.222139,0.832597
141,0.153033,-0.184019,0.795956
143,0.15126,-0.140061,0.798319
144,0.206273,-0.0678056,0.724969
145,0.151915,NaN,0.797447
146,0.138084,-0.215385,0.815888
147,0.118095,-0.230425,0.84254
148,0.126251,-0.259046,0.831665
149,0.133264,-0.255053,0.822314
150,0.117735,-0.252627,0.843019
151,0.114236,-0.228773,0.847686
152,0.0957332,-0.230265,0.872356
153,0.120952,-0.245458,0.83873
154,0.133398,-0.239734,0.822135
155,0.10356,-0.227084,0.86192
156,0.107232,-0.234537,0.857024
157,0.115039,-0.25923,0.846615
158,0.124346,-0.237625,0.834205
159,0.143233,-0.23169,0.809022
161,0.0872958,-0.218422,0.883606
162,0.116375,-0.16207,0.844833
163,0.121911,-0.153624,0.837452
164,0.0811183,-0.179677,0.891842
166,0.0991605,-0.190789,0.867786
