"x"
"Arctocephalus gazella, Arctocephalus tropicalis"
"Balaenoptera acutorostrata"
"Balaenoptera borealis"
"Balaenoptera musculus"
"Balaenoptera physalus"
"Eubalaena australis"
"Hydrurga leptonyx"
"Hyperoodon planifrons"
"Lagenorhynchus cruciger"
"Leptonychotes weddellii"
"Lobodon carcinophaga, Lobodon carcinophagus"
"Megaptera novaeangliae"
"Mirounga leonina"
"Ommatophoca rossii"
"Tursiops truncatus, Tursiops gephyreus, Tursiops nuuanu"
"Ziphius cavirostris"
"Physeter macrocephalus"
"Chionis albus"
"Stercorarius maccormicki, Catharacta maccormicki"
"Aptenodytes patagonicus"
"Aptenodytes forsteri"
"Pygoscelis papua"
"Pygoscelis adeliae"
"Pygoscelis antarcticus"
"Eudyptes chrysolophus"
"Macronectes giganteus"
"Daption capense"
"Diomedea exulans"
"Thalassarche melanophris, Thalassarche melanophris melanophris, Thalassarche melanophrys"
"Oceanites oceanicus"
"Phalacrocorax atriceps"
"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi"
